ID,smina_affinity
CHEMBL3436355_diffdock_8,31.52273
CHEMBL3436355_diffdock_9,36.63037
CHEMBL3436355_diffdock_10,57.03806
CHEMBL4745521_diffdock_1,9.89674
CHEMBL4745521_diffdock_2,11.45862
CHEMBL4745521_diffdock_3,14.79231
CHEMBL4745521_diffdock_4,13.94729
CHEMBL4745521_diffdock_5,14.14220
CHEMBL4745521_diffdock_6,15.58642
CHEMBL4745521_diffdock_7,9.39920
CHEMBL4745521_diffdock_8,6.56061
CHEMBL4745521_diffdock_9,16.22596
CHEMBL4745521_diffdock_10,113.33471
CHEMBL154911_diffdock_1,-4.19904
CHEMBL154911_diffdock_2,1.11912
CHEMBL154911_diffdock_3,8.04558
CHEMBL154911_diffdock_4,1.52954
CHEMBL154911_diffdock_5,3.14371
CHEMBL154911_diffdock_6,2.77711
CHEMBL154911_diffdock_7,28.28336
CHEMBL154911_diffdock_8,24.92056
CHEMBL154911_diffdock_9,20.89024
CHEMBL154911_diffdock_10,56.11637
CHEMBL57347_diffdock_1,17.99833
CHEMBL57347_diffdock_2,19.76076
CHEMBL57347_diffdock_3,24.95971
CHEMBL57347_diffdock_4,19.89410
CHEMBL57347_diffdock_5,22.30175
CHEMBL57347_diffdock_6,23.76569
CHEMBL57347_diffdock_7,24.33100
CHEMBL57347_diffdock_8,22.13777
CHEMBL57347_diffdock_9,23.47120
CHEMBL57347_diffdock_10,28.41989
CHEMBL395591_diffdock_1,23.27971
CHEMBL395591_diffdock_2,35.94942
CHEMBL395591_diffdock_3,48.25979
CHEMBL395591_diffdock_4,5.68370
CHEMBL395591_diffdock_5,25.93711
CHEMBL395591_diffdock_6,45.33368
CHEMBL395591_diffdock_7,11.84671
CHEMBL395591_diffdock_8,58.20642
CHEMBL395591_diffdock_9,46.24448
CHEMBL395591_diffdock_10,2.02361
CHEMBL59812_diffdock_1,10.92116
CHEMBL59812_diffdock_2,68.74422
CHEMBL59812_diffdock_3,94.05140
CHEMBL59812_diffdock_4,79.63648
CHEMBL59812_diffdock_5,81.06462
CHEMBL59812_diffdock_6,67.53799
CHEMBL59812_diffdock_7,92.69520
CHEMBL59812_diffdock_8,74.70834
CHEMBL59812_diffdock_9,117.63348
CHEMBL59812_diffdock_10,21.22315
CHEMBL1242973_diffdock_1,22.55369
CHEMBL1242973_diffdock_2,5.84797
CHEMBL1242973_diffdock_3,26.61433
CHEMBL1242973_diffdock_4,26.86912
CHEMBL1242973_diffdock_5,76.07664
CHEMBL1242973_diffdock_6,35.61380
CHEMBL1242973_diffdock_7,19.86922
CHEMBL1242973_diffdock_8,85.02059
CHEMBL1242973_diffdock_9,88.83818
CHEMBL1242973_diffdock_10,75.22936
CHEMBL5077776_diffdock_1,32.85699
CHEMBL5077776_diffdock_2,35.06214
CHEMBL5077776_diffdock_3,43.35374
CHEMBL5077776_diffdock_4,39.86187
CHEMBL5077776_diffdock_5,37.28069
CHEMBL5077776_diffdock_6,42.53516
CHEMBL5077776_diffdock_7,43.15248
CHEMBL5077776_diffdock_8,45.83345
CHEMBL5077776_diffdock_9,103.48137
CHEMBL5077776_diffdock_10,0.00000
CHEMBL1630114_diffdock_1,27.01726
CHEMBL1630114_diffdock_2,12.88042
CHEMBL1630114_diffdock_3,24.78099
CHEMBL1630114_diffdock_4,39.16283
CHEMBL1630114_diffdock_5,30.91742
CHEMBL1630114_diffdock_6,24.68318
CHEMBL1630114_diffdock_7,46.26945
CHEMBL1630114_diffdock_8,62.81887
CHEMBL1630114_diffdock_9,36.23449
CHEMBL1630114_diffdock_10,21.64875
CHEMBL3237939_diffdock_1,7.90407
CHEMBL3237939_diffdock_2,33.61920
CHEMBL3237939_diffdock_3,12.41229
CHEMBL3237939_diffdock_4,32.62302
CHEMBL3237939_diffdock_5,58.17226
CHEMBL3237939_diffdock_6,34.03101
CHEMBL3237939_diffdock_7,53.87408
CHEMBL3237939_diffdock_8,12.43414
CHEMBL3237939_diffdock_9,122.66695
CHEMBL3237939_diffdock_10,90.32753
CHEMBL4068695_diffdock_1,30.19679
CHEMBL4068695_diffdock_2,24.54828
CHEMBL4068695_diffdock_3,19.72671
CHEMBL4068695_diffdock_4,21.98059
CHEMBL4068695_diffdock_5,27.90720
CHEMBL4068695_diffdock_6,56.22480
CHEMBL4068695_diffdock_7,23.20233
CHEMBL4068695_diffdock_8,24.64608
CHEMBL4068695_diffdock_9,29.96347
CHEMBL4068695_diffdock_10,38.52922
CHEMBL5088102_diffdock_1,21.76713
CHEMBL5088102_diffdock_2,23.50516
CHEMBL5088102_diffdock_3,20.95606
CHEMBL5088102_diffdock_4,26.54973
CHEMBL5088102_diffdock_5,24.48101
CHEMBL5088102_diffdock_6,24.81915
CHEMBL5088102_diffdock_7,28.85957
CHEMBL5088102_diffdock_8,16.65615
CHEMBL5088102_diffdock_9,39.31895
CHEMBL5088102_diffdock_10,43.60462
CHEMBL4293134_diffdock_1,15.87569
CHEMBL4293134_diffdock_2,14.95662
CHEMBL4293134_diffdock_3,11.05050
CHEMBL4293134_diffdock_4,17.52005
CHEMBL4293134_diffdock_5,16.40649
CHEMBL4293134_diffdock_6,15.87783
CHEMBL4293134_diffdock_7,30.48641
CHEMBL4293134_diffdock_8,27.71276
CHEMBL4293134_diffdock_9,13.83669
CHEMBL4293134_diffdock_10,22.74260
CHEMBL3623286_diffdock_1,5.59870
CHEMBL3623286_diffdock_2,4.52502
CHEMBL3623286_diffdock_3,5.30637
CHEMBL3623286_diffdock_4,6.01850
CHEMBL3623286_diffdock_5,8.94459
CHEMBL3623286_diffdock_6,14.39139
CHEMBL3623286_diffdock_7,11.48143
CHEMBL3623286_diffdock_8,19.05836
CHEMBL3623286_diffdock_9,10.68345
CHEMBL3623286_diffdock_10,17.18858
CHEMBL461869_diffdock_1,20.53453
CHEMBL461869_diffdock_2,18.32184
CHEMBL461869_diffdock_3,24.41734
CHEMBL461869_diffdock_4,26.71299
CHEMBL461869_diffdock_5,28.55642
CHEMBL461869_diffdock_6,17.61575
CHEMBL461869_diffdock_7,21.72534
CHEMBL461869_diffdock_8,30.52975
CHEMBL461869_diffdock_9,33.93882
CHEMBL461869_diffdock_10,33.38010
CHEMBL2031296_diffdock_1,-3.66785
CHEMBL2031296_diffdock_2,9.26234
CHEMBL2031296_diffdock_3,9.84382
CHEMBL2031296_diffdock_4,12.83643
CHEMBL2031296_diffdock_5,23.03743
CHEMBL2031296_diffdock_6,13.13924
CHEMBL2031296_diffdock_7,16.57739
CHEMBL2031296_diffdock_8,22.40077
CHEMBL2031296_diffdock_9,18.53773
CHEMBL2031296_diffdock_10,24.02402
CHEMBL466174_diffdock_1,26.01035
CHEMBL466174_diffdock_2,29.92592
CHEMBL466174_diffdock_3,28.29130
CHEMBL466174_diffdock_4,13.62291
CHEMBL466174_diffdock_5,35.72038
CHEMBL466174_diffdock_6,25.77933
CHEMBL466174_diffdock_7,25.70727
CHEMBL466174_diffdock_8,52.12353
CHEMBL466174_diffdock_9,33.06075
CHEMBL466174_diffdock_10,27.71724
CHEMBL1945649_diffdock_1,0.89015
CHEMBL1945649_diffdock_2,1.01485
CHEMBL1945649_diffdock_3,-0.76634
CHEMBL1945649_diffdock_4,10.72577
CHEMBL1945649_diffdock_5,14.17341
CHEMBL1945649_diffdock_6,9.10553
CHEMBL1945649_diffdock_7,13.82596
CHEMBL1945649_diffdock_8,13.94694
CHEMBL1945649_diffdock_9,12.40939
CHEMBL1945649_diffdock_10,15.55925
CHEMBL205149_diffdock_1,3.28109
CHEMBL205149_diffdock_2,8.86965
CHEMBL205149_diffdock_3,8.32492
CHEMBL205149_diffdock_4,3.49253
CHEMBL205149_diffdock_5,10.84446
CHEMBL205149_diffdock_6,4.40901
CHEMBL205149_diffdock_7,2.92774
CHEMBL205149_diffdock_8,9.55412
CHEMBL205149_diffdock_9,14.41856
CHEMBL205149_diffdock_10,16.17460
CHEMBL5198812_diffdock_1,1.75278
CHEMBL5198812_diffdock_2,1.10288
CHEMBL5198812_diffdock_3,8.62402
CHEMBL5198812_diffdock_4,17.69654
CHEMBL5198812_diffdock_5,6.96433
CHEMBL5198812_diffdock_6,7.82321
CHEMBL5198812_diffdock_7,21.52279
CHEMBL5198812_diffdock_8,25.31918
CHEMBL5198812_diffdock_9,83.04565
CHEMBL5198812_diffdock_10,82.63717
CHEMBL7819_diffdock_1,-5.27494
CHEMBL7819_diffdock_2,-1.03417
CHEMBL7819_diffdock_3,3.23131
CHEMBL7819_diffdock_4,1.87022
CHEMBL7819_diffdock_5,1.28954
CHEMBL7819_diffdock_6,2.14009
CHEMBL7819_diffdock_7,5.22762
CHEMBL7819_diffdock_8,1.56564
CHEMBL7819_diffdock_9,-3.62560
CHEMBL7819_diffdock_10,-4.89428
CHEMBL5173449_diffdock_1,-1.47656
CHEMBL5173449_diffdock_2,3.39961
CHEMBL5173449_diffdock_3,-2.83903
CHEMBL5173449_diffdock_4,0.46639
CHEMBL5173449_diffdock_5,-0.63575
CHEMBL5173449_diffdock_6,3.63031
CHEMBL5173449_diffdock_7,3.76095
CHEMBL5173449_diffdock_8,15.93578
CHEMBL5173449_diffdock_9,-0.48279
CHEMBL5173449_diffdock_10,0.62815
CHEMBL341522_diffdock_1,6.02497
CHEMBL341522_diffdock_2,7.85525
CHEMBL341522_diffdock_3,24.77996
CHEMBL341522_diffdock_4,24.79052
CHEMBL341522_diffdock_5,16.42246
CHEMBL341522_diffdock_6,19.98804
CHEMBL341522_diffdock_7,13.09462
CHEMBL341522_diffdock_8,32.83497
CHEMBL341522_diffdock_9,21.91580
CHEMBL341522_diffdock_10,0.00000
CHEMBL1821886_diffdock_1,9.21300
CHEMBL1821886_diffdock_2,24.96935
CHEMBL1821886_diffdock_3,0.90618
CHEMBL1821886_diffdock_4,34.04246
CHEMBL1821886_diffdock_5,57.18818
CHEMBL1821886_diffdock_6,31.05151
CHEMBL1821886_diffdock_7,15.20345
CHEMBL1821886_diffdock_8,70.55417
CHEMBL1821886_diffdock_9,90.17538
CHEMBL1821886_diffdock_10,111.44408
CHEMBL4068047_diffdock_1,-1.04911
CHEMBL4068047_diffdock_2,10.53545
CHEMBL4068047_diffdock_3,9.19472
CHEMBL4068047_diffdock_4,2.98228
CHEMBL4068047_diffdock_5,9.25290
CHEMBL4068047_diffdock_6,20.88793
CHEMBL4068047_diffdock_7,15.62326
CHEMBL4068047_diffdock_8,22.46018
CHEMBL4068047_diffdock_9,8.63816
CHEMBL4068047_diffdock_10,0.00000
CHEMBL141238_diffdock_1,7.49931
CHEMBL141238_diffdock_2,1.36047
CHEMBL141238_diffdock_3,-1.68233
CHEMBL141238_diffdock_4,4.86782
CHEMBL141238_diffdock_5,1.54552
CHEMBL141238_diffdock_6,2.83492
CHEMBL141238_diffdock_7,15.75840
CHEMBL141238_diffdock_8,21.21647
CHEMBL141238_diffdock_9,15.55129
CHEMBL141238_diffdock_10,0.00000
CHEMBL176470_diffdock_1,4.46650
CHEMBL176470_diffdock_2,2.34225
CHEMBL176470_diffdock_3,7.81205
CHEMBL176470_diffdock_4,4.61350
CHEMBL176470_diffdock_5,4.30856
CHEMBL176470_diffdock_6,6.27787
CHEMBL176470_diffdock_7,7.31128
CHEMBL176470_diffdock_8,20.17837
CHEMBL176470_diffdock_9,5.73024
CHEMBL176470_diffdock_10,8.57669
CHEMBL1928301_diffdock_1,24.70733
CHEMBL1928301_diffdock_2,24.16216
CHEMBL1928301_diffdock_3,17.30979
CHEMBL1928301_diffdock_4,37.91969
CHEMBL1928301_diffdock_5,22.34722
CHEMBL1928301_diffdock_6,28.09168
CHEMBL1928301_diffdock_7,36.22429
CHEMBL1928301_diffdock_8,54.96153
CHEMBL1928301_diffdock_9,43.98980
CHEMBL1928301_diffdock_10,56.84613
CHEMBL1240553_diffdock_1,2.50652
CHEMBL1240553_diffdock_2,3.74598
CHEMBL1240553_diffdock_3,19.90621
CHEMBL1240553_diffdock_4,17.17923
CHEMBL1240553_diffdock_5,22.16135
CHEMBL1240553_diffdock_6,18.45117
CHEMBL1240553_diffdock_7,28.60258
CHEMBL1240553_diffdock_8,17.09896
CHEMBL1240553_diffdock_9,9.31421
CHEMBL1240553_diffdock_10,0.00000
CHEMBL4462965_diffdock_1,22.24220
CHEMBL4462965_diffdock_2,21.41239
CHEMBL4462965_diffdock_3,17.60320
CHEMBL4462965_diffdock_4,38.70033
CHEMBL4462965_diffdock_5,32.35641
CHEMBL4462965_diffdock_6,52.09597
CHEMBL4462965_diffdock_7,40.38637
CHEMBL4462965_diffdock_8,38.17265
CHEMBL4462965_diffdock_9,37.14201
CHEMBL4462965_diffdock_10,31.94943
CHEMBL166093_diffdock_1,17.02559
CHEMBL166093_diffdock_2,14.49197
CHEMBL166093_diffdock_3,8.21038
CHEMBL166093_diffdock_4,12.20124
CHEMBL166093_diffdock_5,18.84841
CHEMBL166093_diffdock_6,18.34698
CHEMBL166093_diffdock_7,18.27755
CHEMBL166093_diffdock_8,20.29709
CHEMBL166093_diffdock_9,27.44319
CHEMBL166093_diffdock_10,0.00000
CHEMBL329183_diffdock_1,-0.07530
CHEMBL329183_diffdock_2,9.40354
CHEMBL329183_diffdock_3,5.32159
CHEMBL329183_diffdock_4,12.27578
CHEMBL329183_diffdock_5,8.83492
CHEMBL329183_diffdock_6,0.43617
CHEMBL329183_diffdock_7,8.68486
CHEMBL329183_diffdock_8,6.56430
CHEMBL329183_diffdock_9,8.89307
CHEMBL329183_diffdock_10,21.77205
CHEMBL1830277_diffdock_1,-6.16159
CHEMBL1830277_diffdock_2,-4.86489
CHEMBL1830277_diffdock_3,-5.56181
CHEMBL1830277_diffdock_4,-2.47173
CHEMBL1830277_diffdock_5,-6.20140
CHEMBL1830277_diffdock_6,0.79598
CHEMBL1830277_diffdock_7,-6.11705
CHEMBL1830277_diffdock_8,16.76543
CHEMBL1830277_diffdock_9,0.81678
CHEMBL1830277_diffdock_10,15.17821
CHEMBL1097189_diffdock_1,10.94093
CHEMBL1097189_diffdock_2,17.13048
CHEMBL1097189_diffdock_3,8.29134
CHEMBL1097189_diffdock_4,12.10651
CHEMBL1097189_diffdock_5,28.92727
CHEMBL1097189_diffdock_6,2.38670
CHEMBL1097189_diffdock_7,3.32252
CHEMBL1097189_diffdock_8,7.72969
CHEMBL1097189_diffdock_9,2.98214
CHEMBL1097189_diffdock_10,80.66547
CHEMBL2437460_diffdock_1,-6.02260
CHEMBL2437460_diffdock_2,0.34915
CHEMBL2437460_diffdock_3,-2.74978
CHEMBL2437460_diffdock_4,12.96517
CHEMBL2437460_diffdock_5,15.93153
CHEMBL2437460_diffdock_6,10.17756
CHEMBL2437460_diffdock_7,7.53026
CHEMBL2437460_diffdock_8,17.61844
CHEMBL2437460_diffdock_9,12.24531
CHEMBL2437460_diffdock_10,-0.29128
CHEMBL1172773_diffdock_1,11.18688
CHEMBL1172773_diffdock_2,17.26315
CHEMBL1172773_diffdock_3,15.79090
CHEMBL1172773_diffdock_4,8.47285
CHEMBL1172773_diffdock_5,19.23227
CHEMBL1172773_diffdock_6,25.96868
CHEMBL1172773_diffdock_7,18.75985
CHEMBL1172773_diffdock_8,27.08180
CHEMBL1172773_diffdock_9,24.05202
CHEMBL1172773_diffdock_10,20.22169
CHEMBL512391_diffdock_1,-4.85643
CHEMBL512391_diffdock_2,-3.62141
CHEMBL512391_diffdock_3,21.09625
CHEMBL512391_diffdock_4,27.03031
CHEMBL512391_diffdock_5,28.22524
CHEMBL512391_diffdock_6,19.73837
CHEMBL512391_diffdock_7,20.04665
CHEMBL512391_diffdock_8,97.21934
CHEMBL512391_diffdock_9,102.52666
CHEMBL512391_diffdock_10,0.00000
CHEMBL3671487_diffdock_1,5.42349
CHEMBL3671487_diffdock_2,3.90711
CHEMBL3671487_diffdock_3,4.10783
CHEMBL3671487_diffdock_4,10.39533
CHEMBL3671487_diffdock_5,10.70329
CHEMBL3671487_diffdock_6,6.84236
CHEMBL3671487_diffdock_7,13.83583
CHEMBL3671487_diffdock_8,9.22384
CHEMBL3671487_diffdock_9,1.10805
CHEMBL3671487_diffdock_10,12.10033
CHEMBL3132872_diffdock_1,5.12050
CHEMBL3132872_diffdock_2,9.70461
CHEMBL3132872_diffdock_3,8.13070
CHEMBL3132872_diffdock_4,16.69437
CHEMBL3132872_diffdock_5,16.77402
CHEMBL3132872_diffdock_6,11.04111
CHEMBL3132872_diffdock_7,10.42980
CHEMBL3132872_diffdock_8,9.96619
CHEMBL3132872_diffdock_9,12.80874
CHEMBL3132872_diffdock_10,0.00000
CHEMBL3763790_diffdock_1,14.06440
CHEMBL3763790_diffdock_2,3.16662
CHEMBL3763790_diffdock_3,9.36610
CHEMBL3763790_diffdock_4,8.04890
CHEMBL3763790_diffdock_5,12.88995
CHEMBL3763790_diffdock_6,19.37731
CHEMBL3763790_diffdock_7,38.09024
CHEMBL3763790_diffdock_8,18.33636
CHEMBL3763790_diffdock_9,13.25688
CHEMBL3763790_diffdock_10,96.75510
CHEMBL249511_diffdock_1,10.99170
CHEMBL249511_diffdock_2,13.46808
CHEMBL249511_diffdock_3,7.43398
CHEMBL249511_diffdock_4,27.98912
CHEMBL249511_diffdock_5,13.97541
CHEMBL249511_diffdock_6,24.28918
CHEMBL249511_diffdock_7,25.37977
CHEMBL249511_diffdock_8,52.56115
CHEMBL249511_diffdock_9,31.76324
CHEMBL249511_diffdock_10,0.00000
CHEMBL3425665_diffdock_1,13.81980
CHEMBL3425665_diffdock_2,10.44135
CHEMBL3425665_diffdock_3,18.00559
CHEMBL3425665_diffdock_4,13.05317
CHEMBL3425665_diffdock_5,27.02765
CHEMBL3425665_diffdock_6,15.86949
CHEMBL3425665_diffdock_7,32.17765
CHEMBL3425665_diffdock_8,3.22493
CHEMBL3425665_diffdock_9,1.13273
CHEMBL3425665_diffdock_10,0.00000
CHEMBL419137_diffdock_1,-0.55539
CHEMBL419137_diffdock_2,6.84300
CHEMBL419137_diffdock_3,1.67768
CHEMBL419137_diffdock_4,10.72749
CHEMBL419137_diffdock_5,14.85869
CHEMBL419137_diffdock_6,26.97601
CHEMBL419137_diffdock_7,25.46877
CHEMBL419137_diffdock_8,28.38888
CHEMBL419137_diffdock_9,20.75793
CHEMBL419137_diffdock_10,86.95717
CHEMBL1242200_diffdock_1,5.97065
CHEMBL1242200_diffdock_2,4.62026
CHEMBL1242200_diffdock_3,7.74819
CHEMBL1242200_diffdock_4,9.00667
CHEMBL1242200_diffdock_5,7.24755
CHEMBL1242200_diffdock_6,13.47584
CHEMBL1242200_diffdock_7,19.12669
CHEMBL1242200_diffdock_8,16.66062
CHEMBL1242200_diffdock_9,29.73259
CHEMBL1242200_diffdock_10,22.42213
CHEMBL5192318_diffdock_1,-6.70983
CHEMBL5192318_diffdock_2,-5.59518
CHEMBL5192318_diffdock_3,-6.93856
CHEMBL5192318_diffdock_4,-5.38366
CHEMBL5192318_diffdock_5,-5.74497
CHEMBL5192318_diffdock_6,-0.89561
CHEMBL5192318_diffdock_7,-0.88613
CHEMBL5192318_diffdock_8,-0.47642
CHEMBL5192318_diffdock_9,0.34651
CHEMBL5192318_diffdock_10,-2.30559
CHEMBL594810_diffdock_1,-3.29738
CHEMBL594810_diffdock_2,1.67889
CHEMBL594810_diffdock_3,7.86323
CHEMBL594810_diffdock_4,-0.63426
CHEMBL594810_diffdock_5,-1.58473
CHEMBL594810_diffdock_6,2.01083
CHEMBL594810_diffdock_7,0.12486
CHEMBL594810_diffdock_8,11.74303
CHEMBL594810_diffdock_9,0.00000
CHEMBL594810_diffdock_10,0.00000
CHEMBL4067916_diffdock_1,19.26875
CHEMBL4067916_diffdock_2,19.91027
CHEMBL4067916_diffdock_3,17.21651
CHEMBL4067916_diffdock_4,30.71586
