ID,smina_affinity
CHEMBL291701_smina_5,-6.89927
CHEMBL291701_smina_6,-7.81198
CHEMBL291701_smina_7,-7.45489
CHEMBL291701_smina_8,-7.21302
CHEMBL291701_smina_9,-6.60396
CHEMBL291701_smina_10,-7.33934
CHEMBL29197_smina_1,-7.21455
CHEMBL29197_smina_2,-7.54616
CHEMBL29197_smina_3,-6.59762
CHEMBL29197_smina_4,-6.82104
CHEMBL29197_smina_5,-6.67533
CHEMBL29197_smina_6,-6.72172
CHEMBL29197_smina_7,-6.20661
CHEMBL29197_smina_8,-7.49303
CHEMBL29197_smina_9,-6.73411
CHEMBL29197_smina_10,-6.29319
CHEMBL293482_smina_1,-4.58545
CHEMBL293482_smina_2,-4.51053
CHEMBL293482_smina_3,-4.72774
CHEMBL293482_smina_4,-4.75863
CHEMBL293482_smina_5,-4.32864
CHEMBL293482_smina_6,-4.63654
CHEMBL293482_smina_7,-4.47951
CHEMBL293482_smina_8,-3.71797
CHEMBL293482_smina_9,-4.45197
CHEMBL293482_smina_10,-4.47326
CHEMBL307599_smina_1,-8.44397
CHEMBL307599_smina_2,-8.26823
CHEMBL307599_smina_3,-7.42757
CHEMBL307599_smina_4,-7.15920
CHEMBL307599_smina_5,-7.61704
CHEMBL307599_smina_6,-7.33970
CHEMBL307599_smina_7,-7.33378
CHEMBL307599_smina_8,-7.03839
CHEMBL307599_smina_9,-6.42894
CHEMBL307599_smina_10,-7.73957
CHEMBL308672_smina_1,-7.00377
CHEMBL308672_smina_2,-7.76178
CHEMBL308672_smina_3,-7.67673
CHEMBL308672_smina_4,-7.86323
CHEMBL308672_smina_5,-8.38909
CHEMBL308672_smina_6,-7.71880
CHEMBL308672_smina_7,-7.74405
CHEMBL308672_smina_8,-8.52951
CHEMBL308672_smina_9,-8.53483
CHEMBL308672_smina_10,-7.70486
CHEMBL3087206_smina_1,-8.30418
CHEMBL3087206_smina_2,-8.68973
CHEMBL3087206_smina_3,-9.65121
CHEMBL3087206_smina_4,-8.36813
CHEMBL3087206_smina_5,-9.89052
CHEMBL3087206_smina_6,-9.22785
CHEMBL3087206_smina_7,-8.84497
CHEMBL3087206_smina_8,-8.36926
CHEMBL3087206_smina_9,-8.87486
CHEMBL3087206_smina_10,-8.26980
CHEMBL3132872_smina_1,-8.96407
CHEMBL3132872_smina_2,-7.62914
CHEMBL3132872_smina_3,-7.78210
CHEMBL3132872_smina_4,-8.51886
CHEMBL3132872_smina_5,-8.59678
CHEMBL3132872_smina_6,-6.81930
CHEMBL3132872_smina_7,-7.97990
CHEMBL3132872_smina_8,-8.85122
CHEMBL3132872_smina_9,-7.12054
CHEMBL3132872_smina_10,-8.69297
CHEMBL3133894_smina_1,-7.10659
CHEMBL3133894_smina_2,-7.70432
CHEMBL3133894_smina_3,-7.18008
CHEMBL3133894_smina_4,-7.23534
CHEMBL3133894_smina_5,-7.94579
CHEMBL3133894_smina_6,-7.16702
CHEMBL3133894_smina_7,-7.85094
CHEMBL3133894_smina_8,-7.72145
CHEMBL3133894_smina_9,-7.53714
CHEMBL3133894_smina_10,-7.62201
CHEMBL31815_smina_1,-8.17501
CHEMBL31815_smina_2,-7.70031
CHEMBL31815_smina_3,-7.70882
CHEMBL31815_smina_4,-8.74069
CHEMBL31815_smina_5,-8.41533
CHEMBL31815_smina_6,-6.87759
CHEMBL31815_smina_7,-7.14682
CHEMBL31815_smina_8,-8.42981
CHEMBL31815_smina_9,-8.93616
CHEMBL31815_smina_10,-8.02904
CHEMBL3218002_smina_1,-8.02363
CHEMBL3218002_smina_2,-8.24859
CHEMBL3218002_smina_3,-7.93987
CHEMBL3218002_smina_4,-8.14520
CHEMBL3218002_smina_5,-8.88734
CHEMBL3218002_smina_6,-8.35207
CHEMBL3218002_smina_7,-8.24808
CHEMBL3218002_smina_8,-7.47883
CHEMBL3218002_smina_9,-7.64358
CHEMBL3218002_smina_10,-8.76216
CHEMBL3221557_smina_1,-7.52569
CHEMBL3221557_smina_2,-7.46711
CHEMBL3221557_smina_3,-6.94679
CHEMBL3221557_smina_4,-5.93205
CHEMBL3221557_smina_5,-7.18966
CHEMBL3221557_smina_6,-6.66631
CHEMBL3221557_smina_7,-6.69821
CHEMBL3221557_smina_8,-7.54637
CHEMBL3221557_smina_9,-6.28430
CHEMBL3221557_smina_10,-7.62278
CHEMBL3237939_smina_1,-4.90809
CHEMBL3237939_smina_2,-4.65040
CHEMBL3237939_smina_3,-6.53930
CHEMBL3237939_smina_4,-7.88943
CHEMBL3237939_smina_5,-7.10504
CHEMBL3237939_smina_6,-7.63744
CHEMBL3237939_smina_7,-5.86586
CHEMBL3237939_smina_8,-5.90562
CHEMBL3237939_smina_9,-4.85073
CHEMBL3237939_smina_10,-7.68867
CHEMBL3263359_smina_1,-11.20291
CHEMBL3263359_smina_2,-10.17843
CHEMBL3263359_smina_3,-10.39384
CHEMBL3263359_smina_4,-9.54582
CHEMBL3263359_smina_5,-11.14271
CHEMBL3263359_smina_6,-10.68294
CHEMBL3263359_smina_7,-9.55570
CHEMBL3263359_smina_8,-10.15069
CHEMBL3263359_smina_9,-9.87286
CHEMBL3263359_smina_10,-9.19191
CHEMBL329183_smina_1,-8.60493
CHEMBL329183_smina_2,-7.42149
CHEMBL329183_smina_3,-7.55629
CHEMBL329183_smina_4,-7.59632
CHEMBL329183_smina_5,-8.29295
CHEMBL329183_smina_6,-7.03505
CHEMBL329183_smina_7,-7.80428
CHEMBL329183_smina_8,-8.43061
CHEMBL329183_smina_9,-8.36419
CHEMBL329183_smina_10,-8.27619
CHEMBL3325480_smina_1,-6.66266
CHEMBL3325480_smina_2,-5.89814
CHEMBL3325480_smina_3,-6.01045
CHEMBL3325480_smina_4,-5.91814
CHEMBL3325480_smina_5,-6.52308
CHEMBL3325480_smina_6,-5.76682
CHEMBL3325480_smina_7,-4.73075
CHEMBL3325480_smina_8,-6.30788
CHEMBL3325480_smina_9,-8.71573
CHEMBL3325480_smina_10,-7.69319
CHEMBL341522_smina_1,-7.74333
CHEMBL341522_smina_2,-7.23259
CHEMBL341522_smina_3,-6.98842
CHEMBL341522_smina_4,-7.42198
CHEMBL341522_smina_5,-7.26259
CHEMBL341522_smina_6,-7.77666
CHEMBL341522_smina_7,-7.12135
CHEMBL341522_smina_8,-7.11250
CHEMBL341522_smina_9,-7.63995
CHEMBL341522_smina_10,-5.70541
CHEMBL3416617_smina_1,-7.79652
CHEMBL3416617_smina_2,-7.63655
CHEMBL3416617_smina_3,-6.77818
CHEMBL3416617_smina_4,-7.41283
CHEMBL3416617_smina_5,-6.80270
CHEMBL3416617_smina_6,-6.08800
CHEMBL3416617_smina_7,-6.88278
CHEMBL3416617_smina_8,-7.12968
CHEMBL3416617_smina_9,-6.82583
CHEMBL3416617_smina_10,-7.58715
CHEMBL3416627_smina_1,-8.80715
CHEMBL3416627_smina_2,-8.33363
CHEMBL3416627_smina_3,-9.26440
CHEMBL3416627_smina_4,-8.81193
CHEMBL3416627_smina_5,-8.48129
CHEMBL3416627_smina_6,-8.76190
CHEMBL3416627_smina_7,-7.90281
CHEMBL3416627_smina_8,-8.46047
CHEMBL3416627_smina_9,-8.66375
CHEMBL3416627_smina_10,-8.56780
CHEMBL3425665_smina_1,-8.38056
CHEMBL3425665_smina_2,-8.33951
CHEMBL3425665_smina_3,-8.03067
CHEMBL3425665_smina_4,-8.61703
CHEMBL3425665_smina_5,-7.81981
CHEMBL3425665_smina_6,-7.06363
CHEMBL3425665_smina_7,-8.41831
CHEMBL3425665_smina_8,-7.79558
CHEMBL3425665_smina_9,-8.22814
CHEMBL3425665_smina_10,-7.35746
CHEMBL3436355_smina_1,-9.13845
CHEMBL3436355_smina_2,-9.66643
CHEMBL3436355_smina_3,-8.42533
CHEMBL3436355_smina_4,-8.48947
CHEMBL3436355_smina_5,-8.19301
CHEMBL3436355_smina_6,-9.66157
CHEMBL3436355_smina_7,-9.34808
CHEMBL3436355_smina_8,-8.35952
CHEMBL3436355_smina_9,-8.62008
CHEMBL3436355_smina_10,-8.60419
CHEMBL357570_smina_1,-7.51169
CHEMBL357570_smina_2,-7.11892
CHEMBL357570_smina_3,-7.15441
CHEMBL357570_smina_4,-7.49452
CHEMBL357570_smina_5,-7.60299
CHEMBL357570_smina_6,-8.53404
CHEMBL357570_smina_7,-7.21423
CHEMBL357570_smina_8,-7.86432
CHEMBL357570_smina_9,-8.02876
CHEMBL357570_smina_10,-8.04570
CHEMBL358494_smina_1,-4.58714
CHEMBL358494_smina_2,-6.42932
CHEMBL358494_smina_3,-7.54192
CHEMBL358494_smina_4,-6.84075
CHEMBL358494_smina_5,-8.01049
CHEMBL358494_smina_6,-7.02643
CHEMBL358494_smina_7,-7.58661
CHEMBL358494_smina_8,-7.75301
CHEMBL358494_smina_9,-7.96744
CHEMBL358494_smina_10,-8.23521
CHEMBL3586175_smina_1,-9.29813
CHEMBL3586175_smina_2,-7.68053
CHEMBL3586175_smina_3,-8.63818
CHEMBL3586175_smina_4,-8.39782
CHEMBL3586175_smina_5,-8.06694
CHEMBL3586175_smina_6,-9.51095
CHEMBL3586175_smina_7,-9.48622
CHEMBL3586175_smina_8,-7.98344
CHEMBL3586175_smina_9,-9.05768
CHEMBL3586175_smina_10,-8.37127
CHEMBL3604205_smina_1,-8.41958
CHEMBL3604205_smina_2,-6.08579
CHEMBL3604205_smina_3,-8.01747
CHEMBL3604205_smina_4,-7.81055
CHEMBL3604205_smina_5,-6.42496
CHEMBL3604205_smina_6,-6.73942
CHEMBL3604205_smina_7,-6.60660
CHEMBL3604205_smina_8,-7.98341
CHEMBL3604205_smina_9,-7.44728
CHEMBL3604205_smina_10,-6.72801
CHEMBL3613695_smina_1,-9.58217
CHEMBL3613695_smina_2,-9.26472
CHEMBL3613695_smina_3,-9.23095
CHEMBL3613695_smina_4,-8.52215
CHEMBL3613695_smina_5,-8.86140
CHEMBL3613695_smina_6,-9.79939
CHEMBL3613695_smina_7,-7.67926
CHEMBL3613695_smina_8,-8.01139
CHEMBL3613695_smina_9,-7.70239
CHEMBL3613695_smina_10,-8.33160
CHEMBL3623286_smina_1,-8.74366
CHEMBL3623286_smina_2,-7.81476
CHEMBL3623286_smina_3,-8.34731
CHEMBL3623286_smina_4,-7.47659
CHEMBL3623286_smina_5,-8.04769
CHEMBL3623286_smina_6,-8.13509
CHEMBL3623286_smina_7,-8.29305
CHEMBL3623286_smina_8,-8.22117
CHEMBL3623286_smina_9,-8.40885
CHEMBL3623286_smina_10,-8.28968
CHEMBL3633941_smina_1,-7.83802
CHEMBL3633941_smina_2,-8.05305
CHEMBL3633941_smina_3,-8.18222
CHEMBL3633941_smina_4,-8.70304
CHEMBL3633941_smina_5,-6.98047
CHEMBL3633941_smina_6,-8.63690
CHEMBL3633941_smina_7,-7.93368
CHEMBL3633941_smina_8,-8.79227
CHEMBL3633941_smina_9,-7.36253
CHEMBL3633941_smina_10,-8.02485
CHEMBL3663925_smina_1,-7.94220
CHEMBL3663925_smina_2,-7.82032
CHEMBL3663925_smina_3,-7.75218
CHEMBL3663925_smina_4,-7.91974
CHEMBL3663925_smina_5,-7.97092
CHEMBL3663925_smina_6,-7.75038
CHEMBL3663925_smina_7,-8.53861
CHEMBL3663925_smina_8,-8.51584
CHEMBL3663925_smina_9,-8.08761
CHEMBL3663925_smina_10,-7.85555
CHEMBL3671476_smina_1,-8.88752
CHEMBL3671476_smina_2,-7.92837
CHEMBL3671476_smina_3,-8.56985
CHEMBL3671476_smina_4,-8.66799
CHEMBL3671476_smina_5,-8.52006
CHEMBL3671476_smina_6,-8.44053
CHEMBL3671476_smina_7,-7.92657
CHEMBL3671476_smina_8,-7.68657
CHEMBL3671476_smina_9,-8.65441
CHEMBL3671476_smina_10,-9.64688
CHEMBL3671487_smina_1,-8.07860
CHEMBL3671487_smina_2,-8.29600
CHEMBL3671487_smina_3,-7.86457
CHEMBL3671487_smina_4,-7.83686
CHEMBL3671487_smina_5,-6.90458
CHEMBL3671487_smina_6,-7.70478
CHEMBL3671487_smina_7,-8.81331
CHEMBL3671487_smina_8,-7.85517
CHEMBL3671487_smina_9,-7.96155
CHEMBL3671487_smina_10,-8.38931
CHEMBL3671562_smina_1,-8.58429
CHEMBL3671562_smina_2,-8.48058
CHEMBL3671562_smina_3,-8.52815
CHEMBL3671562_smina_4,-8.51325
CHEMBL3671562_smina_5,-8.27142
CHEMBL3671562_smina_6,-7.58030
CHEMBL3671562_smina_7,-7.24290
CHEMBL3671562_smina_8,-7.52215
CHEMBL3671562_smina_9,-8.36626
CHEMBL3671562_smina_10,-8.62095
CHEMBL3671564_smina_1,-9.07679
CHEMBL3671564_smina_2,-9.12533
CHEMBL3671564_smina_3,-8.16566
CHEMBL3671564_smina_4,-8.32540
CHEMBL3671564_smina_5,-7.84235
CHEMBL3671564_smina_6,-8.03844
CHEMBL3671564_smina_7,-9.46835
CHEMBL3671564_smina_8,-8.31917
CHEMBL3671564_smina_9,-8.91804
CHEMBL3671564_smina_10,-7.79041
CHEMBL3671582_smina_1,-7.80779
CHEMBL3671582_smina_2,-8.14820
CHEMBL3671582_smina_3,-7.47118
CHEMBL3671582_smina_4,-7.49034
CHEMBL3671582_smina_5,-7.30223
CHEMBL3671582_smina_6,-7.21038
CHEMBL3671582_smina_7,-8.29523
CHEMBL3671582_smina_8,-7.85559
CHEMBL3671582_smina_9,-8.33185
CHEMBL3671582_smina_10,-7.17141
CHEMBL367625_smina_1,-8.88090
CHEMBL367625_smina_2,-9.01621
CHEMBL367625_smina_3,-8.68475
CHEMBL367625_smina_4,-8.64290
CHEMBL367625_smina_5,-8.34189
CHEMBL367625_smina_6,-8.00711
CHEMBL367625_smina_7,-8.42926
CHEMBL367625_smina_8,-8.56480
CHEMBL367625_smina_9,-7.76093
CHEMBL367625_smina_10,-8.42275
CHEMBL3676349_smina_1,-7.49576
CHEMBL3676349_smina_2,-8.04416
CHEMBL3676349_smina_3,-7.31435
CHEMBL3676349_smina_4,-7.50874
CHEMBL3676349_smina_5,-8.32961
CHEMBL3676349_smina_6,-7.72666
CHEMBL3676349_smina_7,-7.66932
CHEMBL3676349_smina_8,-7.72970
CHEMBL3676349_smina_9,-7.35098
CHEMBL3676349_smina_10,-7.29433
CHEMBL3676363_smina_1,-8.09419
CHEMBL3676363_smina_2,-7.66410
CHEMBL3676363_smina_3,-7.80469
CHEMBL3676363_smina_4,-8.74514
CHEMBL3676363_smina_5,-7.66512
CHEMBL3676363_smina_6,-8.09728
CHEMBL3676363_smina_7,-7.92743
CHEMBL3676363_smina_8,-7.43890
CHEMBL3676363_smina_9,-6.71039
CHEMBL3676363_smina_10,-7.66997
CHEMBL3676384_smina_1,-8.60117
CHEMBL3676384_smina_2,-8.17196
CHEMBL3676384_smina_3,-8.47716
CHEMBL3676384_smina_4,-7.61579
CHEMBL3676384_smina_5,-8.93586
CHEMBL3676384_smina_6,-7.82169
CHEMBL3676384_smina_7,-7.55771
CHEMBL3676384_smina_8,-7.89907
CHEMBL3676384_smina_9,-7.67193
CHEMBL3676384_smina_10,-7.64489
CHEMBL3676388_smina_1,-6.98721
CHEMBL3676388_smina_2,-7.18782
CHEMBL3676388_smina_3,-6.60474
CHEMBL3676388_smina_4,-6.92007
CHEMBL3676388_smina_5,-7.35127
CHEMBL3676388_smina_6,-6.99612
CHEMBL3676388_smina_7,-7.80982
CHEMBL3676388_smina_8,-7.62430
CHEMBL3676388_smina_9,-7.64102
CHEMBL3676388_smina_10,-7.92397
CHEMBL3699603_smina_1,-9.37204
CHEMBL3699603_smina_2,-9.47251
CHEMBL3699603_smina_3,-9.54334
CHEMBL3699603_smina_4,-9.03489
CHEMBL3699603_smina_5,-8.27380
CHEMBL3699603_smina_6,-9.06321
CHEMBL3699603_smina_7,-8.43514
CHEMBL3699603_smina_8,-8.14937
CHEMBL3699603_smina_9,-7.99747
CHEMBL3699603_smina_10,-8.22133
CHEMBL3741026_smina_1,-6.85225
CHEMBL3741026_smina_2,-7.89285
CHEMBL3741026_smina_3,-7.56606
CHEMBL3741026_smina_4,-6.92917
CHEMBL3741026_smina_5,-7.88346
CHEMBL3741026_smina_6,-7.86435
CHEMBL3741026_smina_7,-6.56852
CHEMBL3741026_smina_8,-7.43232
CHEMBL3741026_smina_9,-7.84276
CHEMBL3741026_smina_10,-7.38155
CHEMBL3746557_smina_1,-8.79949
CHEMBL3746557_smina_2,-8.15661
CHEMBL3746557_smina_3,-9.40889
CHEMBL3746557_smina_4,-8.56030
CHEMBL3746557_smina_5,-8.97163
CHEMBL3746557_smina_6,-9.17056
CHEMBL3746557_smina_7,-8.92852
CHEMBL3746557_smina_8,-8.86088
CHEMBL3746557_smina_9,-8.73795
CHEMBL3746557_smina_10,-8.47672
CHEMBL3746711_smina_1,-7.84146
CHEMBL3746711_smina_2,-7.33813
CHEMBL3746711_smina_3,-7.25579
CHEMBL3746711_smina_4,-7.13966
CHEMBL3746711_smina_5,-7.63088
CHEMBL3746711_smina_6,-7.12793
CHEMBL3746711_smina_7,-7.49763
CHEMBL3746711_smina_8,-6.83284
CHEMBL3746711_smina_9,-7.46223
CHEMBL3746711_smina_10,-7.13943
CHEMBL3758875_smina_1,-7.69950
CHEMBL3758875_smina_2,-8.55509
CHEMBL3758875_smina_3,-8.11259
CHEMBL3758875_smina_4,-8.20072
CHEMBL3758875_smina_5,-8.59975
CHEMBL3758875_smina_6,-8.66824
CHEMBL3758875_smina_7,-6.81937
CHEMBL3758875_smina_8,-6.73666
CHEMBL3758875_smina_9,-6.63921
CHEMBL3758875_smina_10,-7.10157
CHEMBL3759359_smina_1,-8.38511
CHEMBL3759359_smina_2,-7.99082
CHEMBL3759359_smina_3,-8.57768
CHEMBL3759359_smina_4,-8.56811
CHEMBL3759359_smina_5,-8.37433
CHEMBL3759359_smina_6,-7.67329
CHEMBL3759359_smina_7,-7.60062
CHEMBL3759359_smina_8,-7.72254
CHEMBL3759359_smina_9,-8.93888
CHEMBL3759359_smina_10,-9.01955
CHEMBL3763627_smina_1,-7.61396
CHEMBL3763627_smina_2,-7.31442
CHEMBL3763627_smina_3,-8.76755
CHEMBL3763627_smina_4,-8.77991
CHEMBL3763627_smina_5,-8.80045
CHEMBL3763627_smina_6,-8.35852
CHEMBL3763627_smina_7,-8.43310
CHEMBL3763627_smina_8,-8.84034
CHEMBL3763627_smina_9,-8.32671
CHEMBL3763627_smina_10,-7.25090
CHEMBL3763790_smina_1,-7.88892
CHEMBL3763790_smina_2,-7.56256
CHEMBL3763790_smina_3,-7.62152
CHEMBL3763790_smina_4,-7.90222
CHEMBL3763790_smina_5,-8.31993
CHEMBL3763790_smina_6,-8.53760
CHEMBL3763790_smina_7,-8.61556
CHEMBL3763790_smina_8,-8.27771
CHEMBL3763790_smina_9,-8.29836
CHEMBL3763790_smina_10,-8.17244
CHEMBL3805283_smina_1,-8.11069
CHEMBL3805283_smina_2,-7.85642
CHEMBL3805283_smina_3,-7.90787
CHEMBL3805283_smina_4,-7.58754
CHEMBL3805283_smina_5,-8.40456
CHEMBL3805283_smina_6,-7.70966
CHEMBL3805283_smina_7,-8.14596
CHEMBL3805283_smina_8,-8.03687
CHEMBL3805283_smina_9,-7.12937
CHEMBL3805283_smina_10,-7.64491
CHEMBL3805775_smina_1,-7.87361
CHEMBL3805775_smina_2,-7.37782
CHEMBL3805775_smina_3,-7.80216
CHEMBL3805775_smina_4,-7.88887
CHEMBL3805775_smina_5,-7.57351
CHEMBL3805775_smina_6,-7.85304
CHEMBL3805775_smina_7,-6.97348
CHEMBL3805775_smina_8,-7.59831
CHEMBL3805775_smina_9,-7.30269
CHEMBL3805775_smina_10,-7.23721
CHEMBL3814211_smina_1,-9.06495
CHEMBL3814211_smina_2,-8.33462
CHEMBL3814211_smina_3,-7.98875
CHEMBL3814211_smina_4,-7.34653
CHEMBL3814211_smina_5,-8.43274
CHEMBL3814211_smina_6,-7.97991
CHEMBL3814211_smina_7,-8.36693
CHEMBL3814211_smina_8,-7.54791
CHEMBL3814211_smina_9,-8.40754
CHEMBL3814211_smina_10,-8.43761
CHEMBL3818970_smina_1,-8.49118
CHEMBL3818970_smina_2,-8.51552
CHEMBL3818970_smina_3,-8.80175
CHEMBL3818970_smina_4,-8.30753
CHEMBL3818970_smina_5,-8.33885
CHEMBL3818970_smina_6,-7.39386
CHEMBL3818970_smina_7,-7.26424
CHEMBL3818970_smina_8,-7.20265
CHEMBL3818970_smina_9,-8.05151
CHEMBL3818970_smina_10,-7.72925
CHEMBL3903641_smina_1,-9.19748
CHEMBL3903641_smina_2,-9.25438
CHEMBL3903641_smina_3,-8.85870
CHEMBL3903641_smina_4,-9.05484
CHEMBL3903641_smina_5,-8.00912
CHEMBL3903641_smina_6,-8.29253
CHEMBL3903641_smina_7,-8.47102
CHEMBL3903641_smina_8,-8.44582
CHEMBL3903641_smina_9,-7.98603
CHEMBL3903641_smina_10,-8.51706
CHEMBL391321_smina_1,-8.37347
CHEMBL391321_smina_2,-7.78396
CHEMBL391321_smina_3,-8.75079
CHEMBL391321_smina_4,-8.78118
CHEMBL391321_smina_5,-7.75347
CHEMBL391321_smina_6,-8.68812
CHEMBL391321_smina_7,-7.89136
CHEMBL391321_smina_8,-8.13045
CHEMBL391321_smina_9,-7.95386
CHEMBL391321_smina_10,-7.92829
CHEMBL3937527_smina_1,-9.05921
CHEMBL3937527_smina_2,-7.89394
CHEMBL3937527_smina_3,-7.64674
CHEMBL3937527_smina_4,-8.06273
CHEMBL3937527_smina_5,-8.66695
CHEMBL3937527_smina_6,-8.40064
CHEMBL3937527_smina_7,-8.84288
CHEMBL3937527_smina_8,-8.64553
CHEMBL3937527_smina_9,-9.03355
CHEMBL3937527_smina_10,-8.46776
CHEMBL395591_smina_1,-8.37189
CHEMBL395591_smina_2,-8.17761
CHEMBL395591_smina_3,-9.11812
CHEMBL395591_smina_4,-8.62740
CHEMBL395591_smina_5,-8.91146
CHEMBL395591_smina_6,-8.49284
CHEMBL395591_smina_7,-9.03772
CHEMBL395591_smina_8,-9.17285
CHEMBL395591_smina_9,-9.12908
CHEMBL395591_smina_10,-7.50165
CHEMBL3960853_smina_1,-8.17489
CHEMBL3960853_smina_2,-8.68486
CHEMBL3960853_smina_3,-8.87019
CHEMBL3960853_smina_4,-8.69555
CHEMBL3960853_smina_5,-8.84169
CHEMBL3960853_smina_6,-7.58669
CHEMBL3960853_smina_7,-7.66265
CHEMBL3960853_smina_8,-8.81271
CHEMBL3960853_smina_9,-7.57425
CHEMBL3960853_smina_10,-8.64994
CHEMBL3967836_smina_1,-9.58492
CHEMBL3967836_smina_2,-9.65621
CHEMBL3967836_smina_3,-9.58223
CHEMBL3967836_smina_4,-9.22089
CHEMBL3967836_smina_5,-8.73780
CHEMBL3967836_smina_6,-9.47230
CHEMBL3967836_smina_7,-8.79453
CHEMBL3967836_smina_8,-9.47170
CHEMBL3967836_smina_9,-8.54448
CHEMBL3967836_smina_10,-8.86063
CHEMBL4067916_smina_1,-8.56614
CHEMBL4067916_smina_2,-9.31488
CHEMBL4067916_smina_3,-8.44101
CHEMBL4067916_smina_4,-8.45755
CHEMBL4067916_smina_5,-8.58737
CHEMBL4067916_smina_6,-9.78514
CHEMBL4067916_smina_7,-8.68870
CHEMBL4067916_smina_8,-8.87374
CHEMBL4067916_smina_9,-9.31421
CHEMBL4067916_smina_10,-7.91758
CHEMBL4068047_smina_1,-8.56450
CHEMBL4068047_smina_2,-8.89660
CHEMBL4068047_smina_3,-9.68212
CHEMBL4068047_smina_4,-8.91020
CHEMBL4068047_smina_5,-9.18547
CHEMBL4068047_smina_6,-9.28858
CHEMBL4068047_smina_7,-8.29636
CHEMBL4068047_smina_8,-8.87604
CHEMBL4068047_smina_9,-8.18268
CHEMBL4068047_smina_10,-8.98753
CHEMBL4068695_smina_1,-8.32347
CHEMBL4068695_smina_2,-9.50734
CHEMBL4068695_smina_3,-8.80655
CHEMBL4068695_smina_4,-7.79878
CHEMBL4068695_smina_5,-7.67109
CHEMBL4068695_smina_6,-8.68208
CHEMBL4068695_smina_7,-7.87878
CHEMBL4068695_smina_8,-8.85760
CHEMBL4068695_smina_9,-8.00530
CHEMBL4068695_smina_10,-8.88390
CHEMBL4070053_smina_1,-7.05350
CHEMBL4070053_smina_2,-6.90261
CHEMBL4070053_smina_3,-6.85882
CHEMBL4070053_smina_4,-6.85575
CHEMBL4070053_smina_5,-6.88526
CHEMBL4070053_smina_6,-6.84051
CHEMBL4070053_smina_7,-7.39057
CHEMBL4070053_smina_8,-6.51308
CHEMBL4070053_smina_9,-7.31270
CHEMBL4070053_smina_10,-6.75624
CHEMBL4071170_smina_1,-8.09227
CHEMBL4071170_smina_2,-7.89613
CHEMBL4071170_smina_3,-8.03377
CHEMBL4071170_smina_4,-7.91378
CHEMBL4071170_smina_5,-8.12717
CHEMBL4071170_smina_6,-7.75860
CHEMBL4071170_smina_7,-7.75504
CHEMBL4071170_smina_8,-8.61101
CHEMBL4071170_smina_9,-7.93330
CHEMBL4071170_smina_10,-8.04866
CHEMBL4074615_smina_1,-9.05427
CHEMBL4074615_smina_2,-8.00428
CHEMBL4074615_smina_3,-7.44215
CHEMBL4074615_smina_4,-7.74493
CHEMBL4074615_smina_5,-7.17754
CHEMBL4074615_smina_6,-8.88130
CHEMBL4074615_smina_7,-7.07208
CHEMBL4074615_smina_8,-8.45157
CHEMBL4074615_smina_9,-8.55561
CHEMBL4074615_smina_10,-8.47011
CHEMBL4077917_smina_1,-9.90055
CHEMBL4077917_smina_2,-9.36115
CHEMBL4077917_smina_3,-8.88928
CHEMBL4077917_smina_4,-8.57977
CHEMBL4077917_smina_5,-8.97437
CHEMBL4077917_smina_6,-9.21798
CHEMBL4077917_smina_7,-9.91309
CHEMBL4077917_smina_8,-8.27681
CHEMBL4077917_smina_9,-8.72492
CHEMBL4077917_smina_10,-9.15477
CHEMBL4080720_smina_1,-7.08252
CHEMBL4080720_smina_2,-6.49123
CHEMBL4080720_smina_3,-6.94661
CHEMBL4080720_smina_4,-6.80736
CHEMBL4080720_smina_5,-6.76488
CHEMBL4080720_smina_6,-7.03627
CHEMBL4080720_smina_7,-6.92040
CHEMBL4080720_smina_8,-6.99093
CHEMBL4080720_smina_9,-6.95412
CHEMBL4080720_smina_10,-6.97277
CHEMBL4080934_smina_1,-7.41170
CHEMBL4080934_smina_2,-8.22820
CHEMBL4080934_smina_3,-7.77904
CHEMBL4080934_smina_4,-8.20784
CHEMBL4080934_smina_5,-7.92134
CHEMBL4080934_smina_6,-7.75567
CHEMBL4080934_smina_7,-7.43291
CHEMBL4080934_smina_8,-9.49068
CHEMBL4080934_smina_9,-9.25522
CHEMBL4080934_smina_10,-7.64170
CHEMBL4082763_smina_1,-7.90834
CHEMBL4082763_smina_2,-7.35329
CHEMBL4082763_smina_3,-7.53184
CHEMBL4082763_smina_4,-7.10133
CHEMBL4082763_smina_5,-7.05577
CHEMBL4082763_smina_6,-7.34240
CHEMBL4082763_smina_7,-7.75253
CHEMBL4082763_smina_8,-7.06867
CHEMBL4082763_smina_9,-7.03285
CHEMBL4082763_smina_10,-7.32996
CHEMBL4088718_smina_1,-7.84846
CHEMBL4088718_smina_2,-7.68981
CHEMBL4088718_smina_3,-8.67930
CHEMBL4088718_smina_4,-7.98482
CHEMBL4088718_smina_5,-8.82619
CHEMBL4088718_smina_6,-8.49964
CHEMBL4088718_smina_7,-7.48684
CHEMBL4088718_smina_8,-7.87882
CHEMBL4088718_smina_9,-7.90251
CHEMBL4088718_smina_10,-7.43480
CHEMBL4091284_smina_1,-8.61992
CHEMBL4091284_smina_2,-7.89361
CHEMBL4091284_smina_3,-7.61451
CHEMBL4091284_smina_4,-8.16101
CHEMBL4091284_smina_5,-8.28400
CHEMBL4091284_smina_6,-7.58406
