ID,CNNscore,CNNaffinity,smina_affinity,ad4,LinF9,RTMScore,Vinardo,SCORCH,HYDE,CHEMPLP,rfscore_v1,rfscore_v2,rfscore_v3,vina_hydrophobic,vina_intra_hydrophobic
CHEMBL4435632_diffdock_7,0.1840801537,5.8874368668,-2.98661,-13.00638,-5.38503,10.015143803322228,-0.09085,0.05585,144441.918521,-67.9592,7.340699545288045,7.042812070374069,6.601836580752581,30.72878757533052,6.521113287613508
CHEMBL4435632_diffdock_8,0.0270821415,5.555521965,2.37194,34.59604,-3.70875,10.208455115818714,5.68266,0.04809,28018.048442,-48.4195,7.700508402652904,7.368507166585052,7.027610351759352,25.179446023172645,6.548791968822059
CHEMBL4435632_diffdock_9,0.0181670468,4.6933946609,18.12992,122.98598,2.28283,8.315143673797008,23.70978,0.01708,744.859311,-46.0246,7.776861590409584,7.24379381279831,7.114623575202583,50.30687414938474,6.45896119254563
CHEMBL4435632_diffdock_10,0.155515492,5.8146781921,14.31132,158.90457,0.01442,9.317089915349705,20.07534,0.01068,1122.28499,-26.0514,7.733187436618937,7.384270124708626,7.357511306748811,42.30026487878109,6.657162058283747
CHEMBL92174_diffdock_1,0.331902355,6.1549634933,3.15004,40.1549,-4.19056,14.14968390397348,3.29547,0.00805,471291.073627,-51.6852,7.2270869398934385,7.144575424242424,6.874081305028301,57.59627331084767,5.782953573814108
CHEMBL92174_diffdock_2,0.3372446299,6.1342372894,4.56052,48.10898,-3.58774,14.772662957174642,4.99312,0.01453,2788981.966315,-50.7759,7.1084661819846815,7.195906324675323,6.832071595071594,57.02867468368917,5.885299987479458
CHEMBL92174_diffdock_3,0.2580841482,5.9154224396,8.99669,84.88567,-1.99341,15.12476056084502,10.54836,0.01547,472480.832586,-58.0819,7.151996489510489,7.121096984848487,6.76234219175269,59.97750629246384,5.647243218046052
CHEMBL92174_diffdock_4,0.1827649325,5.68546772,17.91571,110.33534,1.5262,13.18856838763068,20.47803,0.0095,52734997.502025,-50.8567,7.153794222111221,7.051932044788546,6.73420555033855,61.03080172736076,5.627133369422085
CHEMBL92174_diffdock_5,0.1505350322,5.7901239395,20.62244,137.93414,2.31287,15.303923595745577,22.69222,0.00946,53674096.355102,-57.1562,7.116177012931506,7.211672345654347,6.777907618159615,61.92968027703603,5.684541437462807
CHEMBL92174_diffdock_6,0.08240062,5.5460119247,29.80786,185.1927,5.96239,13.6143986493366,33.0923,0.00914,53620949.700495,-61.1385,7.080581343323342,7.079089003607507,6.695442779775778,62.935252789425824,5.727215087767636
CHEMBL92174_diffdock_7,0.0647787824,5.3400411606,27.49158,227.46881,5.06871,13.786234288788767,31.08072,0.01318,53611533.710458,-57.1276,7.026261122599625,7.05475942784993,6.62310545293595,65.76470894367428,5.945580364696996
CHEMBL92174_diffdock_8,0.0625046641,5.3134994507,35.44618,212.83078,8.01271,13.059106241479745,39.59332,0.0838,1061454.308011,-53.2202,6.98280953957154,7.056556344932844,6.732650086413583,61.72723602298654,5.613347046268959
CHEMBL92174_diffdock_9,0.1005622596,5.426949501,37.20993,217.19724,8.61912,13.1905870656316,42.10787,0.02937,192969006.65783,-55.3759,7.136292807303805,6.983599365245871,6.812826221778218,71.54475766453736,5.968809186648697
CHEMBL92174_diffdock_10,0.03743973,5.3363399506,39.23627,215.44844,9.95166,14.141041222947964,43.24643,0.14817,40980596.186024,-64.5101,7.11538218065268,6.87014056260406,6.741556760850254,69.24136203446537,6.027236013369516
CHEMBL485065_diffdock_1,0.5339508653,5.9130468369,4.09022,68.68489,-3.05232,7.755190702776225,7.10441,0.00205,258187.54988,200.552,6.83571078005328,6.9521179370629405,6.682397649073153,46.85792681474715,4.191814270239018
CHEMBL485065_diffdock_2,0.5518141389,5.7815380096,5.27778,92.70001,-1.97664,9.472591865250736,6.75483,0.00686,6007054.657106,301.421,6.761809691197691,6.8774266313131305,6.576308366411366,51.78283181666384,0.0
CHEMBL485065_diffdock_3,0.1366119683,5.2034425735,2.1151,38.4669,-2.3163,8.55813031842585,6.46876,0.0126,23959.474765,-27.4548,6.9647790555555575,6.630720054778559,6.647446085581085,44.448811128415215,20.58444838838089
CHEMBL485065_diffdock_4,0.4812443256,6.0261144638,9.65131,95.95545,-0.11684,7.106905883104632,15.74994,0.00175,31645021.538903,255.919,6.746535096792093,7.272779887112891,6.758909497502498,38.42444955732002,7.500169235577205
CHEMBL485065_diffdock_5,0.0840227008,5.368144989,1.388,38.46867,-2.52705,11.637809613358865,4.68842,0.05106,15038.278243,-1.30866,6.9118126948052,6.783526404595405,6.702336949883453,58.725278892479054,14.316569655033504
CHEMBL485065_diffdock_6,0.0965747759,5.2830429077,39.2117,326.75107,12.45255,9.091782336739138,46.55922,0.00287,425436232.420676,-54.3058,6.776738224497726,6.844284485403488,6.649645191031192,67.44908738855446,7.150655003805017
CHEMBL485065_diffdock_7,0.5947794914,5.4024362564,17.47673,146.40135,3.84598,10.052437634012808,26.30244,0.0016,1605176862.932082,277.469,6.704414273559775,6.702488168831172,6.436484526418027,49.17928007158103,0.0
CHEMBL485065_diffdock_8,0.1567996889,5.0632591248,13.13398,159.12608,2.54505,11.4960716788614,19.87617,0.09359,35308.921785,-31.667,6.924861201298704,6.613248090021089,6.696362835331342,63.36376057236856,7.567176073213844
CHEMBL485065_diffdock_9,0.0118589923,4.8087244034,45.30318,325.86475,15.6431,11.095265665589464,59.26409,0.02685,236461.792767,130.511,6.921763424353425,6.860476095793102,6.791192859029865,56.25664478777432,7.126206315439411
CHEMBL485065_diffdock_10,0.0130183585,4.8076734543,40.92314,262.42245,14.01433,11.67768615307847,53.7092,0.02995,1144574.277718,123.268,6.9204482021312055,6.888076631979134,6.71018138861139,47.75363830576285,7.2345848679851805
CHEMBL3746557_diffdock_1,0.3760857284,5.9398145676,34.23008,290.05975,8.94743,11.242725994332355,50.6469,0.00264,171268505.350682,467.117,8.07378492868242,7.869160792929292,7.547447910811411,69.3877886014177,15.09701502295344
CHEMBL3746557_diffdock_2,0.1407607198,6.0587244034,24.72991,209.99077,5.7638,7.122718465642576,38.19945,0.00503,2114578.686221,196.486,8.062693628205121,7.731685241092238,7.460799985458986,66.04813444787271,18.27069706374861
CHEMBL3746557_diffdock_3,0.3548428118,5.849357605,34.22638,329.44897,8.53501,10.37042851837143,51.1432,0.01297,7689901.001279,605.771,8.090057340659335,7.902134868242871,7.602409494449992,67.44880396948838,14.756601262043713
CHEMBL3746557_diffdock_4,0.0157084558,5.1666717529,81.13105,628.28107,30.51606,14.703952457438238,106.45881,0.00147,11774413.582363,226.148,8.016508169663663,7.878943715118217,7.603937306859806,87.10649636925369,15.322726998806026
CHEMBL3746557_diffdock_5,0.0864422023,6.2445631027,20.23705,278.9295,3.69884,11.267344380093624,31.97236,0.00017,220477.950664,297.862,7.968420827339314,7.750417415695417,7.420347151792654,74.39873339015534,19.48109302254647
CHEMBL3746557_diffdock_6,0.0681573004,5.5120334625,45.60972,463.38358,14.4851,12.894346349469703,62.47804,0.00029,677986.714959,189.351,8.114405957930943,7.746815812520818,7.660297981518488,79.00586682856951,15.14287425405592
CHEMBL3746557_diffdock_7,0.0873330906,5.6983537674,28.83115,317.8414,7.47455,13.301413829549723,43.38909,0.00233,28579.330806,298.073,8.021958913919402,7.85558612925963,7.867632228715733,92.64899877549983,18.69915516821352
CHEMBL3746557_diffdock_8,0.0458463058,5.7602863312,25.66634,240.77359,6.0139,10.185340789385847,36.17747,0.0041,195051.044166,330.599,7.999636934343425,7.958505195637692,7.649747215839722,56.738510335179896,16.145375959057738
CHEMBL3746557_diffdock_9,0.1723960936,5.367228508,64.02832,588.56604,22.9279,9.875055245421697,92.03113,0.00037,1694785.38711,496.333,8.064234023675663,7.7900556515151615,7.807799521201024,102.34539734440104,15.059086365278407
CHEMBL3746557_diffdock_10,0.0477302559,5.6990156174,32.27549,329.54584,9.12021,10.791194727145893,46.7125,0.00027,4812.712603,408.319,8.14944078366077,7.82497033488734,7.539128809912308,80.4394068149019,15.491276469196704
CHEMBL3814211_diffdock_1,0.1291913688,5.9263000488,12.36389,119.44955,-1.15635,15.602490321144623,15.09457,0.01908,1054.811008,-53.7625,7.372580039682541,7.6930565974025935,7.162339392107896,55.8156076915184,4.7974068527760725
CHEMBL3814211_diffdock_2,0.0796602741,5.7736520767,15.0252,124.91486,-0.20185,13.381235294492942,18.02574,0.01447,1168.500745,-40.5619,7.440521315295815,7.672252943722938,7.193045601343104,53.35799200761757,4.855758723952668
CHEMBL3814211_diffdock_3,0.1219705343,5.9456586838,9.47374,110.70693,-2.02974,14.833185026968984,11.82483,0.01626,2008.01586,-59.6492,7.416473696248197,7.60315467099567,7.120408772338775,54.04174956626726,4.794719212141466
CHEMBL3814211_diffdock_4,0.0799139217,5.7533216476,15.33833,153.18727,-0.16381,15.332943849489777,18.80631,0.02024,6404.906472,-10.4175,7.464218956709956,7.64277296031746,7.170092050116554,57.244117590458686,4.836607292121334
CHEMBL3814211_diffdock_5,0.0969985798,5.8192615509,16.49979,147.56056,0.41949,14.097672692755316,20.13641,0.01476,1818507.08306,-64.4758,7.456454642857141,7.680125253968245,7.114121977411478,56.00444155999448,4.859717640766807
CHEMBL3814211_diffdock_6,0.11615742,5.9088182449,10.85152,115.2402,-1.4536,15.671159160082617,13.17273,0.0104,1568.581585,-42.1723,7.473060979797981,7.633434222222215,7.127962236430237,53.4193793944708,4.7848383144164135
CHEMBL3814211_diffdock_7,0.0978360847,5.8444671631,13.12842,125.25079,-0.78774,13.209839208245397,15.84515,0.01342,2474.691742,-12.9732,7.395801156565656,7.657306144300144,7.087613911033412,53.779633867500586,4.800390568368758
CHEMBL3814211_diffdock_8,0.0975909829,5.8210258484,15.78782,163.02953,0.0035,14.800339647521824,18.98534,0.01533,6435.332558,-10.7132,7.461092003607502,7.713331158730156,7.197197053890558,55.700521765354665,4.784438698417606
CHEMBL3814211_diffdock_9,0.118445158,5.9480848312,12.55525,131.21117,-0.77809,13.274212869615209,15.20663,0.01002,115797388.770717,-25.6787,7.514702371850373,7.661403301587297,7.218512313464318,50.68174634342292,4.803377374623809
CHEMBL3814211_diffdock_10,0.0919371992,5.695640564,26.83462,183.50804,4.0884,13.389324846667886,32.39367,0.02138,3558329.794917,-64.1884,7.4283859581529565,7.6494763189033135,7.068895110167611,59.056451039255535,4.808344220743496
CHEMBL4088718_diffdock_1,0.0722675771,6.136797905,13.68559,149.36453,0.05362,15.734782780245109,18.16731,0.01291,2019.414015,-67.3826,7.374255221278717,7.461451987401491,7.183867407536909,96.30856494816678,9.949026778490628
CHEMBL4088718_diffdock_2,0.172630772,6.0651531219,14.07262,146.35635,0.91082,13.014925168172972,18.78426,0.00094,26214.066252,-65.4853,7.458461468253965,7.525614825785325,7.185376390942397,58.309678586091394,5.043102673824555
CHEMBL4088718_diffdock_3,0.0727730393,5.8731603622,14.61217,151.6671,1.12938,14.163231313609344,20.26797,0.00832,6591.453782,289.416,7.601896082251076,7.42098643545343,7.177689863025864,65.88053477091448,5.105155087483947
CHEMBL4088718_diffdock_4,0.0866666883,6.2206220627,16.94643,172.58224,1.77546,14.058702261343564,21.81753,0.01643,496.334917,-70.9987,7.335539422799416,7.547984034965034,7.205229970917974,98.91646650001536,16.378190841459862
CHEMBL4088718_diffdock_5,0.1003662273,6.2057523727,15.83666,127.10394,2.06169,10.665734011504805,22.51272,0.00143,3167.094202,-49.5263,7.526333128427124,7.4652759933954895,7.085850251914755,56.78349029918292,5.036421667059592
CHEMBL4088718_diffdock_6,0.1393553615,6.4055547714,17.34716,180.29948,1.63658,13.37843028295197,24.00503,0.01442,35209.305619,-42.4297,7.43215556832056,7.46824546176046,7.261595288489289,76.4626082555365,6.126019615639917
CHEMBL4088718_diffdock_7,0.0335992351,5.9692573547,18.93477,142.38902,3.11269,14.641144316866033,24.5716,0.00198,12480.941786,-53.5483,7.541627875901874,7.502884591575085,7.127389934953938,56.51982198377734,5.026249805838665
CHEMBL4088718_diffdock_8,0.0411947444,5.6281204224,36.6329,282.64474,9.34262,11.827683422888938,45.28554,0.00105,36177974.355661,4.05796,7.826236073648571,7.747665726551229,7.405942610001115,47.519189822216376,5.621436963410163
CHEMBL4088718_diffdock_9,0.0610896535,5.8383817673,39.47375,283.68399,10.69792,11.90273462498229,49.76563,0.00093,96023194.148327,-43.0872,7.819945201354201,7.616416805194802,7.448767614108123,36.83228858403167,8.519304475694653
CHEMBL4088718_diffdock_10,0.0633124933,5.7826986313,12.79077,145.95023,0.47578,15.051371162817162,17.08047,0.01807,624.449216,-3.47166,7.643968947330444,7.414431428238428,7.224673916805416,61.60385293480967,5.054993410165874
CHEMBL3671582_diffdock_1,0.1298912466,6.7601852417,7.86748,116.33346,-1.67635,20.28618985143633,12.16249,0.00241,3057308.229924,14.7519,8.189176111166606,8.00974517965368,7.655028207292701,44.40197063231952,6.4931786231174975
CHEMBL3671582_diffdock_2,0.0648519248,6.6079244614,7.25085,86.04171,-1.82949,18.9632477410916,10.48005,0.00477,23215687.642011,2.16897,8.044185493894993,7.992517277111776,7.486034910866906,50.21363497966444,7.204146673257078
CHEMBL3671582_diffdock_3,0.0991534144,6.5424804688,5.32448,65.29368,-2.78704,19.03714308629061,8.16465,0.00132,385234346.335288,15.5625,8.087889724442222,7.954547430014428,7.411330889832389,46.55667969724371,6.506758994474039
CHEMBL3671582_diffdock_4,0.0930074751,6.7164888382,6.62996,98.98251,-2.36096,18.689065944803907,9.8327,0.00139,415364.956805,7.39626,8.201490034243532,8.088125393217892,7.794370079698074,41.78534516872623,7.493516946001069
CHEMBL3671582_diffdock_5,0.0674545467,6.4576454163,6.89264,84.83067,-2.50263,16.868640249667607,9.95377,0.00144,480837935.772195,-7.8293,8.113408971916968,8.026820549062046,7.787605357475851,46.95514637740455,6.829261290566738
CHEMBL3671582_diffdock_6,0.0234852079,6.3122520447,23.92246,171.92038,5.07275,17.654995866771806,30.49788,0.00515,239490.278746,14.9488,8.047481724442225,7.890934018759014,7.4863064981684975,55.34074314614524,6.824454418949484
CHEMBL3671582_diffdock_7,0.021110829,6.231344223,15.81012,151.04657,1.63826,18.32949844012027,21.50116,0.00416,44949321.596716,10.1933,8.124472988788991,7.985352901098897,7.658436151126645,50.22631426814755,6.342631524464858
CHEMBL3671582_diffdock_8,0.875449121,4.9003076553,0.0,2.1952,2.27464,0.0,0.0,0.09228,100323607.846148,1730.62,3.563593854145857,3.686078669996669,4.116392911921412,0.0,13.845366345314543
CHEMBL3671582_diffdock_9,0.8830613494,4.8658790588,0.0,2.1952,2.27464,0.0,0.0,0.09228,100323607.846148,2410.64,3.563593854145857,3.686078669996668,4.116392911921412,0.0,6.199888924343888
CHEMBL3671582_diffdock_10,0.8850055933,4.8720331192,0.0,2.1952,2.27464,0.0,0.0,0.09228,100323607.846148,38547.1,3.563593854145857,3.686078669996669,4.116392911921412,0.0,6.410653569271076
CHEMBL367625_diffdock_1,0.1848314703,6.6621351242,-4.20817,-5.81883,-6.27313,18.27871023679323,-1.9373,0.02511,76.299922,-76.8532,7.748269366522372,7.643160743589741,7.438883383949391,34.55356132548717,5.421501229330616
CHEMBL367625_diffdock_2,0.6325724125,6.979016304,-6.55344,-30.61115,-7.41563,19.0853353247786,-5.26589,0.02496,796.74157,-81.682,7.823433463147968,7.56947757187257,7.687376722000226,16.64497844158487,7.398490559017841
CHEMBL367625_diffdock_3,0.3686572611,6.910490036,-4.86765,-29.75682,-6.43802,18.175201539107903,-3.37422,0.0112,157.016946,-74.3236,7.794955519480522,7.583286470140968,7.492072176656681,15.074698506343498,3.535023928784751
CHEMBL367625_diffdock_4,0.1326378286,6.615778923,-1.3205,37.51115,-5.96144,17.205024870382697,-0.91972,0.04422,708.761477,-83.1496,7.72843367171718,7.77491527389277,7.448372898989904,27.809432259828316,1.331056462863172
CHEMBL367625_diffdock_5,0.1656841636,6.7487201691,-5.19732,-31.58774,-7.15668,17.517862761844295,-3.80272,0.03758,34284.009917,-80.4054,7.801324052447555,7.648836687257185,7.562190196414699,29.86788808059967,1.330967236982774
CHEMBL367625_diffdock_6,0.5280666947,7.0229673386,-6.40208,-29.22126,-7.82081,18.66927980921141,-4.69216,0.01063,3210.194099,-72.4107,7.786014909090912,7.613524201021198,7.673550753191258,19.421718546381253,6.882876630612556
CHEMBL367625_diffdock_7,0.549428165,7.0966148376,-6.50319,-32.94128,-8.00834,21.171003665379207,-5.411,0.01565,884.131099,-74.8749,7.82646005699856,7.676374193473191,7.632452911754911,17.4069726483488,11.95546165445321
CHEMBL367625_diffdock_8,0.0370092355,6.1652984619,3.24098,49.73048,-3.81479,9.640342009846716,6.93744,0.00536,2717819956.243973,-53.4364,7.713313392496396,7.54160759568209,7.121411585470093,30.752997950837813,1.331094344525809
CHEMBL367625_diffdock_9,0.0303702969,6.106552124,8.38578,76.00272,-2.76861,8.599397272242129,13.1985,0.00768,547343.944184,-54.9601,7.703420635642135,7.6005496555666525,7.018024751803756,57.48096484770657,3.273385009916714
CHEMBL5192038_diffdock_1,0.0298871081,5.2619314194,61.32238,285.5936,11.24884,15.36117032418115,66.11119,0.00021,121718180.4346,-28.3585,8.211697699633698,7.608173722777232,7.463374365412362,61.09910451924307,5.914861941676582
CHEMBL5192038_diffdock_2,0.0989279673,5.6179046631,36.36182,213.43311,3.13034,12.445487838556598,42.19314,0.0004,50565141.395541,37.0763,8.310270757353758,7.55977899334,7.611094584748576,56.30579644629951,5.914774394411921
CHEMBL5192038_diffdock_3,0.0361981578,5.3676748276,43.69592,261.53235,5.50879,14.219109834016953,48.88865,0.00029,50628065.119368,32.6433,8.166060271062273,7.603435194638701,7.400712102786096,54.74842831301516,5.914932554140183
CHEMBL5192038_diffdock_4,0.0627374575,5.4608726501,43.45614,241.22186,5.31231,13.413399359773091,49.3731,0.00045,50618591.312115,43.9824,8.164720112332116,7.605919060439568,7.606966592685088,56.06129172509706,5.914900158850584
CHEMBL5192038_diffdock_5,0.0225611273,5.2168560028,58.62656,274.5831,10.57576,15.387220669498667,63.39545,0.00032,62490048.813496,-23.4207,8.225937413919414,7.578672851204357,7.3871905825840765,59.773051200664256,5.914838098187166
CHEMBL5192038_diffdock_6,0.0220038518,5.1703910828,64.87247,270.21127,12.54363,14.90189416228024,69.29747,0.00033,35512510405.95151,-24.2419,8.268658889388387,7.580205452214459,7.368692283161278,61.97131701515805,5.914907976061722
CHEMBL5192038_diffdock_7,0.0275622681,5.215470314,59.14949,306.40991,10.60233,13.970173123604845,63.9479,0.00024,121507517.895626,82.7971,8.182733675824174,7.623742214840723,7.437075952713947,58.81896738454467,5.914790033480411
CHEMBL5192038_diffdock_8,0.0193270482,5.0535888672,79.58102,352.08575,17.07652,12.973750832971502,83.75449,0.00027,121347852.702384,-24.9477,8.281848254467752,7.519991283383291,7.503899200577197,66.34086708159653,5.914873147191109
CHEMBL5192038_diffdock_9,0.0217251815,5.1040410995,66.83762,323.80112,13.16797,14.30799148939936,71.55352,0.00021,35522127382.65821,-19.9067,8.202205040903538,7.611394455821967,7.349790280275276,60.99415695192526,5.914775699041776
CHEMBL5192038_diffdock_10,0.0115541946,5.2438516617,35.20451,211.41655,3.18154,14.943382293301706,41.71784,0.00032,24527417.147518,11.5639,8.0547410921301,7.363278296592295,7.289819884115879,23.249870879380936,5.914815724230053
CHEMBL3087206_diffdock_1,0.6095597148,8.0250549316,11.58248,94.93169,-3.895,22.650531893640903,16.5852,0.00049,329076.864651,242.187,7.835632577700081,7.799145371850372,7.672797906482415,46.52396905171266,15.51554054774846
CHEMBL3087206_diffdock_2,0.2441954017,7.6055011749,21.6549,200.26395,0.95885,22.59434182647216,31.31915,0.00367,73578098.61821,267.705,7.839691720834724,7.757885586857587,7.7089202556887635,47.95432330002396,15.469474645966772
CHEMBL3087206_diffdock_3,0.1315170974,7.4295511246,18.52911,164.74825,-0.10552,22.179290408156668,26.23571,0.00014,22177866.922922,42.9177,7.823099415140417,7.799337717171718,7.604784659729165,54.98604009289148,15.17528404915276
CHEMBL3087206_diffdock_4,0.0236028805,7.0519275665,26.96389,292.31723,3.95917,23.20533646290017,38.13192,0.01268,27428818.479676,58.8329,7.792091514707519,7.851373828060824,7.615663778998789,73.24650682663919,11.642070922257227
CHEMBL3087206_diffdock_5,0.012731229,6.9173049927,42.42534,373.86981,10.25222,21.91697177539084,55.98171,0.05461,9212621.672201,63.615,7.765625792041294,7.823467846375846,7.649933122211133,77.20430193683785,13.976843060779402
CHEMBL3087206_diffdock_6,0.0308435541,7.0873985291,43.30005,335.7699,10.71039,25.304809916095937,58.56371,0.06758,7189428.128163,45.2579,7.819025646964151,7.812844039460537,7.652851688089696,77.40502256806843,10.534405618471649
CHEMBL3087206_diffdock_7,0.0212417599,6.9715566635,27.70974,256.06754,3.19737,22.052370477534154,38.16201,0.00375,1875204.80757,15.8429,7.805926620990125,7.770217040459538,7.706026511821523,80.80751262656761,9.943784710557376
CHEMBL3087206_diffdock_8,0.0110615185,6.6992797852,54.09294,384.63058,15.6903,22.182310318396468,72.46119,0.07762,26994357111.07336,56.5931,7.811418252081256,7.820182626262623,7.590368136141645,73.11569747414626,13.229048040865209
CHEMBL3087206_diffdock_9,0.0268728975,7.0410060883,29.67197,303.99716,4.62916,17.075021235163995,38.47265,0.00438,23581022.391541,-6.74825,7.816289393717397,7.831819158730161,7.658341682317692,59.49487809147755,16.912616840674794
CHEMBL3087206_diffdock_10,0.0377468988,6.919626236,33.07003,224.03326,6.49487,17.595707027151267,47.41749,0.14906,1775823.301892,386.816,7.823936902375405,7.863707076534578,7.677082539183045,38.46817991442397,5.133448548749332
