ID,LinF9
CHEMBL4096014_flexx_01,-8.44888
CHEMBL4096014_flexx_02,-7.70569
CHEMBL4096014_flexx_03,-7.36766
CHEMBL4096014_flexx_04,-7.17805
CHEMBL4096014_flexx_05,-7.22479
CHEMBL4096014_flexx_06,-8.54087
CHEMBL4096014_flexx_07,-7.43698
CHEMBL4096014_flexx_08,-7.19360
CHEMBL4096014_flexx_09,-6.79992
CHEMBL4096014_flexx_10,-7.39091
CHEMBL3805283_flexx_01,-6.51961
CHEMBL3805283_flexx_02,-6.28773
CHEMBL3805283_flexx_03,-6.47871
CHEMBL3805283_flexx_04,-6.41909
CHEMBL3805283_flexx_05,-6.35951
CHEMBL3805283_flexx_06,-6.10970
CHEMBL3805283_flexx_07,-6.12763
CHEMBL3805283_flexx_08,-6.31860
CHEMBL3805283_flexx_09,-5.89322
CHEMBL3805283_flexx_10,-6.15829
CHEMBL3805775_flexx_01,-6.25427
CHEMBL3805775_flexx_02,-6.02962
CHEMBL3805775_flexx_03,-6.21186
CHEMBL3805775_flexx_04,-6.15345
CHEMBL3805775_flexx_05,-5.87577
CHEMBL3805775_flexx_06,-5.64894
CHEMBL3805775_flexx_07,-5.90071
CHEMBL3805775_flexx_08,-4.18126
CHEMBL3805775_flexx_09,-5.72264
CHEMBL3805775_flexx_10,-5.13597
CHEMBL3763627_flexx_01,-5.99669
CHEMBL3763627_flexx_02,-5.99461
CHEMBL3763627_flexx_03,-6.16336
CHEMBL3763627_flexx_04,-6.16128
CHEMBL3763627_flexx_05,-5.89431
CHEMBL3763627_flexx_06,-5.89990
CHEMBL3763627_flexx_07,-5.66705
CHEMBL3763627_flexx_08,-6.06098
CHEMBL3763627_flexx_09,-6.06657
CHEMBL3763627_flexx_10,-5.25073
CHEMBL4080934_flexx_01,-8.20918
CHEMBL4080934_flexx_02,-7.84270
CHEMBL4080934_flexx_03,-6.94080
CHEMBL4080934_flexx_04,-7.29617
CHEMBL4080934_flexx_05,-7.66060
CHEMBL4080934_flexx_06,-7.46324
CHEMBL4080934_flexx_07,-8.16390
CHEMBL4080934_flexx_08,-7.51702
CHEMBL4080934_flexx_09,-7.67445
CHEMBL4080934_flexx_10,-7.23444
CHEMBL3759359_flexx_01,-6.11027
CHEMBL3759359_flexx_02,-6.46512
CHEMBL3759359_flexx_03,-6.46120
CHEMBL3759359_flexx_04,-5.86324
CHEMBL3759359_flexx_05,-6.04402
CHEMBL3759359_flexx_06,-6.17198
CHEMBL3759359_flexx_07,-7.53463
CHEMBL3759359_flexx_08,-6.23253
CHEMBL3759359_flexx_09,-5.55015
CHEMBL3759359_flexx_10,-5.31341
CHEMBL3763790_flexx_01,-8.95719
CHEMBL3763790_flexx_02,-8.42340
CHEMBL3763790_flexx_03,-8.57032
CHEMBL3763790_flexx_04,-8.48971
CHEMBL3763790_flexx_05,-9.20263
CHEMBL3763790_flexx_06,-8.40586
CHEMBL3763790_flexx_07,-9.15074
CHEMBL3763790_flexx_08,-7.43322
CHEMBL3763790_flexx_09,-8.46313
CHEMBL3763790_flexx_10,-7.14280
CHEMBL3676388_flexx_01,-5.70804
CHEMBL3676388_flexx_02,-6.58981
CHEMBL3676388_flexx_03,-6.51190
CHEMBL3676388_flexx_04,-6.03300
CHEMBL3676388_flexx_05,-5.59632
CHEMBL3676388_flexx_06,-5.75830
CHEMBL3676388_flexx_07,-5.00088
CHEMBL3676388_flexx_08,-5.03494
CHEMBL3676388_flexx_09,-5.75919
CHEMBL3676388_flexx_10,-5.92142
CHEMBL4082763_flexx_01,-7.33050
CHEMBL4082763_flexx_02,-5.74063
CHEMBL4082763_flexx_03,-6.40565
CHEMBL4082763_flexx_04,-5.90568
CHEMBL4082763_flexx_05,-7.39092
CHEMBL4082763_flexx_06,-5.71393
CHEMBL4082763_flexx_07,-7.65189
CHEMBL4082763_flexx_08,-8.03841
CHEMBL4082763_flexx_09,-6.03816
CHEMBL4082763_flexx_10,-6.64620
CHEMBL4288374_flexx_1,-6.22954
CHEMBL4288374_flexx_2,-6.18188
CHEMBL4288374_flexx_3,-2.68595
CHEMBL4288374_flexx_4,-2.42043
CHEMBL4454745_flexx_01,-7.05229
CHEMBL4454745_flexx_02,-7.32541
CHEMBL4454745_flexx_03,-7.22967
CHEMBL4454745_flexx_04,-6.99546
CHEMBL4454745_flexx_05,-7.26486
CHEMBL4454745_flexx_06,-4.91277
CHEMBL4454745_flexx_07,-5.07084
CHEMBL4454745_flexx_08,-6.19900
CHEMBL4454745_flexx_09,-5.64084
CHEMBL4454745_flexx_10,-5.07134
CHEMBL461967_flexx_01,-6.52469
CHEMBL461967_flexx_02,-6.12335
CHEMBL461967_flexx_03,-6.43038
CHEMBL461967_flexx_04,-6.92893
CHEMBL461967_flexx_05,-6.74743
CHEMBL461967_flexx_06,-6.63391
CHEMBL461967_flexx_07,-6.45873
CHEMBL461967_flexx_08,-7.30050
CHEMBL461967_flexx_09,-6.54753
CHEMBL461967_flexx_10,-6.28737
CHEMBL473543_flexx_01,-8.29758
CHEMBL473543_flexx_02,-7.72149
CHEMBL473543_flexx_03,-7.78877
CHEMBL473543_flexx_04,-7.47429
CHEMBL473543_flexx_05,-7.66623
CHEMBL473543_flexx_06,-7.54742
CHEMBL473543_flexx_07,-7.71860
CHEMBL473543_flexx_08,-7.40165
CHEMBL473543_flexx_09,-7.29041
CHEMBL473543_flexx_10,-7.29821
CHEMBL1095464_flexx_01,-6.93960
CHEMBL1095464_flexx_02,-6.69795
CHEMBL1095464_flexx_03,-5.98906
CHEMBL1095464_flexx_04,-7.10374
CHEMBL1095464_flexx_05,-5.96988
CHEMBL1095464_flexx_06,-6.35484
CHEMBL1095464_flexx_07,-6.07513
CHEMBL1095464_flexx_08,-7.21481
CHEMBL1095464_flexx_09,-5.94587
CHEMBL1095464_flexx_10,-6.62522
CHEMBL5173449_flexx_01,-6.65405
CHEMBL5173449_flexx_02,-7.34448
CHEMBL5173449_flexx_03,-7.57451
CHEMBL5173449_flexx_04,-7.10145
CHEMBL5173449_flexx_05,-7.10385
CHEMBL5173449_flexx_06,-6.96742
CHEMBL5173449_flexx_07,-7.54039
CHEMBL5173449_flexx_08,-7.53320
CHEMBL5173449_flexx_09,-7.04029
CHEMBL5173449_flexx_10,-6.88144
CHEMBL7866_flexx_01,-6.06664
CHEMBL7866_flexx_02,-5.93873
CHEMBL7866_flexx_03,-6.50523
CHEMBL7866_flexx_04,-6.25520
CHEMBL7866_flexx_05,-6.14552
CHEMBL7866_flexx_06,-6.45065
CHEMBL7866_flexx_07,-6.27548
CHEMBL7866_flexx_08,-6.15596
CHEMBL7866_flexx_09,-6.46418
CHEMBL7866_flexx_10,-6.28081
CHEMBL3436355_flexx_01,-7.86788
CHEMBL3436355_flexx_02,-7.67872
CHEMBL3436355_flexx_03,-7.98603
CHEMBL3436355_flexx_04,-8.28890
CHEMBL3436355_flexx_05,-7.86191
CHEMBL3436355_flexx_06,-7.20320
CHEMBL3436355_flexx_07,-7.56739
CHEMBL3436355_flexx_08,-7.45570
CHEMBL3436355_flexx_09,-7.23138
CHEMBL3436355_flexx_10,-7.84796
CHEMBL2437460_flexx_01,-8.28894
CHEMBL2437460_flexx_02,-7.36304
CHEMBL2437460_flexx_03,-7.35770
CHEMBL2437460_flexx_04,-7.81479
CHEMBL2437460_flexx_05,-8.83521
CHEMBL2437460_flexx_06,-8.65323
CHEMBL2437460_flexx_07,-7.79863
CHEMBL2437460_flexx_08,-8.04904
CHEMBL2437460_flexx_09,-7.88289
CHEMBL2437460_flexx_10,-7.85830
CHEMBL3416617_flexx_01,-5.07800
CHEMBL3416617_flexx_02,-5.38002
CHEMBL3416617_flexx_03,-4.76249
CHEMBL3416617_flexx_04,-5.41660
CHEMBL3416617_flexx_05,-5.14674
CHEMBL3416617_flexx_06,-5.27989
CHEMBL3416617_flexx_07,-4.95853
CHEMBL3416617_flexx_08,-5.35089
CHEMBL3416617_flexx_09,-5.51363
CHEMBL3416617_flexx_10,-5.14837
CHEMBL4759414_flexx_01,-8.29171
CHEMBL4759414_flexx_02,-7.34974
CHEMBL4759414_flexx_03,-8.21588
CHEMBL4759414_flexx_04,-8.27033
CHEMBL4759414_flexx_05,-7.60775
CHEMBL4759414_flexx_06,-8.31168
CHEMBL4759414_flexx_07,-8.30394
CHEMBL4759414_flexx_08,-7.60597
CHEMBL4759414_flexx_09,-7.77192
CHEMBL4759414_flexx_10,-8.07176
CHEMBL4435632_flexx_01,-5.60271
CHEMBL4435632_flexx_02,-6.14845
CHEMBL4435632_flexx_03,-5.26830
CHEMBL4435632_flexx_04,-4.83229
CHEMBL4435632_flexx_05,-5.50296
CHEMBL4435632_flexx_06,-5.55401
CHEMBL4435632_flexx_07,-5.32466
CHEMBL4435632_flexx_08,-6.05920
CHEMBL4435632_flexx_09,-5.45549
CHEMBL4435632_flexx_10,-5.48928
CHEMBL246284_flexx_01,-8.18504
CHEMBL246284_flexx_02,-6.64189
CHEMBL246284_flexx_03,-7.36744
CHEMBL246284_flexx_04,-8.18487
CHEMBL246284_flexx_05,-7.62769
CHEMBL246284_flexx_06,-7.56783
CHEMBL246284_flexx_07,-7.40162
CHEMBL246284_flexx_08,-6.77835
CHEMBL246284_flexx_09,-7.73147
CHEMBL246284_flexx_10,-9.43760
CHEMBL1090364_flexx_01,-9.52882
CHEMBL1090364_flexx_02,-9.72276
CHEMBL1090364_flexx_03,-9.32905
CHEMBL1090364_flexx_04,-9.06453
CHEMBL1090364_flexx_05,-9.29753
CHEMBL1090364_flexx_06,-9.33237
CHEMBL1090364_flexx_07,-9.02913
CHEMBL1090364_flexx_08,-8.97405
CHEMBL1090364_flexx_09,-8.63511
CHEMBL1090364_flexx_10,-8.44162
CHEMBL3746711_flexx_01,-5.34248
CHEMBL3746711_flexx_02,-4.78681
CHEMBL3746711_flexx_03,-3.72747
CHEMBL3746711_flexx_04,-5.51027
CHEMBL3746711_flexx_05,-5.59322
CHEMBL3746711_flexx_06,-4.78759
CHEMBL3746711_flexx_07,-4.06818
CHEMBL3746711_flexx_08,-4.98042
CHEMBL3746711_flexx_09,-2.91071
CHEMBL3746711_flexx_10,-3.78609
CHEMBL4228672_flexx_01,-8.01659
CHEMBL4228672_flexx_02,-8.39130
CHEMBL4228672_flexx_03,-7.75854
CHEMBL4228672_flexx_04,-7.47580
CHEMBL4228672_flexx_05,-7.62540
CHEMBL4228672_flexx_06,-8.42361
CHEMBL4228672_flexx_07,-8.00074
CHEMBL4228672_flexx_08,-7.85475
CHEMBL4228672_flexx_09,-7.81984
CHEMBL485065_gnina_7,-5.61956
CHEMBL485065_gnina_8,-6.09719
CHEMBL485065_gnina_9,-6.11707
CHEMBL485065_gnina_10,-5.91207
CHEMBL4858409_gnina_1,-7.34409
CHEMBL4858409_gnina_2,-7.08082
CHEMBL4858409_gnina_3,-7.88286
CHEMBL4858409_gnina_4,-7.52671
CHEMBL4858409_gnina_5,-8.16405
CHEMBL4858409_gnina_6,-7.61819
CHEMBL4858409_gnina_7,-7.66298
CHEMBL4858409_gnina_8,-8.04378
CHEMBL4858409_gnina_9,-7.95274
CHEMBL4858409_gnina_10,-7.54140
CHEMBL503418_gnina_1,-10.09749
CHEMBL503418_gnina_2,-9.65286
CHEMBL503418_gnina_3,-10.21619
CHEMBL503418_gnina_4,-8.79775
CHEMBL503418_gnina_5,-9.54104
CHEMBL503418_gnina_6,-9.86402
CHEMBL503418_gnina_7,-8.95274
CHEMBL503418_gnina_8,-8.12915
CHEMBL503418_gnina_9,-9.29113
CHEMBL503418_gnina_10,-8.82517
CHEMBL504173_gnina_1,-6.44800
CHEMBL504173_gnina_2,-6.30901
CHEMBL504173_gnina_3,-6.29950
CHEMBL504173_gnina_4,-6.12566
CHEMBL504173_gnina_5,-5.95145
CHEMBL504173_gnina_6,-6.44462
CHEMBL504173_gnina_7,-6.06698
CHEMBL504173_gnina_8,-6.47616
CHEMBL504173_gnina_9,-5.99219
CHEMBL504173_gnina_10,-5.94588
CHEMBL505626_gnina_1,-9.77721
CHEMBL505626_gnina_2,-9.69223
CHEMBL505626_gnina_3,-8.40689
CHEMBL505626_gnina_4,-9.03868
CHEMBL505626_gnina_5,-9.33300
CHEMBL505626_gnina_6,-9.06842
CHEMBL505626_gnina_7,-9.22841
CHEMBL505626_gnina_8,-8.31493
CHEMBL505626_gnina_9,-8.75599
CHEMBL505626_gnina_10,-9.20450
CHEMBL5077776_gnina_1,-8.13194
CHEMBL5077776_gnina_2,-8.73012
CHEMBL5077776_gnina_3,-7.88958
CHEMBL5077776_gnina_4,-7.24494
CHEMBL5077776_gnina_5,-8.88882
CHEMBL5077776_gnina_6,-7.49898
CHEMBL5077776_gnina_7,-6.81113
CHEMBL5077776_gnina_8,-8.46327
CHEMBL5077776_gnina_9,-8.71922
CHEMBL5077776_gnina_10,-7.19894
CHEMBL5082074_gnina_1,-9.22459
CHEMBL5082074_gnina_2,-8.35058
CHEMBL5082074_gnina_3,-9.32623
CHEMBL5082074_gnina_4,-8.74367
CHEMBL5082074_gnina_5,-9.08658
CHEMBL5082074_gnina_6,-9.53611
CHEMBL5082074_gnina_7,-9.03162
CHEMBL5082074_gnina_8,-9.40440
CHEMBL5082074_gnina_9,-9.21035
CHEMBL5082074_gnina_10,-9.20916
CHEMBL5088102_gnina_1,-8.84566
CHEMBL5088102_gnina_2,-8.66405
CHEMBL5088102_gnina_3,-9.98232
CHEMBL5088102_gnina_4,-8.52845
CHEMBL5088102_gnina_5,-9.42696
CHEMBL5088102_gnina_6,-8.51276
CHEMBL5088102_gnina_7,-9.63230
CHEMBL5088102_gnina_8,-8.41251
CHEMBL5088102_gnina_9,-8.80789
CHEMBL5088102_gnina_10,-8.87994
CHEMBL512391_gnina_1,-7.72148
CHEMBL512391_gnina_2,-6.85056
CHEMBL512391_gnina_3,-7.50280
CHEMBL512391_gnina_4,-7.11210
CHEMBL512391_gnina_5,-6.90932
CHEMBL512391_gnina_6,-7.22011
CHEMBL512391_gnina_7,-7.17308
CHEMBL512391_gnina_8,-7.21857
CHEMBL512391_gnina_9,-7.00223
CHEMBL512391_gnina_10,-6.69234
CHEMBL5169900_gnina_1,-7.34941
CHEMBL5169900_gnina_2,-6.44948
CHEMBL5169900_gnina_3,-7.77644
CHEMBL5169900_gnina_4,-7.35344
CHEMBL5169900_gnina_5,-7.57976
CHEMBL5169900_gnina_6,-7.22222
CHEMBL5169900_gnina_7,-7.01768
CHEMBL5169900_gnina_8,-7.20471
CHEMBL5169900_gnina_9,-6.60180
CHEMBL5169900_gnina_10,-7.10469
CHEMBL5173449_gnina_1,-7.06448
CHEMBL5173449_gnina_2,-7.10314
CHEMBL5173449_gnina_3,-6.95740
CHEMBL5173449_gnina_4,-6.76149
CHEMBL5173449_gnina_5,-7.91105
CHEMBL5173449_gnina_6,-5.64422
CHEMBL5173449_gnina_7,-6.79088
CHEMBL5173449_gnina_8,-5.71262
CHEMBL5173449_gnina_9,-5.92012
CHEMBL5173449_gnina_10,-6.46021
CHEMBL5174232_gnina_1,-8.58017
CHEMBL5174232_gnina_2,-8.85845
CHEMBL5174232_gnina_3,-9.24441
CHEMBL5174232_gnina_4,-8.04061
CHEMBL5174232_gnina_5,-9.84584
CHEMBL5174232_gnina_6,-8.59350
CHEMBL5174232_gnina_7,-9.43831
CHEMBL5174232_gnina_8,-9.39902
CHEMBL5174232_gnina_9,-8.37562
CHEMBL5174232_gnina_10,-8.36691
CHEMBL5178754_gnina_1,-9.19243
CHEMBL5178754_gnina_2,-9.17381
CHEMBL5178754_gnina_3,-9.40070
CHEMBL5178754_gnina_4,-9.28887
CHEMBL5178754_gnina_5,-9.46655
CHEMBL5178754_gnina_6,-8.81650
CHEMBL5178754_gnina_7,-8.14315
CHEMBL5178754_gnina_8,-10.44461
CHEMBL5178754_gnina_9,-8.78472
CHEMBL5178754_gnina_10,-7.85848
CHEMBL5180325_gnina_1,-7.57099
CHEMBL5180325_gnina_2,-7.29000
CHEMBL5180325_gnina_3,-7.68196
CHEMBL5180325_gnina_4,-7.23922
CHEMBL5180325_gnina_5,-7.09635
CHEMBL5180325_gnina_6,-6.96175
CHEMBL5180325_gnina_7,-6.87972
CHEMBL5180325_gnina_8,-7.26938
CHEMBL5180325_gnina_9,-6.87175
CHEMBL5180325_gnina_10,-6.94112
CHEMBL51854_gnina_1,-6.70912
CHEMBL51854_gnina_2,-6.64786
CHEMBL51854_gnina_3,-6.65989
CHEMBL51854_gnina_4,-6.81507
CHEMBL51854_gnina_5,-6.36574
CHEMBL51854_gnina_6,-6.58747
CHEMBL51854_gnina_7,-5.82572
CHEMBL51854_gnina_8,-6.01094
CHEMBL51854_gnina_9,-6.54459
CHEMBL51854_gnina_10,-5.56838
CHEMBL5188948_gnina_1,-9.08937
CHEMBL5188948_gnina_2,-8.04841
CHEMBL5188948_gnina_3,-8.77056
CHEMBL5188948_gnina_4,-8.69758
CHEMBL5188948_gnina_5,-7.62204
CHEMBL5188948_gnina_6,-8.89887
CHEMBL5188948_gnina_7,-8.05313
CHEMBL5188948_gnina_8,-8.67923
CHEMBL5188948_gnina_9,-8.59006
CHEMBL5188948_gnina_10,-7.77415
CHEMBL5192038_gnina_1,-4.58745
CHEMBL5192038_gnina_2,-4.54519
CHEMBL5192038_gnina_3,-4.65586
CHEMBL5192038_gnina_4,-5.14074
CHEMBL5192038_gnina_5,-5.75048
CHEMBL5192038_gnina_6,-6.09427
CHEMBL5192038_gnina_7,-4.16096
CHEMBL5192038_gnina_8,-5.09147
CHEMBL5192038_gnina_9,-6.01033
CHEMBL5192038_gnina_10,-6.22220
CHEMBL5192318_gnina_1,-6.18729
CHEMBL5192318_gnina_2,-5.66715
CHEMBL5192318_gnina_3,-5.29054
CHEMBL5192318_gnina_4,-5.55041
CHEMBL5192318_gnina_5,-4.01941
CHEMBL5192318_gnina_6,-4.36661
CHEMBL5192318_gnina_7,-5.51454
CHEMBL5192318_gnina_8,-5.57043
CHEMBL5192318_gnina_9,-5.36662
CHEMBL5192318_gnina_10,-6.10203
CHEMBL5198812_gnina_1,-9.42993
CHEMBL5198812_gnina_2,-8.52497
CHEMBL5198812_gnina_3,-9.05953
CHEMBL5198812_gnina_4,-8.40728
CHEMBL5198812_gnina_5,-9.60019
CHEMBL5198812_gnina_6,-9.42122
CHEMBL5198812_gnina_7,-9.19843
CHEMBL5198812_gnina_8,-9.49444
CHEMBL5198812_gnina_9,-9.43453
CHEMBL5198812_gnina_10,-8.35009
CHEMBL5209100_gnina_1,-3.34181
CHEMBL5209100_gnina_2,-5.05761
CHEMBL5209100_gnina_3,-3.36540
CHEMBL5209100_gnina_4,-5.05752
CHEMBL5209100_gnina_5,-6.03227
CHEMBL5209100_gnina_6,-3.72301
CHEMBL5209100_gnina_7,-6.45460
CHEMBL5209100_gnina_8,-5.01747
CHEMBL5209100_gnina_9,-4.95775
CHEMBL5209100_gnina_10,-5.67404
CHEMBL521155_gnina_1,-7.26025
CHEMBL521155_gnina_2,-7.59264
CHEMBL521155_gnina_3,-7.19576
CHEMBL521155_gnina_4,-7.54998
CHEMBL521155_gnina_5,-7.31740
CHEMBL521155_gnina_6,-7.68866
CHEMBL521155_gnina_7,-7.33195
CHEMBL521155_gnina_8,-7.37348
CHEMBL521155_gnina_9,-6.96958
CHEMBL521155_gnina_10,-6.80501
CHEMBL540701_gnina_1,-7.36516
CHEMBL540701_gnina_2,-7.97835
CHEMBL540701_gnina_3,-6.75893
CHEMBL540701_gnina_4,-6.27359
CHEMBL540701_gnina_5,-6.88749
CHEMBL540701_gnina_6,-7.38941
CHEMBL540701_gnina_7,-7.34815
CHEMBL540701_gnina_8,-6.65580
CHEMBL540701_gnina_9,-8.47239
CHEMBL540701_gnina_10,-6.73614
CHEMBL55379_gnina_1,-7.55005
CHEMBL55379_gnina_2,-7.96852
CHEMBL55379_gnina_3,-8.17672
CHEMBL55379_gnina_4,-7.96065
CHEMBL55379_gnina_5,-8.35462
CHEMBL55379_gnina_6,-8.33290
CHEMBL55379_gnina_7,-8.58869
CHEMBL55379_gnina_8,-9.01161
CHEMBL55379_gnina_9,-8.00549
CHEMBL55379_gnina_10,-8.25363
CHEMBL57347_gnina_1,-9.03360
CHEMBL57347_gnina_2,-8.93541
CHEMBL57347_gnina_3,-8.52082
CHEMBL57347_gnina_4,-8.72598
CHEMBL57347_gnina_5,-8.08719
CHEMBL57347_gnina_6,-8.36138
CHEMBL57347_gnina_7,-9.23538
CHEMBL57347_gnina_8,-8.80823
CHEMBL57347_gnina_9,-8.18712
CHEMBL57347_gnina_10,-7.06744
CHEMBL589561_gnina_1,-8.61018
CHEMBL589561_gnina_2,-8.40239
CHEMBL589561_gnina_3,-8.83257
CHEMBL589561_gnina_4,-8.63528
CHEMBL589561_gnina_5,-8.08373
CHEMBL589561_gnina_6,-8.07071
CHEMBL589561_gnina_7,-8.28545
CHEMBL589561_gnina_8,-8.22080
CHEMBL589561_gnina_9,-8.19310
CHEMBL589561_gnina_10,-8.58767
CHEMBL591910_gnina_1,-5.14952
CHEMBL591910_gnina_2,-5.42943
CHEMBL591910_gnina_3,-4.89933
CHEMBL591910_gnina_4,-5.24184
CHEMBL591910_gnina_5,-5.59035
CHEMBL591910_gnina_6,-5.61922
CHEMBL591910_gnina_7,-5.03170
CHEMBL591910_gnina_8,-5.09310
CHEMBL591910_gnina_9,-5.44745
CHEMBL591910_gnina_10,-4.88211
CHEMBL593760_gnina_1,-9.12468
CHEMBL593760_gnina_2,-9.38742
CHEMBL593760_gnina_3,-9.56291
CHEMBL593760_gnina_4,-9.43622
CHEMBL593760_gnina_5,-8.83279
CHEMBL593760_gnina_6,-9.79323
CHEMBL593760_gnina_7,-9.79742
CHEMBL593760_gnina_8,-9.27117
CHEMBL593760_gnina_9,-9.28337
CHEMBL593760_gnina_10,-9.95896
CHEMBL594810_gnina_1,-7.40092
CHEMBL594810_gnina_2,-7.76320
CHEMBL594810_gnina_3,-7.18328
CHEMBL594810_gnina_4,-7.08090
CHEMBL594810_gnina_5,-7.26794
CHEMBL594810_gnina_6,-6.62682
CHEMBL594810_gnina_7,-6.20378
CHEMBL594810_gnina_8,-6.68251
CHEMBL594810_gnina_9,-5.60203
CHEMBL594810_gnina_10,-7.29827
CHEMBL59812_gnina_1,-11.04528
CHEMBL59812_gnina_2,-11.20064
CHEMBL59812_gnina_3,-10.29219
CHEMBL59812_gnina_4,-8.51731
CHEMBL59812_gnina_5,-10.34672
CHEMBL59812_gnina_6,-9.20739
CHEMBL59812_gnina_7,-10.52424
CHEMBL59812_gnina_8,-10.44125
CHEMBL59812_gnina_9,-8.92850
CHEMBL59812_gnina_10,-9.18022
CHEMBL65063_gnina_1,-6.05856
CHEMBL65063_gnina_2,-6.26054
CHEMBL65063_gnina_3,-6.05890
CHEMBL65063_gnina_4,-5.89605
CHEMBL65063_gnina_5,-5.85634
CHEMBL65063_gnina_6,-5.50186
CHEMBL65063_gnina_7,-5.78914
CHEMBL65063_gnina_8,-5.99212
CHEMBL65063_gnina_9,-5.97213
CHEMBL65063_gnina_10,-5.77915
CHEMBL69071_gnina_1,-9.15097
CHEMBL69071_gnina_2,-8.86619
CHEMBL69071_gnina_3,-9.65171
CHEMBL69071_gnina_4,-9.57152
CHEMBL69071_gnina_5,-8.86612
CHEMBL69071_gnina_6,-9.31152
CHEMBL69071_gnina_7,-9.06577
CHEMBL69071_gnina_8,-9.05674
CHEMBL69071_gnina_9,-9.18321
CHEMBL69071_gnina_10,-8.77757
CHEMBL72393_gnina_1,-7.93512
CHEMBL72393_gnina_2,-7.69761
CHEMBL72393_gnina_3,-7.41650
CHEMBL72393_gnina_4,-6.85964
CHEMBL72393_gnina_5,-7.42580
CHEMBL72393_gnina_6,-7.37468
CHEMBL72393_gnina_7,-6.58343
CHEMBL72393_gnina_8,-6.57486
CHEMBL72393_gnina_9,-7.23025
CHEMBL72393_gnina_10,-6.71032
CHEMBL726_gnina_1,-7.67926
CHEMBL726_gnina_2,-6.94639
CHEMBL726_gnina_3,-7.85368
CHEMBL726_gnina_4,-6.41271
CHEMBL726_gnina_5,-7.28547
CHEMBL726_gnina_6,-6.13914
CHEMBL726_gnina_7,-6.54328
CHEMBL726_gnina_8,-8.11392
CHEMBL726_gnina_9,-6.22540
CHEMBL726_gnina_10,-5.72867
CHEMBL77452_gnina_1,-7.98907
CHEMBL77452_gnina_2,-8.37098
CHEMBL77452_gnina_3,-7.39084
CHEMBL77452_gnina_4,-8.22110
CHEMBL77452_gnina_5,-7.39532
CHEMBL77452_gnina_6,-7.32455
CHEMBL77452_gnina_7,-6.49483
CHEMBL77452_gnina_8,-7.72593
CHEMBL77452_gnina_9,-7.05448
CHEMBL77452_gnina_10,-7.03282
CHEMBL7819_gnina_1,-7.39595
CHEMBL7819_gnina_2,-7.86203
CHEMBL7819_gnina_3,-7.34487
CHEMBL7819_gnina_4,-6.76609
CHEMBL7819_gnina_5,-6.49620
CHEMBL7819_gnina_6,-6.96870
CHEMBL7819_gnina_7,-7.66217
CHEMBL7819_gnina_8,-7.00959
CHEMBL7819_gnina_9,-7.02373
CHEMBL7819_gnina_10,-6.38160
CHEMBL7866_gnina_1,-7.76870
CHEMBL7866_gnina_2,-8.62709
CHEMBL7866_gnina_3,-8.25071
CHEMBL7866_gnina_4,-7.69706
CHEMBL7866_gnina_5,-7.37145
CHEMBL7866_gnina_6,-7.22316
CHEMBL7866_gnina_7,-7.20271
CHEMBL7866_gnina_8,-7.01507
CHEMBL7866_gnina_9,-7.28036
CHEMBL7866_gnina_10,-7.65345
CHEMBL80540_gnina_1,-9.27701
CHEMBL80540_gnina_2,-9.11750
CHEMBL80540_gnina_3,-8.62648
CHEMBL80540_gnina_4,-8.29152
CHEMBL80540_gnina_5,-8.30726
CHEMBL80540_gnina_6,-8.57449
CHEMBL80540_gnina_7,-7.70243
CHEMBL80540_gnina_8,-7.88292
CHEMBL80540_gnina_9,-8.50398
CHEMBL80540_gnina_10,-8.87657
CHEMBL92174_gnina_1,-6.72326
CHEMBL92174_gnina_2,-7.22039
CHEMBL92174_gnina_3,-6.49256
CHEMBL92174_gnina_4,-7.01060
CHEMBL92174_gnina_5,-7.07749
CHEMBL92174_gnina_6,-6.84092
CHEMBL92174_gnina_7,-6.58361
CHEMBL92174_gnina_8,-6.07620
CHEMBL92174_gnina_9,-6.32653
CHEMBL92174_gnina_10,-6.87449
CHEMBL94066_gnina_1,-8.06902
CHEMBL94066_gnina_2,-8.50906
CHEMBL94066_gnina_3,-7.94580
CHEMBL94066_gnina_4,-8.18821
CHEMBL94066_gnina_5,-7.63968
CHEMBL94066_gnina_6,-7.99209
CHEMBL94066_gnina_7,-7.86331
CHEMBL94066_gnina_8,-8.22505
CHEMBL94066_gnina_9,-8.30230
CHEMBL94066_gnina_10,-8.45071
CHEMBL107472_smina_1,-6.92335
CHEMBL107472_smina_2,-6.75477
CHEMBL107472_smina_3,-6.72945
CHEMBL107472_smina_4,-6.73114
CHEMBL107472_smina_5,-6.73323
CHEMBL107472_smina_6,-6.82709
CHEMBL107472_smina_7,-6.79412
CHEMBL107472_smina_8,-6.95253
CHEMBL107472_smina_9,-5.98571
CHEMBL107472_smina_10,-5.48363
CHEMBL1090364_smina_1,-10.85906
CHEMBL1090364_smina_2,-10.57581
CHEMBL1090364_smina_3,-10.05264
CHEMBL1090364_smina_4,-10.75629
CHEMBL1090364_smina_5,-10.05183
CHEMBL1090364_smina_6,-10.18238
CHEMBL1090364_smina_7,-10.11672
CHEMBL1090364_smina_8,-9.82108
CHEMBL1090364_smina_9,-10.41436
CHEMBL1090364_smina_10,-10.22924
CHEMBL1095464_smina_1,-8.32466
CHEMBL1095464_smina_2,-8.14787
CHEMBL1095464_smina_3,-8.13927
