ID,LinF9
CHEMBL141238_flexx_07,-4.48656
CHEMBL141238_flexx_08,-5.09610
CHEMBL141238_flexx_09,-6.03415
CHEMBL141238_flexx_10,-5.41522
CHEMBL3218002_flexx_01,-7.03698
CHEMBL3218002_flexx_02,-7.79825
CHEMBL3218002_flexx_03,-7.29529
CHEMBL3218002_flexx_04,-6.94138
CHEMBL3218002_flexx_05,-6.32484
CHEMBL3218002_flexx_06,-7.71945
CHEMBL3218002_flexx_07,-6.21415
CHEMBL3218002_flexx_08,-8.45158
CHEMBL3218002_flexx_09,-7.49212
CHEMBL3218002_flexx_10,-7.34722
CHEMBL4284413_flexx_01,-6.24566
CHEMBL4284413_flexx_02,-6.14695
CHEMBL4284413_flexx_03,-5.89241
CHEMBL4284413_flexx_04,-6.25051
CHEMBL4284413_flexx_05,-5.89724
CHEMBL4284413_flexx_06,-5.76919
CHEMBL4284413_flexx_07,-5.54837
CHEMBL4284413_flexx_08,-6.04940
CHEMBL4284413_flexx_09,-6.49270
CHEMBL4284413_flexx_10,-7.14623
CHEMBL154822_flexx_01,-7.94980
CHEMBL154822_flexx_02,-7.92935
CHEMBL154822_flexx_03,-6.14862
CHEMBL154822_flexx_04,-6.25248
CHEMBL154822_flexx_05,-6.18555
CHEMBL154822_flexx_06,-6.20736
CHEMBL154822_flexx_07,-5.81064
CHEMBL154822_flexx_08,-6.10394
CHEMBL154822_flexx_09,-6.11529
CHEMBL154822_flexx_10,-4.96852
CHEMBL419137_flexx_01,-6.79906
CHEMBL419137_flexx_02,-6.12947
CHEMBL419137_flexx_03,-6.33394
CHEMBL419137_flexx_04,-7.03046
CHEMBL419137_flexx_05,-5.98289
CHEMBL419137_flexx_06,-6.76527
CHEMBL419137_flexx_07,-5.17480
CHEMBL419137_flexx_08,-4.67111
CHEMBL419137_flexx_09,-6.14675
CHEMBL419137_flexx_10,-5.27889
CHEMBL5178754_flexx_01,-6.54328
CHEMBL5178754_flexx_02,-5.60529
CHEMBL5178754_flexx_03,-5.42290
CHEMBL5178754_flexx_04,-5.24448
CHEMBL5178754_flexx_05,-6.11856
CHEMBL5178754_flexx_06,-6.03091
CHEMBL5178754_flexx_07,-5.35221
CHEMBL5178754_flexx_08,-5.53365
CHEMBL5178754_flexx_09,-5.81803
CHEMBL5178754_flexx_10,-5.56983
CHEMBL4794670_flexx_01,-7.40895
CHEMBL4794670_flexx_02,-7.12206
CHEMBL4794670_flexx_03,-5.98502
CHEMBL4794670_flexx_04,-7.05709
CHEMBL4794670_flexx_05,-4.68892
CHEMBL4794670_flexx_06,-6.79120
CHEMBL4794670_flexx_07,-4.75613
CHEMBL4794670_flexx_08,-7.70050
CHEMBL4794670_flexx_09,-7.87654
CHEMBL4794670_flexx_10,-6.48984
CHEMBL3937527_flexx_01,-5.78287
CHEMBL3937527_flexx_02,-5.26010
CHEMBL3937527_flexx_03,-5.18287
CHEMBL3937527_flexx_04,-6.48693
CHEMBL3937527_flexx_05,-6.53992
CHEMBL3937527_flexx_06,-4.47233
CHEMBL3937527_flexx_07,-5.39945
CHEMBL3937527_flexx_08,-5.60017
CHEMBL3937527_flexx_09,-5.42248
CHEMBL3937527_flexx_10,-5.26677
CHEMBL3325480_flexx_01,-6.59534
CHEMBL3325480_flexx_02,-6.85372
CHEMBL3325480_flexx_03,-6.66525
CHEMBL3325480_flexx_04,-6.26502
CHEMBL3325480_flexx_05,-6.73868
CHEMBL3325480_flexx_06,-7.59277
CHEMBL3325480_flexx_07,-7.29854
CHEMBL3325480_flexx_08,-7.16435
CHEMBL3325480_flexx_09,-6.85360
CHEMBL3325480_flexx_10,-7.76424
CHEMBL1241948_flexx_01,-7.40784
CHEMBL1241948_flexx_02,-7.48952
CHEMBL1241948_flexx_03,-7.39376
CHEMBL1241948_flexx_04,-7.34809
CHEMBL1241948_flexx_05,-7.20725
CHEMBL1241948_flexx_06,-7.48549
CHEMBL1241948_flexx_07,-7.40661
CHEMBL1241948_flexx_08,-7.15888
CHEMBL1241948_flexx_09,-6.96439
CHEMBL1241948_flexx_10,-7.26916
CHEMBL4071170_flexx_01,-6.76212
CHEMBL4071170_flexx_02,-7.38118
CHEMBL4071170_flexx_03,-7.47892
CHEMBL4071170_flexx_04,-6.49080
CHEMBL4071170_flexx_05,-7.34284
CHEMBL4071170_flexx_06,-6.76145
CHEMBL4071170_flexx_07,-5.96122
CHEMBL4071170_flexx_08,-6.26781
CHEMBL4071170_flexx_09,-6.89863
CHEMBL4071170_flexx_10,-6.94646
CHEMBL2064379_flexx_01,-7.23074
CHEMBL2064379_flexx_02,-7.12533
CHEMBL2064379_flexx_03,-6.69207
CHEMBL2064379_flexx_04,-6.64136
CHEMBL2064379_flexx_05,-6.98724
CHEMBL2064379_flexx_06,-6.98890
CHEMBL2064379_flexx_07,-6.93851
CHEMBL2064379_flexx_08,-7.25572
CHEMBL2064379_flexx_09,-6.71188
CHEMBL2064379_flexx_10,-7.22969
CHEMBL3132872_flexx_01,-6.05824
CHEMBL3132872_flexx_02,-5.36879
CHEMBL3132872_flexx_03,-5.64820
CHEMBL3132872_flexx_04,-5.43308
CHEMBL3132872_flexx_05,-5.47490
CHEMBL3132872_flexx_06,-5.63493
CHEMBL3132872_flexx_07,-5.05818
CHEMBL3132872_flexx_08,-6.49402
CHEMBL3132872_flexx_09,-5.17279
CHEMBL3132872_flexx_10,-5.28880
CHEMBL77452_flexx_01,-7.27768
CHEMBL77452_flexx_02,-6.54810
CHEMBL77452_flexx_03,-7.67391
CHEMBL77452_flexx_04,-7.32968
CHEMBL77452_flexx_05,-7.07942
CHEMBL77452_flexx_06,-6.21567
CHEMBL77452_flexx_07,-7.15874
CHEMBL77452_flexx_08,-6.88691
CHEMBL77452_flexx_09,-7.14105
CHEMBL77452_flexx_10,-6.93059
CHEMBL367625_flexx_01,-6.99292
CHEMBL367625_flexx_02,-7.20561
CHEMBL367625_flexx_03,-7.13163
CHEMBL367625_flexx_04,-7.29904
CHEMBL367625_flexx_05,-7.15232
CHEMBL367625_flexx_06,-6.94823
CHEMBL367625_flexx_07,-7.05660
CHEMBL367625_flexx_08,-7.24648
CHEMBL367625_flexx_09,-7.03880
CHEMBL367625_flexx_10,-7.41494
CHEMBL4443188_flexx_01,-7.61147
CHEMBL4443188_flexx_02,-7.97518
CHEMBL4443188_flexx_03,-7.71417
CHEMBL4443188_flexx_04,-7.57910
CHEMBL4443188_flexx_05,-7.30633
CHEMBL4443188_flexx_06,-7.58832
CHEMBL4443188_flexx_07,-7.58195
CHEMBL4443188_flexx_08,-7.66046
CHEMBL4443188_flexx_09,-7.63180
CHEMBL4443188_flexx_10,-7.69691
CHEMBL1683968_flexx_01,-7.99673
CHEMBL1683968_flexx_02,-7.74895
CHEMBL1683968_flexx_03,-8.17859
CHEMBL1683968_flexx_04,-8.02822
CHEMBL1683968_flexx_05,-8.02023
CHEMBL1683968_flexx_06,-8.00142
CHEMBL1683968_flexx_07,-7.95548
CHEMBL1683968_flexx_08,-7.59362
CHEMBL1683968_flexx_09,-7.90854
CHEMBL1683968_flexx_10,-8.17613
CHEMBL5209100_flexx_1,-7.26914
CHEMBL395591_flexx_01,-9.74837
CHEMBL395591_flexx_02,-8.03177
CHEMBL395591_flexx_03,-8.35009
CHEMBL395591_flexx_04,-7.88310
CHEMBL395591_flexx_05,-8.26981
CHEMBL395591_flexx_06,-8.77716
CHEMBL395591_flexx_07,-8.31741
CHEMBL395591_flexx_08,-7.08198
CHEMBL395591_flexx_09,-8.26865
CHEMBL395591_flexx_10,-5.23323
CHEMBL1830130_flexx_01,-5.45348
CHEMBL1830130_flexx_02,-5.24653
CHEMBL1830130_flexx_03,-5.22983
CHEMBL1830130_flexx_04,-5.64996
CHEMBL1830130_flexx_05,-5.83442
CHEMBL1830130_flexx_06,-5.05578
CHEMBL1830130_flexx_07,-5.22532
CHEMBL1830130_flexx_08,-5.17338
CHEMBL1830130_flexx_09,-5.04073
CHEMBL1830130_flexx_10,-4.82847
CHEMBL5174232_flexx_01,-7.35698
CHEMBL5174232_flexx_02,-6.78986
CHEMBL5174232_flexx_03,-6.05842
CHEMBL5174232_flexx_04,-6.50982
CHEMBL5174232_flexx_05,-5.82630
CHEMBL5174232_flexx_06,-5.32272
CHEMBL5174232_flexx_07,-5.84471
CHEMBL5174232_flexx_08,-5.77845
CHEMBL5174232_flexx_09,-5.73277
CHEMBL5174232_flexx_10,-6.24387
CHEMBL512391_flexx_01,-6.78368
CHEMBL512391_flexx_02,-6.68690
CHEMBL512391_flexx_03,-6.27220
CHEMBL512391_flexx_04,-5.67609
CHEMBL512391_flexx_05,-5.02862
CHEMBL512391_flexx_06,-5.52692
CHEMBL512391_flexx_07,-5.62507
CHEMBL512391_flexx_08,-5.60865
CHEMBL512391_flexx_09,-6.74810
CHEMBL512391_flexx_10,-6.13845
CHEMBL4749501_flexx_01,-5.97958
CHEMBL4749501_flexx_02,-6.07450
CHEMBL4749501_flexx_03,-6.42641
CHEMBL4749501_flexx_04,-7.57117
CHEMBL4749501_flexx_05,-6.05380
CHEMBL4749501_flexx_06,-6.76842
CHEMBL4749501_flexx_07,-6.38452
CHEMBL4749501_flexx_08,-7.58588
CHEMBL4749501_flexx_09,-6.90748
CHEMBL4749501_flexx_10,-6.87924
CHEMBL3671564_flexx_01,-6.39449
CHEMBL3671564_flexx_02,-6.40659
CHEMBL3671564_flexx_03,-7.94231
CHEMBL3671564_flexx_04,-7.40654
CHEMBL3671564_flexx_05,-7.33834
CHEMBL3671564_flexx_06,-7.49057
CHEMBL3671564_flexx_07,-7.84143
CHEMBL3671564_flexx_08,-7.69905
CHEMBL3671564_flexx_09,-7.90095
CHEMBL3671564_flexx_10,-7.00699
CHEMBL154080_flexx_01,-7.26933
CHEMBL154080_flexx_02,-8.13927
CHEMBL154080_flexx_03,-7.80751
CHEMBL154080_flexx_04,-6.55292
CHEMBL154080_flexx_05,-7.21464
CHEMBL154080_flexx_06,-8.74218
CHEMBL154080_flexx_07,-7.01166
CHEMBL154080_flexx_08,-7.05637
CHEMBL154080_flexx_09,-6.33892
CHEMBL154080_flexx_10,-6.08011
CHEMBL203645_flexx_01,-6.03264
CHEMBL203645_flexx_02,-6.03750
CHEMBL203645_flexx_03,-7.32534
CHEMBL203645_flexx_04,-6.15787
CHEMBL203645_flexx_05,-5.98621
CHEMBL203645_flexx_06,-5.95504
CHEMBL203645_flexx_07,-6.53560
CHEMBL203645_flexx_08,-6.03862
CHEMBL203645_flexx_09,-5.97255
CHEMBL203645_flexx_10,-6.89063
CHEMBL591910_flexx_01,-3.29356
CHEMBL591910_flexx_02,-3.55711
CHEMBL591910_flexx_03,-3.50401
CHEMBL591910_flexx_04,-5.17397
CHEMBL591910_flexx_05,-4.47829
CHEMBL591910_flexx_06,-4.13414
CHEMBL591910_flexx_07,-2.73702
CHEMBL591910_flexx_08,-4.78174
CHEMBL591910_flexx_09,-3.69902
CHEMBL591910_flexx_10,-3.80385
CHEMBL72393_flexx_01,-6.11849
CHEMBL72393_flexx_02,-6.15110
CHEMBL72393_flexx_03,-7.20613
CHEMBL72393_flexx_04,-7.05543
CHEMBL72393_flexx_05,-6.72156
CHEMBL72393_flexx_06,-6.81644
CHEMBL72393_flexx_07,-6.94436
CHEMBL72393_flexx_08,-6.44927
CHEMBL72393_flexx_09,-6.93383
CHEMBL72393_flexx_10,-6.96037
CHEMBL424853_flexx_01,-6.92268
CHEMBL424853_flexx_02,-6.63221
CHEMBL424853_flexx_03,-7.13639
CHEMBL424853_flexx_04,-6.15257
CHEMBL424853_flexx_05,-7.11361
CHEMBL424853_flexx_06,-6.58538
CHEMBL424853_flexx_07,-6.17150
CHEMBL424853_flexx_08,-6.54459
CHEMBL424853_flexx_09,-6.22111
CHEMBL424853_flexx_10,-5.19589
CHEMBL452980_flexx_1,-3.16468
CHEMBL1242208_flexx_01,-7.89446
CHEMBL1242208_flexx_02,-7.64629
CHEMBL1242208_flexx_03,-7.62233
CHEMBL1242208_flexx_04,-7.77254
CHEMBL1242208_flexx_05,-7.64251
CHEMBL1242208_flexx_06,-7.26835
CHEMBL1242208_flexx_07,-7.00095
CHEMBL1242208_flexx_08,-7.15180
CHEMBL1242208_flexx_09,-6.58985
CHEMBL1242208_flexx_10,-6.16427
CHEMBL293482_flexx_01,-3.61925
CHEMBL293482_flexx_02,-3.83757
CHEMBL293482_flexx_03,-2.49505
CHEMBL293482_flexx_04,-3.88217
CHEMBL293482_flexx_05,-3.57522
CHEMBL293482_flexx_06,-3.62699
CHEMBL293482_flexx_07,-3.75973
CHEMBL293482_flexx_08,-3.05561
CHEMBL293482_flexx_09,-3.71841
CHEMBL293482_flexx_10,-3.74410
CHEMBL505626_flexx_01,-5.06508
CHEMBL505626_flexx_02,-5.72511
CHEMBL505626_flexx_03,-5.43118
CHEMBL505626_flexx_04,-5.08253
CHEMBL505626_flexx_05,-5.65054
CHEMBL505626_flexx_06,-5.62518
CHEMBL505626_flexx_07,-4.75582
CHEMBL505626_flexx_08,-5.42944
CHEMBL505626_flexx_09,-5.17222
CHEMBL505626_flexx_10,-5.37436
CHEMBL1945649_flexx_01,-4.66775
CHEMBL1945649_flexx_02,-4.46619
CHEMBL1945649_flexx_03,-4.33245
CHEMBL1945649_flexx_04,-5.03039
CHEMBL1945649_flexx_05,-4.44739
CHEMBL1945649_flexx_06,-3.83029
CHEMBL1945649_flexx_07,-3.89031
CHEMBL1945649_flexx_08,-4.11299
CHEMBL1945649_flexx_09,-4.74417
CHEMBL1945649_flexx_10,-3.95183
CHEMBL503418_flexx_01,-8.00348
CHEMBL503418_flexx_02,-8.11151
CHEMBL503418_flexx_03,-7.64574
CHEMBL503418_flexx_04,-7.82910
CHEMBL503418_flexx_05,-7.01257
CHEMBL503418_flexx_06,-7.14779
CHEMBL503418_flexx_07,-7.18245
CHEMBL503418_flexx_08,-7.21707
CHEMBL503418_flexx_09,-7.38417
CHEMBL503418_flexx_10,-6.61378
CHEMBL14932_flexx_01,-7.23611
CHEMBL14932_flexx_02,-7.10024
CHEMBL14932_flexx_03,-6.91549
CHEMBL14932_flexx_04,-7.41559
CHEMBL14932_flexx_05,-6.94442
CHEMBL14932_flexx_06,-7.53108
CHEMBL14932_flexx_07,-7.18977
CHEMBL14932_flexx_08,-7.19914
CHEMBL14932_flexx_09,-7.06107
CHEMBL14932_flexx_10,-5.65710
CHEMBL3671476_flexx_01,-7.52704
CHEMBL3671476_flexx_02,-7.55050
CHEMBL3671476_flexx_03,-7.64470
CHEMBL3671476_flexx_04,-7.92240
CHEMBL3671476_flexx_05,-8.05710
CHEMBL3671476_flexx_06,-7.98702
CHEMBL3671476_flexx_07,-8.05416
CHEMBL3671476_flexx_08,-8.68983
CHEMBL3671476_flexx_09,-7.92616
CHEMBL3671476_flexx_10,-7.73209
CHEMBL4776056_flexx_01,-7.25239
CHEMBL4776056_flexx_02,-7.33406
CHEMBL4776056_flexx_03,-6.66842
CHEMBL4776056_flexx_04,-7.00824
CHEMBL4776056_flexx_05,-6.63340
CHEMBL4776056_flexx_06,-6.95196
CHEMBL4776056_flexx_07,-6.90105
CHEMBL4776056_flexx_08,-6.60594
CHEMBL4776056_flexx_09,-6.66639
CHEMBL4776056_flexx_10,-6.09759
CHEMBL4068695_flexx_01,-7.70932
CHEMBL4068695_flexx_02,-7.54173
CHEMBL4068695_flexx_03,-8.28734
CHEMBL4068695_flexx_04,-7.77947
CHEMBL4068695_flexx_05,-8.26048
CHEMBL4068695_flexx_06,-4.73287
CHEMBL4068695_flexx_07,-6.56389
CHEMBL4068695_flexx_08,-7.08602
CHEMBL4068695_flexx_09,-6.08706
CHEMBL4068695_flexx_10,-6.00150
CHEMBL154911_flexx_01,-6.55843
CHEMBL154911_flexx_02,-6.04907
CHEMBL154911_flexx_03,-5.76050
CHEMBL154911_flexx_04,-6.08682
CHEMBL154911_flexx_05,-5.62960
CHEMBL154911_flexx_06,-5.16853
CHEMBL154911_flexx_07,-5.66997
CHEMBL154911_flexx_08,-6.18638
CHEMBL154911_flexx_09,-6.26596
CHEMBL154911_flexx_10,-5.61879
CHEMBL459_flexx_01,-4.49045
CHEMBL459_flexx_02,-3.60483
CHEMBL459_flexx_03,-4.27592
CHEMBL459_flexx_04,-4.12836
CHEMBL459_flexx_05,-3.18568
CHEMBL459_flexx_06,-3.90746
CHEMBL459_flexx_07,-4.30114
CHEMBL459_flexx_08,-3.78466
CHEMBL459_flexx_09,-4.60650
CHEMBL459_flexx_10,-2.33952
CHEMBL69071_flexx_01,-7.65223
CHEMBL69071_flexx_02,-7.56575
CHEMBL69071_flexx_03,-7.09835
CHEMBL69071_flexx_04,-6.86774
CHEMBL69071_flexx_05,-6.46768
CHEMBL69071_flexx_06,-6.50982
CHEMBL69071_flexx_07,-6.42687
CHEMBL69071_flexx_08,-6.16696
CHEMBL69071_flexx_09,-6.05310
CHEMBL69071_flexx_10,-8.03118
CHEMBL249511_flexx_01,-7.56277
CHEMBL249511_flexx_02,-5.03536
CHEMBL249511_flexx_03,-4.86338
CHEMBL249511_flexx_04,-4.41412
CHEMBL249511_flexx_05,-4.34947
CHEMBL249511_flexx_06,-4.24103
CHEMBL249511_flexx_07,-3.65932
CHEMBL249511_flexx_08,-2.85191
CHEMBL249511_flexx_09,-4.36875
CHEMBL249511_flexx_10,-1.89108
CHEMBL3967836_flexx_01,-9.21167
CHEMBL3967836_flexx_02,-9.53247
CHEMBL3967836_flexx_03,-8.77345
CHEMBL3967836_flexx_04,-8.26512
CHEMBL3967836_flexx_05,-8.96059
CHEMBL3967836_flexx_06,-8.77482
CHEMBL3967836_flexx_07,-7.97619
CHEMBL3967836_flexx_08,-8.56845
CHEMBL3967836_flexx_09,-8.89644
CHEMBL3967836_flexx_10,-9.50674
CHEMBL7819_flexx_01,-6.23554
CHEMBL7819_flexx_02,-5.96074
CHEMBL7819_flexx_03,-6.00417
CHEMBL7819_flexx_04,-6.42204
CHEMBL7819_flexx_05,-6.20129
CHEMBL7819_flexx_06,-5.69006
CHEMBL7819_flexx_07,-6.81083
CHEMBL7819_flexx_08,-4.71950
CHEMBL7819_flexx_09,-6.18439
CHEMBL7819_flexx_10,-5.70527
CHEMBL203132_flexx_01,-6.39816
CHEMBL203132_flexx_02,-6.30976
CHEMBL203132_flexx_03,-6.33506
CHEMBL203132_flexx_04,-7.60391
CHEMBL203132_flexx_05,-7.57142
CHEMBL203132_flexx_06,-7.61120
CHEMBL203132_flexx_07,-7.61032
CHEMBL203132_flexx_08,-5.72903
CHEMBL203132_flexx_09,-6.14733
CHEMBL203132_flexx_10,-6.57691
CHEMBL357570_flexx_01,-5.91008
CHEMBL357570_flexx_02,-5.33625
CHEMBL357570_flexx_03,-5.68336
CHEMBL357570_flexx_04,-6.47607
CHEMBL357570_flexx_05,-6.37180
CHEMBL357570_flexx_06,-5.92566
CHEMBL357570_flexx_07,-5.80940
CHEMBL357570_flexx_08,-5.69763
CHEMBL357570_flexx_09,-4.51486
CHEMBL357570_flexx_10,-5.62808
CHEMBL4293134_flexx_01,-6.21449
CHEMBL4293134_flexx_02,-6.19422
CHEMBL4293134_flexx_03,-6.34214
CHEMBL4293134_flexx_04,-6.26529
CHEMBL4293134_flexx_05,-6.21562
CHEMBL4293134_flexx_06,-6.52345
CHEMBL4293134_flexx_07,-6.62475
CHEMBL4293134_flexx_08,-6.57346
CHEMBL4293134_flexx_09,-6.26948
CHEMBL4293134_flexx_10,-6.45979
CHEMBL3671582_flexx_01,-6.31929
CHEMBL3671582_flexx_02,-6.35819
CHEMBL3671582_flexx_03,-7.04964
CHEMBL3671582_flexx_04,-6.45050
CHEMBL3671582_flexx_05,-5.38865
CHEMBL3671582_flexx_06,-6.26073
CHEMBL3671582_flexx_07,-5.31134
CHEMBL3671582_flexx_08,-5.11688
CHEMBL3671582_flexx_09,-6.33696
CHEMBL3671582_flexx_10,-6.59209
CHEMBL4107879_flexx_01,-7.13229
CHEMBL4107879_flexx_02,-7.02643
CHEMBL4107879_flexx_03,-8.31823
CHEMBL4107879_flexx_04,-7.47708
CHEMBL4107879_flexx_05,-8.69554
CHEMBL4107879_flexx_06,-7.37123
CHEMBL4107879_flexx_07,-7.46716
CHEMBL4107879_flexx_08,-6.78824
CHEMBL4107879_flexx_09,-7.33948
CHEMBL4107879_flexx_10,-7.27370
CHEMBL29197_flexx_01,-4.94074
CHEMBL29197_flexx_02,-4.97973
CHEMBL29197_flexx_03,-5.59670
CHEMBL29197_flexx_04,-4.61754
CHEMBL29197_flexx_05,-5.60486
CHEMBL29197_flexx_06,-5.52081
CHEMBL29197_flexx_07,-4.79080
CHEMBL29197_flexx_08,-4.91443
CHEMBL29197_flexx_09,-4.46259
CHEMBL29197_flexx_10,-6.40988
CHEMBL2032376_flexx_01,-6.80761
CHEMBL2032376_flexx_02,-6.71804
CHEMBL2032376_flexx_03,-7.29093
CHEMBL2032376_flexx_04,-5.70001
CHEMBL2032376_flexx_05,-5.27330
CHEMBL2032376_flexx_06,-7.03024
CHEMBL2032376_flexx_07,-5.04984
CHEMBL2032376_flexx_08,-7.19707
CHEMBL2032376_flexx_09,-6.26963
CHEMBL2032376_flexx_10,-6.96352
CHEMBL4569552_flexx_01,-7.21167
CHEMBL4569552_flexx_02,-6.87961
CHEMBL4569552_flexx_03,-7.21887
CHEMBL4569552_flexx_04,-6.84959
CHEMBL4569552_flexx_05,-6.68303
CHEMBL4569552_flexx_06,-6.47443
CHEMBL4569552_flexx_07,-5.94942
CHEMBL4569552_flexx_08,-6.91247
CHEMBL4569552_flexx_09,-6.22307
CHEMBL4569552_flexx_10,-5.82269
CHEMBL245868_flexx_01,-8.46749
CHEMBL245868_flexx_02,-7.30491
CHEMBL245868_flexx_03,-7.55838
CHEMBL245868_flexx_04,-8.08624
CHEMBL245868_flexx_05,-8.06938
CHEMBL245868_flexx_06,-7.99438
CHEMBL245868_flexx_07,-8.49100
CHEMBL245868_flexx_08,-7.57379
CHEMBL245868_flexx_09,-7.85204
CHEMBL245868_flexx_10,-7.44373
CHEMBL5077776_flexx_01,-7.43909
CHEMBL5077776_flexx_02,-6.99789
CHEMBL5077776_flexx_03,-7.27404
CHEMBL5077776_flexx_04,-6.33803
CHEMBL5077776_flexx_05,-7.25598
CHEMBL5077776_flexx_06,-6.26806
CHEMBL5077776_flexx_07,-6.22649
CHEMBL5077776_flexx_08,-6.07660
CHEMBL5077776_flexx_09,-5.93121
CHEMBL5077776_flexx_10,-5.70880
CHEMBL1821886_flexx_01,-8.56310
CHEMBL1821886_flexx_02,-8.32702
CHEMBL1821886_flexx_03,-8.14793
CHEMBL1821886_flexx_04,-8.11853
CHEMBL1821886_flexx_05,-7.91690
CHEMBL1821886_flexx_06,-6.69850
CHEMBL1821886_flexx_07,-8.32797
CHEMBL1821886_flexx_08,-7.52271
CHEMBL1821886_flexx_09,-6.16590
CHEMBL1821886_flexx_10,-7.22757
CHEMBL4067916_flexx_1,-6.71850
CHEMBL4067916_flexx_2,-6.70237
CHEMBL4067916_flexx_3,-6.67143
CHEMBL4067916_flexx_4,-6.61442
CHEMBL4067916_flexx_5,-5.10720
CHEMBL4067916_flexx_6,-5.15532
CHEMBL4067916_flexx_7,-6.95079
CHEMBL4067916_flexx_8,-6.26837
CHEMBL4067916_flexx_9,-5.55084
CHEMBL4462965_flexx_01,-7.26694
CHEMBL4462965_flexx_02,-6.59259
CHEMBL4462965_flexx_03,-6.58049
CHEMBL4462965_flexx_04,-6.20911
CHEMBL4462965_flexx_05,-6.20427
CHEMBL4462965_flexx_06,-6.41537
CHEMBL4462965_flexx_07,-6.46559
CHEMBL4462965_flexx_08,-6.17367
CHEMBL4462965_flexx_09,-6.52124
CHEMBL4462965_flexx_10,-6.16883
CHEMBL2437473_flexx_01,-7.44133
CHEMBL2437473_flexx_02,-7.46622
CHEMBL2437473_flexx_03,-6.81974
CHEMBL2437473_flexx_04,-7.27545
CHEMBL2437473_flexx_05,-6.72168
CHEMBL2437473_flexx_06,-6.85740
CHEMBL2437473_flexx_07,-7.22039
CHEMBL2437473_flexx_08,-6.89627
CHEMBL2437473_flexx_09,-7.10220
CHEMBL2437473_flexx_10,-7.45411
CHEMBL307599_flexx_01,-6.54547
CHEMBL307599_flexx_02,-6.62543
CHEMBL307599_flexx_03,-5.61376
CHEMBL307599_flexx_04,-6.63461
CHEMBL307599_flexx_05,-5.86295
CHEMBL307599_flexx_06,-6.17205
CHEMBL307599_flexx_07,-6.37885
CHEMBL307599_flexx_08,-5.86532
CHEMBL307599_flexx_09,-6.23132
CHEMBL307599_flexx_10,-6.11651
CHEMBL5198812_flexx_01,-7.64448
CHEMBL5198812_flexx_02,-6.98442
CHEMBL5198812_flexx_03,-6.91460
CHEMBL5198812_flexx_04,-7.46079
CHEMBL5198812_flexx_05,-8.34525
CHEMBL5198812_flexx_06,-6.70618
CHEMBL5198812_flexx_07,-8.70563
CHEMBL5198812_flexx_08,-7.14958
CHEMBL5198812_flexx_09,-7.27686
CHEMBL5198812_flexx_10,-6.60106
CHEMBL3604205_flexx_01,-6.51719
CHEMBL3604205_flexx_02,-5.87747
CHEMBL3604205_flexx_03,-5.84594
CHEMBL3604205_flexx_04,-6.14918
CHEMBL3604205_flexx_05,-6.45635
CHEMBL3604205_flexx_06,-6.65075
CHEMBL3604205_flexx_07,-5.89589
CHEMBL3604205_flexx_08,-6.41521
CHEMBL3604205_flexx_09,-4.66403
CHEMBL3604205_flexx_10,-5.73543
CHEMBL94066_flexx_01,-7.61063
CHEMBL94066_flexx_02,-7.73768
CHEMBL94066_flexx_03,-7.94373
CHEMBL94066_flexx_04,-8.25148
CHEMBL94066_flexx_05,-7.84940
CHEMBL94066_flexx_06,-7.10680
CHEMBL94066_flexx_07,-7.51426
CHEMBL94066_flexx_08,-7.54200
CHEMBL94066_flexx_09,-7.71285
CHEMBL94066_flexx_10,-7.52205
CHEMBL1172773_flexx_01,-7.02096
CHEMBL1172773_flexx_02,-6.01698
CHEMBL1172773_flexx_03,-6.01323
CHEMBL1172773_flexx_04,-6.65141
CHEMBL1172773_flexx_05,-7.05734
CHEMBL1172773_flexx_06,-7.08306
CHEMBL1172773_flexx_07,-6.59726
CHEMBL1172773_flexx_08,-5.88558
CHEMBL1172773_flexx_09,-5.89637
CHEMBL1172773_flexx_10,-5.02966
CHEMBL176470_flexx_01,-7.01560
CHEMBL176470_flexx_02,-6.44051
CHEMBL176470_flexx_03,-6.92951
CHEMBL176470_flexx_04,-6.41827
CHEMBL176470_flexx_05,-6.70751
CHEMBL176470_flexx_06,-6.70942
CHEMBL176470_flexx_07,-6.03638
CHEMBL176470_flexx_08,-6.85287
CHEMBL176470_flexx_09,-6.99366
CHEMBL176470_flexx_10,-6.95124
CHEMBL1645466_flexx_01,-6.97660
CHEMBL1645466_flexx_02,-6.51924
CHEMBL1645466_flexx_03,-6.29390
CHEMBL1645466_flexx_04,-6.18409
CHEMBL1645466_flexx_05,-6.57631
CHEMBL1645466_flexx_06,-6.24465
CHEMBL1645466_flexx_07,-5.78118
CHEMBL1645466_flexx_08,-6.75209
CHEMBL1645466_flexx_09,-6.40489
CHEMBL1645466_flexx_10,-6.37683
CHEMBL5088102_flexx_01,-7.26306
CHEMBL5088102_flexx_02,-6.34780
CHEMBL5088102_flexx_03,-6.55515
CHEMBL5088102_flexx_04,-6.28854
CHEMBL5088102_flexx_05,-6.26989
CHEMBL5088102_flexx_06,-6.36419
CHEMBL5088102_flexx_07,-7.14930
CHEMBL5088102_flexx_08,-6.74363
CHEMBL5088102_flexx_09,-5.92171
CHEMBL5088102_flexx_10,-6.10180
CHEMBL1242200_flexx_01,-7.26776
CHEMBL1242200_flexx_02,-7.24287
CHEMBL1242200_flexx_03,-7.03772
