ID,vina_intra_hydrophobic
CHEMBL4228672_flexx_10,20.98664644218671
CHEMBL3263359_flexx_01,57.207587476515286
CHEMBL3263359_flexx_02,55.968950483119855
CHEMBL3263359_flexx_03,53.92238352383078
CHEMBL3263359_flexx_04,56.39707782072018
CHEMBL3263359_flexx_05,58.92160432453597
CHEMBL3263359_flexx_06,56.41936494982734
CHEMBL3263359_flexx_07,60.20639542242349
CHEMBL3263359_flexx_08,56.14926379334703
CHEMBL3263359_flexx_09,55.181115860887914
CHEMBL3263359_flexx_10,56.889016581516955
CHEMBL5192038_flexx_01,7.053193904785701
CHEMBL5192038_flexx_02,7.05316303846441
CHEMBL5192038_flexx_03,7.052955821390649
CHEMBL5192038_flexx_04,7.053148950829101
CHEMBL5192038_flexx_05,7.053199113534367
CHEMBL5192038_flexx_06,7.0532323599695665
CHEMBL5192038_flexx_07,7.053339275277098
CHEMBL5192038_flexx_08,7.053072717245611
CHEMBL5192038_flexx_09,7.052984365297672
CHEMBL5192038_flexx_10,7.053124433746694
CHEMBL3623286_flexx_01,5.233646515404226
CHEMBL3623286_flexx_02,5.231267116314536
CHEMBL3623286_flexx_03,5.233495752976733
CHEMBL3623286_flexx_04,5.2339566135816735
CHEMBL3623286_flexx_05,5.254705884315861
CHEMBL3623286_flexx_06,5.2339566135816735
CHEMBL3623286_flexx_07,5.681213389780636
CHEMBL3623286_flexx_08,5.2339566135816735
CHEMBL3623286_flexx_09,5.236016634963139
CHEMBL3623286_flexx_10,5.231157496751459
CHEMBL2031296_flexx_01,7.194771597040187
CHEMBL2031296_flexx_02,7.208595784852097
CHEMBL2031296_flexx_03,7.170919191334457
CHEMBL2031296_flexx_04,7.234955324580923
CHEMBL2031296_flexx_05,7.132191976486006
CHEMBL2031296_flexx_06,7.160909139098848
CHEMBL2031296_flexx_07,7.219753148725269
CHEMBL2031296_flexx_08,7.2251753602214315
CHEMBL2031296_flexx_09,7.194539684636105
CHEMBL2031296_flexx_10,7.133994190333112
CHEMBL3741026_flexx_01,24.845532409636448
CHEMBL3741026_flexx_02,24.296040349209445
CHEMBL3741026_flexx_03,25.926132476332782
CHEMBL3741026_flexx_04,29.39987830349997
CHEMBL3741026_flexx_05,28.70262079478561
CHEMBL3741026_flexx_06,25.24233405322291
CHEMBL3741026_flexx_07,28.07914412411032
CHEMBL3741026_flexx_08,29.151875676348215
CHEMBL3741026_flexx_09,28.726973337032252
CHEMBL3741026_flexx_10,25.74090791589763
CHEMBL3221557_flexx_01,9.935351445513827
CHEMBL3221557_flexx_02,10.7040886197557
CHEMBL3221557_flexx_03,8.994518480125835
CHEMBL3221557_flexx_04,6.094453146736791
CHEMBL3221557_flexx_05,5.548172345036074
CHEMBL3221557_flexx_06,6.094453146736791
CHEMBL3221557_flexx_07,7.250831951577522
CHEMBL3221557_flexx_08,5.542132713396944
CHEMBL3221557_flexx_09,13.653137681628008
CHEMBL3221557_flexx_10,7.270138420501118
CHEMBL4164936_flexx_01,19.66486683481019
CHEMBL4164936_flexx_02,35.2849497202008
CHEMBL4164936_flexx_03,13.303775631948467
CHEMBL4164936_flexx_04,22.896859823944222
CHEMBL4164936_flexx_05,28.885189900471122
CHEMBL4164936_flexx_06,15.287209725694249
CHEMBL4164936_flexx_07,25.383242130900022
CHEMBL4164936_flexx_08,10.462798912443189
CHEMBL4164936_flexx_09,10.462604871697694
CHEMBL4164936_flexx_10,10.462798912443189
CHEMBL593760_flexx_01,7.144047604075533
CHEMBL593760_flexx_02,9.944538740939022
CHEMBL593760_flexx_03,8.685089582544467
CHEMBL593760_flexx_04,9.944148223253416
CHEMBL593760_flexx_05,8.685089582544467
CHEMBL593760_flexx_06,8.685089582544467
CHEMBL593760_flexx_07,7.144040367682601
CHEMBL593760_flexx_08,8.376007513635997
CHEMBL593760_flexx_09,8.376007513635997
CHEMBL593760_flexx_10,8.685089582544467
CHEMBL3425665_flexx_01,6.317564148191023
CHEMBL3425665_flexx_02,6.317520100033867
CHEMBL3425665_flexx_03,8.91520386670085
CHEMBL3425665_flexx_04,7.115307180552522
CHEMBL3425665_flexx_05,8.91520386670085
CHEMBL3425665_flexx_06,7.115478442563699
CHEMBL3425665_flexx_07,6.335197336153767
CHEMBL3425665_flexx_08,5.594642882228694
CHEMBL3425665_flexx_09,7.10029937422911
CHEMBL3425665_flexx_10,6.335136404599453
CHEMBL308672_flexx_01,11.79484872260958
CHEMBL308672_flexx_02,12.918639178564119
CHEMBL308672_flexx_03,11.645930077880244
