SCORCH,ID
0.0061,CHEMBL3623286_diffdock_8
0.00918,CHEMBL3623286_diffdock_9
0.0049,CHEMBL3623286_diffdock_10
0.00117,CHEMBL461869_diffdock_1
0.00225,CHEMBL461869_diffdock_2
0.0012,CHEMBL461869_diffdock_3
0.0016,CHEMBL461869_diffdock_4
0.00092,CHEMBL461869_diffdock_5
0.00254,CHEMBL461869_diffdock_6
0.0013,CHEMBL461869_diffdock_7
0.00226,CHEMBL461869_diffdock_8
0.00087,CHEMBL461869_diffdock_9
0.00062,CHEMBL461869_diffdock_10
0.02509,CHEMBL2031296_diffdock_1
0.01728,CHEMBL2031296_diffdock_2
0.01432,CHEMBL2031296_diffdock_3
0.0146,CHEMBL2031296_diffdock_4
0.00905,CHEMBL2031296_diffdock_5
0.00606,CHEMBL2031296_diffdock_6
0.00983,CHEMBL2031296_diffdock_7
0.00799,CHEMBL2031296_diffdock_8
0.00479,CHEMBL2031296_diffdock_9
0.00283,CHEMBL2031296_diffdock_10
0.00146,CHEMBL466174_diffdock_1
0.00265,CHEMBL466174_diffdock_2
0.00307,CHEMBL466174_diffdock_3
0.00293,CHEMBL466174_diffdock_4
0.00138,CHEMBL466174_diffdock_5
0.00137,CHEMBL466174_diffdock_6
0.00527,CHEMBL466174_diffdock_7
0.00159,CHEMBL466174_diffdock_8
0.00203,CHEMBL466174_diffdock_9
0.00602,CHEMBL466174_diffdock_10
0.49635,CHEMBL1945649_diffdock_1
0.16187,CHEMBL1945649_diffdock_2
0.06473,CHEMBL1945649_diffdock_3
0.03616,CHEMBL1945649_diffdock_4
0.06688,CHEMBL1945649_diffdock_5
0.04497,CHEMBL1945649_diffdock_6
0.25231,CHEMBL1945649_diffdock_7
0.0571,CHEMBL1945649_diffdock_8
0.09973,CHEMBL1945649_diffdock_9
0.09182,CHEMBL1945649_diffdock_10
0.00701,CHEMBL205149_diffdock_1
0.00788,CHEMBL205149_diffdock_2
0.00467,CHEMBL205149_diffdock_3
0.00685,CHEMBL205149_diffdock_4
0.00785,CHEMBL205149_diffdock_5
0.0038,CHEMBL205149_diffdock_6
0.00362,CHEMBL205149_diffdock_7
0.00333,CHEMBL205149_diffdock_8
0.01229,CHEMBL205149_diffdock_9
0.00839,CHEMBL205149_diffdock_10
0.05781,CHEMBL5198812_diffdock_1
0.05535,CHEMBL5198812_diffdock_2
0.12069,CHEMBL5198812_diffdock_3
0.03109,CHEMBL5198812_diffdock_4
0.06222,CHEMBL5198812_diffdock_5
0.01337,CHEMBL5198812_diffdock_6
0.03562,CHEMBL5198812_diffdock_7
0.01955,CHEMBL5198812_diffdock_8
0.01228,CHEMBL5198812_diffdock_9
0.01399,CHEMBL5198812_diffdock_10
0.10935,CHEMBL7819_diffdock_1
0.05795,CHEMBL7819_diffdock_2
0.05471,CHEMBL7819_diffdock_3
0.01774,CHEMBL7819_diffdock_4
0.02101,CHEMBL7819_diffdock_5
0.01519,CHEMBL7819_diffdock_6
0.02179,CHEMBL7819_diffdock_7
0.01121,CHEMBL7819_diffdock_8
0.03865,CHEMBL7819_diffdock_9
0.05309,CHEMBL7819_diffdock_10
0.00169,CHEMBL5173449_diffdock_1
0.00122,CHEMBL5173449_diffdock_2
0.01415,CHEMBL5173449_diffdock_3
0.01832,CHEMBL5173449_diffdock_4
0.00969,CHEMBL5173449_diffdock_5
0.00369,CHEMBL5173449_diffdock_6
0.00627,CHEMBL5173449_diffdock_7
0.00204,CHEMBL5173449_diffdock_8
0.00631,CHEMBL5173449_diffdock_9
0.00514,CHEMBL5173449_diffdock_10
0.00291,CHEMBL341522_diffdock_1
0.00299,CHEMBL341522_diffdock_2
0.0059,CHEMBL341522_diffdock_3
0.01164,CHEMBL341522_diffdock_4
0.0016,CHEMBL341522_diffdock_5
0.00329,CHEMBL341522_diffdock_6
0.00043,CHEMBL341522_diffdock_7
0.00804,CHEMBL341522_diffdock_8
0.00058,CHEMBL341522_diffdock_9
0.10563,CHEMBL341522_diffdock_10
0.01095,CHEMBL1821886_diffdock_1
0.01432,CHEMBL1821886_diffdock_2
0.0201,CHEMBL1821886_diffdock_3
0.03407,CHEMBL1821886_diffdock_4
0.07111,CHEMBL1821886_diffdock_5
0.00055,CHEMBL1821886_diffdock_6
0.0058,CHEMBL1821886_diffdock_7
0.00188,CHEMBL1821886_diffdock_8
0.00548,CHEMBL1821886_diffdock_9
0.00263,CHEMBL1821886_diffdock_10
0.04123,CHEMBL4068047_diffdock_1
0.00915,CHEMBL4068047_diffdock_2
0.022,CHEMBL4068047_diffdock_3
0.0396,CHEMBL4068047_diffdock_4
0.06326,CHEMBL4068047_diffdock_5
0.0062,CHEMBL4068047_diffdock_6
0.00485,CHEMBL4068047_diffdock_7
0.0069,CHEMBL4068047_diffdock_8
0.03443,CHEMBL4068047_diffdock_9
0.07259,CHEMBL4068047_diffdock_10
0.02452,CHEMBL141238_diffdock_1
0.00456,CHEMBL141238_diffdock_2
0.01962,CHEMBL141238_diffdock_3
0.00775,CHEMBL141238_diffdock_4
0.02846,CHEMBL141238_diffdock_5
0.03521,CHEMBL141238_diffdock_6
0.00898,CHEMBL141238_diffdock_7
0.00016,CHEMBL141238_diffdock_8
0.00801,CHEMBL141238_diffdock_9
0.11209,CHEMBL141238_diffdock_10
0.00614,CHEMBL176470_diffdock_1
0.0178,CHEMBL176470_diffdock_2
0.04606,CHEMBL176470_diffdock_3
0.01032,CHEMBL176470_diffdock_4
0.00645,CHEMBL176470_diffdock_5
0.02145,CHEMBL176470_diffdock_6
0.02321,CHEMBL176470_diffdock_7
0.05695,CHEMBL176470_diffdock_8
0.03047,CHEMBL176470_diffdock_9
0.007,CHEMBL176470_diffdock_10
0.00344,CHEMBL1928301_diffdock_1
0.0052,CHEMBL1928301_diffdock_2
0.00364,CHEMBL1928301_diffdock_3
0.00468,CHEMBL1928301_diffdock_4
0.0029,CHEMBL1928301_diffdock_5
0.00161,CHEMBL1928301_diffdock_6
0.00151,CHEMBL1928301_diffdock_7
0.0046,CHEMBL1928301_diffdock_8
0.00374,CHEMBL1928301_diffdock_9
0.00347,CHEMBL1928301_diffdock_10
0.02874,CHEMBL1240553_diffdock_1
0.04965,CHEMBL1240553_diffdock_2
0.01545,CHEMBL1240553_diffdock_3
0.00325,CHEMBL1240553_diffdock_4
0.00418,CHEMBL1240553_diffdock_5
0.00348,CHEMBL1240553_diffdock_6
0.0076,CHEMBL1240553_diffdock_7
0.00146,CHEMBL1240553_diffdock_8
0.02743,CHEMBL1240553_diffdock_9
0.08026,CHEMBL1240553_diffdock_10
0.00315,CHEMBL4462965_diffdock_1
0.00041,CHEMBL4462965_diffdock_2
0.00125,CHEMBL4462965_diffdock_3
0.00086,CHEMBL4462965_diffdock_4
0.00493,CHEMBL4462965_diffdock_5
0.00064,CHEMBL4462965_diffdock_6
0.00159,CHEMBL4462965_diffdock_7
0.00097,CHEMBL4462965_diffdock_8
0.00165,CHEMBL4462965_diffdock_9
0.00346,CHEMBL4462965_diffdock_10
0.00299,CHEMBL166093_diffdock_1
0.0035,CHEMBL166093_diffdock_2
0.00631,CHEMBL166093_diffdock_3
0.00701,CHEMBL166093_diffdock_4
0.00288,CHEMBL166093_diffdock_5
0.00274,CHEMBL166093_diffdock_6
0.01527,CHEMBL166093_diffdock_7
0.00477,CHEMBL166093_diffdock_8
0.00404,CHEMBL166093_diffdock_9
0.10543,CHEMBL166093_diffdock_10
0.00907,CHEMBL329183_diffdock_1
0.00241,CHEMBL329183_diffdock_2
0.00122,CHEMBL329183_diffdock_3
0.00279,CHEMBL329183_diffdock_4
0.0027,CHEMBL329183_diffdock_5
0.0012,CHEMBL329183_diffdock_6
0.00214,CHEMBL329183_diffdock_7
0.00096,CHEMBL329183_diffdock_8
0.00247,CHEMBL329183_diffdock_9
0.00278,CHEMBL329183_diffdock_10
0.03077,CHEMBL1830277_diffdock_1
0.0536,CHEMBL1830277_diffdock_2
0.05624,CHEMBL1830277_diffdock_3
0.0549,CHEMBL1830277_diffdock_4
0.05464,CHEMBL1830277_diffdock_5
0.03783,CHEMBL1830277_diffdock_6
0.01433,CHEMBL1830277_diffdock_7
0.05095,CHEMBL1830277_diffdock_8
0.02377,CHEMBL1830277_diffdock_9
0.01469,CHEMBL1830277_diffdock_10
0.0253,CHEMBL1097189_diffdock_1
0.01635,CHEMBL1097189_diffdock_2
0.02748,CHEMBL1097189_diffdock_3
0.00413,CHEMBL1097189_diffdock_4
0.0497,CHEMBL1097189_diffdock_5
0.01857,CHEMBL1097189_diffdock_6
0.00865,CHEMBL1097189_diffdock_7
0.01171,CHEMBL1097189_diffdock_8
0.00378,CHEMBL1097189_diffdock_9
3e-05,CHEMBL1097189_diffdock_10
0.02823,CHEMBL2437460_diffdock_1
0.0094,CHEMBL2437460_diffdock_2
0.07121,CHEMBL2437460_diffdock_3
0.02091,CHEMBL2437460_diffdock_4
0.02997,CHEMBL2437460_diffdock_5
0.03172,CHEMBL2437460_diffdock_6
0.01916,CHEMBL2437460_diffdock_7
0.02801,CHEMBL2437460_diffdock_8
0.03372,CHEMBL2437460_diffdock_9
0.05202,CHEMBL2437460_diffdock_10
0.01503,CHEMBL1172773_diffdock_1
0.00385,CHEMBL1172773_diffdock_2
0.00477,CHEMBL1172773_diffdock_3
0.00459,CHEMBL1172773_diffdock_4
0.00144,CHEMBL1172773_diffdock_5
0.0074,CHEMBL1172773_diffdock_6
0.00143,CHEMBL1172773_diffdock_7
0.0014,CHEMBL1172773_diffdock_8
0.05007,CHEMBL1172773_diffdock_9
0.02334,CHEMBL1172773_diffdock_10
0.00738,CHEMBL512391_diffdock_1
0.01224,CHEMBL512391_diffdock_2
0.00054,CHEMBL512391_diffdock_3
0.00175,CHEMBL512391_diffdock_4
0.00125,CHEMBL512391_diffdock_5
0.00064,CHEMBL512391_diffdock_6
0.00031,CHEMBL512391_diffdock_7
0.01791,CHEMBL512391_diffdock_8
0.03302,CHEMBL512391_diffdock_9
0.10379,CHEMBL512391_diffdock_10
0.00285,CHEMBL3671487_diffdock_1
0.00219,CHEMBL3671487_diffdock_2
0.00437,CHEMBL3671487_diffdock_3
0.00146,CHEMBL3671487_diffdock_4
0.00166,CHEMBL3671487_diffdock_5
0.00203,CHEMBL3671487_diffdock_6
0.00132,CHEMBL3671487_diffdock_7
0.00175,CHEMBL3671487_diffdock_8
0.006,CHEMBL3671487_diffdock_9
0.00329,CHEMBL3671487_diffdock_10
0.01124,CHEMBL3132872_diffdock_1
0.00437,CHEMBL3132872_diffdock_2
0.0064,CHEMBL3132872_diffdock_3
0.00693,CHEMBL3132872_diffdock_4
0.00942,CHEMBL3132872_diffdock_5
0.00635,CHEMBL3132872_diffdock_6
0.00361,CHEMBL3132872_diffdock_7
0.00312,CHEMBL3132872_diffdock_8
0.00186,CHEMBL3132872_diffdock_9
0.11126,CHEMBL3132872_diffdock_10
0.00043,CHEMBL3763790_diffdock_1
0.00119,CHEMBL3763790_diffdock_2
0.00041,CHEMBL3763790_diffdock_3
0.00049,CHEMBL3763790_diffdock_4
0.0004,CHEMBL3763790_diffdock_5
0.00098,CHEMBL3763790_diffdock_6
0.00242,CHEMBL3763790_diffdock_7
0.00018,CHEMBL3763790_diffdock_8
0.0007,CHEMBL3763790_diffdock_9
0.00556,CHEMBL3763790_diffdock_10
0.01057,CHEMBL249511_diffdock_1
0.01326,CHEMBL249511_diffdock_2
0.01217,CHEMBL249511_diffdock_3
0.00077,CHEMBL249511_diffdock_4
0.01302,CHEMBL249511_diffdock_5
0.01078,CHEMBL249511_diffdock_6
0.0005,CHEMBL249511_diffdock_7
0.0018,CHEMBL249511_diffdock_8
0.01696,CHEMBL249511_diffdock_9
0.11023,CHEMBL249511_diffdock_10
0.07617,CHEMBL3425665_diffdock_1
0.0732,CHEMBL3425665_diffdock_2
0.06237,CHEMBL3425665_diffdock_3
0.08686,CHEMBL3425665_diffdock_4
0.04068,CHEMBL3425665_diffdock_5
0.09285,CHEMBL3425665_diffdock_6
0.02372,CHEMBL3425665_diffdock_7
0.0156,CHEMBL3425665_diffdock_8
0.02049,CHEMBL3425665_diffdock_9
0.07843,CHEMBL3425665_diffdock_10
0.02237,CHEMBL419137_diffdock_1
0.12575,CHEMBL419137_diffdock_2
0.0725,CHEMBL419137_diffdock_3
0.08315,CHEMBL419137_diffdock_4
0.0002,CHEMBL419137_diffdock_5
0.00024,CHEMBL419137_diffdock_6
0.00013,CHEMBL419137_diffdock_7
0.05314,CHEMBL419137_diffdock_8
0.0003,CHEMBL419137_diffdock_9
0.1035,CHEMBL419137_diffdock_10
0.01153,CHEMBL1242200_diffdock_1
0.02345,CHEMBL1242200_diffdock_2
0.01365,CHEMBL1242200_diffdock_3
0.00984,CHEMBL1242200_diffdock_4
0.01616,CHEMBL1242200_diffdock_5
0.00709,CHEMBL1242200_diffdock_6
0.00857,CHEMBL1242200_diffdock_7
0.00308,CHEMBL1242200_diffdock_8
0.00819,CHEMBL1242200_diffdock_9
0.00322,CHEMBL1242200_diffdock_10
0.02566,CHEMBL5192318_diffdock_1
0.02106,CHEMBL5192318_diffdock_2
0.0281,CHEMBL5192318_diffdock_3
0.01288,CHEMBL5192318_diffdock_4
0.01727,CHEMBL5192318_diffdock_5
0.0499,CHEMBL5192318_diffdock_6
0.03253,CHEMBL5192318_diffdock_7
0.04544,CHEMBL5192318_diffdock_8
0.03531,CHEMBL5192318_diffdock_9
0.04948,CHEMBL5192318_diffdock_10
0.00533,CHEMBL594810_diffdock_1
0.00465,CHEMBL594810_diffdock_2
0.00158,CHEMBL594810_diffdock_3
0.00515,CHEMBL594810_diffdock_4
0.00118,CHEMBL594810_diffdock_5
0.01,CHEMBL594810_diffdock_6
0.00598,CHEMBL594810_diffdock_7
0.00078,CHEMBL594810_diffdock_8
0.11215,CHEMBL594810_diffdock_9
0.11215,CHEMBL594810_diffdock_10
0.00237,CHEMBL4067916_diffdock_1
0.00179,CHEMBL4067916_diffdock_2
0.00293,CHEMBL4067916_diffdock_3
0.00099,CHEMBL4067916_diffdock_4
0.00255,CHEMBL4067916_diffdock_5
0.00133,CHEMBL4067916_diffdock_6
0.00863,CHEMBL4067916_diffdock_7
0.00302,CHEMBL4067916_diffdock_8
0.00262,CHEMBL4067916_diffdock_9
0.00054,CHEMBL4067916_diffdock_10
0.03099,CHEMBL3903641_diffdock_1
0.03435,CHEMBL3903641_diffdock_2
0.01644,CHEMBL3903641_diffdock_3
0.01097,CHEMBL3903641_diffdock_4
0.02868,CHEMBL3903641_diffdock_5
0.01851,CHEMBL3903641_diffdock_6
0.02973,CHEMBL3903641_diffdock_7
0.03953,CHEMBL3903641_diffdock_8
0.01375,CHEMBL3903641_diffdock_9
0.10032,CHEMBL3903641_diffdock_10
0.01969,CHEMBL55379_diffdock_1
0.02573,CHEMBL55379_diffdock_2
0.00462,CHEMBL55379_diffdock_3
0.03734,CHEMBL55379_diffdock_4
0.01865,CHEMBL55379_diffdock_5
0.00607,CHEMBL55379_diffdock_6
0.03173,CHEMBL55379_diffdock_7
0.01281,CHEMBL55379_diffdock_8
0.0325,CHEMBL55379_diffdock_9
0.11326,CHEMBL55379_diffdock_10
0.02541,CHEMBL3263359_diffdock_1
0.02851,CHEMBL3263359_diffdock_2
0.03363,CHEMBL3263359_diffdock_3
0.0167,CHEMBL3263359_diffdock_4
0.03732,CHEMBL3263359_diffdock_5
0.11511,CHEMBL3263359_diffdock_6
0.00077,CHEMBL3263359_diffdock_7
0.002,CHEMBL3263359_diffdock_8
0.00474,CHEMBL3263359_diffdock_9
0.0002,CHEMBL3263359_diffdock_10
0.03345,CHEMBL2064379_diffdock_1
0.00094,CHEMBL2064379_diffdock_2
0.02965,CHEMBL2064379_diffdock_3
0.0012,CHEMBL2064379_diffdock_4
0.00042,CHEMBL2064379_diffdock_5
0.00059,CHEMBL2064379_diffdock_6
0.00108,CHEMBL2064379_diffdock_7
0.0012,CHEMBL2064379_diffdock_8
0.00073,CHEMBL2064379_diffdock_9
0.00191,CHEMBL2064379_diffdock_10
0.00759,CHEMBL3676363_diffdock_1
0.01304,CHEMBL3676363_diffdock_2
0.00872,CHEMBL3676363_diffdock_3
0.00194,CHEMBL3676363_diffdock_4
0.00281,CHEMBL3676363_diffdock_5
0.00237,CHEMBL3676363_diffdock_6
0.00514,CHEMBL3676363_diffdock_7
0.00215,CHEMBL3676363_diffdock_8
0.00176,CHEMBL3676363_diffdock_9
0.00509,CHEMBL3676363_diffdock_10
0.00272,CHEMBL4749501_diffdock_1
0.00189,CHEMBL4749501_diffdock_2
0.00355,CHEMBL4749501_diffdock_3
0.00167,CHEMBL4749501_diffdock_4
0.0019,CHEMBL4749501_diffdock_5
0.00138,CHEMBL4749501_diffdock_6
0.00115,CHEMBL4749501_diffdock_7
0.00174,CHEMBL4749501_diffdock_8
0.00155,CHEMBL4749501_diffdock_9
0.001,CHEMBL4749501_diffdock_10
0.10129,CHEMBL80540_diffdock_1
0.02184,CHEMBL80540_diffdock_2
0.00693,CHEMBL80540_diffdock_3
0.00428,CHEMBL80540_diffdock_4
0.00776,CHEMBL80540_diffdock_5
0.01164,CHEMBL80540_diffdock_6
0.00348,CHEMBL80540_diffdock_7
0.00259,CHEMBL80540_diffdock_8
0.00114,CHEMBL80540_diffdock_9
0.00789,CHEMBL80540_diffdock_10
0.00581,CHEMBL4443188_diffdock_1
0.0049,CHEMBL4443188_diffdock_2
0.00342,CHEMBL4443188_diffdock_3
0.00279,CHEMBL4443188_diffdock_4
0.00116,CHEMBL4443188_diffdock_5
0.002,CHEMBL4443188_diffdock_6
0.00319,CHEMBL4443188_diffdock_7
0.00112,CHEMBL4443188_diffdock_8
0.00203,CHEMBL4443188_diffdock_9
0.00476,CHEMBL4443188_diffdock_10
0.02918,CHEMBL4583858_diffdock_1
0.02954,CHEMBL4583858_diffdock_2
0.01229,CHEMBL4583858_diffdock_3
0.13329,CHEMBL4583858_diffdock_4
0.10534,CHEMBL4583858_diffdock_5
0.04284,CHEMBL4583858_diffdock_6
0.01315,CHEMBL4583858_diffdock_7
0.02496,CHEMBL4583858_diffdock_8
0.00193,CHEMBL4583858_diffdock_9
0.00972,CHEMBL4583858_diffdock_10
0.00074,CHEMBL3818970_diffdock_1
0.00047,CHEMBL3818970_diffdock_2
0.00021,CHEMBL3818970_diffdock_3
0.00018,CHEMBL3818970_diffdock_4
0.00048,CHEMBL3818970_diffdock_5
0.00025,CHEMBL3818970_diffdock_6
0.00024,CHEMBL3818970_diffdock_7
0.0002,CHEMBL3818970_diffdock_8
0.00411,CHEMBL3818970_diffdock_9
0.09252,CHEMBL3818970_diffdock_10
0.00911,CHEMBL3416627_diffdock_1
0.00749,CHEMBL3416627_diffdock_2
0.00632,CHEMBL3416627_diffdock_3
0.00658,CHEMBL3416627_diffdock_4
0.00785,CHEMBL3416627_diffdock_5
0.00675,CHEMBL3416627_diffdock_6
0.005,CHEMBL3416627_diffdock_7
0.01018,CHEMBL3416627_diffdock_8
0.00693,CHEMBL3416627_diffdock_9
0.00555,CHEMBL3416627_diffdock_10
0.03567,CHEMBL4070053_diffdock_1
0.00127,CHEMBL4070053_diffdock_2
0.00073,CHEMBL4070053_diffdock_3
0.00326,CHEMBL4070053_diffdock_4
0.00388,CHEMBL4070053_diffdock_5
0.00144,CHEMBL4070053_diffdock_6
0.00051,CHEMBL4070053_diffdock_7
0.00094,CHEMBL4070053_diffdock_8
0.00039,CHEMBL4070053_diffdock_9
0.08434,CHEMBL4070053_diffdock_10
0.03508,CHEMBL459_diffdock_1
0.04034,CHEMBL459_diffdock_2
0.04091,CHEMBL459_diffdock_3
0.01952,CHEMBL459_diffdock_4
0.05496,CHEMBL459_diffdock_5
0.03632,CHEMBL459_diffdock_6
0.03543,CHEMBL459_diffdock_7
0.03426,CHEMBL459_diffdock_8
0.04852,CHEMBL459_diffdock_9
0.11678,CHEMBL459_diffdock_10
0.00567,CHEMBL5209100_diffdock_1
0.01356,CHEMBL5209100_diffdock_2
0.09768,CHEMBL5209100_diffdock_3
0.00556,CHEMBL5209100_diffdock_4
0.06235,CHEMBL5209100_diffdock_5
0.07493,CHEMBL5209100_diffdock_6
0.11065,CHEMBL5209100_diffdock_7
0.0249,CHEMBL5209100_diffdock_8
0.03635,CHEMBL5209100_diffdock_9
0.07771,CHEMBL5209100_diffdock_10
0.01211,CHEMBL203132_diffdock_1
0.00653,CHEMBL203132_diffdock_2
0.02338,CHEMBL203132_diffdock_3
0.00557,CHEMBL203132_diffdock_4
0.00154,CHEMBL203132_diffdock_5
0.00154,CHEMBL203132_diffdock_6
0.00175,CHEMBL203132_diffdock_7
0.00062,CHEMBL203132_diffdock_8
0.11597,CHEMBL203132_diffdock_9
0.11597,CHEMBL203132_diffdock_10
0.02516,CHEMBL4284413_diffdock_1
0.02894,CHEMBL4284413_diffdock_2
0.0579,CHEMBL4284413_diffdock_3
0.10684,CHEMBL4284413_diffdock_4
0.06443,CHEMBL4284413_diffdock_5
0.08989,CHEMBL4284413_diffdock_6
0.08444,CHEMBL4284413_diffdock_7
0.09584,CHEMBL4284413_diffdock_8
0.01484,CHEMBL4284413_diffdock_9
0.07984,CHEMBL4284413_diffdock_10
0.00193,CHEMBL3325480_diffdock_1
0.00409,CHEMBL3325480_diffdock_2
0.00485,CHEMBL3325480_diffdock_3
0.00334,CHEMBL3325480_diffdock_4
0.01168,CHEMBL3325480_diffdock_5
0.01567,CHEMBL3325480_diffdock_6
0.01799,CHEMBL3325480_diffdock_7
0.00119,CHEMBL3325480_diffdock_8
0.02297,CHEMBL3325480_diffdock_9
0.01026,CHEMBL3325480_diffdock_10
0.01823,CHEMBL2385993_diffdock_1
0.00696,CHEMBL2385993_diffdock_2
0.01052,CHEMBL2385993_diffdock_3
0.00715,CHEMBL2385993_diffdock_4
0.00237,CHEMBL2385993_diffdock_5
0.00614,CHEMBL2385993_diffdock_6
0.00053,CHEMBL2385993_diffdock_7
0.02991,CHEMBL2385993_diffdock_8
0.00162,CHEMBL2385993_diffdock_9
0.00222,CHEMBL2385993_diffdock_10
0.001,CHEMBL4794670_diffdock_1
0.00484,CHEMBL4794670_diffdock_2
0.00189,CHEMBL4794670_diffdock_3
0.00328,CHEMBL4794670_diffdock_4
0.00295,CHEMBL4794670_diffdock_5
0.00139,CHEMBL4794670_diffdock_6
0.00221,CHEMBL4794670_diffdock_7
0.00202,CHEMBL4794670_diffdock_8
0.00185,CHEMBL4794670_diffdock_9
0.06602,CHEMBL4794670_diffdock_10
0.03973,CHEMBL3613695_diffdock_1
0.07793,CHEMBL3613695_diffdock_2
0.00283,CHEMBL3613695_diffdock_3
0.01253,CHEMBL3613695_diffdock_4
0.02602,CHEMBL3613695_diffdock_5
0.00082,CHEMBL3613695_diffdock_6
0.0013,CHEMBL3613695_diffdock_7
0.02311,CHEMBL3613695_diffdock_8
0.00593,CHEMBL3613695_diffdock_9
0.09974,CHEMBL3613695_diffdock_10
0.01252,CHEMBL4228672_diffdock_1
0.00875,CHEMBL4228672_diffdock_2
0.00302,CHEMBL4228672_diffdock_3
0.03523,CHEMBL4228672_diffdock_4
0.02136,CHEMBL4228672_diffdock_5
0.02857,CHEMBL4228672_diffdock_6
0.00643,CHEMBL4228672_diffdock_7
0.02542,CHEMBL4228672_diffdock_8
0.01451,CHEMBL4228672_diffdock_9
0.02188,CHEMBL4228672_diffdock_10
0.00066,CHEMBL3763627_diffdock_1
0.00074,CHEMBL3763627_diffdock_2
0.00093,CHEMBL3763627_diffdock_3
0.0005,CHEMBL3763627_diffdock_4
0.0009,CHEMBL3763627_diffdock_5
0.00059,CHEMBL3763627_diffdock_6
0.04676,CHEMBL3763627_diffdock_7
0.0003,CHEMBL3763627_diffdock_8
0.04215,CHEMBL3763627_diffdock_9
0.08924,CHEMBL3763627_diffdock_10
0.00061,CHEMBL206782_diffdock_1
0.00023,CHEMBL206782_diffdock_2
0.00224,CHEMBL206782_diffdock_3
0.00066,CHEMBL206782_diffdock_4
0.0006,CHEMBL206782_diffdock_5
0.00339,CHEMBL206782_diffdock_6
0.00254,CHEMBL206782_diffdock_7
0.00324,CHEMBL206782_diffdock_8
0.00168,CHEMBL206782_diffdock_9
0.00121,CHEMBL206782_diffdock_10
0.04115,CHEMBL2032376_diffdock_1
0.0915,CHEMBL2032376_diffdock_2
0.00706,CHEMBL2032376_diffdock_3
0.0307,CHEMBL2032376_diffdock_4
0.05506,CHEMBL2032376_diffdock_5
0.07385,CHEMBL2032376_diffdock_6
0.05064,CHEMBL2032376_diffdock_7
0.10844,CHEMBL2032376_diffdock_8
0.12606,CHEMBL2032376_diffdock_9
0.07394,CHEMBL2032376_diffdock_10
0.02377,CHEMBL203645_diffdock_1
0.04157,CHEMBL203645_diffdock_2
0.0211,CHEMBL203645_diffdock_3
0.01867,CHEMBL203645_diffdock_4
0.00415,CHEMBL203645_diffdock_5
0.00128,CHEMBL203645_diffdock_6
0.01152,CHEMBL203645_diffdock_7
0.04316,CHEMBL203645_diffdock_8
0.00687,CHEMBL203645_diffdock_9
0.10234,CHEMBL203645_diffdock_10
0.01282,CHEMBL245868_diffdock_1
0.0045,CHEMBL245868_diffdock_2
0.00828,CHEMBL245868_diffdock_3
0.00254,CHEMBL245868_diffdock_4
0.00748,CHEMBL245868_diffdock_5
0.00748,CHEMBL245868_diffdock_6
0.00429,CHEMBL245868_diffdock_7
0.00579,CHEMBL245868_diffdock_8
0.00158,CHEMBL245868_diffdock_9
0.07348,CHEMBL245868_diffdock_10
0.00805,CHEMBL4750734_diffdock_1
0.00637,CHEMBL4750734_diffdock_2
0.01169,CHEMBL4750734_diffdock_3
0.01245,CHEMBL4750734_diffdock_4
0.00276,CHEMBL4750734_diffdock_5
0.00486,CHEMBL4750734_diffdock_6
0.00034,CHEMBL4750734_diffdock_7
0.00046,CHEMBL4750734_diffdock_8
0.02833,CHEMBL4750734_diffdock_9
0.0006,CHEMBL4750734_diffdock_10
0.00172,CHEMBL461967_diffdock_1
0.0078,CHEMBL461967_diffdock_2
0.00457,CHEMBL461967_diffdock_3
0.00345,CHEMBL461967_diffdock_4
0.0109,CHEMBL461967_diffdock_5
0.00317,CHEMBL461967_diffdock_6
0.00377,CHEMBL461967_diffdock_7
0.00222,CHEMBL461967_diffdock_8
0.00593,CHEMBL461967_diffdock_9
0.01212,CHEMBL461967_diffdock_10
0.00116,CHEMBL4439338_diffdock_1
0.00161,CHEMBL4439338_diffdock_2
0.00123,CHEMBL4439338_diffdock_3
0.001,CHEMBL4439338_diffdock_4
0.00239,CHEMBL4439338_diffdock_5
0.00128,CHEMBL4439338_diffdock_6
0.00073,CHEMBL4439338_diffdock_7
0.00207,CHEMBL4439338_diffdock_8
0.00072,CHEMBL4439338_diffdock_9
0.0012,CHEMBL4439338_diffdock_10
0.01452,CHEMBL3663925_diffdock_1
0.02148,CHEMBL3663925_diffdock_2
0.01414,CHEMBL3663925_diffdock_3
0.02701,CHEMBL3663925_diffdock_4
0.02284,CHEMBL3663925_diffdock_5
0.01432,CHEMBL3663925_diffdock_6
0.05343,CHEMBL3663925_diffdock_7
0.01809,CHEMBL3663925_diffdock_8
0.03087,CHEMBL3663925_diffdock_9
0.01768,CHEMBL3663925_diffdock_10
0.01792,CHEMBL65063_diffdock_1
0.02007,CHEMBL65063_diffdock_2
0.02777,CHEMBL65063_diffdock_3
0.02495,CHEMBL65063_diffdock_4
0.03015,CHEMBL65063_diffdock_5
0.02883,CHEMBL65063_diffdock_6
0.03046,CHEMBL65063_diffdock_7
0.02393,CHEMBL65063_diffdock_8
0.01364,CHEMBL65063_diffdock_9
0.05189,CHEMBL65063_diffdock_10
0.00354,CHEMBL589561_diffdock_1
0.00999,CHEMBL589561_diffdock_2
0.01068,CHEMBL589561_diffdock_3
0.00568,CHEMBL589561_diffdock_4
