ID,vina_intra_hydrophobic
CHEMBL3133894_gnina_1,12.853620044612104
CHEMBL3133894_gnina_2,9.3469953335043
CHEMBL3133894_gnina_3,8.331325707288746
CHEMBL3133894_gnina_4,5.744850397513579
CHEMBL3133894_gnina_5,11.095614320457772
CHEMBL3133894_gnina_6,12.998724126821338
CHEMBL3133894_gnina_7,16.074411332680487
CHEMBL3133894_gnina_8,8.766200453690407
CHEMBL3133894_gnina_9,7.314450176198902
CHEMBL3133894_gnina_10,6.529591321864199
CHEMBL460721_gnina_1,23.57059952291373
CHEMBL460721_gnina_2,26.889488779199013
CHEMBL460721_gnina_3,15.674434197804112
CHEMBL460721_gnina_4,13.477949431269082
CHEMBL460721_gnina_5,14.306902305912827
CHEMBL460721_gnina_6,39.60088618829854
CHEMBL460721_gnina_7,19.08879252803468
CHEMBL460721_gnina_8,15.18583124242807
CHEMBL460721_gnina_9,41.21443959607629
CHEMBL460721_gnina_10,27.918779747776576
CHEMBL4858409_gnina_1,4.83181313140328
CHEMBL4858409_gnina_2,4.782335278151356
CHEMBL4858409_gnina_3,4.440345196202159
CHEMBL4858409_gnina_4,5.49588429341285
CHEMBL4858409_gnina_5,2.812363803637446
CHEMBL4858409_gnina_6,5.299028190416351
CHEMBL4858409_gnina_7,2.5577210665399743
CHEMBL4858409_gnina_8,6.920850039891484
CHEMBL4858409_gnina_9,1.9494604846569459
CHEMBL4858409_gnina_10,3.0848267522248403
CHEMBL3133894_smina_1,12.853620044612104
CHEMBL3133894_smina_2,4.97425655856717
CHEMBL3133894_smina_3,8.766200453690407
CHEMBL3133894_smina_4,6.529591321864199
CHEMBL3133894_smina_5,4.4152679744926715
CHEMBL3133894_smina_6,5.744850397513579
CHEMBL3133894_smina_7,7.314450176198902
CHEMBL3133894_smina_8,11.393668497031044
CHEMBL3133894_smina_9,12.998724126821338
CHEMBL3133894_smina_10,6.085798447519922
CHEMBL460721_smina_1,15.674434197804112
CHEMBL460721_smina_2,15.18583124242807
CHEMBL460721_smina_3,23.57059952291373
CHEMBL460721_smina_4,13.477949431269082
CHEMBL460721_smina_5,27.918779747776576
CHEMBL460721_smina_6,41.21443959607629
CHEMBL460721_smina_7,16.57191871510527
CHEMBL460721_smina_8,16.570081315471526
CHEMBL460721_smina_9,23.200189407109697
CHEMBL460721_smina_10,26.889488779199013
CHEMBL4858409_smina_1,4.793648632355138
CHEMBL4858409_smina_2,3.3232854663725853
CHEMBL4858409_smina_3,16.22423780528745
CHEMBL4858409_smina_4,4.83181313140328
CHEMBL4858409_smina_5,5.49588429341285
CHEMBL4858409_smina_6,2.812363803637446
CHEMBL4858409_smina_7,5.076801168199564
CHEMBL4858409_smina_8,3.5753165281469723
CHEMBL4858409_smina_9,4.675763829896624
CHEMBL4858409_smina_10,4.414073546031867
CHEMBL460721_diffdock_1,12.617398554727952
CHEMBL460721_diffdock_2,16.634417016619476
CHEMBL460721_diffdock_3,14.617493139414057
CHEMBL460721_diffdock_4,15.289789205353273
CHEMBL460721_diffdock_5,18.36837125480911
CHEMBL460721_diffdock_6,11.062157939243237
CHEMBL460721_diffdock_7,13.890875895679613
CHEMBL460721_diffdock_8,13.804812723944567
CHEMBL460721_diffdock_9,13.592339630524213
CHEMBL460721_diffdock_10,13.140863244464011
CHEMBL3133894_diffdock_1,8.39414193183845
CHEMBL3133894_diffdock_2,7.730670253058673
CHEMBL3133894_diffdock_3,7.408636863489029
CHEMBL3133894_diffdock_4,9.76262732963794
CHEMBL3133894_diffdock_5,6.997732667884373
CHEMBL3133894_diffdock_6,8.659408913560863
CHEMBL3133894_diffdock_7,8.603032214259603
CHEMBL3133894_diffdock_8,8.291472292940004
CHEMBL3133894_diffdock_9,7.790605844627896
CHEMBL3133894_diffdock_10,7.308949130744768
CHEMBL4858409_diffdock_1,9.257702933515931
CHEMBL4858409_diffdock_2,8.894188353060429
CHEMBL4858409_diffdock_3,9.510837075015955
CHEMBL4858409_diffdock_4,9.563612354924475
CHEMBL4858409_diffdock_5,9.359439316591125
CHEMBL4858409_diffdock_6,10.055414530027594
CHEMBL4858409_diffdock_7,9.347118839181183
CHEMBL4858409_diffdock_8,9.516445534827767
CHEMBL4858409_diffdock_9,8.613767321198685
CHEMBL4858409_diffdock_10,9.002046579350539
CHEMBL460721_plants_01,22.853545054937584
CHEMBL460721_plants_02,16.132798859261786
CHEMBL460721_plants_03,26.26621109663072
CHEMBL460721_plants_04,20.339636463230278
CHEMBL460721_plants_05,20.950505116409087
CHEMBL460721_plants_06,22.111143159993862
CHEMBL460721_plants_07,23.319942061021518
CHEMBL460721_plants_08,29.5465539820682
CHEMBL460721_plants_09,21.027401045514125
CHEMBL460721_plants_10,19.46597483917555
CHEMBL4858409_plants_01,9.65427276760762
CHEMBL4858409_plants_02,5.017372341794378
CHEMBL4858409_plants_03,12.456034570162979
CHEMBL4858409_plants_04,9.999681530846074
CHEMBL4858409_plants_05,12.709320046291369
CHEMBL4858409_plants_06,2.9084754812096865
CHEMBL4858409_plants_07,8.33128902026949
CHEMBL4858409_plants_08,8.59632621849135
CHEMBL4858409_plants_09,11.020669766187169
CHEMBL4858409_plants_10,9.603306043085839
CHEMBL3133894_plants_01,4.258578836337014
CHEMBL3133894_plants_02,5.313941436643269
CHEMBL3133894_plants_03,11.9272331585202
CHEMBL3133894_plants_04,7.675984373962306
CHEMBL3133894_plants_05,11.68632787468314
CHEMBL3133894_plants_06,4.64396493742958
CHEMBL3133894_plants_07,5.050293521399723
CHEMBL3133894_plants_08,12.126268581411846
CHEMBL3133894_plants_09,9.636779312740746
CHEMBL3133894_plants_10,16.652524522904045
