ID,Vinardo
CHEMBL1241860_gnina_6,-6.81102
CHEMBL1241860_gnina_7,-6.65262
CHEMBL1241860_gnina_8,-6.37265
CHEMBL1241860_gnina_9,-6.33639
CHEMBL1241860_gnina_10,-6.64700
CHEMBL1241948_gnina_1,-7.09371
CHEMBL1241948_gnina_2,-6.83488
CHEMBL1241948_gnina_3,-7.31993
CHEMBL1241948_gnina_4,-7.45510
CHEMBL1241948_gnina_5,-6.81434
CHEMBL1241948_gnina_6,-6.79951
CHEMBL1241948_gnina_7,-7.10634
CHEMBL1241948_gnina_8,-7.30215
CHEMBL1241948_gnina_9,-6.20523
CHEMBL1241948_gnina_10,-7.10730
CHEMBL1242200_gnina_1,-7.42616
CHEMBL1242200_gnina_2,-7.37921
CHEMBL1242200_gnina_3,-6.10497
CHEMBL1242200_gnina_4,-6.27413
CHEMBL1242200_gnina_5,-6.50654
CHEMBL1242200_gnina_6,-6.33381
CHEMBL1242200_gnina_7,-6.44985
CHEMBL1242200_gnina_8,-5.76203
CHEMBL1242200_gnina_9,-7.04152
CHEMBL1242200_gnina_10,-6.20065
CHEMBL1242208_gnina_1,-6.99273
CHEMBL1242208_gnina_2,-8.06294
CHEMBL1242208_gnina_3,-7.51425
CHEMBL1242208_gnina_4,-7.35777
CHEMBL1242208_gnina_5,-5.82700
CHEMBL1242208_gnina_6,-7.10173
CHEMBL1242208_gnina_7,-7.10600
CHEMBL1242208_gnina_8,-7.46770
CHEMBL1242208_gnina_9,-6.13392
CHEMBL1242208_gnina_10,-7.57327
CHEMBL1242294_gnina_1,-7.28330
CHEMBL1242294_gnina_2,-8.01553
CHEMBL1242294_gnina_3,-7.49127
CHEMBL1242294_gnina_4,-6.86195
CHEMBL1242294_gnina_5,-7.18250
CHEMBL1242294_gnina_6,-6.75447
CHEMBL1242294_gnina_7,-6.74643
CHEMBL1242294_gnina_8,-5.52147
CHEMBL1242294_gnina_9,-7.05678
CHEMBL1242294_gnina_10,-7.40542
CHEMBL1242568_gnina_1,-7.99272
CHEMBL1242568_gnina_2,-7.14274
CHEMBL1242568_gnina_3,-7.40459
CHEMBL1242568_gnina_4,-6.87601
CHEMBL1242568_gnina_5,-6.49268
CHEMBL1242568_gnina_6,-5.25070
CHEMBL1242568_gnina_7,-6.06323
CHEMBL1242568_gnina_8,-6.87904
CHEMBL1242568_gnina_9,-7.26498
CHEMBL1242568_gnina_10,-6.82585
CHEMBL1242973_gnina_1,-7.69051
CHEMBL1242973_gnina_2,-7.73657
CHEMBL1242973_gnina_3,-6.48475
CHEMBL1242973_gnina_4,-6.57159
CHEMBL1242973_gnina_5,-7.69987
CHEMBL1242973_gnina_6,-6.93436
CHEMBL1242973_gnina_7,-6.30631
CHEMBL1242973_gnina_8,-6.77746
CHEMBL1242973_gnina_9,-6.77897
CHEMBL1242973_gnina_10,-7.69774
CHEMBL127223_gnina_1,-7.85899
CHEMBL127223_gnina_2,-7.47509
CHEMBL127223_gnina_3,-7.58096
CHEMBL127223_gnina_4,-6.11376
CHEMBL127223_gnina_5,-7.16176
CHEMBL127223_gnina_6,-7.30175
CHEMBL127223_gnina_7,-7.08767
CHEMBL127223_gnina_8,-6.87186
CHEMBL127223_gnina_9,-7.91404
CHEMBL127223_gnina_10,-7.00001
CHEMBL141238_gnina_1,-5.60502
CHEMBL141238_gnina_2,-6.00482
CHEMBL141238_gnina_3,-5.25659
CHEMBL141238_gnina_4,-6.33843
CHEMBL141238_gnina_5,-5.28223
CHEMBL141238_gnina_6,-5.20582
CHEMBL141238_gnina_7,-6.35781
CHEMBL141238_gnina_8,-6.39826
CHEMBL141238_gnina_9,-5.94345
CHEMBL141238_gnina_10,-6.01107
CHEMBL144842_gnina_1,-8.25377
CHEMBL144842_gnina_2,-7.23280
CHEMBL144842_gnina_3,-7.76035
CHEMBL144842_gnina_4,-7.59768
CHEMBL144842_gnina_5,-6.70340
CHEMBL144842_gnina_6,-8.28821
CHEMBL144842_gnina_7,-7.32797
CHEMBL144842_gnina_8,-8.10312
CHEMBL144842_gnina_9,-7.53528
CHEMBL144842_gnina_10,-8.10921
CHEMBL14932_gnina_1,-8.35601
CHEMBL14932_gnina_2,-7.78249
CHEMBL14932_gnina_3,-7.68773
CHEMBL14932_gnina_4,-7.23898
CHEMBL14932_gnina_5,-6.85017
CHEMBL14932_gnina_6,-7.56251
CHEMBL14932_gnina_7,-7.14917
CHEMBL14932_gnina_8,-7.15786
CHEMBL14932_gnina_9,-6.63164
CHEMBL14932_gnina_10,-7.02892
CHEMBL154080_gnina_1,-9.28151
CHEMBL154080_gnina_2,-9.79930
CHEMBL154080_gnina_3,-8.34692
CHEMBL154080_gnina_4,-8.97224
CHEMBL154080_gnina_5,-9.05822
CHEMBL154080_gnina_6,-9.47680
CHEMBL154080_gnina_7,-9.07474
CHEMBL154080_gnina_8,-9.45491
CHEMBL154080_gnina_9,-9.70739
CHEMBL154080_gnina_10,-9.54229
CHEMBL154822_gnina_1,-9.34108
CHEMBL154822_gnina_2,-8.93568
CHEMBL154822_gnina_3,-8.94678
CHEMBL154822_gnina_4,-9.42783
CHEMBL154822_gnina_5,-10.08731
CHEMBL154822_gnina_6,-9.24426
CHEMBL154822_gnina_7,-10.13394
CHEMBL154822_gnina_8,-9.88071
CHEMBL154822_gnina_9,-9.04362
CHEMBL154822_gnina_10,-10.00090
CHEMBL154911_gnina_1,-6.53696
CHEMBL154911_gnina_2,-7.05008
CHEMBL154911_gnina_3,-7.05382
CHEMBL154911_gnina_4,-6.68851
CHEMBL154911_gnina_5,-6.92101
CHEMBL154911_gnina_6,-5.02261
CHEMBL154911_gnina_7,-7.09567
CHEMBL154911_gnina_8,-6.05244
CHEMBL154911_gnina_9,-5.61754
CHEMBL154911_gnina_10,-6.91207
CHEMBL1630114_gnina_1,-9.38466
CHEMBL1630114_gnina_2,-10.42561
CHEMBL1630114_gnina_3,-10.07389
CHEMBL1630114_gnina_4,-10.50497
CHEMBL1630114_gnina_5,-9.80850
CHEMBL1630114_gnina_6,-9.11668
CHEMBL1630114_gnina_7,-8.50433
CHEMBL1630114_gnina_8,-8.31416
CHEMBL1630114_gnina_9,-8.60788
CHEMBL1630114_gnina_10,-7.68454
CHEMBL1645466_gnina_1,-7.92242
CHEMBL1645466_gnina_2,-7.63173
CHEMBL1645466_gnina_3,-7.15078
CHEMBL1645466_gnina_4,-8.06230
CHEMBL1645466_gnina_5,-7.49693
CHEMBL1645466_gnina_6,-5.53579
CHEMBL1645466_gnina_7,-6.25341
CHEMBL1645466_gnina_8,-6.42892
CHEMBL1645466_gnina_9,-6.18286
CHEMBL1645466_gnina_10,-6.87881
CHEMBL166093_gnina_1,-8.60887
CHEMBL166093_gnina_2,-7.81171
CHEMBL166093_gnina_3,-7.03697
CHEMBL166093_gnina_4,-7.38519
CHEMBL166093_gnina_5,-8.40469
CHEMBL166093_gnina_6,-7.23564
CHEMBL166093_gnina_7,-7.98332
CHEMBL166093_gnina_8,-7.16748
CHEMBL166093_gnina_9,-7.54765
CHEMBL166093_gnina_10,-6.99737
CHEMBL1683968_gnina_1,-8.03123
CHEMBL1683968_gnina_2,-7.43426
CHEMBL1683968_gnina_3,-7.76090
CHEMBL1683968_gnina_4,-7.78157
CHEMBL1683968_gnina_5,-7.81437
CHEMBL1683968_gnina_6,-8.14190
CHEMBL1683968_gnina_7,-8.75028
CHEMBL1683968_gnina_8,-8.08487
CHEMBL1683968_gnina_9,-7.33985
CHEMBL1683968_gnina_10,-7.09116
CHEMBL176470_gnina_1,-7.82287
CHEMBL176470_gnina_2,-8.19888
CHEMBL176470_gnina_3,-6.18419
CHEMBL176470_gnina_4,-8.94517
CHEMBL176470_gnina_5,-6.49422
CHEMBL176470_gnina_6,-7.36031
CHEMBL176470_gnina_7,-6.46724
CHEMBL176470_gnina_8,-7.19918
CHEMBL176470_gnina_9,-6.88424
CHEMBL176470_gnina_10,-7.39146
CHEMBL1821886_gnina_1,-7.99982
CHEMBL1821886_gnina_2,-8.00328
CHEMBL1821886_gnina_3,-8.03714
CHEMBL1821886_gnina_4,-8.88851
CHEMBL1821886_gnina_5,-8.30091
CHEMBL1821886_gnina_6,-9.12921
CHEMBL1821886_gnina_7,-6.23166
CHEMBL1821886_gnina_8,-6.35275
CHEMBL1821886_gnina_9,-4.94805
CHEMBL1821886_gnina_10,-7.78760
CHEMBL1830130_gnina_1,-7.65116
CHEMBL1830130_gnina_2,-7.59927
CHEMBL1830130_gnina_3,-7.18231
CHEMBL1830130_gnina_4,-7.13094
CHEMBL1830130_gnina_5,-6.65268
CHEMBL1830130_gnina_6,-5.83407
CHEMBL1830130_gnina_7,-6.06257
CHEMBL1830130_gnina_8,-6.04085
CHEMBL1830130_gnina_9,-5.38951
CHEMBL1830130_gnina_10,-6.86247
CHEMBL1830277_gnina_1,-8.02825
CHEMBL1830277_gnina_2,-7.88981
CHEMBL1830277_gnina_3,-6.96280
CHEMBL1830277_gnina_4,-7.03260
CHEMBL1830277_gnina_5,-7.45982
CHEMBL1830277_gnina_6,-6.86476
CHEMBL1830277_gnina_7,-7.56889
CHEMBL1830277_gnina_8,-7.67249
CHEMBL1830277_gnina_9,-7.04665
CHEMBL1830277_gnina_10,-7.47469
CHEMBL1914664_gnina_1,-8.14020
CHEMBL1914664_gnina_2,-9.50189
CHEMBL1914664_gnina_3,-8.57544
CHEMBL1914664_gnina_4,-8.12336
CHEMBL1914664_gnina_5,-8.89291
CHEMBL1914664_gnina_6,-8.38022
CHEMBL1914664_gnina_7,-8.07710
CHEMBL1914664_gnina_8,-8.11993
CHEMBL1914664_gnina_9,-8.32196
CHEMBL1914664_gnina_10,-8.67708
CHEMBL1928301_gnina_1,-10.58601
CHEMBL1928301_gnina_2,-10.03640
CHEMBL1928301_gnina_3,-10.28933
CHEMBL1928301_gnina_4,-9.64442
CHEMBL1928301_gnina_5,-9.59819
CHEMBL1928301_gnina_6,-8.69794
CHEMBL1928301_gnina_7,-8.64685
CHEMBL1928301_gnina_8,-8.45636
CHEMBL1928301_gnina_9,-9.32961
CHEMBL1928301_gnina_10,-9.50188
CHEMBL1928944_gnina_1,-8.50270
CHEMBL1928944_gnina_2,-8.55108
CHEMBL1928944_gnina_3,-7.98059
CHEMBL1928944_gnina_4,-7.45275
CHEMBL1928944_gnina_5,-7.81732
CHEMBL1928944_gnina_6,-9.03719
CHEMBL1928944_gnina_7,-9.20643
CHEMBL1928944_gnina_8,-9.12609
CHEMBL1928944_gnina_9,-7.95567
CHEMBL1928944_gnina_10,-8.37895
CHEMBL1945649_gnina_1,-6.27153
CHEMBL1945649_gnina_2,-7.27652
CHEMBL1945649_gnina_3,-7.44927
CHEMBL1945649_gnina_4,-7.36854
CHEMBL1945649_gnina_5,-6.78831
CHEMBL1945649_gnina_6,-7.48090
CHEMBL1945649_gnina_7,-6.69565
CHEMBL1945649_gnina_8,-5.77300
CHEMBL1945649_gnina_9,-6.66259
CHEMBL1945649_gnina_10,-5.96217
CHEMBL1947127_gnina_1,-7.45813
CHEMBL1947127_gnina_2,-6.67246
CHEMBL1947127_gnina_3,-7.20042
CHEMBL1947127_gnina_4,-6.66752
CHEMBL1947127_gnina_5,-5.82321
CHEMBL1947127_gnina_6,-6.73653
CHEMBL1947127_gnina_7,-7.08063
CHEMBL1947127_gnina_8,-6.51811
CHEMBL1947127_gnina_9,-5.91817
CHEMBL1947127_gnina_10,-0.65798
CHEMBL2031296_gnina_1,-7.48258
CHEMBL2031296_gnina_2,-6.96097
CHEMBL2031296_gnina_3,-7.59631
CHEMBL2031296_gnina_4,-7.54540
CHEMBL2031296_gnina_5,-7.80844
CHEMBL2031296_gnina_6,-7.38256
CHEMBL2031296_gnina_7,-7.62950
CHEMBL2031296_gnina_8,-7.17936
CHEMBL2031296_gnina_9,-6.27995
CHEMBL2031296_gnina_10,-6.87260
CHEMBL203132_gnina_1,-5.70276
CHEMBL203132_gnina_2,-6.44531
CHEMBL203132_gnina_3,-6.62100
CHEMBL203132_gnina_4,-7.16942
CHEMBL203132_gnina_5,-5.79221
CHEMBL203132_gnina_6,-6.67598
CHEMBL203132_gnina_7,-7.61722
CHEMBL203132_gnina_8,-6.85435
CHEMBL203132_gnina_9,-5.55526
CHEMBL203132_gnina_10,-5.99487
CHEMBL2032376_gnina_1,-7.13991
CHEMBL2032376_gnina_2,-6.79642
CHEMBL2032376_gnina_3,-6.80806
CHEMBL2032376_gnina_4,-6.51312
CHEMBL2032376_gnina_5,-7.14475
CHEMBL2032376_gnina_6,-5.66654
CHEMBL2032376_gnina_7,-7.71787
CHEMBL2032376_gnina_8,-5.51382
CHEMBL2032376_gnina_9,-5.98562
CHEMBL2032376_gnina_10,-5.65693
CHEMBL203645_gnina_1,-7.18091
CHEMBL203645_gnina_2,-9.13407
CHEMBL203645_gnina_3,-8.64221
CHEMBL203645_gnina_4,-8.13737
CHEMBL203645_gnina_5,-9.28951
CHEMBL203645_gnina_6,-7.82829
CHEMBL203645_gnina_7,-6.70342
CHEMBL203645_gnina_8,-6.75477
CHEMBL203645_gnina_9,-7.19436
CHEMBL203645_gnina_10,-6.54945
CHEMBL2048793_gnina_1,-7.62674
CHEMBL2048793_gnina_2,-7.88346
CHEMBL2048793_gnina_3,-6.56507
CHEMBL2048793_gnina_4,-7.93927
CHEMBL2048793_gnina_5,-7.87827
CHEMBL2048793_gnina_6,-7.20373
CHEMBL2048793_gnina_7,-6.44021
CHEMBL2048793_gnina_8,-5.99269
CHEMBL2048793_gnina_9,-6.53497
CHEMBL2048793_gnina_10,-6.93176
CHEMBL205149_gnina_1,-7.12673
CHEMBL205149_gnina_2,-7.06845
CHEMBL205149_gnina_3,-7.54148
CHEMBL205149_gnina_4,-6.72675
CHEMBL205149_gnina_5,-6.72955
CHEMBL205149_gnina_6,-7.40598
CHEMBL205149_gnina_7,-7.42240
CHEMBL205149_gnina_8,-7.13812
CHEMBL205149_gnina_9,-6.37916
CHEMBL205149_gnina_10,-7.06476
CHEMBL2064379_gnina_1,-7.54460
CHEMBL2064379_gnina_2,-7.33148
CHEMBL2064379_gnina_3,-6.45995
CHEMBL2064379_gnina_4,-7.93846
CHEMBL2064379_gnina_5,-7.88110
CHEMBL2064379_gnina_6,-8.09394
CHEMBL2064379_gnina_7,-6.61722
CHEMBL2064379_gnina_8,-7.84452
CHEMBL2064379_gnina_9,-6.63790
CHEMBL2064379_gnina_10,-6.91121
CHEMBL206782_gnina_1,-9.75437
CHEMBL206782_gnina_2,-8.74924
CHEMBL206782_gnina_3,-9.73378
CHEMBL206782_gnina_4,-9.05112
CHEMBL206782_gnina_5,-9.51761
CHEMBL206782_gnina_6,-8.64833
CHEMBL206782_gnina_7,-8.40063
CHEMBL206782_gnina_8,-9.54701
CHEMBL206782_gnina_9,-8.61468
CHEMBL206782_gnina_10,-9.01339
CHEMBL2179128_gnina_1,-8.71741
CHEMBL2179128_gnina_2,-8.41874
CHEMBL2179128_gnina_3,-7.43877
CHEMBL2179128_gnina_4,-9.36240
CHEMBL2179128_gnina_5,-8.62449
CHEMBL2179128_gnina_6,-9.40239
CHEMBL2179128_gnina_7,-8.65669
CHEMBL2179128_gnina_8,-9.31431
CHEMBL2179128_gnina_9,-8.74750
CHEMBL2179128_gnina_10,-7.51770
CHEMBL2385993_gnina_1,-6.16596
CHEMBL2385993_gnina_2,-6.52337
CHEMBL2385993_gnina_3,-6.08869
CHEMBL2385993_gnina_4,-6.23739
CHEMBL2385993_gnina_5,-7.86400
CHEMBL2385993_gnina_6,-6.60237
CHEMBL2385993_gnina_7,-8.47162
CHEMBL2385993_gnina_8,-8.00271
CHEMBL2385993_gnina_9,-7.37079
CHEMBL2385993_gnina_10,-6.70036
CHEMBL2424794_gnina_1,-8.47622
CHEMBL2424794_gnina_2,-7.28998
CHEMBL2424794_gnina_3,-7.26878
CHEMBL2424794_gnina_4,-8.04766
CHEMBL2424794_gnina_5,-8.35619
CHEMBL2424794_gnina_6,-8.14559
CHEMBL2424794_gnina_7,-7.33273
CHEMBL2424794_gnina_8,-8.57652
CHEMBL2424794_gnina_9,-7.44107
CHEMBL2424794_gnina_10,-7.31958
CHEMBL2424807_gnina_1,-8.79595
CHEMBL2424807_gnina_2,-7.83803
CHEMBL2424807_gnina_3,-7.76289
CHEMBL2424807_gnina_4,-8.50868
CHEMBL2424807_gnina_5,-6.95850
CHEMBL2424807_gnina_6,-9.05105
CHEMBL2424807_gnina_7,-7.56598
CHEMBL2424807_gnina_8,-9.34415
CHEMBL2424807_gnina_9,-7.65650
CHEMBL2424807_gnina_10,-8.20684
CHEMBL2425736_gnina_1,-8.33961
CHEMBL2425736_gnina_2,-7.76153
CHEMBL2425736_gnina_3,-7.09951
CHEMBL2425736_gnina_4,-6.89959
CHEMBL2425736_gnina_5,-7.46350
CHEMBL2425736_gnina_6,-7.23387
CHEMBL2425736_gnina_7,-7.42222
CHEMBL2425736_gnina_8,-6.61195
CHEMBL2425736_gnina_9,-7.35558
CHEMBL2425736_gnina_10,-8.35538
CHEMBL2437460_gnina_1,-7.57283
CHEMBL2437460_gnina_2,-7.16398
CHEMBL2437460_gnina_3,-6.69212
CHEMBL2437460_gnina_4,-7.09924
CHEMBL2437460_gnina_5,-7.35421
CHEMBL2437460_gnina_6,-7.90076
CHEMBL2437460_gnina_7,-7.14158
CHEMBL2437460_gnina_8,-6.60296
CHEMBL2437460_gnina_9,-6.95145
CHEMBL2437460_gnina_10,-7.72125
CHEMBL2437473_gnina_1,-9.19626
CHEMBL2437473_gnina_2,-7.77550
CHEMBL2437473_gnina_3,-7.67717
CHEMBL2437473_gnina_4,-6.58614
CHEMBL2437473_gnina_5,-7.60848
CHEMBL2437473_gnina_6,-8.22466
CHEMBL2437473_gnina_7,-9.14488
CHEMBL2437473_gnina_8,-7.15675
CHEMBL2437473_gnina_9,-6.85402
CHEMBL2437473_gnina_10,-8.90375
CHEMBL2441273_gnina_1,-10.99161
CHEMBL2441273_gnina_2,-9.38964
CHEMBL2441273_gnina_3,-8.46894
CHEMBL2441273_gnina_4,-10.65563
CHEMBL2441273_gnina_5,-8.56687
CHEMBL2441273_gnina_6,-8.56174
CHEMBL2441273_gnina_7,-9.50331
CHEMBL2441273_gnina_8,-9.84065
CHEMBL2441273_gnina_9,-7.72938
CHEMBL2441273_gnina_10,-8.24817
CHEMBL2448067_gnina_1,-8.52321
CHEMBL2448067_gnina_2,-8.17012
CHEMBL2448067_gnina_3,-5.92846
CHEMBL2448067_gnina_4,-7.54034
CHEMBL2448067_gnina_5,-7.09499
CHEMBL2448067_gnina_6,-7.18555
CHEMBL2448067_gnina_7,-7.42412
CHEMBL2448067_gnina_8,-7.79568
CHEMBL2448067_gnina_9,-6.14241
CHEMBL2448067_gnina_10,-7.10922
CHEMBL245868_gnina_1,-7.47057
CHEMBL245868_gnina_2,-7.86379
CHEMBL245868_gnina_3,-7.82798
CHEMBL245868_gnina_4,-7.53977
CHEMBL245868_gnina_5,-8.08294
CHEMBL245868_gnina_6,-7.81063
CHEMBL245868_gnina_7,-7.70597
CHEMBL245868_gnina_8,-7.73288
CHEMBL245868_gnina_9,-7.72252
CHEMBL245868_gnina_10,-8.29368
CHEMBL246284_gnina_1,-8.65458
CHEMBL246284_gnina_2,-7.90596
CHEMBL246284_gnina_3,-8.05509
CHEMBL246284_gnina_4,-7.51829
CHEMBL246284_gnina_5,-7.74219
CHEMBL246284_gnina_6,-8.06672
CHEMBL246284_gnina_7,-8.71276
CHEMBL246284_gnina_8,-7.83801
CHEMBL246284_gnina_9,-8.25178
CHEMBL246284_gnina_10,-7.79574
CHEMBL249511_gnina_1,-7.55832
CHEMBL249511_gnina_2,-7.60219
CHEMBL249511_gnina_3,-7.17080
CHEMBL249511_gnina_4,-6.71619
CHEMBL249511_gnina_5,-7.78283
CHEMBL249511_gnina_6,-8.97249
CHEMBL249511_gnina_7,-7.48964
CHEMBL249511_gnina_8,-6.95619
CHEMBL249511_gnina_9,-7.52512
CHEMBL249511_gnina_10,-7.64596
CHEMBL255871_gnina_1,-7.10313
CHEMBL255871_gnina_2,-6.99230
CHEMBL255871_gnina_3,-7.26105
CHEMBL255871_gnina_4,-7.33323
CHEMBL255871_gnina_5,-7.24231
CHEMBL255871_gnina_6,-7.54585
CHEMBL255871_gnina_7,-6.19529
CHEMBL255871_gnina_8,-6.82995
CHEMBL255871_gnina_9,-7.50715
CHEMBL255871_gnina_10,-7.18963
CHEMBL291701_gnina_1,-6.62630
CHEMBL291701_gnina_2,-6.08182
CHEMBL291701_gnina_3,-6.94873
CHEMBL291701_gnina_4,-6.45456
CHEMBL291701_gnina_5,-6.81639
CHEMBL291701_gnina_6,-6.80430
CHEMBL291701_gnina_7,-6.69178
CHEMBL291701_gnina_8,-7.19771
CHEMBL291701_gnina_9,-5.62556
CHEMBL291701_gnina_10,-6.53227
CHEMBL29197_gnina_1,-6.92522
CHEMBL29197_gnina_2,-6.74877
CHEMBL29197_gnina_3,-6.81286
CHEMBL29197_gnina_4,-6.81876
CHEMBL29197_gnina_5,-6.82945
CHEMBL29197_gnina_6,-6.93200
CHEMBL29197_gnina_7,-5.55959
CHEMBL29197_gnina_8,-4.98658
CHEMBL29197_gnina_9,-6.13787
CHEMBL29197_gnina_10,-6.77904
CHEMBL293482_gnina_1,-3.77037
CHEMBL293482_gnina_2,-4.33656
CHEMBL293482_gnina_3,-3.49142
CHEMBL293482_gnina_4,-4.11986
CHEMBL293482_gnina_5,-3.30720
CHEMBL293482_gnina_6,-3.97067
CHEMBL293482_gnina_7,-3.93850
CHEMBL293482_gnina_8,-3.63827
CHEMBL293482_gnina_9,-3.95348
CHEMBL293482_gnina_10,-3.16033
CHEMBL307599_gnina_1,-7.11662
CHEMBL307599_gnina_2,-7.15242
CHEMBL307599_gnina_3,-4.99723
CHEMBL307599_gnina_4,-6.11122
CHEMBL307599_gnina_5,-6.79588
CHEMBL307599_gnina_6,-6.04609
CHEMBL307599_gnina_7,-7.42286
CHEMBL307599_gnina_8,-7.56287
CHEMBL307599_gnina_9,-6.36555
CHEMBL307599_gnina_10,-5.81820
CHEMBL308672_gnina_1,-8.01470
CHEMBL308672_gnina_2,-7.04125
CHEMBL308672_gnina_3,-7.60226
CHEMBL308672_gnina_4,-6.30912
CHEMBL308672_gnina_5,-7.96430
CHEMBL308672_gnina_6,-7.66327
CHEMBL308672_gnina_7,-6.92038
CHEMBL308672_gnina_8,-6.74112
CHEMBL308672_gnina_9,-7.74299
CHEMBL308672_gnina_10,-6.61446
CHEMBL3087206_gnina_1,-6.79088
CHEMBL3087206_gnina_2,-7.12121
CHEMBL3087206_gnina_3,-7.84214
CHEMBL3087206_gnina_4,-7.55275
CHEMBL3087206_gnina_5,-6.77284
CHEMBL3087206_gnina_6,-7.48019
CHEMBL3087206_gnina_7,-6.79180
CHEMBL3087206_gnina_8,-6.61345
CHEMBL3087206_gnina_9,-5.67765
CHEMBL3087206_gnina_10,-6.71990
CHEMBL3132872_gnina_1,-9.03758
CHEMBL3132872_gnina_2,-8.36888
CHEMBL3132872_gnina_3,-8.23673
CHEMBL3132872_gnina_4,-7.43895
CHEMBL3132872_gnina_5,-6.57004
CHEMBL3132872_gnina_6,-9.03067
CHEMBL3132872_gnina_7,-6.44737
CHEMBL3132872_gnina_8,-6.70395
CHEMBL3132872_gnina_9,-7.14637
CHEMBL3132872_gnina_10,-8.49300
CHEMBL3133894_gnina_1,-5.43126
CHEMBL3133894_gnina_2,-6.92323
CHEMBL3133894_gnina_3,-7.08165
CHEMBL3133894_gnina_4,-5.33696
CHEMBL3133894_gnina_5,-5.93171
CHEMBL3133894_gnina_6,-5.06886
CHEMBL3133894_gnina_7,-6.06990
CHEMBL3133894_gnina_8,-6.15245
CHEMBL3133894_gnina_9,-7.08544
CHEMBL3133894_gnina_10,-6.51534
CHEMBL31815_gnina_1,-7.64307
CHEMBL31815_gnina_2,-8.16057
CHEMBL31815_gnina_3,-7.99387
CHEMBL31815_gnina_4,-6.94230
CHEMBL31815_gnina_5,-6.73756
CHEMBL31815_gnina_6,-7.53900
CHEMBL31815_gnina_7,-6.00097
CHEMBL31815_gnina_8,-5.80253
CHEMBL31815_gnina_9,-7.54578
CHEMBL31815_gnina_10,-8.21088
CHEMBL3218002_gnina_1,-7.97121
CHEMBL3218002_gnina_2,-8.11893
CHEMBL3218002_gnina_3,-7.92342
CHEMBL3218002_gnina_4,-7.10898
CHEMBL3218002_gnina_5,-8.46152
CHEMBL3218002_gnina_6,-7.02866
CHEMBL3218002_gnina_7,-7.55678
CHEMBL3218002_gnina_8,-8.50862
CHEMBL3218002_gnina_9,-7.22666
CHEMBL3218002_gnina_10,-7.62189
CHEMBL3221557_gnina_1,-7.16400
CHEMBL3221557_gnina_2,-6.44675
CHEMBL3221557_gnina_3,-6.06796
CHEMBL3221557_gnina_4,-5.33650
CHEMBL3221557_gnina_5,-7.32372
CHEMBL3221557_gnina_6,-7.10821
CHEMBL3221557_gnina_7,-6.65716
CHEMBL3221557_gnina_8,-5.47135
CHEMBL3221557_gnina_9,-8.27467
CHEMBL3221557_gnina_10,-5.57626
CHEMBL3237939_gnina_1,-5.49074
CHEMBL3237939_gnina_2,-4.69012
CHEMBL3237939_gnina_3,-2.98544
CHEMBL3237939_gnina_4,-5.47276
CHEMBL3237939_gnina_5,-3.83780
CHEMBL3237939_gnina_6,-5.73605
CHEMBL3237939_gnina_7,-4.57450
CHEMBL3237939_gnina_8,-4.15570
CHEMBL3237939_gnina_9,-5.14361
CHEMBL3237939_gnina_10,-3.82636
CHEMBL3263359_gnina_1,-8.89755
CHEMBL3263359_gnina_2,-8.25023
CHEMBL3263359_gnina_3,-7.44255
CHEMBL3263359_gnina_4,-8.08199
CHEMBL3263359_gnina_5,-8.23619
CHEMBL3263359_gnina_6,-7.81324
CHEMBL3263359_gnina_7,-7.80182
CHEMBL3263359_gnina_8,-8.92157
CHEMBL3263359_gnina_9,-7.63528
CHEMBL3263359_gnina_10,-7.55907
CHEMBL329183_gnina_1,-6.61328
CHEMBL329183_gnina_2,-5.92921
CHEMBL329183_gnina_3,-6.56020
CHEMBL329183_gnina_4,-6.35182
CHEMBL329183_gnina_5,-7.40976
CHEMBL329183_gnina_6,-6.42480
CHEMBL329183_gnina_7,-6.63036
CHEMBL329183_gnina_8,-6.75768
CHEMBL329183_gnina_9,-7.32695
CHEMBL329183_gnina_10,-6.42109
CHEMBL3325480_gnina_1,-4.88237
CHEMBL3325480_gnina_2,-4.21458
CHEMBL3325480_gnina_3,-4.72781
CHEMBL3325480_gnina_4,-5.23720
CHEMBL3325480_gnina_5,-4.94051
CHEMBL3325480_gnina_6,-4.98872
CHEMBL3325480_gnina_7,-4.49419
CHEMBL3325480_gnina_8,-6.95357
CHEMBL3325480_gnina_9,-5.43243
CHEMBL3325480_gnina_10,-3.86330
CHEMBL341522_gnina_1,-6.18747
CHEMBL341522_gnina_2,-5.79400
CHEMBL341522_gnina_3,-5.93164
CHEMBL341522_gnina_4,-6.98255
CHEMBL341522_gnina_5,-7.03765
CHEMBL341522_gnina_6,-7.32378
CHEMBL341522_gnina_7,-7.15784
CHEMBL341522_gnina_8,-6.94353
CHEMBL341522_gnina_9,-6.75729
CHEMBL341522_gnina_10,-6.13028
CHEMBL3416617_gnina_1,-7.06045
CHEMBL3416617_gnina_2,-6.95325
CHEMBL3416617_gnina_3,-6.28290
CHEMBL3416617_gnina_4,-6.06306
CHEMBL3416617_gnina_5,-6.64192
CHEMBL3416617_gnina_6,-5.26382
CHEMBL3416617_gnina_7,-6.28474
CHEMBL3416617_gnina_8,-6.02888
CHEMBL3416617_gnina_9,-5.34588
CHEMBL3416617_gnina_10,-6.17316
CHEMBL3416627_gnina_1,-8.78157
CHEMBL3416627_gnina_2,-9.07251
