ID,CNNscore,CNNaffinity,smina_affinity,ad4,LinF9,RTMScore,Vinardo,SCORCH,HYDE,CHEMPLP,rfscore_v1,rfscore_v2,rfscore_v3,vina_hydrophobic,vina_intra_hydrophobic,id,docking_tool,true_value,activity_class
CHEMBL540701_diffdock_1,0.43380855226449644,0.02284799099436289,-0.3962764563565338,-0.4626644001525388,-0.3577421861272737,0.08808126621737615,-0.38428347135004587,-0.10591307018891107,0.26966302526163205,-0.5357606248634722,0.052734158433327266,0.1123148527416769,0.03063269608595742,-0.14956945226532,-0.031424556974402565,CHEMBL540701,diffdock,7.102373,0
CHEMBL540701_diffdock_2,0.23616052053063147,-0.062001925572191065,-0.4733466999002583,-0.6743927194680256,-0.42015696225196186,-0.16093336832495908,-0.4751344869226098,-0.0898172323759791,-0.15938026635200755,-0.3981346210160259,0.0085539939550388,0.0728258522857399,0.022844462858435548,-0.20850566693749095,-0.09850914931876645,CHEMBL540701,diffdock,7.102373,0
CHEMBL540701_diffdock_3,0.3527602155753952,-0.04507058824717653,-0.6216644016633048,-0.6581919021517932,-0.5861618807677486,0.08500258570874658,-0.6030305241267607,-0.12729227461219475,-0.08296649497071004,-0.555352728280568,0.005325961347982981,0.09893150599105778,-0.016979032733033226,-0.1478928905510078,0.004877907712964262,CHEMBL540701,diffdock,7.102373,0
CHEMBL540701_diffdock_4,0.21061560198398935,-0.09052050104990927,-0.7882497448908768,-0.8443606385124529,-0.774822570656063,0.09644304024972368,-0.7924913802144459,-0.12630932268468745,-0.1003017425617485,0.06708750402532987,0.023424143837098458,0.06283205293612298,-0.015662535252998742,-0.21677217601709636,0.005659417936092835,CHEMBL540701,diffdock,7.102373,0
CHEMBL540701_diffdock_5,-0.07099154004398261,-0.19588750046693448,-0.8437284460722674,-0.8222617419535911,-0.808054954826753,-0.01632637004937577,-0.8212614517335478,-0.04988481032099523,-0.03411792556682987,-0.5374086439826232,-0.024938281526824358,0.049290158243618556,0.01910273086208804,-0.2710297454121148,-0.14625373586431756,CHEMBL540701,diffdock,7.102373,0
CHEMBL540701_diffdock_6,-0.1724174793813297,-0.23889214851399218,-1.1646016201037503,-1.1857820160764452,-1.1461023668603478,-0.10504155109274134,-1.1368637395436505,-0.12692366763937948,-0.4289780368878376,-0.6805037378323004,0.02659492021548155,0.002463253427461679,-0.023664559073404735,-0.42033071111870274,-0.26575482754523494,CHEMBL540701,diffdock,7.102373,0
CHEMBL540701_diffdock_7,-0.3003024492193849,-0.30332448982077753,-0.3775126132586323,-0.3510063704322134,-0.40506001831916666,-0.1460006210003451,-0.39667465725271933,0.027031178006450628,-0.5230044198216302,0.039710697897097066,-0.1583628797439137,-0.22654079007408667,-0.3242966508422804,-0.07570927798711877,0.014198486937711459,CHEMBL540701,diffdock,7.102373,0
CHEMBL540701_diffdock_8,0.049171291098935574,-0.19903124705393194,-0.8188536306751198,-0.9016829202595327,-0.7834536906572923,-0.15853390975610987,-0.8080922263956094,-0.11893718322838273,-0.16894932302226076,-0.36434111389137114,-0.0035446886435491205,0.028121423025683885,0.007651527675685161,-0.40460903350662786,-0.014710436024969893,CHEMBL540701,diffdock,7.102373,0
CHEMBL540701_diffdock_9,0.24856960912960252,-0.10050327522676913,-0.8137981702564767,-0.9335819490185457,-0.8088539965112079,-0.011760596696274292,-0.8045755321674185,-0.11832283827369067,0.38664193821241744,0.01832546217141645,0.025864927331620227,0.021141081503724866,-0.0532965405462955,-0.42595398205887147,-0.00544339829594779,CHEMBL540701,diffdock,7.102373,0
CHEMBL540701_diffdock_10,0.16825150137464104,-0.14678666077405483,-0.8850502329669377,-0.8764280327334185,-0.8799326292947659,-0.1562152392477706,-0.888574298309123,-0.12237751497465826,0.2121487600191286,-0.5249427648384072,-0.019079975998879586,0.022913985257276826,-0.0592408723434915,-0.4359197459705787,-0.03323919017850755,CHEMBL540701,diffdock,7.102373,0
CHEMBL4435632_diffdock_1,-0.14825977881166708,-0.33390688421566633,-0.12087073635970276,-0.08198930599560396,-0.14015765707081748,-0.22766076543214656,-0.14958583981433582,0.14498540930732606,-0.35048403579561543,0.062113913577703024,-0.2429305440344171,-0.28455565857524384,-0.35119446211921956,0.26357925562384543,0.1541767825696705,CHEMBL4435632,diffdock,7.091515,0
CHEMBL4435632_diffdock_2,0.1235682769359402,-0.2307491082145863,-0.022535327619701492,-0.018001730718480605,-0.04862128564203626,-0.13790696028637514,-0.03600000572249651,0.047550299493165415,-0.284471412968941,0.06826973897934523,-0.3297671114062397,-0.2820425182294803,-0.3886763644145456,0.2558934971342324,0.15573087517945036,CHEMBL4435632,diffdock,7.091515,0
CHEMBL4435632_diffdock_3,0.33659994427409623,0.0032723736513832853,-0.029571802637966976,-0.05095035693179403,-0.02724291201254946,-0.3061759103187087,-0.04043934247194055,0.22140992167101828,0.22726509591851413,0.057297650616744376,-0.13150994563642943,-0.17179213811247007,-0.2231748585862803,0.0367890787963172,0.15818622054135087,CHEMBL4435632,diffdock,7.091515,0
CHEMBL4435632_diffdock_4,-0.10324720574777123,-0.28097191561830637,-0.11570991434969345,-0.1360148657662001,-0.13425971393506006,0.0033401290608038206,-0.1146088403988009,0.09780371678697589,-0.24134131696243735,0.05705026544482307,-0.3222872068903971,-0.32537177857616606,-0.4113933806508408,0.3528209990726931,0.1588426862536726,CHEMBL4435632,diffdock,7.091515,0
CHEMBL4435632_diffdock_5,0.2780904481584419,-0.20365950847293726,-0.03779000676453909,-0.0650232872718465,-0.06187228294092807,-0.21702437796866997,-0.055463977269363446,0.15899247427430505,-0.3466009403352228,0.06390886891658737,-0.34755262463999276,-0.3837443037587933,-0.370284873489898,0.21437158183172364,0.1553022072747252,CHEMBL4435632,diffdock,7.091515,0
CHEMBL4435632_diffdock_6,-0.24153834802236784,-0.3464915127110812,-0.3787623263243497,-0.4314054671984207,-0.29085250933161766,-0.3115438545183533,-0.38677143677472137,0.1690677315312548,0.45973115456256763,-0.03621868393724655,0.04313682233591268,-0.04206581670938376,0.07264546841383171,0.004907665239681821,0.15199176529246938,CHEMBL4435632,diffdock,7.091515,0
CHEMBL4435632_diffdock_7,-0.14658791064539706,-0.3058457352255249,-0.09489869780927783,-0.06338016318297844,-0.11264416656144184,-0.3055336452524414,-0.11860908558576848,0.5505759483950238,-0.3330101062238487,0.06420255904996797,-0.1586726637679073,-0.23979801178533586,-0.32250646455322013,0.2282596463534434,0.15700370434498132,CHEMBL4435632,diffdock,7.091515,0
CHEMBL4435632_diffdock_8,-0.33406445019507136,-0.4400799725281142,-0.24003632130951705,-0.2257834749026161,-0.22463560425523107,-0.2921427099478909,-0.2456817435742688,0.4552296114268161,-0.5038663064811237,0.02858109974174197,0.0384779507371381,-0.0674327294826659,-0.10122624513437127,0.3244152610737849,0.15623737384199943,CHEMBL4435632,diffdock,7.091515,0
CHEMBL4435632_diffdock_9,-0.344710260805619,-0.788744646804576,-0.6668450229852134,-0.5273399709526077,-0.6249301005549867,-0.4232949467417873,-0.6424514823081864,0.07421287052680083,0.45153336978537423,0.024215125193466212,0.08031426904206558,-0.1334338841897648,-0.05600433038294933,-0.11097752834239369,0.1587244888692096,CHEMBL4435632,diffdock,7.091515,0
CHEMBL4435632_diffdock_10,-0.18069792168235918,-0.3352710642858838,-0.5634173178974541,-0.649882017518725,-0.47337875043509725,-0.3538887794254609,-0.5624589039460244,-0.0044232836737828195,0.42886917291978566,-0.012196617615491236,0.05638382352475946,-0.05909061208973136,0.07022761294134018,0.027756126633503304,0.15323696697508207,CHEMBL4435632,diffdock,7.091515,0
CHEMBL92174_diffdock_1,0.029931488422124144,-0.19765163947503933,-0.2611113481069786,-0.2447484198231857,-0.19244611646366633,-0.019128476890153064,-0.1931406414676533,-0.03673782829058516,-0.20888973347201337,0.034534568817485074,-0.2209245914528133,-0.18594252110818132,-0.18101730663513566,-0.23728380283001407,0.17744088849022924,CHEMBL92174,diffdock,6.89279,0
CHEMBL92174_diffdock_2,0.03631087627258434,-0.20603380658355613,-0.2993145402381739,-0.27188504299660693,-0.2327202225023767,0.02402612223688241,-0.23050524252215496,0.04288127783750576,-0.03955903500274975,0.0328768876353694,-0.28592064376247406,-0.15877703643586857,-0.20285030450854033,-0.22744879909202553,0.17460725714516595,CHEMBL92174,diffdock,6.89279,0
CHEMBL92174_diffdock_3,-0.05821728348077412,-0.29452770762293246,-0.4194692782256999,-0.3973546357208105,-0.339236621229522,0.04841639806061641,-0.3527738646539323,0.05443096298571648,-0.20847368752982845,0.046195944820558214,-0.2620690161478598,-0.19836784737572996,-0.23908959099598148,-0.27854435941814126,0.18119825627852681,CHEMBL92174,diffdock,6.89279,0
CHEMBL92174_diffdock_4,-0.14815845995276192,-0.38752683550853917,-0.6610430932971475,-0.4841802779921887,-0.5743800244923647,-0.08570624480934888,-0.5713219506274002,-0.01892182460451543,0.15681464970853384,0.03302418846048351,-0.2610839817894899,-0.23497151306665026,-0.2537125729873528,-0.2967952219885412,0.1817550310140989,CHEMBL92174,diffdock,6.89279,0
CHEMBL92174_diffdock_5,-0.18664525410769459,-0.345201384836186,-0.7343555303662804,-0.5783380229028031,-0.6269370580968779,0.06082726309658733,-0.6200553915656785,-0.01941330056826908,0.15806278753508862,0.044508365949679315,-0.2816956364331813,-0.15043329810988867,-0.23100003451031995,-0.31237044270447356,0.18016559279898445,CHEMBL92174,diffdock,6.89279,0
CHEMBL92174_diffdock_6,-0.26800681814606475,-0.44392605777305005,-0.9831448539055905,-0.7395682009294915,-0.8707596842048303,-0.05620840833209935,-0.8489570144767058,-0.023345108278298252,0.15792410555436032,0.0517682183221244,-0.3011996258245596,-0.22059943031880347,-0.27385809382376025,-0.3297943915037901,0.1789841015402149,CHEMBL92174,diffdock,6.89279,0
CHEMBL92174_diffdock_7,-0.28904963956437524,-0.5272255067452294,-0.9204078495739829,-0.8837999494545389,-0.8110533654286203,-0.044305121860119694,-0.8046829390258087,0.026293964060820164,0.157785423573632,0.04445622729194057,-0.33096338698975736,-0.23347519738605554,-0.31145275240839065,-0.37882148657063097,0.1729382942547384,CHEMBL92174,diffdock,6.89279,0
CHEMBL92174_diffdock_8,-0.291765239739411,-0.5379596020383653,-1.135860115559185,-0.8338599558775018,-1.0077405492943918,-0.09467426225802747,-0.9920418781101628,0.8939947780678852,-0.13081177832197616,0.037332919868898265,-0.3547718789705907,-0.2325242278324022,-0.25452096801319213,-0.3088626118182742,0.18213672838893452,CHEMBL92174,diffdock,6.89279,0
CHEMBL92174_diffdock_9,-0.24631940123521334,-0.4920777181838789,-1.183631711130477,-0.8487568364245694,-1.04825450145745,-0.0855664082619583,-1.0473861231439439,0.22521886039010902,0.2193602230170006,0.041262825641506844,-0.27067355862553466,-0.2711347274868062,-0.21285237771066828,-0.47897465476983747,0.1722951655349928,CHEMBL92174,diffdock,6.89279,0
CHEMBL92174_diffdock_10,-0.3216961098393614,-0.5287223636165309,-1.238515620397625,-0.8427905239653437,-1.1372808397687595,-0.0197271670597864,-1.0724453757440755,1.6849024727384427,0.14322381559715971,0.05791474627297406,-0.28213115009270234,-0.33117971672548396,-0.2498920523592793,-0.4390628164603725,0.17067752128484837,CHEMBL92174,diffdock,6.89279,0
CHEMBL485065_diffdock_1,0.2712043236727779,-0.29548845754659997,-0.2865763509272294,-0.34208306918193937,-0.26849136787785627,-0.4620836441630337,-0.2769738954013465,-0.11045922285363231,-0.26921639508882717,-0.42530141408838495,-0.43537192601875746,-0.28779541817318643,-0.28063781953912953,-0.05121626694171379,0.221494236756188,CHEMBL485065,diffdock,5.30103,0
CHEMBL485065_diffdock_2,0.29253545183566715,-0.3486737379767342,-0.3187417009125692,-0.42401451340986945,-0.34035701663489926,-0.3431169496553121,-0.26927977868904895,-0.05135923821225618,0.02409599415154345,-0.6091886272316058,-0.47586466204303307,-0.32732376278412656,-0.3357738127448154,-0.1365520249677162,0.33755161369241177,CHEMBL485065,diffdock,5.30103,0
CHEMBL485065_diffdock_3,-0.2032712470315782,-0.5824692064301219,-0.23307974775514115,-0.23898953634241424,-0.3176645000344072,-0.4064629341912865,-0.2629834918079708,0.019167562586392267,-0.5205081441685206,-0.009638177312110712,-0.3646513495028286,-0.457886516737168,-0.298802606017801,-0.009472575807477039,-0.2323632087737924,CHEMBL485065,diffdock,5.30103,0
CHEMBL485065_diffdock_4,0.20826569447532156,-0.24976123476080114,-0.43719981934143604,-0.43512097054176696,-0.46460933475771204,-0.5069912078592987,-0.46725857089672496,-0.11414529258178467,0.12935561752432895,-0.5262371161371695,-0.4842340937891927,-0.11809379175299561,-0.24087360727083124,0.09491389684368075,0.1298969057443848,CHEMBL485065,diffdock,5.30103,0
CHEMBL485065_diffdock_5,-0.2660698376009443,-0.515859653780815,-0.21338606829950052,-0.23899557498208293,-0.3035843967736359,-0.19312939636244555,-0.2237989167534119,0.4917217017355245,-0.5655797879052206,-0.057303374938880054,-0.39367328811352803,-0.3770179070152721,-0.2702751030948343,-0.25684652476812386,-0.058826520874411294,CHEMBL485065,diffdock,5.30103,0
CHEMBL485065_diffdock_6,-0.251080987927371,-0.5502769484374194,-1.2378501360017713,-1.2225173469946238,-1.304364063701528,-0.3694961392319589,-1.1453585655814058,-0.10038396559668254,0.24446166152882426,0.03931200123747741,-0.4676848480848221,-0.3448633432146874,-0.29765970204000475,-0.40800737164670225,0.13957379081759846,CHEMBL485065,diffdock,5.30103,0
CHEMBL485065_diffdock_7,0.3438418059375947,-0.5019914541289906,-0.6491532137655326,-0.6072252715978408,-0.7293633789040976,-0.30295025130830533,-0.6995148973642731,-0.11598832744586084,0.2789934747301729,-0.565523412654554,-0.5073134205309723,-0.419905191924726,-0.4084420983476412,-0.09143926408398434,0.33755161369241177,CHEMBL485065,diffdock,5.30103,0
CHEMBL485065_diffdock_8,-0.1791644195217986,-0.6391627089412862,-0.5315287790853176,-0.6506377345091425,-0.6424488890581397,-0.20294777422427238,-0.5580752514899672,1.0142835201965905,-0.47959695985366985,-0.001959210344765675,-0.38652360010304454,-0.4671330794666625,-0.2733799288707355,-0.3372193137029451,0.12804170956641703,CHEMBL485065,diffdock,5.30103,0
CHEMBL485065_diffdock_9,-0.35224291814553627,-0.7421025709627388,-1.402839345918491,-1.2194935237679192,-1.517523131121004,-0.23071214726631512,-1.4249876993836097,0.1942558746736292,-0.2786467697783521,-0.29761456980423256,-0.38822096973656095,-0.336294373254106,-0.22409552038806704,-0.21407153468570936,0.14025069357576392,CHEMBL485065,diffdock,5.30103,0
CHEMBL485065_diffdock_10,-0.35085848046889884,-0.7425275996376112,-1.2842049025642277,-1.0030499139029005,-1.408705813028255,-0.190367094680984,-1.3027267806125775,0.23234526186453697,-0.12373899730483248,-0.28441036351093785,-0.3889416214493071,-0.3216875392343248,-0.26619824528644664,-0.06673661079173283,0.13725005239423366,CHEMBL485065,diffdock,5.30103,0
CHEMBL3746557_diffdock_1,0.08269232172561185,-0.2846629540957165,-1.1029217527672652,-1.0973390077554641,-1.0701887301717745,-0.22049737143823359,-1.2353267760125708,-0.103209952388266,0.21464503567223814,-0.9112574062356721,0.24300792541867558,0.19752460221992435,0.1689401600370955,-0.4416000069404242,-0.08043445395624796,CHEMBL3746557,diffdock,6.585027,0
CHEMBL3746557_diffdock_2,-0.19831708510447887,-0.23657300384091556,-0.8456073493095634,-0.8241708050041456,-0.8574919845295911,-0.505895848943005,-0.9613633539904453,-0.07384426355398556,-0.06535388341821496,-0.4178889741060131,0.23693065227766957,0.12476940087431063,0.12390809550001591,-0.38373251129806474,-0.16830314019536644,CHEMBL3746557,diffdock,6.585027,0
CHEMBL3746557_diffdock_3,0.05732544963402792,-0.321245889412783,-1.1028215373718782,-1.2317216667474518,-1.0426351539591652,-0.2809225939255511,-1.2462501415492533,0.023713715251113515,0.04240201560768006,-1.1640278079572646,0.2519240928644231,0.21497523585308387,0.19750441672767294,-0.40800246073353064,-0.07100953061346747,CHEMBL3746557,diffdock,6.585027,0
CHEMBL3746557_diffdock_4,-0.3476461459572143,-0.5973401960466277,-2.3732458750869267,-2.251235437016566,-2.511178232394193,0.01926645326132642,-2.463724709178873,-0.11758562432806019,0.07027709373406989,-0.47196368998554566,0.21162418372841832,0.20270194803954558,0.19829844089800913,-0.7486189967526213,-0.08668366686783298,CHEMBL3746557,diffdock,6.585027,0
CHEMBL3746557_diffdock_5,-0.2631806305192814,-0.16141543807162637,-0.7239171489532569,-1.059366369804127,-0.7195330282811319,-0.21879202265768766,-0.8243075806682179,-0.13355859315005375,-0.2873837345642355,-0.6027004634583072,0.1852756131051377,0.13468289543158907,0.10288422667729805,-0.5284266100539773,-0.20181497325286393,CHEMBL3746557,diffdock,6.585027,0
CHEMBL3746557_diffdock_6,-0.28501523903553666,-0.45766775160299517,-1.411142056000092,-1.688661129444476,-1.4401577238803234,-0.10608740216276691,-1.4957254601464978,-0.1320841652587928,-0.17616078602013277,-0.40488165504771884,0.26526546776164506,0.1327768447874314,0.2275898235625112,-0.6082562157298241,-0.08170414333820726,CHEMBL3746557,diffdock,6.585027,0
CHEMBL3746557_diffdock_7,-0.26211679121794984,-0.38231541313731243,-0.9566904271952079,-1.1921205748488146,-0.971786345874146,-0.07788928887109357,-1.075585265583816,-0.10701889110735677,-0.502202122712384,-0.6030851227903928,0.2146108183193483,0.1903405802226471,0.3353441542352635,-0.844656106912895,-0.18016571819275196,CHEMBL3746557,diffdock,6.585027,0
CHEMBL3746557_diffdock_8,-0.31165753853287687,-0.3572684194024658,-0.8709707824723275,-0.92919134623019,-0.8742010418274274,-0.2937438705104751,-0.9168603786774054,-0.08527107971125786,-0.30263875244434935,-0.6623809965955596,0.20237990209732082,0.24480770035113159,0.22210645210232544,-0.22242100776965026,-0.10946007686862287,CHEMBL3746557,diffdock,6.585027,0
CHEMBL3746557_diffdock_9,-0.1605402347846859,-0.5162303003753793,-1.9100142942364635,-2.115741224809608,-2.004217015980166,-0.31523776857314934,-2.1461772127325984,-0.1311012133312855,-0.08879113816129895,-0.9645190507374265,0.2377746835108701,0.15566035498358716,0.3042483105059227,-1.0126694029414274,-0.07938433574091389,CHEMBL3746557,diffdock,6.585027,0
CHEMBL3746557_diffdock_10,-0.3094078511611518,-0.38204774534211305,-1.0499812096133652,-1.2320521543320382,-1.0817320765129184,-0.25177555122393847,-1.1487321973957574,-0.13232990324066962,0.03717195712521975,-0.8040668882511848,0.2844621531136916,0.17413800271597837,0.1646166140657964,-0.6330957245826142,-0.09135024037430083,CHEMBL3746557,diffdock,6.585027,0
CHEMBL3814211_diffdock_1,-0.2121324312984962,-0.29012854516677555,-0.5106707050762482,-0.5152748712441333,-0.3951601858105969,0.08150938279396838,-0.45283413794936295,0.09878666871448319,0.4318472272776696,0.03832154903634023,-0.14120433598234064,0.10432624053203234,-0.031205793804261743,-0.20642951216711505,0.20472739498071055,CHEMBL3814211,diffdock,9.068542,1
CHEMBL3814211_diffdock_2,-0.271279156179534,-0.3518629957729651,-0.5827529304539012,-0.5339206552940715,-0.4589298587045773,-0.07235994835208732,-0.5173480234221783,0.0421440638918753,0.42481747414791254,0.014256459208343973,-0.10397716949313186,0.09331647194436568,-0.015247373676545856,-0.16384544257782352,0.20311182599995745,CHEMBL3814211,diffdock,9.068542,1
CHEMBL3814211_diffdock_3,-0.2207550695456377,-0.2822994552694802,-0.432390292920121,-0.4854480170399492,-0.3368094318987333,0.0282185676279314,-0.3808684614836916,0.06413761326985103,0.34874831154029734,0.04905317974283724,-0.11715361797564816,0.05674808812827273,-0.0529976874686836,-0.17569317762056474,0.2048018067991,CHEMBL3814211,diffdock,9.068542,1
CHEMBL3814211_diffdock_4,-0.27097626715790424,-0.3600851021908244,-0.591234132280259,-0.6303765290562752,-0.4614712922895822,0.06283753520840328,-0.5345280585561062,0.11303947166333898,-0.15659365608914766,-0.04069768634711683,-0.09099248478766155,0.07771499153806681,-0.02717663564081089,-0.23118186272540475,0.2036420653664054,CHEMBL3814211,diffdock,9.068542,1
CHEMBL3814211_diffdock_5,-0.2505749096178034,-0.33341744557378117,-0.6226925574494911,-0.6111801029484009,-0.5004412767830961,-0.022731363630402287,-0.5638030303480498,0.04570726462908924,-0.0824117670477968,0.05785221634490477,-0.09524679708698444,0.09748267829377748,-0.056265017341221454,-0.20970151057137207,0.203002216777951,CHEMBL3814211,diffdock,9.068542,1
CHEMBL3814211_diffdock_6,-0.22769670235804806,-0.297198600173236,-0.4697077976380316,-0.5009139967300423,-0.3753010603336602,0.08626616586983721,-0.41053520419353323,-0.007863615420058362,0.3904131318759703,0.0171922667226119,-0.08614766162783552,0.07277271808395601,-0.0490720529995169,-0.16490912587492632,0.20507537595026365,CHEMBL3814211,diffdock,9.068542,1
CHEMBL3814211_diffdock_7,-0.24957481720702893,-0.32322369979417603,-0.531378185139817,-0.5350667345166398,-0.41978683759210556,-0.08423278638082803,-0.46935410511543874,0.02924281984334204,0.3002545676116194,-0.03603856857353166,-0.12848075408797577,0.08540628437321941,-0.07004160750232477,-0.17115139623877904,0.20464478583276513,CHEMBL3814211,diffdock,9.068542,1
CHEMBL3814211_diffdock_8,-0.249867501405112,-0.3327039219326221,-0.6034086777052569,-0.6639549819753853,-0.4726491906362474,0.025943323900338742,-0.5384684376252826,0.052710797112578714,-0.16025847803852444,-0.04015861637480488,-0.09270584095735769,0.1150560013649199,-0.013089809276946085,-0.20443537324596114,0.2050864399864099,CHEMBL3814211,diffdock,9.068542,1
CHEMBL3814211_diffdock_9,-0.22496483844699475,-0.2813182638735634,-0.5158537369846947,-0.5554015294936072,-0.42043154931911125,-0.07977353604732325,-0.45530053396395254,-0.012532637075718016,0.20049947363795076,-0.01287606089709982,-0.06333103034171392,0.08757459356993272,-0.0020119889962403057,-0.11747308568383877,0.20456209111467158,CHEMBL3814211,diffdock,9.068542,1
CHEMBL3814211_diffdock_10,-0.25661887225742624,-0.38341269676956513,-0.9026139289919753,-0.7338207123958915,-0.7455593392005445,-0.07179957416384922,-0.8335804461412379,0.12704653663031792,-0.01917278383568853,0.05732827752306049,-0.11062651419096572,0.08126256197578124,-0.07977001409967789,-0.2625848742736008,0.2044245756869511,CHEMBL3814211,diffdock,9.068542,1
CHEMBL4088718_diffdock_1,-0.2801070211446884,-0.20499823306688933,-0.5464692694229963,-0.6173346367356087,-0.47599768304635354,0.0906734598374508,-0.5204639227955979,0.02297650130548303,0.3479996847126188,0.06315139995106105,-0.14028645118230432,-0.018244207871586305,-0.020017401511987963,-0.9080668434183324,0.06209619593268463,CHEMBL4088718,diffdock,7.764472,0
CHEMBL4088718_diffdock_2,-0.16025999751465597,-0.23397307801655326,-0.556952070632894,-0.6070717468604977,-0.5332667910659661,-0.09773474478590513,-0.5340427468291592,-0.12409768084779603,-0.5102456775946258,0.05969256512840079,-0.09414719419481032,0.0157122313871918,-0.01923316302243461,-0.24964525547102528,0.1979248959488407,CHEMBL4088718,diffdock,7.764472,0
CHEMBL4088718_diffdock_3,-0.2795034319475943,-0.31161949137788536,-0.5715659129520951,-0.6251902246125759,-0.547868676563827,-0.018190029555461278,-0.5666986136041572,-0.03342036553524804,-0.17858131107909292,-0.5873031520745796,-0.015554847975413962,-0.03965950201080968,-0.023227952508686298,-0.3808284460475518,0.19620687127083908,CHEMBL4088718,diffdock,7.764472,0
CHEMBL4088718_diffdock_4,-0.2629125643325342,-0.17109776094174317,-0.6347899099347992,-0.6965455885012154,-0.5910329618056743,-0.025430897967456036,-0.6008038126793573,0.06622638611580403,0.46214592431932766,0.06974365873714687,-0.16150005753193275,0.027550527695621364,-0.008914996821503138,-0.9532549751076899,-0.11590594560740297,CHEMBL4088718,diffdock,7.764472,0
CHEMBL4088718_diffdock_5,-0.24655348991397408,-0.17711141530089183,-0.6047315209243653,-0.5413890537834597,-0.6101558465332216,-0.2604663841851133,-0.6161046679835012,-0.11807710029181384,0.22822280566366368,0.03059882934859703,-0.05695817219959256,-0.01622045657673799,-0.0709582043040344,-0.22320039322433136,0.19810987077607517,CHEMBL4088718,diffdock,7.764472,0
