ID,CHEMPLP
CHEMBL94066_gnina_10,-50.5471
CHEMBL107472_smina_1,-64.3299
CHEMBL107472_smina_2,-52.3589
CHEMBL107472_smina_3,-49.1492
CHEMBL107472_smina_4,-60.6533
CHEMBL107472_smina_5,-60.5056
CHEMBL107472_smina_6,-52.1646
CHEMBL107472_smina_7,-62.3385
CHEMBL107472_smina_8,-55.4861
CHEMBL107472_smina_9,-41.7799
CHEMBL107472_smina_10,-54.0938
CHEMBL1090364_smina_1,227.835
CHEMBL1090364_smina_2,24.2751
CHEMBL1090364_smina_3,111.825
CHEMBL1090364_smina_4,45.9688
CHEMBL1090364_smina_5,132.707
CHEMBL1090364_smina_6,111.518
CHEMBL1090364_smina_7,122.593
CHEMBL1090364_smina_8,180.952
CHEMBL1090364_smina_9,162.154
CHEMBL1090364_smina_10,87.0799
CHEMBL1095464_smina_1,-71.0046
CHEMBL1095464_smina_2,-61.4627
CHEMBL1095464_smina_3,-59.3851
CHEMBL1095464_smina_4,-60.6943
CHEMBL1095464_smina_5,39.8159
CHEMBL1095464_smina_6,-65.0801
CHEMBL1095464_smina_7,-56.1257
CHEMBL1095464_smina_8,-72.5524
CHEMBL1095464_smina_9,-47.238
CHEMBL1095464_smina_10,-59.2956
CHEMBL1097189_smina_1,-67.7364
CHEMBL1097189_smina_2,-52.1934
CHEMBL1097189_smina_3,-23.1368
CHEMBL1097189_smina_4,-85.117
CHEMBL1097189_smina_5,-75.9326
CHEMBL1097189_smina_6,-5.65147
CHEMBL1097189_smina_7,-81.5189
CHEMBL1097189_smina_8,-83.8751
CHEMBL1097189_smina_9,-84.5743
CHEMBL1097189_smina_10,-45.6252
CHEMBL1172773_smina_1,22.2214
CHEMBL1172773_smina_2,24.7107
CHEMBL1172773_smina_3,-0.425533
CHEMBL1172773_smina_4,48.4903
CHEMBL1172773_smina_5,-69.9606
CHEMBL1172773_smina_6,-10.9901
CHEMBL1172773_smina_7,12.6899
CHEMBL1172773_smina_8,44.9691
CHEMBL1172773_smina_9,3.34917
CHEMBL1172773_smina_10,35.5124
CHEMBL1173794_smina_1,-68.3918
CHEMBL1173794_smina_2,-74.2164
CHEMBL1173794_smina_3,-44.438
CHEMBL1173794_smina_4,-67.7388
CHEMBL1173794_smina_5,-57.7457
CHEMBL1173794_smina_6,-41.7587
CHEMBL1173794_smina_7,-59.2602
CHEMBL1173794_smina_8,-41.5548
CHEMBL1173794_smina_9,-66.5405
CHEMBL1173794_smina_10,-68.1718
CHEMBL1204261_smina_1,-58.3319
CHEMBL1204261_smina_2,-55.2643
CHEMBL1204261_smina_3,-63.0799
CHEMBL1204261_smina_4,-63.65
CHEMBL1204261_smina_5,-67.9829
CHEMBL1204261_smina_6,-49.158
CHEMBL1204261_smina_7,-59.2693
CHEMBL1204261_smina_8,-67.184
CHEMBL1204261_smina_9,-63.5545
CHEMBL1204261_smina_10,-57.9
CHEMBL1240553_smina_1,-70.7786
CHEMBL1240553_smina_2,-65.979
CHEMBL1240553_smina_3,-68.4346
CHEMBL1240553_smina_4,-68.2233
CHEMBL1240553_smina_5,-66.5512
CHEMBL1240553_smina_6,-58.7928
CHEMBL1240553_smina_7,-57.6635
CHEMBL1240553_smina_8,-68.4674
CHEMBL1240553_smina_9,-66.7627
CHEMBL1240553_smina_10,-60.8992
CHEMBL1241860_smina_1,-67.1373
CHEMBL1241860_smina_2,-70.0313
CHEMBL1241860_smina_3,-65.3112
CHEMBL1241860_smina_4,-65.3347
CHEMBL1241860_smina_5,-65.8568
CHEMBL1241860_smina_6,-52.8997
CHEMBL1241860_smina_7,-63.4717
CHEMBL1241860_smina_8,-57.4279
CHEMBL1241860_smina_9,-66.9064
CHEMBL1241860_smina_10,-61.8888
CHEMBL1241948_smina_1,-54.4476
CHEMBL1241948_smina_2,-64.7808
CHEMBL1241948_smina_3,-50.9869
CHEMBL1241948_smina_4,-58.6073
CHEMBL1241948_smina_5,-53.3254
CHEMBL1241948_smina_6,-62.3927
CHEMBL1241948_smina_7,-65.3714
CHEMBL1241948_smina_8,-58.2699
CHEMBL1241948_smina_9,-64.8632
CHEMBL1241948_smina_10,-47.5063
CHEMBL1242200_smina_1,-66.8836
CHEMBL1242200_smina_2,-64.4405
CHEMBL1242200_smina_3,-70.4354
CHEMBL1242200_smina_4,-63.4631
CHEMBL1242200_smina_5,-66.5226
CHEMBL1242200_smina_6,-65.6241
CHEMBL1242200_smina_7,-58.9845
CHEMBL1242200_smina_8,-65.4935
CHEMBL1242200_smina_9,-58.6886
CHEMBL1242200_smina_10,-62.8645
CHEMBL1242208_smina_1,-65.8543
CHEMBL1242208_smina_2,-67.2111
CHEMBL1242208_smina_3,-68.6559
CHEMBL1242208_smina_4,-67.0975
CHEMBL1242208_smina_5,-67.6087
CHEMBL1242208_smina_6,-64.0656
CHEMBL1242208_smina_7,-61.3513
CHEMBL1242208_smina_8,-64.0419
CHEMBL1242208_smina_9,-68.4183
CHEMBL1242208_smina_10,-63.9212
CHEMBL1242294_smina_1,-71.4232
CHEMBL1242294_smina_2,-68.3547
CHEMBL1242294_smina_3,-67.6506
CHEMBL1242294_smina_4,-62.3119
CHEMBL1242294_smina_5,-64.9161
CHEMBL1242294_smina_6,-65.1893
CHEMBL1242294_smina_7,-67.6741
CHEMBL1242294_smina_8,-71.5436
CHEMBL1242294_smina_9,-68.2699
CHEMBL1242294_smina_10,-64.5159
CHEMBL1242568_smina_1,-66.7544
CHEMBL1242568_smina_2,-66.111
CHEMBL1242568_smina_3,-74.7235
CHEMBL1242568_smina_4,-71.1175
CHEMBL1242568_smina_5,-76.103
CHEMBL1242568_smina_6,-73.8403
CHEMBL1242568_smina_7,-66.3313
CHEMBL1242568_smina_8,-66.0658
CHEMBL1242568_smina_9,-70.2065
CHEMBL1242568_smina_10,-68.9887
CHEMBL1242973_smina_1,-24.9966
CHEMBL1242973_smina_2,-58.8049
CHEMBL1242973_smina_3,-62.1573
CHEMBL1242973_smina_4,19.5919
CHEMBL1242973_smina_5,-28.9623
CHEMBL1242973_smina_6,-24.5213
CHEMBL1242973_smina_7,-49.5876
CHEMBL1242973_smina_8,-6.88332
CHEMBL1242973_smina_9,-47.4077
CHEMBL1242973_smina_10,14.4655
CHEMBL127223_smina_1,74.2031
CHEMBL127223_smina_2,-46.7717
CHEMBL127223_smina_3,57.3508
CHEMBL127223_smina_4,-42.1455
CHEMBL127223_smina_5,192.591
CHEMBL127223_smina_6,-49.7758
CHEMBL127223_smina_7,87.5373
CHEMBL127223_smina_8,114.066
CHEMBL127223_smina_9,-47.7282
CHEMBL127223_smina_10,16.3146
CHEMBL141238_smina_1,18.0078
CHEMBL141238_smina_2,59.1137
CHEMBL141238_smina_3,114.651
CHEMBL141238_smina_4,1.41219
CHEMBL141238_smina_5,16.494
CHEMBL141238_smina_6,1.59446
CHEMBL141238_smina_7,4.12062
CHEMBL141238_smina_8,17.2576
CHEMBL141238_smina_9,20.5007
CHEMBL141238_smina_10,9.38531
CHEMBL144842_smina_1,14.4524
CHEMBL144842_smina_2,-22.4299
CHEMBL144842_smina_3,-38.4704
CHEMBL144842_smina_4,-58.9794
CHEMBL144842_smina_5,-7.90145
CHEMBL144842_smina_6,-46.7825
CHEMBL144842_smina_7,-54.101
CHEMBL144842_smina_8,-46.8587
CHEMBL144842_smina_9,-60.2186
CHEMBL144842_smina_10,78.8237
CHEMBL14932_smina_1,247.175
CHEMBL14932_smina_2,-57.0484
CHEMBL14932_smina_3,-50.7687
CHEMBL14932_smina_4,-66.7168
CHEMBL14932_smina_5,-55.0648
CHEMBL14932_smina_6,-57.5052
CHEMBL14932_smina_7,-60.0439
CHEMBL14932_smina_8,-48.386
CHEMBL14932_smina_9,-41.0199
CHEMBL14932_smina_10,-61.979
CHEMBL154080_smina_1,548.791
CHEMBL154080_smina_2,475.321
CHEMBL154080_smina_3,397.896
CHEMBL154080_smina_4,431.094
CHEMBL154080_smina_5,672.78
CHEMBL154080_smina_6,640.563
CHEMBL154080_smina_7,695.389
CHEMBL154080_smina_8,232.884
CHEMBL154080_smina_9,455.012
CHEMBL154080_smina_10,433.335
CHEMBL154822_smina_1,555.231
CHEMBL154822_smina_2,663.725
CHEMBL154822_smina_3,581.832
CHEMBL154822_smina_4,590.269
CHEMBL154822_smina_5,493.001
CHEMBL154822_smina_6,561.088
CHEMBL154822_smina_7,373.047
CHEMBL154822_smina_8,424.734
CHEMBL154822_smina_9,732.975
CHEMBL154822_smina_10,340.342
CHEMBL154911_smina_1,-75.4191
CHEMBL154911_smina_2,-65.7475
CHEMBL154911_smina_3,-67.0073
CHEMBL154911_smina_4,-73.3579
CHEMBL154911_smina_5,-62.8392
CHEMBL154911_smina_6,-70.8733
CHEMBL154911_smina_7,-62.8003
CHEMBL154911_smina_8,-64.768
CHEMBL154911_smina_9,-67.4393
CHEMBL154911_smina_10,-49.36
CHEMBL1630114_smina_1,136.728
CHEMBL1630114_smina_2,130.145
CHEMBL1630114_smina_3,468.621
CHEMBL1630114_smina_4,473.374
CHEMBL1630114_smina_5,489.202
CHEMBL1630114_smina_6,516.161
CHEMBL1630114_smina_7,79.5159
CHEMBL1630114_smina_8,486.348
CHEMBL1630114_smina_9,101.641
CHEMBL1630114_smina_10,219.329
CHEMBL1645466_smina_1,-83.936
CHEMBL1645466_smina_2,-76.4701
CHEMBL1645466_smina_3,-34.5888
CHEMBL1645466_smina_4,-48.1416
CHEMBL1645466_smina_5,-66.8362
CHEMBL1645466_smina_6,-70.2392
CHEMBL1645466_smina_7,-70.2054
CHEMBL1645466_smina_8,-74.9461
CHEMBL1645466_smina_9,-50.2539
CHEMBL1645466_smina_10,-73.2709
CHEMBL166093_smina_1,-68.2832
CHEMBL166093_smina_2,-62.7061
CHEMBL166093_smina_3,-69.9636
CHEMBL166093_smina_4,-67.4206
CHEMBL166093_smina_5,-63.3519
CHEMBL166093_smina_6,-67.854
CHEMBL166093_smina_7,-60.5542
CHEMBL166093_smina_8,-55.094
CHEMBL166093_smina_9,-68.3258
CHEMBL166093_smina_10,-61.5027
CHEMBL1683968_smina_1,-33.9117
CHEMBL1683968_smina_2,-55.1211
CHEMBL1683968_smina_3,-14.5344
CHEMBL1683968_smina_4,-38.1688
CHEMBL1683968_smina_5,-14.7541
CHEMBL1683968_smina_6,-57.3732
CHEMBL1683968_smina_7,-57.0263
CHEMBL1683968_smina_8,11.42
CHEMBL1683968_smina_9,-61.9051
CHEMBL1683968_smina_10,-22.5677
CHEMBL176470_smina_1,-73.0263
CHEMBL176470_smina_2,-75.9864
CHEMBL176470_smina_3,-75.2048
CHEMBL176470_smina_4,-64.2696
CHEMBL176470_smina_5,-67.1409
CHEMBL176470_smina_6,-65.6252
CHEMBL176470_smina_7,-66.348
CHEMBL176470_smina_8,-60.1771
CHEMBL176470_smina_9,-71.2236
CHEMBL176470_smina_10,-64.4362
CHEMBL1821886_smina_1,51.5186
CHEMBL1821886_smina_2,62.544
CHEMBL1821886_smina_3,43.075
CHEMBL1821886_smina_4,78.7223
CHEMBL1821886_smina_5,64.8391
CHEMBL1821886_smina_6,71.1466
CHEMBL1821886_smina_7,137.752
CHEMBL1821886_smina_8,48.1818
CHEMBL1821886_smina_9,38.7121
CHEMBL1821886_smina_10,153.122
CHEMBL1830130_smina_1,-67.9729
CHEMBL1830130_smina_2,-62.6839
CHEMBL1830130_smina_3,-69.4888
CHEMBL1830130_smina_4,-67.6783
CHEMBL1830130_smina_5,-65.5806
CHEMBL1830130_smina_6,-67.249
CHEMBL1830130_smina_7,-68.1319
CHEMBL1830130_smina_8,-55.016
CHEMBL1830130_smina_9,-59.2713
CHEMBL1830130_smina_10,-60.5296
CHEMBL1830277_smina_1,-68.8671
CHEMBL1830277_smina_2,-70.0748
CHEMBL1830277_smina_3,-65.6489
CHEMBL1830277_smina_4,-60.4751
CHEMBL1830277_smina_5,-66.1585
CHEMBL1830277_smina_6,-64.6741
CHEMBL1830277_smina_7,-64.5157
CHEMBL1830277_smina_8,-61.5163
CHEMBL1830277_smina_9,-65.0008
CHEMBL1830277_smina_10,-64.937
CHEMBL1914664_smina_1,-76.3502
CHEMBL1914664_smina_2,-80.6685
CHEMBL1914664_smina_3,-75.893
CHEMBL1914664_smina_4,-77.6635
CHEMBL1914664_smina_5,-69.4206
CHEMBL1914664_smina_6,-70.6868
CHEMBL1914664_smina_7,-72.1032
CHEMBL1914664_smina_8,29.4417
CHEMBL1914664_smina_9,-22.3338
CHEMBL1914664_smina_10,-73.4676
CHEMBL1928301_smina_1,-16.5015
CHEMBL1928301_smina_2,-26.0804
CHEMBL1928301_smina_3,-4.04618
CHEMBL1928301_smina_4,48.5715
CHEMBL1928301_smina_5,-19.1637
CHEMBL1928301_smina_6,-19.9286
CHEMBL1928301_smina_7,-20.534
CHEMBL1928301_smina_8,44.0991
CHEMBL1928301_smina_9,-9.83805
CHEMBL1928301_smina_10,536.104
CHEMBL1928944_smina_1,-47.2346
CHEMBL1928944_smina_2,-36.5225
CHEMBL1928944_smina_3,-54.9288
CHEMBL1928944_smina_4,-54.2231
CHEMBL1928944_smina_5,-74.5209
CHEMBL1928944_smina_6,-31.2322
CHEMBL1928944_smina_7,-7.57067
CHEMBL1928944_smina_8,-47.2117
CHEMBL1928944_smina_9,-44.3257
CHEMBL1928944_smina_10,-64.4359
CHEMBL1945649_smina_1,-71.6323
CHEMBL1945649_smina_2,-72.141
CHEMBL1945649_smina_3,-18.9111
CHEMBL1945649_smina_4,-18.2959
CHEMBL1945649_smina_5,-57.1425
CHEMBL1945649_smina_6,-62.6195
CHEMBL1945649_smina_7,-54.5006
CHEMBL1945649_smina_8,-10.1934
CHEMBL1945649_smina_9,-1.3726
CHEMBL1945649_smina_10,-55.7423
CHEMBL1947127_smina_1,57.823
CHEMBL1947127_smina_2,-7.30228
CHEMBL1947127_smina_3,-3.89262
CHEMBL1947127_smina_4,57.1352
CHEMBL1947127_smina_5,-12.5391
CHEMBL1947127_smina_6,-9.57771
CHEMBL1947127_smina_7,37.4573
CHEMBL1947127_smina_8,-55.661
CHEMBL1947127_smina_9,-27.6267
CHEMBL1947127_smina_10,-45.015
CHEMBL2031296_smina_1,-63.3216
CHEMBL2031296_smina_2,-63.5737
CHEMBL2031296_smina_3,-66.147
CHEMBL2031296_smina_4,-43.6544
CHEMBL2031296_smina_5,-16.6665
CHEMBL2031296_smina_6,-61.6822
CHEMBL2031296_smina_7,-58.4263
CHEMBL2031296_smina_8,-48.9082
CHEMBL2031296_smina_9,-64.1966
CHEMBL2031296_smina_10,-65.7395
CHEMBL203132_smina_1,-53.3425
CHEMBL203132_smina_2,-49.7975
CHEMBL203132_smina_3,-17.0937
CHEMBL203132_smina_4,-57.4581
CHEMBL203132_smina_5,-43.8183
CHEMBL203132_smina_6,5.56828
CHEMBL203132_smina_7,-60.8093
CHEMBL203132_smina_8,-36.5704
CHEMBL203132_smina_9,-60.8623
CHEMBL203132_smina_10,-48.4159
CHEMBL2032376_smina_1,289.843
CHEMBL2032376_smina_2,-8.47075
CHEMBL2032376_smina_3,55.24
CHEMBL2032376_smina_4,302.637
CHEMBL2032376_smina_5,172.914
CHEMBL2032376_smina_6,-53.1814
CHEMBL2032376_smina_7,32.4018
CHEMBL2032376_smina_8,375.676
CHEMBL2032376_smina_9,60.7104
CHEMBL2032376_smina_10,310.987
CHEMBL203645_smina_1,-69.6648
CHEMBL203645_smina_2,-66.3609
CHEMBL203645_smina_3,88.6908
CHEMBL203645_smina_4,-69.1102
CHEMBL203645_smina_5,-64.2745
CHEMBL203645_smina_6,-67.916
CHEMBL203645_smina_7,-48.6978
CHEMBL203645_smina_8,90.4684
CHEMBL203645_smina_9,105.112
CHEMBL203645_smina_10,-64.4964
CHEMBL2048793_smina_1,20.7062
CHEMBL2048793_smina_2,81.2649
CHEMBL2048793_smina_3,-26.6617
CHEMBL2048793_smina_4,170.26
CHEMBL2048793_smina_5,60.3857
CHEMBL2048793_smina_6,458.492
CHEMBL2048793_smina_7,-60.5306
CHEMBL2048793_smina_8,34.2725
CHEMBL2048793_smina_9,93.7412
CHEMBL2048793_smina_10,7.98746
CHEMBL205149_smina_1,-76.2454
CHEMBL205149_smina_2,-71.8759
CHEMBL205149_smina_3,-72.9111
CHEMBL205149_smina_4,-61.404
CHEMBL205149_smina_5,-70.3045
CHEMBL205149_smina_6,-73.1994
CHEMBL205149_smina_7,-62.3603
CHEMBL205149_smina_8,-72.7029
CHEMBL205149_smina_9,-56.2298
CHEMBL205149_smina_10,-58.1764
CHEMBL2064379_smina_1,-8.4278
CHEMBL2064379_smina_2,-68.151
CHEMBL2064379_smina_3,-63.1579
CHEMBL2064379_smina_4,-71.7271
CHEMBL2064379_smina_5,-65.72
CHEMBL2064379_smina_6,-66.3082
CHEMBL2064379_smina_7,-26.3646
CHEMBL2064379_smina_8,-31.4096
CHEMBL2064379_smina_9,-51.8472
CHEMBL2064379_smina_10,-60.1707
CHEMBL206782_smina_1,-20.9737
CHEMBL206782_smina_2,105.634
CHEMBL206782_smina_3,340.611
CHEMBL206782_smina_4,-43.3961
CHEMBL206782_smina_5,67.0564
CHEMBL206782_smina_6,362.158
CHEMBL206782_smina_7,309.229
CHEMBL206782_smina_8,292.285
CHEMBL206782_smina_9,135.134
CHEMBL206782_smina_10,649.695
CHEMBL2179128_smina_1,-33.7503
CHEMBL2179128_smina_2,52.5769
CHEMBL2179128_smina_3,5.13195
CHEMBL2179128_smina_4,-28.2577
CHEMBL2179128_smina_5,-31.7041
CHEMBL2179128_smina_6,40.6718
CHEMBL2179128_smina_7,-26.2233
CHEMBL2179128_smina_8,-27.0126
CHEMBL2179128_smina_9,53.161
CHEMBL2179128_smina_10,28.3929
CHEMBL2385993_smina_1,632.81
CHEMBL2385993_smina_2,347.937
CHEMBL2385993_smina_3,765.086
CHEMBL2385993_smina_4,207.535
CHEMBL2385993_smina_5,598.179
CHEMBL2385993_smina_6,535.026
CHEMBL2385993_smina_7,715.87
CHEMBL2385993_smina_8,765.48
CHEMBL2385993_smina_9,615.427
CHEMBL2385993_smina_10,525.957
CHEMBL2424794_smina_1,109.765
CHEMBL2424794_smina_2,116.936
CHEMBL2424794_smina_3,269.651
CHEMBL2424794_smina_4,169.132
CHEMBL2424794_smina_5,189.345
CHEMBL2424794_smina_6,102.438
CHEMBL2424794_smina_7,-40.4859
CHEMBL2424794_smina_8,-30.376
CHEMBL2424794_smina_9,-21.767
CHEMBL2424794_smina_10,-39.0087
CHEMBL2424807_smina_1,-11.4747
CHEMBL2424807_smina_2,-55.4922
CHEMBL2424807_smina_3,-46.3637
CHEMBL2424807_smina_4,-28.0858
CHEMBL2424807_smina_5,11.7316
CHEMBL2424807_smina_6,-65.9668
CHEMBL2424807_smina_7,-18.8495
CHEMBL2424807_smina_8,-66.9485
CHEMBL2424807_smina_9,-55.9023
CHEMBL2424807_smina_10,-73.2809
CHEMBL2425736_smina_1,-73.2459
CHEMBL2425736_smina_2,-68.4987
CHEMBL2425736_smina_3,-54.3284
CHEMBL2425736_smina_4,-69.6916
CHEMBL2425736_smina_5,-67.9632
CHEMBL2425736_smina_6,-60.7588
CHEMBL2425736_smina_7,-64.8779
CHEMBL2425736_smina_8,-67.3213
CHEMBL2425736_smina_9,-80.5247
CHEMBL2425736_smina_10,-62.4024
CHEMBL2437460_smina_1,-46.3872
CHEMBL2437460_smina_2,-11.3652
CHEMBL2437460_smina_3,16.3103
CHEMBL2437460_smina_4,255.648
CHEMBL2437460_smina_5,95.6927
CHEMBL2437460_smina_6,251.331
CHEMBL2437460_smina_7,253.414
CHEMBL2437460_smina_8,146.048
CHEMBL2437460_smina_9,152.258
CHEMBL2437460_smina_10,162.445
CHEMBL2437473_smina_1,38.7931
CHEMBL2437473_smina_2,54.8282
CHEMBL2437473_smina_3,45.0754
CHEMBL2437473_smina_4,40.3828
CHEMBL2437473_smina_5,-49.4248
CHEMBL2437473_smina_6,-58.2759
CHEMBL2437473_smina_7,45.0975
CHEMBL2437473_smina_8,53.8145
CHEMBL2437473_smina_9,-67.6042
CHEMBL2437473_smina_10,-59.8372
CHEMBL2441273_smina_1,49.52
CHEMBL2441273_smina_2,201.726
CHEMBL2441273_smina_3,37.1828
CHEMBL2441273_smina_4,68.1429
CHEMBL2441273_smina_5,171.891
CHEMBL2441273_smina_6,43.1086
CHEMBL2441273_smina_7,91.5664
CHEMBL2441273_smina_8,38.0132
CHEMBL2441273_smina_9,28.8071
CHEMBL2441273_smina_10,131.57
CHEMBL2448067_smina_1,-49.9652
CHEMBL2448067_smina_2,-68.6798
CHEMBL2448067_smina_3,-35.645
CHEMBL2448067_smina_4,-20.8374
CHEMBL2448067_smina_5,-12.585
CHEMBL2448067_smina_6,-22.9018
CHEMBL2448067_smina_7,-16.4171
CHEMBL2448067_smina_8,-67.0764
CHEMBL2448067_smina_9,-37.2207
CHEMBL2448067_smina_10,283.932
CHEMBL245868_smina_1,-64.3843
CHEMBL245868_smina_2,-84.7918
CHEMBL245868_smina_3,-30.0151
CHEMBL245868_smina_4,114.472
CHEMBL245868_smina_5,-77.4667
CHEMBL245868_smina_6,-78.0883
CHEMBL245868_smina_7,-53.9871
CHEMBL245868_smina_8,-71.8945
CHEMBL245868_smina_9,81.2767
CHEMBL245868_smina_10,-56.4137
CHEMBL246284_smina_1,-62.1047
CHEMBL246284_smina_2,-75.4772
CHEMBL246284_smina_3,-73.2476
CHEMBL246284_smina_4,-81.1178
CHEMBL246284_smina_5,79.9388
CHEMBL246284_smina_6,-51.0039
CHEMBL246284_smina_7,-34.3507
CHEMBL246284_smina_8,-37.6322
CHEMBL246284_smina_9,-59.0036
CHEMBL246284_smina_10,-73.0256
CHEMBL249511_smina_1,-38.279
CHEMBL249511_smina_2,-39.1506
CHEMBL249511_smina_3,33.5316
CHEMBL249511_smina_4,-45.653
CHEMBL249511_smina_5,66.837
CHEMBL249511_smina_6,61.9799
CHEMBL249511_smina_7,-43.4529
CHEMBL249511_smina_8,-64.129
CHEMBL249511_smina_9,-67.5933
CHEMBL249511_smina_10,136.855
CHEMBL255871_smina_1,-32.5511
CHEMBL255871_smina_2,-56.7129
CHEMBL255871_smina_3,-28.8106
CHEMBL255871_smina_4,-37.5488
CHEMBL255871_smina_5,-33.0043
CHEMBL255871_smina_6,-64.0581
CHEMBL255871_smina_7,-80.1085
CHEMBL255871_smina_8,-69.9034
CHEMBL255871_smina_9,-44.4219
CHEMBL255871_smina_10,-32.2467
CHEMBL291701_smina_1,-63.5779
CHEMBL291701_smina_2,-54.5098
CHEMBL291701_smina_3,-64.5551
CHEMBL291701_smina_4,-62.988
CHEMBL291701_smina_5,-61.3632
CHEMBL291701_smina_6,-63.0064
CHEMBL291701_smina_7,-54.3028
CHEMBL291701_smina_8,-48.7423
CHEMBL291701_smina_9,-62.5761
CHEMBL291701_smina_10,-60.7713
CHEMBL29197_smina_1,-63.8894
CHEMBL29197_smina_2,-63.2189
CHEMBL29197_smina_3,-57.7701
CHEMBL29197_smina_4,-64.4515
CHEMBL29197_smina_5,-55.674
CHEMBL29197_smina_6,-60.8985
CHEMBL29197_smina_7,-50.596
CHEMBL29197_smina_8,-63.7061
CHEMBL29197_smina_9,-46.1536
CHEMBL29197_smina_10,-46.1896
CHEMBL293482_smina_1,-45.9813
CHEMBL293482_smina_2,-45.733
CHEMBL293482_smina_3,-45.8137
CHEMBL293482_smina_4,-46.1891
CHEMBL293482_smina_5,-45.6454
CHEMBL293482_smina_6,-41.7004
CHEMBL293482_smina_7,-41.71
CHEMBL293482_smina_8,-42.0908
CHEMBL293482_smina_9,-44.5613
CHEMBL293482_smina_10,-45.0613
CHEMBL307599_smina_1,-62.4851
CHEMBL307599_smina_2,-62.0436
CHEMBL307599_smina_3,-59.9271
CHEMBL307599_smina_4,-62.4094
CHEMBL307599_smina_5,-58.7031
CHEMBL307599_smina_6,-59.9141
CHEMBL307599_smina_7,-48.0407
CHEMBL307599_smina_8,-54.7101
CHEMBL307599_smina_9,-55.4678
CHEMBL307599_smina_10,-58.7164
CHEMBL308672_smina_1,393.99
CHEMBL308672_smina_2,349.488
CHEMBL308672_smina_3,416.776
CHEMBL308672_smina_4,389.182
CHEMBL308672_smina_5,321.887
CHEMBL308672_smina_6,327.16
CHEMBL308672_smina_7,406.985
CHEMBL308672_smina_8,261.056
CHEMBL308672_smina_9,257.644
CHEMBL308672_smina_10,377.394
CHEMBL3087206_smina_1,415.26
CHEMBL3087206_smina_2,449.786
CHEMBL3087206_smina_3,445.023
CHEMBL3087206_smina_4,446.453
CHEMBL3087206_smina_5,401.734
CHEMBL3087206_smina_6,423.97
CHEMBL3087206_smina_7,431.304
CHEMBL3087206_smina_8,549.799
CHEMBL3087206_smina_9,6.73913
CHEMBL3087206_smina_10,320.802
CHEMBL3132872_smina_1,31.1778
CHEMBL3132872_smina_2,-39.9504
CHEMBL3132872_smina_3,-59.992
CHEMBL3132872_smina_4,-16.6615
CHEMBL3132872_smina_5,-19.5546
CHEMBL3132872_smina_6,-52.1077
CHEMBL3132872_smina_7,-56.7809
CHEMBL3132872_smina_8,-22.2656
CHEMBL3132872_smina_9,-16.1435
CHEMBL3132872_smina_10,-60.2624
CHEMBL3133894_smina_1,-58.5653
CHEMBL3133894_smina_2,-65.5333
CHEMBL3133894_smina_3,-64.0654
CHEMBL3133894_smina_4,-58.9227
CHEMBL3133894_smina_5,-61.4402
CHEMBL3133894_smina_6,-58.1547
CHEMBL3133894_smina_7,-67.4133
CHEMBL3133894_smina_8,-58.0935
CHEMBL3133894_smina_9,-58.5237
CHEMBL3133894_smina_10,-45.0786
CHEMBL31815_smina_1,-57.7568
CHEMBL31815_smina_2,-53.4781
CHEMBL31815_smina_3,-44.1082
CHEMBL31815_smina_4,-73.3753
CHEMBL31815_smina_5,-68.3677
CHEMBL31815_smina_6,-46.0723
CHEMBL31815_smina_7,-44.1074
CHEMBL31815_smina_8,-68.6165
CHEMBL31815_smina_9,-57.606
CHEMBL31815_smina_10,-67.2378
CHEMBL3218002_smina_1,138.603
CHEMBL3218002_smina_2,-59.739
CHEMBL3218002_smina_3,252.796
CHEMBL3218002_smina_4,-49.8055
CHEMBL3218002_smina_5,184.343
CHEMBL3218002_smina_6,55.2653
CHEMBL3218002_smina_7,-53.0599
CHEMBL3218002_smina_8,-22.0916
CHEMBL3218002_smina_9,-52.7559
CHEMBL3218002_smina_10,-40.8558
CHEMBL3221557_smina_1,-13.645
CHEMBL3221557_smina_2,199.789
CHEMBL3221557_smina_3,-35.3344
CHEMBL3221557_smina_4,-19.4412
CHEMBL3221557_smina_5,202.831
CHEMBL3221557_smina_6,229.94
CHEMBL3221557_smina_7,200.548
CHEMBL3221557_smina_8,202.606
CHEMBL3221557_smina_9,203.98
CHEMBL3221557_smina_10,180.633
CHEMBL3237939_smina_1,53.7931
CHEMBL3237939_smina_2,138.61
CHEMBL3237939_smina_3,242.145
CHEMBL3237939_smina_4,220.05
CHEMBL3237939_smina_5,91.5644
CHEMBL3237939_smina_6,99.5351
CHEMBL3237939_smina_7,42.5409
CHEMBL3237939_smina_8,31.5794
CHEMBL3237939_smina_9,26.6379
CHEMBL3237939_smina_10,184.861
CHEMBL3263359_smina_1,46.2232
CHEMBL3263359_smina_2,27.376
CHEMBL3263359_smina_3,-68.4038
CHEMBL3263359_smina_4,70.7766
CHEMBL3263359_smina_5,85.4626
CHEMBL3263359_smina_6,41.8555
CHEMBL3263359_smina_7,-52.3639
CHEMBL3263359_smina_8,-59.5088
CHEMBL3263359_smina_9,2.32546
CHEMBL3263359_smina_10,-59.7129
CHEMBL329183_smina_1,-60.4724
CHEMBL329183_smina_2,-57.3742
CHEMBL329183_smina_3,-66.515
CHEMBL329183_smina_4,-58.3931
CHEMBL329183_smina_5,-60.2049
