ID,vina_hydrophobic
CHEMBL169467_diffdock_10,54.047866822052605
CHEMBL448730_diffdock_1,37.63894678282979
CHEMBL448730_diffdock_2,44.40816893267505
CHEMBL448730_diffdock_3,44.83898139332979
CHEMBL448730_diffdock_4,42.35078536656717
CHEMBL448730_diffdock_5,37.80542628228525
CHEMBL448730_diffdock_6,50.42835441406605
CHEMBL448730_diffdock_7,48.25474901285959
CHEMBL448730_diffdock_8,59.16750516708827
CHEMBL448730_diffdock_9,46.61657779313708
CHEMBL448730_diffdock_10,58.98938630023333
CHEMBL3814816_diffdock_1,52.85863659559946
CHEMBL3814816_diffdock_2,28.632877323967477
CHEMBL3814816_diffdock_3,52.853857338045174
CHEMBL3814816_diffdock_4,62.29879947864066
CHEMBL3814816_diffdock_5,49.623043541432445
CHEMBL3814816_diffdock_6,56.99062409017993
CHEMBL3814816_diffdock_7,56.34875527961829
CHEMBL3814816_diffdock_8,59.39870251898282
CHEMBL3814816_diffdock_9,26.861494243921697
CHEMBL2262407_diffdock_1,70.58585996432731
CHEMBL2262407_diffdock_2,61.79012987435341
CHEMBL2262407_diffdock_3,75.07793181318976
CHEMBL2262407_diffdock_4,67.95494639470876
CHEMBL2262407_diffdock_5,68.42304445213426
CHEMBL2262407_diffdock_6,63.73327600026968
CHEMBL2262407_diffdock_7,67.05634260271725
CHEMBL2262407_diffdock_8,74.68607269158917
CHEMBL2262407_diffdock_9,72.80244486753973
CHEMBL2262407_diffdock_10,62.35612848785213
CHEMBL3904205_diffdock_1,72.15837751284873
CHEMBL3904205_diffdock_2,63.56809782269808
CHEMBL3904205_diffdock_3,55.385202662352654
CHEMBL3904205_diffdock_4,63.667965925067335
CHEMBL3904205_diffdock_5,77.56581584919654
CHEMBL3904205_diffdock_6,71.83321964692678
CHEMBL3904205_diffdock_7,66.84363225679343
CHEMBL3904205_diffdock_8,75.23820762392342
CHEMBL3904205_diffdock_9,102.45307298891291
CHEMBL3904205_diffdock_10,102.3693958856894
CHEMBL597752_diffdock_1,52.71368749823159
CHEMBL597752_diffdock_2,48.841476863735195
