ID,ad4
CHEMBL1242973_diffdock_8,585.35193
CHEMBL1242973_diffdock_9,584.19537
CHEMBL1242973_diffdock_10,513.54944
CHEMBL5077776_diffdock_1,195.79782
CHEMBL5077776_diffdock_2,263.23187
CHEMBL5077776_diffdock_3,309.71100
CHEMBL5077776_diffdock_4,266.53833
CHEMBL5077776_diffdock_5,245.75159
CHEMBL5077776_diffdock_6,270.52786
CHEMBL5077776_diffdock_7,279.74936
CHEMBL5077776_diffdock_8,293.82828
CHEMBL5077776_diffdock_9,589.57562
CHEMBL5077776_diffdock_10,1.64640
CHEMBL1630114_diffdock_1,245.82677
CHEMBL1630114_diffdock_2,154.73236
CHEMBL1630114_diffdock_3,270.03146
CHEMBL1630114_diffdock_4,384.25400
CHEMBL1630114_diffdock_5,283.17108
CHEMBL1630114_diffdock_6,267.69589
CHEMBL1630114_diffdock_7,528.86414
CHEMBL1630114_diffdock_8,498.74988
CHEMBL1630114_diffdock_9,317.05902
CHEMBL1630114_diffdock_10,244.99161
CHEMBL3237939_diffdock_1,89.27076
CHEMBL3237939_diffdock_2,273.79099
CHEMBL3237939_diffdock_3,120.58599
CHEMBL3237939_diffdock_4,261.79263
CHEMBL3237939_diffdock_5,393.91422
CHEMBL3237939_diffdock_6,254.65567
CHEMBL3237939_diffdock_7,413.11371
CHEMBL3237939_diffdock_8,113.02644
CHEMBL3237939_diffdock_9,742.60016
CHEMBL3237939_diffdock_10,559.55487
CHEMBL4068695_diffdock_1,332.94879
CHEMBL4068695_diffdock_2,286.20667
CHEMBL4068695_diffdock_3,237.23216
CHEMBL4068695_diffdock_4,271.53494
CHEMBL4068695_diffdock_5,312.43088
CHEMBL4068695_diffdock_6,496.86508
CHEMBL4068695_diffdock_7,200.32381
CHEMBL4068695_diffdock_8,258.65881
CHEMBL4068695_diffdock_9,345.00708
CHEMBL4068695_diffdock_10,370.33813
CHEMBL5088102_diffdock_1,149.63220
CHEMBL5088102_diffdock_2,168.83878
CHEMBL5088102_diffdock_3,163.62917
CHEMBL5088102_diffdock_4,199.63286
CHEMBL5088102_diffdock_5,213.16100
CHEMBL5088102_diffdock_6,166.39970
CHEMBL5088102_diffdock_7,183.04587
CHEMBL5088102_diffdock_8,126.73380
CHEMBL5088102_diffdock_9,260.80536
CHEMBL5088102_diffdock_10,325.90546
CHEMBL4293134_diffdock_1,108.43507
CHEMBL4293134_diffdock_2,150.65309
CHEMBL4293134_diffdock_3,100.73380
CHEMBL4293134_diffdock_4,154.42584
CHEMBL4293134_diffdock_5,179.82404
CHEMBL4293134_diffdock_6,155.18581
CHEMBL4293134_diffdock_7,191.93159
CHEMBL4293134_diffdock_8,170.93814
CHEMBL4293134_diffdock_9,99.62215
CHEMBL4293134_diffdock_10,113.00274
CHEMBL3623286_diffdock_1,77.71888
CHEMBL3623286_diffdock_2,71.98421
CHEMBL3623286_diffdock_3,72.53744
CHEMBL3623286_diffdock_4,67.02359
CHEMBL3623286_diffdock_5,111.52309
CHEMBL3623286_diffdock_6,139.19908
CHEMBL3623286_diffdock_7,111.84577
CHEMBL3623286_diffdock_8,165.96530
CHEMBL3623286_diffdock_9,121.39607
CHEMBL3623286_diffdock_10,173.08615
CHEMBL461869_diffdock_1,197.64584
CHEMBL461869_diffdock_2,159.08740
CHEMBL461869_diffdock_3,223.79002
CHEMBL461869_diffdock_4,240.04674
CHEMBL461869_diffdock_5,266.72534
CHEMBL461869_diffdock_6,175.60066
CHEMBL461869_diffdock_7,234.45514
CHEMBL461869_diffdock_8,276.95966
CHEMBL461869_diffdock_9,282.11865
CHEMBL461869_diffdock_10,314.69934
CHEMBL2031296_diffdock_1,-18.69733
CHEMBL2031296_diffdock_2,98.55048
CHEMBL2031296_diffdock_3,101.82655
CHEMBL2031296_diffdock_4,115.66107
CHEMBL2031296_diffdock_5,137.94035
CHEMBL2031296_diffdock_6,104.38283
CHEMBL2031296_diffdock_7,120.71321
CHEMBL2031296_diffdock_8,118.89920
CHEMBL2031296_diffdock_9,108.81379
CHEMBL2031296_diffdock_10,149.05579
CHEMBL466174_diffdock_1,270.50430
CHEMBL466174_diffdock_2,295.85120
CHEMBL466174_diffdock_3,294.75818
CHEMBL466174_diffdock_4,168.50227
CHEMBL466174_diffdock_5,333.57452
CHEMBL466174_diffdock_6,249.57512
CHEMBL466174_diffdock_7,284.57559
CHEMBL466174_diffdock_8,433.47495
CHEMBL466174_diffdock_9,332.61621
CHEMBL466174_diffdock_10,253.12790
CHEMBL1945649_diffdock_1,11.21026
CHEMBL1945649_diffdock_2,44.92080
CHEMBL1945649_diffdock_3,6.38629
CHEMBL1945649_diffdock_4,103.17122
CHEMBL1945649_diffdock_5,120.47972
CHEMBL1945649_diffdock_6,56.28578
CHEMBL1945649_diffdock_7,94.57156
CHEMBL1945649_diffdock_8,101.62316
CHEMBL1945649_diffdock_9,88.10400
CHEMBL1945649_diffdock_10,151.06912
CHEMBL205149_diffdock_1,58.59853
CHEMBL205149_diffdock_2,108.94867
CHEMBL205149_diffdock_3,93.97086
CHEMBL205149_diffdock_4,46.16970
CHEMBL205149_diffdock_5,110.36879
CHEMBL205149_diffdock_6,59.54596
CHEMBL205149_diffdock_7,43.25804
CHEMBL205149_diffdock_8,107.61987
CHEMBL205149_diffdock_9,131.82823
CHEMBL205149_diffdock_10,135.69867
CHEMBL5198812_diffdock_1,49.49524
CHEMBL5198812_diffdock_2,36.36182
CHEMBL5198812_diffdock_3,110.10661
CHEMBL5198812_diffdock_4,170.59290
CHEMBL5198812_diffdock_5,49.77692
CHEMBL5198812_diffdock_6,133.39024
CHEMBL5198812_diffdock_7,182.00394
CHEMBL5198812_diffdock_8,262.99979
CHEMBL5198812_diffdock_9,440.83029
CHEMBL5198812_diffdock_10,494.03061
CHEMBL7819_diffdock_1,-26.25210
CHEMBL7819_diffdock_2,17.70082
CHEMBL7819_diffdock_3,42.00135
CHEMBL7819_diffdock_4,29.26458
CHEMBL7819_diffdock_5,36.29026
CHEMBL7819_diffdock_6,37.74456
CHEMBL7819_diffdock_7,69.80338
CHEMBL7819_diffdock_8,35.14598
CHEMBL7819_diffdock_9,-2.91276
CHEMBL7819_diffdock_10,-15.10548
CHEMBL5173449_diffdock_1,21.22609
CHEMBL5173449_diffdock_2,83.00365
CHEMBL5173449_diffdock_3,18.73575
CHEMBL5173449_diffdock_4,35.58326
CHEMBL5173449_diffdock_5,29.96730
CHEMBL5173449_diffdock_6,70.84429
CHEMBL5173449_diffdock_7,51.58403
CHEMBL5173449_diffdock_8,138.01332
CHEMBL5173449_diffdock_9,23.44503
CHEMBL5173449_diffdock_10,17.89486
CHEMBL341522_diffdock_1,69.86123
CHEMBL341522_diffdock_2,81.07729
CHEMBL341522_diffdock_3,158.15161
CHEMBL341522_diffdock_4,154.73489
CHEMBL341522_diffdock_5,151.63083
CHEMBL341522_diffdock_6,156.08185
CHEMBL341522_diffdock_7,148.85098
CHEMBL341522_diffdock_8,259.31134
CHEMBL341522_diffdock_9,168.16795
CHEMBL341522_diffdock_10,1.92080
CHEMBL1821886_diffdock_1,73.89654
CHEMBL1821886_diffdock_2,225.13644
CHEMBL1821886_diffdock_3,26.53680
CHEMBL1821886_diffdock_4,224.06311
CHEMBL1821886_diffdock_5,406.98315
CHEMBL1821886_diffdock_6,260.20261
CHEMBL1821886_diffdock_7,150.63037
CHEMBL1821886_diffdock_8,429.51971
CHEMBL1821886_diffdock_9,466.42001
CHEMBL1821886_diffdock_10,698.84241
CHEMBL4068047_diffdock_1,46.46069
CHEMBL4068047_diffdock_2,77.70023
CHEMBL4068047_diffdock_3,136.55000
CHEMBL4068047_diffdock_4,89.73666
CHEMBL4068047_diffdock_5,137.62579
CHEMBL4068047_diffdock_6,132.76704
CHEMBL4068047_diffdock_7,200.77176
CHEMBL4068047_diffdock_8,226.32205
CHEMBL4068047_diffdock_9,117.49168
CHEMBL4068047_diffdock_10,2.19520
CHEMBL141238_diffdock_1,75.94621
CHEMBL141238_diffdock_2,37.39720
CHEMBL141238_diffdock_3,4.26107
CHEMBL141238_diffdock_4,50.83730
CHEMBL141238_diffdock_5,59.85729
CHEMBL141238_diffdock_6,62.92225
CHEMBL141238_diffdock_7,162.95724
CHEMBL141238_diffdock_8,165.54401
CHEMBL141238_diffdock_9,162.00864
CHEMBL141238_diffdock_10,1.09760
CHEMBL176470_diffdock_1,38.88717
CHEMBL176470_diffdock_2,75.84971
CHEMBL176470_diffdock_3,70.27656
CHEMBL176470_diffdock_4,75.30392
CHEMBL176470_diffdock_5,52.72878
CHEMBL176470_diffdock_6,60.11098
CHEMBL176470_diffdock_7,106.63920
CHEMBL176470_diffdock_8,144.47113
CHEMBL176470_diffdock_9,93.02000
CHEMBL176470_diffdock_10,121.73611
CHEMBL1928301_diffdock_1,218.95593
CHEMBL1928301_diffdock_2,214.70442
CHEMBL1928301_diffdock_3,233.03865
CHEMBL1928301_diffdock_4,316.31226
CHEMBL1928301_diffdock_5,216.09776
CHEMBL1928301_diffdock_6,274.71564
CHEMBL1928301_diffdock_7,347.15604
CHEMBL1928301_diffdock_8,429.31750
CHEMBL1928301_diffdock_9,397.93295
CHEMBL1928301_diffdock_10,469.12057
CHEMBL1240553_diffdock_1,41.86399
CHEMBL1240553_diffdock_2,56.75264
CHEMBL1240553_diffdock_3,142.97778
CHEMBL1240553_diffdock_4,147.12396
CHEMBL1240553_diffdock_5,195.43089
CHEMBL1240553_diffdock_6,189.19907
CHEMBL1240553_diffdock_7,175.19704
CHEMBL1240553_diffdock_8,191.58168
CHEMBL1240553_diffdock_9,83.79179
CHEMBL1240553_diffdock_10,1.09760
CHEMBL4462965_diffdock_1,180.79552
CHEMBL4462965_diffdock_2,176.11612
CHEMBL4462965_diffdock_3,209.89742
CHEMBL4462965_diffdock_4,277.40509
CHEMBL4462965_diffdock_5,241.05411
CHEMBL4462965_diffdock_6,374.26315
CHEMBL4462965_diffdock_7,273.47409
CHEMBL4462965_diffdock_8,268.46048
CHEMBL4462965_diffdock_9,263.22385
CHEMBL4462965_diffdock_10,259.24493
CHEMBL166093_diffdock_1,145.99831
CHEMBL166093_diffdock_2,160.97035
CHEMBL166093_diffdock_3,81.63855
CHEMBL166093_diffdock_4,106.00599
CHEMBL166093_diffdock_5,167.42183
CHEMBL166093_diffdock_6,168.70299
CHEMBL166093_diffdock_7,184.66060
CHEMBL166093_diffdock_8,208.67104
CHEMBL166093_diffdock_9,274.92331
CHEMBL166093_diffdock_10,1.64640
CHEMBL329183_diffdock_1,25.77552
CHEMBL329183_diffdock_2,79.06242
CHEMBL329183_diffdock_3,63.14216
CHEMBL329183_diffdock_4,72.22475
CHEMBL329183_diffdock_5,102.80614
CHEMBL329183_diffdock_6,16.87644
CHEMBL329183_diffdock_7,102.74073
CHEMBL329183_diffdock_8,65.46081
CHEMBL329183_diffdock_9,104.10550
CHEMBL329183_diffdock_10,151.61824
CHEMBL1830277_diffdock_1,-30.39381
CHEMBL1830277_diffdock_2,-19.90208
CHEMBL1830277_diffdock_3,-25.23210
CHEMBL1830277_diffdock_4,-6.56138
CHEMBL1830277_diffdock_5,-27.68420
CHEMBL1830277_diffdock_6,11.22847
CHEMBL1830277_diffdock_7,-31.46011
CHEMBL1830277_diffdock_8,179.49684
CHEMBL1830277_diffdock_9,44.15322
CHEMBL1830277_diffdock_10,121.78870
CHEMBL1097189_diffdock_1,130.51848
CHEMBL1097189_diffdock_2,164.36713
CHEMBL1097189_diffdock_3,96.19144
CHEMBL1097189_diffdock_4,95.34375
CHEMBL1097189_diffdock_5,205.51799
CHEMBL1097189_diffdock_6,50.96720
CHEMBL1097189_diffdock_7,67.46175
CHEMBL1097189_diffdock_8,101.71325
CHEMBL1097189_diffdock_9,52.58990
CHEMBL1097189_diffdock_10,660.47516
CHEMBL2437460_diffdock_1,-11.64864
CHEMBL2437460_diffdock_2,20.40523
CHEMBL2437460_diffdock_3,-3.66762
CHEMBL2437460_diffdock_4,147.46277
CHEMBL2437460_diffdock_5,130.05908
CHEMBL2437460_diffdock_6,87.11546
CHEMBL2437460_diffdock_7,71.34283
CHEMBL2437460_diffdock_8,136.06328
CHEMBL2437460_diffdock_9,131.79562
CHEMBL2437460_diffdock_10,38.79050
CHEMBL1172773_diffdock_1,86.60651
CHEMBL1172773_diffdock_2,174.96446
CHEMBL1172773_diffdock_3,176.31145
CHEMBL1172773_diffdock_4,74.03316
CHEMBL1172773_diffdock_5,180.63777
CHEMBL1172773_diffdock_6,243.33380
CHEMBL1172773_diffdock_7,180.71448
CHEMBL1172773_diffdock_8,237.56587
CHEMBL1172773_diffdock_9,205.40829
CHEMBL1172773_diffdock_10,245.03273
CHEMBL512391_diffdock_1,-25.55023
CHEMBL512391_diffdock_2,6.01457
CHEMBL512391_diffdock_3,218.17381
CHEMBL512391_diffdock_4,227.65358
CHEMBL512391_diffdock_5,213.38826
CHEMBL512391_diffdock_6,161.81104
CHEMBL512391_diffdock_7,204.78430
CHEMBL512391_diffdock_8,638.18549
CHEMBL512391_diffdock_9,634.62280
CHEMBL512391_diffdock_10,1.64640
CHEMBL3671487_diffdock_1,92.22030
CHEMBL3671487_diffdock_2,60.12391
CHEMBL3671487_diffdock_3,51.49172
CHEMBL3671487_diffdock_4,80.08858
CHEMBL3671487_diffdock_5,122.62631
CHEMBL3671487_diffdock_6,91.04009
CHEMBL3671487_diffdock_7,143.10770
CHEMBL3671487_diffdock_8,98.23479
CHEMBL3671487_diffdock_9,39.32168
CHEMBL3671487_diffdock_10,130.52879
CHEMBL3132872_diffdock_1,41.93430
CHEMBL3132872_diffdock_2,78.40048
CHEMBL3132872_diffdock_3,95.32983
CHEMBL3132872_diffdock_4,150.31580
CHEMBL3132872_diffdock_5,152.64749
CHEMBL3132872_diffdock_6,79.18616
CHEMBL3132872_diffdock_7,93.13427
CHEMBL3132872_diffdock_8,97.39053
CHEMBL3132872_diffdock_9,87.00655
CHEMBL3132872_diffdock_10,1.09760
CHEMBL3763790_diffdock_1,142.11751
CHEMBL3763790_diffdock_2,87.41587
CHEMBL3763790_diffdock_3,133.67186
CHEMBL3763790_diffdock_4,101.00914
CHEMBL3763790_diffdock_5,127.04950
CHEMBL3763790_diffdock_6,185.10265
CHEMBL3763790_diffdock_7,368.01358
CHEMBL3763790_diffdock_8,178.39034
CHEMBL3763790_diffdock_9,153.20462
CHEMBL3763790_diffdock_10,777.83014
CHEMBL249511_diffdock_1,131.14230
CHEMBL249511_diffdock_2,114.65076
CHEMBL249511_diffdock_3,107.83405
CHEMBL249511_diffdock_4,171.78627
CHEMBL249511_diffdock_5,145.53125
CHEMBL249511_diffdock_6,182.67169
CHEMBL249511_diffdock_7,170.98949
CHEMBL249511_diffdock_8,316.70758
CHEMBL249511_diffdock_9,220.77534
CHEMBL249511_diffdock_10,1.09760
CHEMBL3425665_diffdock_1,110.04416
CHEMBL3425665_diffdock_2,127.97893
CHEMBL3425665_diffdock_3,195.76335
CHEMBL3425665_diffdock_4,128.72571
CHEMBL3425665_diffdock_5,250.99059
CHEMBL3425665_diffdock_6,194.63522
CHEMBL3425665_diffdock_7,318.52954
CHEMBL3425665_diffdock_8,68.31697
CHEMBL3425665_diffdock_9,35.84602
CHEMBL3425665_diffdock_10,2.74400
CHEMBL419137_diffdock_1,23.93890
CHEMBL419137_diffdock_2,62.81955
CHEMBL419137_diffdock_3,14.43653
CHEMBL419137_diffdock_4,108.14235
CHEMBL419137_diffdock_5,154.97102
CHEMBL419137_diffdock_6,216.66890
CHEMBL419137_diffdock_7,194.16728
CHEMBL419137_diffdock_8,248.53712
CHEMBL419137_diffdock_9,142.24301
CHEMBL419137_diffdock_10,444.98315
CHEMBL1242200_diffdock_1,64.59345
CHEMBL1242200_diffdock_2,76.52710
CHEMBL1242200_diffdock_3,96.88438
CHEMBL1242200_diffdock_4,81.08966
CHEMBL1242200_diffdock_5,108.39031
CHEMBL1242200_diffdock_6,111.23740
CHEMBL1242200_diffdock_7,114.14487
CHEMBL1242200_diffdock_8,123.18123
CHEMBL1242200_diffdock_9,163.80460
CHEMBL1242200_diffdock_10,155.93031
CHEMBL5192318_diffdock_1,-27.09106
CHEMBL5192318_diffdock_2,-26.80994
CHEMBL5192318_diffdock_3,-27.90689
CHEMBL5192318_diffdock_4,-12.97736
CHEMBL5192318_diffdock_5,-20.61473
CHEMBL5192318_diffdock_6,4.32074
CHEMBL5192318_diffdock_7,8.67446
CHEMBL5192318_diffdock_8,12.01950
CHEMBL5192318_diffdock_9,26.82035
CHEMBL5192318_diffdock_10,-0.03434
CHEMBL594810_diffdock_1,3.00781
CHEMBL594810_diffdock_2,64.78564
CHEMBL594810_diffdock_3,56.30244
CHEMBL594810_diffdock_4,31.92617
CHEMBL594810_diffdock_5,17.01465
CHEMBL594810_diffdock_6,41.45867
CHEMBL594810_diffdock_7,32.84133
CHEMBL594810_diffdock_8,119.86163
CHEMBL594810_diffdock_9,1.09760
CHEMBL594810_diffdock_10,1.09760
CHEMBL4067916_diffdock_1,238.76357
CHEMBL4067916_diffdock_2,248.59177
CHEMBL4067916_diffdock_3,189.31595
CHEMBL4067916_diffdock_4,265.84915
CHEMBL4067916_diffdock_5,313.01404
CHEMBL4067916_diffdock_6,254.30373
CHEMBL4067916_diffdock_7,358.39706
CHEMBL4067916_diffdock_8,295.10471
CHEMBL4067916_diffdock_9,307.81693
CHEMBL4067916_diffdock_10,406.41998
CHEMBL3903641_diffdock_1,-2.38564
CHEMBL3903641_diffdock_2,-32.91163
CHEMBL3903641_diffdock_3,1.92489
CHEMBL3903641_diffdock_4,28.16926
CHEMBL3903641_diffdock_5,-36.73081
CHEMBL3903641_diffdock_6,-29.52479
CHEMBL3903641_diffdock_7,2.69437
CHEMBL3903641_diffdock_8,-7.21259
CHEMBL3903641_diffdock_9,-38.21513
CHEMBL3903641_diffdock_10,2.19520
CHEMBL55379_diffdock_1,49.14551
CHEMBL55379_diffdock_2,26.09719
CHEMBL55379_diffdock_3,198.41953
CHEMBL55379_diffdock_4,19.70314
CHEMBL55379_diffdock_5,67.75718
CHEMBL55379_diffdock_6,146.22301
CHEMBL55379_diffdock_7,154.07643
CHEMBL55379_diffdock_8,186.71999
CHEMBL55379_diffdock_9,442.57825
CHEMBL55379_diffdock_10,1.64640
CHEMBL3263359_diffdock_1,31.77240
CHEMBL3263359_diffdock_2,174.48837
CHEMBL3263359_diffdock_3,85.21899
CHEMBL3263359_diffdock_4,39.67993
CHEMBL3263359_diffdock_5,32.72041
CHEMBL3263359_diffdock_6,215.64877
CHEMBL3263359_diffdock_7,199.71141
CHEMBL3263359_diffdock_8,302.19385
CHEMBL3263359_diffdock_9,213.45572
CHEMBL3263359_diffdock_10,366.72089
CHEMBL2064379_diffdock_1,94.68678
CHEMBL2064379_diffdock_2,97.90640
CHEMBL2064379_diffdock_3,70.62769
CHEMBL2064379_diffdock_4,206.83321
CHEMBL2064379_diffdock_5,186.05762
CHEMBL2064379_diffdock_6,195.02229
CHEMBL2064379_diffdock_7,212.02849
CHEMBL2064379_diffdock_8,173.52779
CHEMBL2064379_diffdock_9,327.97992
CHEMBL2064379_diffdock_10,146.02834
CHEMBL3676363_diffdock_1,82.09398
CHEMBL3676363_diffdock_2,142.63860
CHEMBL3676363_diffdock_3,74.65968
CHEMBL3676363_diffdock_4,87.91453
CHEMBL3676363_diffdock_5,98.46956
CHEMBL3676363_diffdock_6,161.80899
CHEMBL3676363_diffdock_7,131.67531
CHEMBL3676363_diffdock_8,119.19440
CHEMBL3676363_diffdock_9,116.06510
CHEMBL3676363_diffdock_10,126.67021
CHEMBL4749501_diffdock_1,76.76879
CHEMBL4749501_diffdock_2,60.88013
CHEMBL4749501_diffdock_3,81.59117
CHEMBL4749501_diffdock_4,99.49905
CHEMBL4749501_diffdock_5,89.37015
CHEMBL4749501_diffdock_6,81.48039
CHEMBL4749501_diffdock_7,121.79154
CHEMBL4749501_diffdock_8,140.39133
CHEMBL4749501_diffdock_9,138.10455
CHEMBL4749501_diffdock_10,115.25059
CHEMBL80540_diffdock_1,308.47812
CHEMBL80540_diffdock_2,244.15201
CHEMBL80540_diffdock_3,180.70506
CHEMBL80540_diffdock_4,152.08092
CHEMBL80540_diffdock_5,195.69220
CHEMBL80540_diffdock_6,186.64128
CHEMBL80540_diffdock_7,315.25510
CHEMBL80540_diffdock_8,357.47855
CHEMBL80540_diffdock_9,342.27896
CHEMBL80540_diffdock_10,253.18610
CHEMBL4443188_diffdock_1,106.54208
CHEMBL4443188_diffdock_2,154.44292
CHEMBL4443188_diffdock_3,133.19354
CHEMBL4443188_diffdock_4,147.56487
CHEMBL4443188_diffdock_5,100.75826
CHEMBL4443188_diffdock_6,100.31084
CHEMBL4443188_diffdock_7,170.46877
CHEMBL4443188_diffdock_8,125.09004
CHEMBL4443188_diffdock_9,202.65628
CHEMBL4443188_diffdock_10,132.03987
CHEMBL4583858_diffdock_1,99.17882
CHEMBL4583858_diffdock_2,136.28873
CHEMBL4583858_diffdock_3,107.85349
CHEMBL4583858_diffdock_4,194.38890
CHEMBL4583858_diffdock_5,137.45625
CHEMBL4583858_diffdock_6,127.58401
CHEMBL4583858_diffdock_7,270.67300
CHEMBL4583858_diffdock_8,134.16652
CHEMBL4583858_diffdock_9,407.63287
CHEMBL4583858_diffdock_10,599.78033
CHEMBL3818970_diffdock_1,181.39821
CHEMBL3818970_diffdock_2,191.70801
CHEMBL3818970_diffdock_3,201.90234
CHEMBL3818970_diffdock_4,173.42870
CHEMBL3818970_diffdock_5,151.24614
CHEMBL3818970_diffdock_6,228.23279
CHEMBL3818970_diffdock_7,214.54608
CHEMBL3818970_diffdock_8,148.11375
CHEMBL3818970_diffdock_9,392.54700
CHEMBL3818970_diffdock_10,2.46960
CHEMBL3416627_diffdock_1,158.16261
CHEMBL3416627_diffdock_2,247.98010
CHEMBL3416627_diffdock_3,212.58318
CHEMBL3416627_diffdock_4,221.21768
CHEMBL3416627_diffdock_5,253.99197
CHEMBL3416627_diffdock_6,267.91119
CHEMBL3416627_diffdock_7,218.59219
CHEMBL3416627_diffdock_8,244.77591
CHEMBL3416627_diffdock_9,268.40738
CHEMBL3416627_diffdock_10,267.26517
CHEMBL4070053_diffdock_1,43.26049
CHEMBL4070053_diffdock_2,161.56816
CHEMBL4070053_diffdock_3,193.05981
CHEMBL4070053_diffdock_4,86.04053
CHEMBL4070053_diffdock_5,128.69070
CHEMBL4070053_diffdock_6,143.82300
CHEMBL4070053_diffdock_7,170.40109
CHEMBL4070053_diffdock_8,114.28687
CHEMBL4070053_diffdock_9,241.58603
CHEMBL4070053_diffdock_10,3.84160
CHEMBL459_diffdock_1,-11.89964
CHEMBL459_diffdock_2,-17.14865
CHEMBL459_diffdock_3,-16.97465
CHEMBL459_diffdock_4,-8.92760
CHEMBL459_diffdock_5,-15.85279
CHEMBL459_diffdock_6,-18.67461
CHEMBL459_diffdock_7,-16.03404
CHEMBL459_diffdock_8,-14.85411
CHEMBL459_diffdock_9,19.65531
CHEMBL459_diffdock_10,0.82320
CHEMBL5209100_diffdock_1,326.96024
CHEMBL5209100_diffdock_2,286.95322
CHEMBL5209100_diffdock_3,398.88675
CHEMBL5209100_diffdock_4,353.73669
CHEMBL5209100_diffdock_5,273.37128
CHEMBL5209100_diffdock_6,425.66116
CHEMBL5209100_diffdock_7,508.67184
CHEMBL5209100_diffdock_8,408.64145
CHEMBL5209100_diffdock_9,221.84215
CHEMBL5209100_diffdock_10,1.09760
CHEMBL203132_diffdock_1,22.06335
CHEMBL203132_diffdock_2,4.65240
CHEMBL203132_diffdock_3,40.69650
CHEMBL203132_diffdock_4,28.49099
CHEMBL203132_diffdock_5,84.53310
CHEMBL203132_diffdock_6,140.43828
CHEMBL203132_diffdock_7,113.02396
CHEMBL203132_diffdock_8,146.81610
CHEMBL203132_diffdock_9,0.54880
CHEMBL203132_diffdock_10,0.54880
CHEMBL4284413_diffdock_1,-27.77326
CHEMBL4284413_diffdock_2,-6.64502
CHEMBL4284413_diffdock_3,99.83815
CHEMBL4284413_diffdock_4,-11.23220
CHEMBL4284413_diffdock_5,61.15138
CHEMBL4284413_diffdock_6,-16.46490
CHEMBL4284413_diffdock_7,36.86172
CHEMBL4284413_diffdock_8,5.27393
CHEMBL4284413_diffdock_9,135.39497
CHEMBL4284413_diffdock_10,1.09760
CHEMBL3325480_diffdock_1,184.54854
CHEMBL3325480_diffdock_2,318.78235
CHEMBL3325480_diffdock_3,528.26428
CHEMBL3325480_diffdock_4,253.87350
CHEMBL3325480_diffdock_5,351.21085
CHEMBL3325480_diffdock_6,517.32788
CHEMBL3325480_diffdock_7,545.37457
CHEMBL3325480_diffdock_8,381.00613
CHEMBL3325480_diffdock_9,524.03552
CHEMBL3325480_diffdock_10,532.86328
CHEMBL2385993_diffdock_1,210.64394
CHEMBL2385993_diffdock_2,74.13043
CHEMBL2385993_diffdock_3,80.00998
CHEMBL2385993_diffdock_4,90.99127
CHEMBL2385993_diffdock_5,74.07038
CHEMBL2385993_diffdock_6,124.21350
CHEMBL2385993_diffdock_7,361.23212
CHEMBL2385993_diffdock_8,197.40387
CHEMBL2385993_diffdock_9,237.83040
CHEMBL2385993_diffdock_10,277.53320
CHEMBL4794670_diffdock_1,281.36273
CHEMBL4794670_diffdock_2,169.95396
CHEMBL4794670_diffdock_3,246.56073
CHEMBL4794670_diffdock_4,205.20485
CHEMBL4794670_diffdock_5,236.71971
CHEMBL4794670_diffdock_6,265.69843
CHEMBL4794670_diffdock_7,178.91354
CHEMBL4794670_diffdock_8,145.58157
CHEMBL4794670_diffdock_9,426.98813
CHEMBL4794670_diffdock_10,3.84160
CHEMBL3613695_diffdock_1,3.74457
CHEMBL3613695_diffdock_2,-15.79854
CHEMBL3613695_diffdock_3,192.10829
CHEMBL3613695_diffdock_4,163.88574
CHEMBL3613695_diffdock_5,273.95441
CHEMBL3613695_diffdock_6,497.91183
CHEMBL3613695_diffdock_7,259.57382
CHEMBL3613695_diffdock_8,524.24994
CHEMBL3613695_diffdock_9,430.10046
CHEMBL3613695_diffdock_10,1.64640
CHEMBL4228672_diffdock_1,67.54575
CHEMBL4228672_diffdock_2,1.12898
CHEMBL4228672_diffdock_3,-27.38776
CHEMBL4228672_diffdock_4,-23.26508
CHEMBL4228672_diffdock_5,18.11298
CHEMBL4228672_diffdock_6,-9.82811
CHEMBL4228672_diffdock_7,111.88541
CHEMBL4228672_diffdock_8,4.72213
CHEMBL4228672_diffdock_9,101.02798
CHEMBL4228672_diffdock_10,264.91260
CHEMBL3763627_diffdock_1,257.26959
CHEMBL3763627_diffdock_2,318.96136
CHEMBL3763627_diffdock_3,281.47900
CHEMBL3763627_diffdock_4,286.26416
CHEMBL3763627_diffdock_5,409.10217
CHEMBL3763627_diffdock_6,295.30386
CHEMBL3763627_diffdock_7,271.42276
CHEMBL3763627_diffdock_8,354.76587
CHEMBL3763627_diffdock_9,308.47888
CHEMBL3763627_diffdock_10,2.74400
CHEMBL206782_diffdock_1,362.38153
CHEMBL206782_diffdock_2,279.12860
CHEMBL206782_diffdock_3,289.68716
CHEMBL206782_diffdock_4,222.76590
CHEMBL206782_diffdock_5,365.36313
CHEMBL206782_diffdock_6,285.00470
CHEMBL206782_diffdock_7,341.01770
CHEMBL206782_diffdock_8,302.76328
CHEMBL206782_diffdock_9,744.91681
CHEMBL206782_diffdock_10,508.89307
CHEMBL2032376_diffdock_1,2.63549
CHEMBL2032376_diffdock_2,23.93014
CHEMBL2032376_diffdock_3,60.65987
CHEMBL2032376_diffdock_4,38.90146
CHEMBL2032376_diffdock_5,29.22120
CHEMBL2032376_diffdock_6,37.63158
CHEMBL2032376_diffdock_7,12.65531
CHEMBL2032376_diffdock_8,107.13096
CHEMBL2032376_diffdock_9,123.12635
