ID,rfscore_v3
CHEMBL4228672_flexx_10,7.554551834665334
CHEMBL3263359_flexx_01,6.482297836940847
CHEMBL3263359_flexx_02,6.458609670274179
CHEMBL3263359_flexx_03,6.462626601010108
CHEMBL3263359_flexx_04,6.467742505772012
CHEMBL3263359_flexx_05,6.517041330558335
CHEMBL3263359_flexx_06,6.4257466940837045
CHEMBL3263359_flexx_07,6.55789888467089
CHEMBL3263359_flexx_08,6.395675996392503
CHEMBL3263359_flexx_09,6.459095157287166
CHEMBL3263359_flexx_10,6.513859210789218
CHEMBL5192038_flexx_01,6.828221647352647
CHEMBL5192038_flexx_02,6.921481777417024
CHEMBL5192038_flexx_03,7.0909143625541144
CHEMBL5192038_flexx_04,6.714369510267515
CHEMBL5192038_flexx_05,6.912603738677989
CHEMBL5192038_flexx_06,7.106015440281938
CHEMBL5192038_flexx_07,6.245971657453652
CHEMBL5192038_flexx_08,6.687404321955826
CHEMBL5192038_flexx_09,6.2357144745532205
CHEMBL5192038_flexx_10,6.813704582112336
CHEMBL3623286_flexx_01,7.449373161838163
CHEMBL3623286_flexx_02,7.530903210178709
CHEMBL3623286_flexx_03,7.329213821289823
CHEMBL3623286_flexx_04,7.3413822577977585
CHEMBL3623286_flexx_05,7.479211605561104
CHEMBL3623286_flexx_06,7.300055300366302
CHEMBL3623286_flexx_07,7.56770455000555
CHEMBL3623286_flexx_08,7.2388166704961705
CHEMBL3623286_flexx_09,7.3959546385281385
CHEMBL3623286_flexx_10,7.164747451492952
CHEMBL2031296_flexx_01,6.590380758130758
CHEMBL2031296_flexx_02,6.5490186816516776
CHEMBL2031296_flexx_03,6.385365486291487
CHEMBL2031296_flexx_04,6.497601375013871
CHEMBL2031296_flexx_05,6.767881544566544
CHEMBL2031296_flexx_06,6.761689069819069
CHEMBL2031296_flexx_07,6.425276942113444
CHEMBL2031296_flexx_08,6.838713441391942
CHEMBL2031296_flexx_09,6.517581709362534
CHEMBL2031296_flexx_10,6.805314950771453
CHEMBL3741026_flexx_01,7.546618323842821
CHEMBL3741026_flexx_02,7.505334614718613
CHEMBL3741026_flexx_03,7.237961139749139
CHEMBL3741026_flexx_04,7.330772735597736
CHEMBL3741026_flexx_05,7.545335239704739
CHEMBL3741026_flexx_06,7.308674685481185
CHEMBL3741026_flexx_07,7.263894248973246
CHEMBL3741026_flexx_08,7.219254365023866
CHEMBL3741026_flexx_09,7.442758758297255
CHEMBL3741026_flexx_10,7.446593596070595
CHEMBL3221557_flexx_01,7.3500296156621285
CHEMBL3221557_flexx_02,7.285479814074827
CHEMBL3221557_flexx_03,7.38028728088579
CHEMBL3221557_flexx_04,7.321669620712634
CHEMBL3221557_flexx_05,7.355986653901665
CHEMBL3221557_flexx_06,7.298312820568334
CHEMBL3221557_flexx_07,7.3753168855033975
CHEMBL3221557_flexx_08,7.359940447552461
CHEMBL3221557_flexx_09,7.27770613802865
CHEMBL3221557_flexx_10,6.548314137933959
CHEMBL4164936_flexx_01,7.678215668498167
CHEMBL4164936_flexx_02,7.678946065989569
CHEMBL4164936_flexx_03,7.706654224386719
CHEMBL4164936_flexx_04,7.490481382561884
CHEMBL4164936_flexx_05,7.41887822449773
CHEMBL4164936_flexx_06,7.41874414352315
CHEMBL4164936_flexx_07,7.487501311133312
CHEMBL4164936_flexx_08,7.587859522866029
CHEMBL4164936_flexx_09,7.437340931956942
CHEMBL4164936_flexx_10,7.51241094350095
CHEMBL593760_flexx_01,7.275397233377729
CHEMBL593760_flexx_02,7.619323788267293
CHEMBL593760_flexx_03,7.282780589133093
CHEMBL593760_flexx_04,7.600690351759355
CHEMBL593760_flexx_05,7.214118601953608
CHEMBL593760_flexx_06,7.2410160241980295
CHEMBL593760_flexx_07,7.162407139360639
CHEMBL593760_flexx_08,7.202092955599955
CHEMBL593760_flexx_09,7.177742501054502
CHEMBL593760_flexx_10,7.268214136752144
CHEMBL3425665_flexx_01,7.378033866522372
CHEMBL3425665_flexx_02,7.433436768398271
CHEMBL3425665_flexx_03,7.507002377344878
CHEMBL3425665_flexx_04,7.416015699855702
CHEMBL3425665_flexx_05,7.444399126984126
CHEMBL3425665_flexx_06,7.416394295093797
CHEMBL3425665_flexx_07,7.622528497835495
CHEMBL3425665_flexx_08,7.397166585858589
CHEMBL3425665_flexx_09,7.488490731601729
CHEMBL3425665_flexx_10,7.592276502164499
CHEMBL308672_flexx_01,7.491090203574204
CHEMBL308672_flexx_02,7.44150277505828
CHEMBL308672_flexx_03,7.4261958645243675
CHEMBL308672_flexx_04,7.324866310189812
CHEMBL308672_flexx_05,7.399597300255305
CHEMBL308672_flexx_06,7.4155446088911114
CHEMBL308672_flexx_07,7.414795871905875
CHEMBL308672_flexx_08,7.346005157731161
CHEMBL308672_flexx_09,7.355230370795873
CHEMBL308672_flexx_10,7.466206685259182
CHEMBL425402_flexx_01,7.007055187978691
CHEMBL425402_flexx_02,6.630293580808089
CHEMBL425402_flexx_03,6.787952916527926
CHEMBL425402_flexx_04,6.765034659562666
CHEMBL425402_flexx_05,6.622789180708189
CHEMBL425402_flexx_06,6.681459770229777
CHEMBL425402_flexx_07,6.759803306637809
CHEMBL425402_flexx_08,6.7738312864912915
CHEMBL425402_flexx_09,6.801460967199471
CHEMBL425402_flexx_10,6.802360638916643
CHEMBL589561_flexx_01,7.097213072261067
CHEMBL589561_flexx_02,6.3262348430735935
CHEMBL589561_flexx_03,7.09732305355755
CHEMBL589561_flexx_04,7.196685492007989
CHEMBL589561_flexx_05,7.119160500832497
CHEMBL589561_flexx_06,6.7971152678432665
CHEMBL589561_flexx_07,7.005522630092124
CHEMBL589561_flexx_08,6.499078608946607
CHEMBL589561_flexx_09,6.373550371933624
CHEMBL589561_flexx_10,6.005881583749588
CHEMBL5192318_flexx_01,6.050210065101565
CHEMBL5192318_flexx_02,5.50844755661006
CHEMBL5192318_flexx_03,5.908010015151516
CHEMBL5192318_flexx_04,6.155048596847593
CHEMBL5192318_flexx_05,5.653831960539462
CHEMBL5192318_flexx_06,5.75304167216117
CHEMBL5192318_flexx_07,5.613647492063491
CHEMBL5192318_flexx_08,6.060597740370741
CHEMBL5192318_flexx_09,5.824582324675326
CHEMBL5192318_flexx_10,6.2010459241869285
CHEMBL3671487_flexx_01,7.272988041514048
CHEMBL3671487_flexx_02,7.3855191940837
CHEMBL3671487_flexx_03,7.3395574004329065
CHEMBL3671487_flexx_04,7.4796101526251535
CHEMBL3671487_flexx_05,7.398103761571768
CHEMBL3671487_flexx_06,7.325069648296153
CHEMBL3671487_flexx_07,7.438385502553008
CHEMBL3671487_flexx_08,7.541610091297597
CHEMBL3671487_flexx_09,7.426584602120107
CHEMBL3671487_flexx_10,7.3353652355977434
CHEMBL80540_flexx_01,7.138290217171718
CHEMBL80540_flexx_02,7.484695512987016
CHEMBL80540_flexx_03,7.138290217171719
CHEMBL80540_flexx_04,7.169165736652239
CHEMBL80540_flexx_05,7.176552419191921
CHEMBL80540_flexx_06,7.025355606671109
CHEMBL80540_flexx_07,7.378922996115
CHEMBL80540_flexx_08,7.385504273892778
CHEMBL80540_flexx_09,7.044953065656566
CHEMBL80540_flexx_10,7.038186018037519
CHEMBL3087206_flexx_1,7.3940498106893155
CHEMBL3087206_flexx_2,7.323784909645907
CHEMBL3087206_flexx_3,7.462060126484628
CHEMBL3087206_flexx_4,7.450676959817961
CHEMBL3087206_flexx_5,7.449761523032525
CHEMBL3087206_flexx_6,7.442520562104568
CHEMBL3087206_flexx_7,7.48185870568321
CHEMBL2424794_flexx_01,6.963330947330447
CHEMBL2424794_flexx_02,7.04197295454546
CHEMBL2424794_flexx_03,7.200694057831051
CHEMBL2424794_flexx_04,7.19340621295371
CHEMBL2424794_flexx_05,6.976638863636358
CHEMBL2424794_flexx_06,6.927398188422685
CHEMBL2424794_flexx_07,7.108227922799428
CHEMBL2424794_flexx_08,7.074041930735939
CHEMBL2424794_flexx_09,7.140680018037526
CHEMBL2424794_flexx_10,6.875574945165945
CHEMBL1928944_flexx_01,7.558685534077027
CHEMBL1928944_flexx_02,7.3408462808302755
CHEMBL1928944_flexx_03,7.316863974358972
CHEMBL1928944_flexx_04,7.362151830558329
CHEMBL1928944_flexx_05,7.311288516539016
CHEMBL1928944_flexx_06,6.830355866133865
CHEMBL1928944_flexx_07,7.2901747281052245
CHEMBL1928944_flexx_08,6.755446715340213
CHEMBL1928944_flexx_09,7.023994945887446
CHEMBL1928944_flexx_10,6.964105082084581
CHEMBL31815_flexx_01,6.641995908924408
CHEMBL31815_flexx_02,6.64956064202464
CHEMBL31815_flexx_03,6.670100629870127
CHEMBL31815_flexx_04,6.684292284826284
CHEMBL31815_flexx_05,6.558505111832609
CHEMBL31815_flexx_06,6.661103635475634
CHEMBL31815_flexx_07,6.444356843434344
CHEMBL31815_flexx_08,6.488078841103339
CHEMBL31815_flexx_09,6.39678254978355
CHEMBL31815_flexx_10,6.579554543123544
CHEMBL4439338_flexx_01,7.608631361027861
CHEMBL4439338_flexx_02,7.596512897824396
CHEMBL4439338_flexx_03,7.578920592629595
CHEMBL4439338_flexx_04,7.603998271006775
CHEMBL4439338_flexx_05,7.618646378343881
CHEMBL4439338_flexx_06,7.543379562049068
CHEMBL4439338_flexx_07,7.558687275890778
CHEMBL4439338_flexx_08,7.706901239815736
CHEMBL4439338_flexx_09,7.624524484015983
CHEMBL4439338_flexx_10,7.6761900871350885
CHEMBL594810_flexx_01,6.961307823176831
CHEMBL594810_flexx_02,6.954475183927188
CHEMBL594810_flexx_03,6.9776015569430605
CHEMBL594810_flexx_04,7.05463113736264
CHEMBL594810_flexx_05,6.977976173437679
CHEMBL594810_flexx_06,6.992386205128211
CHEMBL594810_flexx_07,7.032357012487518
CHEMBL594810_flexx_08,6.967881960261962
CHEMBL594810_flexx_09,6.583321670607174
CHEMBL594810_flexx_10,6.9257019605949655
CHEMBL3818970_flexx_01,7.623953784271284
CHEMBL3818970_flexx_02,7.618406261516256
CHEMBL3818970_flexx_03,7.755080671717171
CHEMBL3818970_flexx_04,7.681148737706732
CHEMBL3818970_flexx_05,7.653338261516257
CHEMBL3818970_flexx_06,7.740887932289926
CHEMBL3818970_flexx_07,7.659074032578525
CHEMBL3818970_flexx_08,7.723192456099449
CHEMBL3818970_flexx_09,7.573950676379171
CHEMBL3818970_flexx_10,7.728024654512148
CHEMBL1204261_flexx_01,6.958913032634031
CHEMBL1204261_flexx_02,7.0643022303252305
CHEMBL1204261_flexx_03,6.9620765362415336
CHEMBL1204261_flexx_04,7.056450376068375
CHEMBL1204261_flexx_05,6.9351064359529335
CHEMBL1204261_flexx_06,6.915113067266065
CHEMBL1204261_flexx_07,6.900100257742255
CHEMBL1204261_flexx_08,6.91194802109002
CHEMBL1204261_flexx_09,6.966690320512819
CHEMBL1204261_flexx_10,6.924728696414696
CHEMBL1242294_flexx_01,7.323658661727171
CHEMBL1242294_flexx_02,7.068299928293929
CHEMBL1242294_flexx_03,7.270511671106676
CHEMBL1242294_flexx_04,7.186587938061939
CHEMBL1242294_flexx_05,7.233090152347657
CHEMBL1242294_flexx_06,7.16736551237652
CHEMBL1242294_flexx_07,7.353554754079263
CHEMBL1242294_flexx_08,7.073592829448332
CHEMBL1242294_flexx_09,7.147938186313695
CHEMBL1242294_flexx_10,7.055207704351207
CHEMBL4745521_flexx_01,7.762354325840819
