ID,RTMScore
CHEMBL4583545_diffdock_1,1.089781130767916
CHEMBL4444312_diffdock_1,1.0716008137131585
CHEMBL5172251_diffdock_6,1.0137169369220957
CHEMBL4552429_diffdock_6,0.9839089592030635
CHEMBL4166609_diffdock_3,0.9814787906629713
CHEMBL4467561_diffdock_5,0.960294084503643
CHEMBL3639984_diffdock_5,0.9527399931485009
CHEMBL4583545_diffdock_5,0.9485231675383096
CHEMBL4552429_diffdock_2,0.9453539185799295
CHEMBL4522613_diffdock_8,0.9404454630620076
CHEMBL5179538_diffdock_1,0.932122704968286
CHEMBL5172251_diffdock_4,0.9278542134953932
CHEMBL2029434_diffdock_6,0.92334796263721
CHEMBL4449391_diffdock_1,0.9166240956736266
CHEMBL3353402_diffdock_1,0.9143065556153475
CHEMBL5194174_diffdock_5,0.911669542307796
CHEMBL5172251_diffdock_9,0.9075432282639548
CHEMBL5179357_diffdock_7,0.9056580521974363
CHEMBL3639984_diffdock_6,0.9041463876200257
CHEMBL5087815_diffdock_5,0.8947658271085615
CHEMBL4449391_diffdock_2,0.8932826435136495
CHEMBL5193149_diffdock_2,0.8931888428132307
CHEMBL3639984_diffdock_1,0.8905115415666958
CHEMBL2381514_diffdock_6,0.8899912938343142
CHEMBL2381506_diffdock_1,0.880081847257799
CHEMBL5087815_diffdock_2,0.8771041211805315
CHEMBL4282688_diffdock_1,0.8767954575778832
CHEMBL5193149_diffdock_5,0.8765687856328694
CHEMBL5087815_diffdock_4,0.8764947737271749
CHEMBL5193149_diffdock_7,0.8759173774875173
CHEMBL4583545_diffdock_6,0.8732305486267069
CHEMBL1643971_diffdock_1,0.8708267071451272
CHEMBL4516287_diffdock_1,0.8651032153261491
CHEMBL4522613_diffdock_7,0.8633128587104423
CHEMBL4467561_diffdock_4,0.861683574129147
CHEMBL3699581_diffdock_4,0.8611039410568078
CHEMBL4229010_diffdock_3,0.8608585399025399
CHEMBL4642177_diffdock_2,0.8593049300029032
CHEMBL4565984_diffdock_8,0.8579679479181728
CHEMBL3353404_diffdock_5,0.8570277997639936
CHEMBL5199169_diffdock_1,0.8562061164666309
CHEMBL4747078_diffdock_1,0.8555496103820216
CHEMBL5193149_diffdock_3,0.8534515212262638
CHEMBL4286318_diffdock_2,0.8512426336875581
CHEMBL4129781_diffdock_1,0.8462616441752111
CHEMBL5075204_diffdock_2,0.8456592895557093
CHEMBL4444312_diffdock_2,0.8435846316349861
CHEMBL4465103_diffdock_1,0.8422317811216774
CHEMBL4583545_diffdock_3,0.8401965046363867
CHEMBL5206715_diffdock_6,0.8397919774554711
CHEMBL4540442_diffdock_8,0.8395672039150108
CHEMBL4540442_diffdock_6,0.8386648379894307
CHEMBL5203220_diffdock_3,0.8374172019577647
CHEMBL4091276_diffdock_6,0.8352076486890391
CHEMBL4548960_diffdock_4,0.8349682468062736
CHEMBL4565984_diffdock_2,0.8345946823131964
CHEMBL3940401_diffdock_8,0.8339492631836009
CHEMBL3639984_diffdock_9,0.8336424157740092
CHEMBL3639984_diffdock_10,0.833524472947077
CHEMBL4091276_diffdock_5,0.8293459015381383
CHEMBL4583545_diffdock_2,0.8250724853874931
CHEMBL4747078_diffdock_8,0.8250154904852072
CHEMBL3699597_diffdock_3,0.8249088014359583
CHEMBL5197545_diffdock_4,0.8209949844342616
CHEMBL5179357_diffdock_1,0.8166755846807704
CHEMBL4642177_diffdock_1,0.8160884391474085
CHEMBL3639984_diffdock_3,0.8133348750571561
CHEMBL4516287_diffdock_5,0.8113759795088548
CHEMBL4640686_diffdock_6,0.8112848575395042
CHEMBL4215496_diffdock_1,0.809456388049032
CHEMBL4548960_diffdock_5,0.8090142383609248
CHEMBL4449391_diffdock_3,0.8080103424445504
CHEMBL5179538_diffdock_2,0.8073090305251827
CHEMBL3699612_diffdock_1,0.8067043616786246
CHEMBL5194174_diffdock_8,0.8063175367272176
CHEMBL5172251_diffdock_7,0.8061391804150362
CHEMBL4069277_diffdock_5,0.8048440102804744
CHEMBL3353404_diffdock_1,0.803368817645216
CHEMBL4642177_diffdock_3,0.8028436426087029
CHEMBL2381511_diffdock_1,0.8023856289151713
CHEMBL5087815_diffdock_6,0.8011569314058498
CHEMBL5172794_diffdock_1,0.8010275097932953
CHEMBL19978_diffdock_4,0.7994639060351324
CHEMBL5169450_diffdock_6,0.7980994233067746
CHEMBL4565984_diffdock_5,0.797820866901358
CHEMBL5206715_diffdock_5,0.7977502965819646
CHEMBL4467561_diffdock_2,0.7964644545043115
CHEMBL4553685_diffdock_7,0.7956809120676761
CHEMBL3425670_diffdock_8,0.7956751912916722
CHEMBL4444312_diffdock_3,0.795578349596637
CHEMBL4464589_diffdock_5,0.7943357398027817
CHEMBL4129607_diffdock_3,0.7897590857827621
CHEMBL4540442_diffdock_1,0.788980183957404
CHEMBL5199169_diffdock_2,0.7873191863714629
CHEMBL5075204_diffdock_1,0.7867689442265188
CHEMBL5200598_diffdock_3,0.786145094850863
CHEMBL4747078_diffdock_4,0.7859724459784269
CHEMBL4552429_diffdock_1,0.7859468428323219
CHEMBL3753228_diffdock_5,0.7859173648845363
CHEMBL3943489_diffdock_3,0.7858253135686869
CHEMBL5199169_diffdock_5,0.7849772989542595
CHEMBL3753874_diffdock_8,0.7837806499369361
CHEMBL5179357_diffdock_5,0.7833399879430263
CHEMBL3699598_diffdock_3,0.78286059054742
CHEMBL4449391_diffdock_9,0.7820691595652784
CHEMBL4286318_diffdock_4,0.7814799536160838
CHEMBL4282543_diffdock_6,0.7810793204955304
CHEMBL2381511_diffdock_5,0.7809602954232354
CHEMBL5206715_diffdock_7,0.7800064408187138
CHEMBL3699612_diffdock_3,0.7777797165773592
CHEMBL5175316_diffdock_1,0.7771103513339228
CHEMBL5203220_diffdock_8,0.7767973795261968
CHEMBL3699599_diffdock_4,0.7767612634122671
CHEMBL4552429_diffdock_3,0.7763294071769994
CHEMBL4583545_diffdock_8,0.7762683771151083
CHEMBL3699582_diffdock_1,0.7756972640920032
CHEMBL4747078_diffdock_9,0.7749446858611434
CHEMBL1643971_diffdock_3,0.7749068537595571
CHEMBL3699581_diffdock_5,0.7749037981514002
CHEMBL4522613_diffdock_5,0.7739498660141289
CHEMBL3219130_diffdock_1,0.772782130851095
CHEMBL5087815_diffdock_1,0.7727014172666063
CHEMBL3699598_diffdock_6,0.7723805270791686
CHEMBL4790568_diffdock_3,0.7712334265729341
CHEMBL5172794_diffdock_5,0.7709433316902796
CHEMBL4282688_diffdock_5,0.7697604865956217
CHEMBL4079658_diffdock_2,0.7691382049293625
CHEMBL4216551_diffdock_2,0.768403982664345
CHEMBL5203220_diffdock_9,0.7660453380300458
CHEMBL5172251_diffdock_1,0.7630836206880829
CHEMBL3219130_diffdock_3,0.7625584351014292
CHEMBL4126358_diffdock_2,0.7602721884414653
CHEMBL4640686_diffdock_10,0.7602161207590011
CHEMBL1643971_diffdock_2,0.7595114947786938
CHEMBL3699611_diffdock_2,0.7595014154878859
CHEMBL5194174_diffdock_2,0.7594374015947306
CHEMBL3699582_diffdock_2,0.7593395751660801
CHEMBL4215496_diffdock_5,0.7591932379502975
CHEMBL3699612_diffdock_8,0.7590569310701838
CHEMBL4204937_diffdock_3,0.7583771352586668
CHEMBL4126797_diffdock_1,0.7578509126196333
CHEMBL5200598_diffdock_4,0.757681910115571
CHEMBL5203220_diffdock_5,0.7570501995309354
CHEMBL4228848_diffdock_7,0.7567622732606948
CHEMBL4522613_diffdock_2,0.7562432495015874
CHEMBL4747078_diffdock_2,0.7561192649150418
CHEMBL4540442_diffdock_7,0.7560696742313072
CHEMBL5200598_diffdock_7,0.7559532117771566
CHEMBL5206164_diffdock_1,0.7551124481547672
CHEMBL5206715_diffdock_8,0.7546921640535459
CHEMBL3699582_diffdock_8,0.7525937701743244
CHEMBL5172251_diffdock_2,0.7523434157693375
CHEMBL4129781_diffdock_4,0.7520342259444881
CHEMBL4079658_diffdock_7,0.7517691333995885
CHEMBL4282543_diffdock_1,0.7516221667652101
CHEMBL4552429_diffdock_7,0.7515679459419329
CHEMBL4228848_diffdock_2,0.7511667827474877
CHEMBL3753874_diffdock_2,0.7508637430702555
CHEMBL5200598_diffdock_2,0.7495254251917614
CHEMBL3087208_diffdock_5,0.7492287096848478
CHEMBL5172251_diffdock_3,0.748504223287928
CHEMBL2381514_diffdock_2,0.7470380748237291
CHEMBL4166609_diffdock_8,0.7469852594649465
CHEMBL4126358_diffdock_3,0.7459426006258071
CHEMBL1643971_diffdock_5,0.7452684008604724
CHEMBL4215496_diffdock_2,0.7450400172839591
CHEMBL4282688_diffdock_3,0.7449253976533553
CHEMBL3699612_diffdock_2,0.7448657822046741
CHEMBL3087208_diffdock_1,0.7442208204066738
CHEMBL5172251_diffdock_5,0.7433161767982157
CHEMBL3699582_diffdock_6,0.7432699680241849
CHEMBL4451986_diffdock_5,0.7426818545458832
CHEMBL3699582_diffdock_4,0.7426196294737218
CHEMBL5194174_diffdock_3,0.7420834053083443
CHEMBL4642177_diffdock_4,0.7414857440884874
CHEMBL4204937_diffdock_6,0.7394713522952439
CHEMBL3086103_diffdock_1,0.7377136230526723
CHEMBL5206715_diffdock_2,0.7375689996202934
CHEMBL5169450_diffdock_5,0.7348198192189136
CHEMBL5199169_diffdock_3,0.7342335787864763
CHEMBL3353396_diffdock_2,0.7304063743927199
CHEMBL3353396_diffdock_8,0.7300882376836662
CHEMBL3753228_diffdock_1,0.7299559203132336
CHEMBL1643971_diffdock_6,0.7299339509834654
CHEMBL3699599_diffdock_5,0.7293651412277135
CHEMBL5197545_diffdock_2,0.7287460209570689
CHEMBL4129781_diffdock_2,0.72849997777538
CHEMBL5172794_diffdock_3,0.7283584843161265
CHEMBL3219348_diffdock_1,0.7281884785763624
CHEMBL3937417_diffdock_1,0.7281783370158509
CHEMBL3699582_diffdock_3,0.7267502935726722
CHEMBL3978161_diffdock_2,0.7259389880196534
CHEMBL5203118_diffdock_3,0.7258221793312878
CHEMBL3699583_diffdock_6,0.725720019946255
CHEMBL3699612_diffdock_10,0.7252016562473457
CHEMBL5203118_diffdock_9,0.7244655919807087
CHEMBL3353402_diffdock_9,0.7233188959930146
CHEMBL2381511_diffdock_3,0.7232551864455662
CHEMBL2381511_diffdock_8,0.7230088279626408
CHEMBL4159909_diffdock_1,0.7215409486733703
CHEMBL3639984_diffdock_8,0.7213279360397905
CHEMBL4126797_diffdock_2,0.7209862700569164
CHEMBL5206164_diffdock_3,0.720557390639207
CHEMBL5080676_diffdock_2,0.7204352113921021
CHEMBL3425670_diffdock_9,0.7192718482091915
CHEMBL5203220_diffdock_7,0.7187801657854613
CHEMBL4091276_diffdock_2,0.7183711770436337
CHEMBL3699587_diffdock_4,0.7183425081345861
CHEMBL4642177_diffdock_7,0.717357361281596
CHEMBL4551557_diffdock_3,0.7154472112393779
CHEMBL4516287_diffdock_2,0.7150349547627304
CHEMBL3545311_diffdock_5,0.7147967392728842
CHEMBL3753461_diffdock_3,0.7133229660277395
CHEMBL5206164_diffdock_5,0.7131782124485088
CHEMBL4449391_diffdock_4,0.7130323637943625
CHEMBL4292351_diffdock_4,0.7126659233915572
CHEMBL5203118_diffdock_4,0.712517461015136
CHEMBL5175316_diffdock_7,0.711818119463763
CHEMBL3699582_diffdock_7,0.7106704689476969
CHEMBL4159909_diffdock_9,0.7105365659995689
CHEMBL4069277_diffdock_9,0.7097966227064154
CHEMBL3699581_diffdock_7,0.7097179043788797
CHEMBL3978161_diffdock_3,0.7095662125015668
CHEMBL4464589_diffdock_7,0.7095260408293409
CHEMBL4097883_diffdock_1,0.7090037606875059
CHEMBL4467561_diffdock_7,0.7085230814183308
CHEMBL3425660_diffdock_1,0.7081968648130005
CHEMBL5172794_diffdock_6,0.7080309762775714
CHEMBL4747078_diffdock_10,0.7080120288017401
CHEMBL3353396_diffdock_5,0.7076391155377456
CHEMBL4540442_diffdock_3,0.7056509768851624
CHEMBL5081174_diffdock_5,0.7048313704943509
CHEMBL4173470_diffdock_5,0.7046797928043896
CHEMBL3699597_diffdock_1,0.704266465126855
CHEMBL4464589_diffdock_1,0.7041117140063061
