ID,HYDE
CHEMBL3357639_diffdock_3,6617.248625
CHEMBL3357639_diffdock_4,101.808546
CHEMBL3357639_diffdock_5,1028361597.433909
CHEMBL3357639_diffdock_6,14793.321507
CHEMBL3357639_diffdock_7,4481.914052
CHEMBL3357639_diffdock_8,202194194.895793
CHEMBL3357639_diffdock_9,100323607.846148
CHEMBL166255_diffdock_1,690.705678
CHEMBL166255_diffdock_2,1986.796697
CHEMBL166255_diffdock_3,2113.692509
CHEMBL166255_diffdock_4,3748.453683
CHEMBL166255_diffdock_5,56.106746
CHEMBL166255_diffdock_6,2678.086639
CHEMBL166255_diffdock_7,1088.313815
CHEMBL166255_diffdock_8,15472.683988
CHEMBL166255_diffdock_9,852.534524
CHEMBL166255_diffdock_10,5684.476068
CHEMBL2087356_diffdock_1,364306492.723226
CHEMBL2087356_diffdock_2,364569739.150380
CHEMBL2087356_diffdock_3,2033749992.007499
CHEMBL2087356_diffdock_4,364276598.701091
CHEMBL2087356_diffdock_5,364000336.182594
CHEMBL2087356_diffdock_6,364745165.978752
CHEMBL2087356_diffdock_7,284919819.877229
CHEMBL2087356_diffdock_8,364448937.126069
CHEMBL2087356_diffdock_9,3118368696.979396
CHEMBL2087356_diffdock_10,107307.824494
CHEMBL7775_diffdock_1,1912414.384868
CHEMBL7775_diffdock_2,803.200370
CHEMBL7775_diffdock_3,1491495.423653
CHEMBL7775_diffdock_4,1420592.525346
CHEMBL7775_diffdock_5,1729154.656949
CHEMBL7775_diffdock_6,2457321549.518383
CHEMBL7775_diffdock_7,5096933.227033
CHEMBL7775_diffdock_8,2289839.833349
CHEMBL7775_diffdock_9,2287238.072191
CHEMBL7775_diffdock_10,100323607.846148
CHEMBL171256_diffdock_1,136.187161
CHEMBL171256_diffdock_2,110.276889
CHEMBL171256_diffdock_3,9875174.367307
CHEMBL171256_diffdock_4,3962325.008088
CHEMBL171256_diffdock_5,1815064.999963
CHEMBL171256_diffdock_6,0.969609
CHEMBL171256_diffdock_7,2515069.696986
CHEMBL171256_diffdock_8,4728173.449508
CHEMBL171256_diffdock_9,1383430.998613
CHEMBL171256_diffdock_10,2034628.069784
CHEMBL204085_diffdock_1,28559.856162
CHEMBL204085_diffdock_2,2390.331491
CHEMBL204085_diffdock_3,409903261.156882
CHEMBL204085_diffdock_4,7997.904775
CHEMBL204085_diffdock_5,6454.778050
CHEMBL204085_diffdock_6,184193460.446462
CHEMBL204085_diffdock_7,37044.785948
CHEMBL204085_diffdock_8,9225.281145
CHEMBL204085_diffdock_9,2854.298643
CHEMBL204085_diffdock_10,100323607.846148
CHEMBL2442319_diffdock_1,3273377.831977
CHEMBL2442319_diffdock_2,12333822.153377
CHEMBL2442319_diffdock_3,7686547.763865
CHEMBL2442319_diffdock_4,4382650.690780
CHEMBL2442319_diffdock_5,1831.558744
CHEMBL2442319_diffdock_6,1447725.795654
CHEMBL2442319_diffdock_7,8744847.277527
CHEMBL2442319_diffdock_8,61139.423095
CHEMBL2442319_diffdock_9,2810.863846
CHEMBL2442319_diffdock_10,660891.198496
CHEMBL1095154_diffdock_1,8.841742
CHEMBL1095154_diffdock_2,78119122.915611
CHEMBL1095154_diffdock_3,134.843861
CHEMBL1095154_diffdock_4,109.896740
CHEMBL1095154_diffdock_5,2376268.823877
CHEMBL1095154_diffdock_6,11635.662648
CHEMBL1095154_diffdock_7,905.720486
CHEMBL1095154_diffdock_8,518386.322291
CHEMBL1095154_diffdock_9,7059.075833
CHEMBL1095154_diffdock_10,22512.983138
CHEMBL433520_diffdock_1,328.604369
CHEMBL433520_diffdock_2,179.693121
CHEMBL433520_diffdock_3,629.773162
CHEMBL433520_diffdock_4,564.385077
CHEMBL433520_diffdock_5,78.410654
CHEMBL433520_diffdock_6,112.053316
CHEMBL433520_diffdock_7,1713.068382
CHEMBL433520_diffdock_8,100323607.846148
CHEMBL433520_diffdock_9,100323607.846148
CHEMBL433520_diffdock_10,100323607.846148
CHEMBL3678948_diffdock_1,66.097393
CHEMBL3678948_diffdock_2,207614.362336
CHEMBL3678948_diffdock_3,2203283.704879
CHEMBL3678948_diffdock_4,1767.400248
CHEMBL3678948_diffdock_5,4548.129379
CHEMBL3678948_diffdock_6,62.344085
CHEMBL3678948_diffdock_7,41712343.617421
CHEMBL3678948_diffdock_8,188008285.408308
CHEMBL3678948_diffdock_9,209006.346895
CHEMBL3678948_diffdock_10,101267812.895556
CHEMBL4456359_diffdock_1,146.641495
CHEMBL4456359_diffdock_2,93556325.142658
CHEMBL4456359_diffdock_3,36191723630.329926
CHEMBL4456359_diffdock_4,35466186.236937
CHEMBL4456359_diffdock_5,6596572.171140
CHEMBL4456359_diffdock_6,1593500.704124
CHEMBL4456359_diffdock_7,6877734686.686209
CHEMBL4456359_diffdock_8,128555825.915374
CHEMBL4456359_diffdock_9,36736694.297357
CHEMBL4456359_diffdock_10,1005474.326198
CHEMBL345862_diffdock_1,45437371857.749939
CHEMBL345862_diffdock_2,3188552.032241
CHEMBL345862_diffdock_3,410127598.310488
CHEMBL345862_diffdock_4,1524028.115380
CHEMBL345862_diffdock_5,17575330.258731
CHEMBL345862_diffdock_6,19511867.098103
CHEMBL345862_diffdock_7,3743562.587981
CHEMBL345862_diffdock_8,55485.681282
CHEMBL345862_diffdock_9,598609.048577
CHEMBL345862_diffdock_10,97754062945.044525
CHEMBL1173192_diffdock_1,60624085.878646
CHEMBL1173192_diffdock_2,11072748644.466694
CHEMBL1173192_diffdock_3,11324997.376564
CHEMBL1173192_diffdock_4,45299443.029110
CHEMBL1173192_diffdock_5,119300.237985
CHEMBL1173192_diffdock_6,3560092.698307
CHEMBL1173192_diffdock_7,673277.674685
CHEMBL1173192_diffdock_8,249978.261106
CHEMBL1173192_diffdock_9,54.285504
CHEMBL1173192_diffdock_10,100141110.607023
CHEMBL333418_diffdock_1,192373445.595870
CHEMBL333418_diffdock_2,192205382.272565
CHEMBL333418_diffdock_3,76799038.769244
CHEMBL333418_diffdock_4,23565391.891103
CHEMBL333418_diffdock_5,23616890.346076
CHEMBL333418_diffdock_6,1640295531.573400
CHEMBL333418_diffdock_7,1634513482.110636
CHEMBL333418_diffdock_8,76758309.642705
CHEMBL333418_diffdock_9,17588308.830921
CHEMBL333418_diffdock_10,192295911.799216
CHEMBL469354_diffdock_1,2395619.004913
CHEMBL469354_diffdock_2,33632.064029
CHEMBL469354_diffdock_3,6806.278808
CHEMBL469354_diffdock_4,36596104.492185
CHEMBL469354_diffdock_5,131722063021.945786
CHEMBL469354_diffdock_6,21538520.562858
CHEMBL469354_diffdock_7,32537622.633908
CHEMBL469354_diffdock_8,9960044.704689
CHEMBL469354_diffdock_9,349559.542960
CHEMBL469354_diffdock_10,100323607.846148
CHEMBL3828092_diffdock_1,301636330.479366
CHEMBL3828092_diffdock_2,8932.161894
CHEMBL3828092_diffdock_3,221034.374947
CHEMBL3828092_diffdock_4,331225.521523
CHEMBL3828092_diffdock_5,17080.769754
CHEMBL3828092_diffdock_6,1498389848.221781
CHEMBL3828092_diffdock_7,241352.594873
CHEMBL3828092_diffdock_8,38688.437683
CHEMBL3828092_diffdock_9,237802.509324
CHEMBL460746_diffdock_1,13540.224701
CHEMBL460746_diffdock_2,2697628.310626
CHEMBL460746_diffdock_3,5432698.910072
CHEMBL460746_diffdock_4,20810253.060923
CHEMBL460746_diffdock_5,7883.013425
CHEMBL460746_diffdock_6,1879666.412506
CHEMBL460746_diffdock_7,35916970.128113
CHEMBL460746_diffdock_8,302249.642884
CHEMBL460746_diffdock_9,3939514.907630
CHEMBL460746_diffdock_10,528629.416669
CHEMBL306029_diffdock_1,26097.879490
CHEMBL306029_diffdock_2,49525.514529
CHEMBL306029_diffdock_3,67109.753890
CHEMBL306029_diffdock_4,308613742.000959
CHEMBL306029_diffdock_5,50421.556863
CHEMBL306029_diffdock_6,323726795.340888
CHEMBL306029_diffdock_7,5000804.427029
CHEMBL306029_diffdock_8,1479285.496581
CHEMBL306029_diffdock_9,67065.157021
CHEMBL306029_diffdock_10,100323607.846148
