ID,CNNscore,LinF9,RTMScore,CHEMPLP,rfscore_v1,vina_hydrophobic,vina_intra_hydrophobic,id,docking_tool,true_value,activity_class
CHEMBL3133894_diffdock_1,-0.10095400804852551,-0.22829736942482895,-0.25671711438736233,0.02314151221150199,-0.6040545303456284,0.06926003939917057,0.051879897396802335,CHEMBL3133894,diffdock,5.552842,0
CHEMBL3133894_diffdock_10,-0.3299159803190569,-1.2137445448803312,-0.16628136416778835,0.01978430170808977,-0.6747390979677435,-0.718326606483235,0.09780506006331643,CHEMBL3133894,diffdock,5.552842,0
CHEMBL3133894_diffdock_2,-0.31767763654695746,-0.2243155927666933,0.08560185482899348,0.05607628356371623,-0.5676003679166889,-0.34257153066336815,0.07995789859795137,CHEMBL3133894,diffdock,5.552842,0
CHEMBL3133894_diffdock_3,-0.3115527003800176,-0.22647667082802672,-0.16108877128678056,0.047809390351315706,-0.5339990003856958,-0.2797270073320408,0.09358629328056405,CHEMBL3133894,diffdock,5.552842,0
CHEMBL3133894_diffdock_4,-0.20927980568567942,-0.3465687346321573,-0.15401409697667381,-0.2789620308742768,-0.6071133856844446,-0.04373102964345279,-0.0060341566195456315,CHEMBL3133894,diffdock,5.552842,0
CHEMBL3133894_diffdock_5,-0.23648432733061156,-0.47076690200922805,-0.19828525464340452,0.01619270223706527,-0.7086472732579806,-0.6240805012344003,0.11097568436800832,CHEMBL3133894,diffdock,5.552842,0
CHEMBL3133894_diffdock_6,-0.3120938124515956,-0.7302598283327115,-0.16056193403610505,0.011538690786937299,-0.6854372978570284,-0.5097656747551368,0.04065384680617978,CHEMBL3133894,diffdock,5.552842,0
CHEMBL3133894_diffdock_7,-0.29125408373413086,-0.6237569725987349,-0.23468816847944146,-0.018829720004642905,-0.6711442292808336,-0.7940358638786965,0.043039698503133425,CHEMBL3133894,diffdock,5.552842,0
CHEMBL3133894_diffdock_8,-0.29153879014327894,-0.8351585905836785,-0.23277872583068462,0.03261695580290965,-0.7060139948899626,-0.9136095395949071,0.05622485790757163,CHEMBL3133894,diffdock,5.552842,0
CHEMBL3133894_diffdock_9,-0.3303875470334695,-1.0277697149471179,-0.26975863225884983,-0.00513811263505085,-0.6544090551659616,-0.5845461202972072,0.07742143522521566,CHEMBL3133894,diffdock,5.552842,0
CHEMBL3133894_gnina_1,0.3450785428038775,0.04494666624008725,-0.16451296779005736,0.0609853987449379,-0.6544632073351163,-0.2299667382398106,-0.13684440811875784,CHEMBL3133894,gnina,5.552842,0
CHEMBL3133894_gnina_10,0.05972002055621849,-0.026016926474001993,-0.030315034350219386,-0.04370956976528742,-0.7356875641768204,-0.23617142610505948,0.13078734128761732,CHEMBL3133894,gnina,5.552842,0
CHEMBL3133894_gnina_2,0.3081588254593074,-0.02899856217304444,-0.29056096234212336,0.029367008047387722,-0.6777193544482614,-0.07754232780153467,0.011555314129438537,CHEMBL3133894,gnina,5.552842,0
CHEMBL3133894_gnina_3,0.18244525407591033,-0.05592832448374363,0.3982085379343625,0.019298781703750385,-0.764578654540414,0.3387690263113051,0.05453826863519779,CHEMBL3133894,gnina,5.552842,0
CHEMBL3133894_gnina_4,0.17032730925433195,0.03405452337509,-0.7147593880440525,-0.2596147255464806,-0.6568719852810728,-0.09969760467478936,0.16399743498299713,CHEMBL3133894,gnina,5.552842,0
CHEMBL3133894_gnina_5,0.10376308768868657,-0.08497606485864394,0.0026697362087386217,0.0006929514030371163,-1.4561512240674732,0.48558548411522484,-0.06244592448609566,CHEMBL3133894,gnina,5.552842,0
CHEMBL3133894_gnina_6,0.11042277311673301,-0.022772270279640055,-0.21431332511129947,0.016836562488290234,-0.613250881170389,0.2585256085727825,-0.1429851865798002,CHEMBL3133894,gnina,5.552842,0
CHEMBL3133894_gnina_7,0.09962229258266943,-0.003230842092717035,-0.11145609875794898,0.05278547380899794,-0.6048894954636982,0.19729603953756536,-0.27314771170717117,CHEMBL3133894,gnina,5.552842,0
CHEMBL3133894_gnina_8,0.0973478707230936,-0.014631343898247839,0.07440678595894813,0.04385939709567381,-0.5533092439990334,0.17372427216037087,0.03613444818234597,CHEMBL3133894,gnina,5.552842,0
CHEMBL3133894_gnina_9,0.04915585966186615,0.0043597304791409604,-0.0944413489893213,0.03461805870799488,-0.6081841075066104,-0.062248918733968484,0.09757225681668387,CHEMBL3133894,gnina,5.552842,0
CHEMBL3133894_plants_01,-0.11139375656799996,0.002827470324684935,-0.1835217923361953,0.07759268001551571,-0.6301874293632195,-0.08701824897068484,0.22689617808639476,CHEMBL3133894,plants,5.552842,0
CHEMBL3133894_plants_02,0.21359491138071196,-0.014177688800228122,-0.1757717932361519,0.07553482433376886,-0.7988429596308155,0.08192049540073919,0.18223342411090449,CHEMBL3133894,plants,5.552842,0
CHEMBL3133894_plants_03,0.4617756159636153,0.020399560181106193,-0.2664531723657157,0.07549140845962272,-0.7104245923674066,-0.4482273083378287,-0.09763988299380402,CHEMBL3133894,plants,5.552842,0
CHEMBL3133894_plants_04,-0.051553717348055556,-0.0040320599881232735,-0.46552731503648603,0.06927641188741965,-0.7056284655328721,0.1289608990508792,0.08227219509027109,CHEMBL3133894,plants,5.552842,0
CHEMBL3133894_plants_05,0.6609484376841634,0.007870169989151465,-0.3822129492621708,0.06716549235949419,-0.6286977323777969,-0.010861161159075068,-0.08744481504247803,CHEMBL3133894,plants,5.552842,0
CHEMBL3133894_plants_06,-0.16644579728895936,-0.021257139611223688,-0.14666171959971988,0.06717230269269364,-0.6080479249974606,-0.20357800804555015,0.21058670813391037,CHEMBL3133894,plants,5.552842,0
CHEMBL3133894_plants_07,-0.12163173408727312,-0.010773894154916589,-0.49716575099770227,0.06629518852938983,-0.557693919114824,-0.1234868012926593,0.1933909561015742,CHEMBL3133894,plants,5.552842,0
CHEMBL3133894_plants_08,0.09388509118688572,-0.012289024823332858,-0.34598981226848535,0.06249218496530131,-0.6328712678245125,-0.44084638709278157,-0.10606302601823708,CHEMBL3133894,plants,5.552842,0
CHEMBL3133894_plants_09,0.1136440883049609,-0.015912187402766072,-0.07405339069162657,0.06050186508778165,-0.5473986415950794,0.021964762022213737,-0.0007082913526206297,CHEMBL3133894,plants,5.552842,0
CHEMBL3133894_plants_10,-0.12249043477514841,-0.03255817988491091,-0.001352889950805206,0.05834809721347686,-0.42534708730378024,-0.060984729346489505,-0.2976133571426337,CHEMBL3133894,plants,5.552842,0
CHEMBL3133894_smina_1,0.34323545223214424,0.021369310116580522,-0.16451298830502697,0.0609853987449379,-0.6544632073351175,-0.2299667382398106,-0.13684440811875784,CHEMBL3133894,smina,5.552842,0
CHEMBL3133894_smina_10,-0.019601669774428912,0.02510906371389688,-0.2314084706259501,0.049300002030330616,-0.5621308445745766,-0.03247395884123809,0.14956857529871667,CHEMBL3133894,smina,5.552842,0
CHEMBL3133894_smina_2,-0.01986003294360544,0.0434657945437503,-0.7678249283925301,-0.006136677740410324,-0.571617972995363,-0.344053825932445,0.19660882658802914,CHEMBL3133894,smina,5.552842,0
CHEMBL3133894_smina_3,0.06363478543906202,-0.014631343898247839,0.07440678595894813,0.04385939709567381,-0.553309243999034,0.17372427216037087,0.03613444818234597,CHEMBL3133894,smina,5.552842,0
CHEMBL3133894_smina_4,0.05563900948292927,-0.026016926474001993,-0.030315034350219386,-0.04370956976528742,-0.7356875641768204,-0.23617142610505948,0.13078734128761732,CHEMBL3133894,smina,5.552842,0
CHEMBL3133894_smina_5,-0.06199710858156517,0.02676841360348629,-0.0962787317908002,0.0737403015357315,-0.6592861210159974,-0.01837252049671529,0.2202651221573265,CHEMBL3133894,smina,5.552842,0
CHEMBL3133894_smina_6,0.16465939276084104,0.036527800133598895,-0.7147593880440525,-0.2596147255464806,-0.6568719852810728,-0.09969760467478936,0.16399743498299713,CHEMBL3133894,smina,5.552842,0
CHEMBL3133894_smina_7,0.062260804208289736,-0.028541039126564187,-0.0944413489893213,0.03461805870799488,-0.6081841075066104,-0.062248918733968484,0.09757225681668387,CHEMBL3133894,smina,5.552842,0
CHEMBL3133894_smina_8,-0.10972853487514476,-0.001425062725691375,-0.160920764667239,0.01729030093769908,-0.6128655291951871,0.16473507637609833,-0.07505952322059364,CHEMBL3133894,smina,5.552842,0
CHEMBL3133894_smina_9,0.09630533047724922,0.0008050858438666735,-0.21431332511129947,0.016836562488290234,-0.613250881170389,0.2585256085727825,-0.1429851865798002,CHEMBL3133894,smina,5.552842,0
CHEMBL460721_diffdock_1,0.16811954368113394,-0.3374293249838693,-0.2890686482892924,-1.3452961943730388,-0.023676646810183076,-0.059501364712792326,-0.12684755747864793,CHEMBL460721,diffdock,9.140022,1
CHEMBL460721_diffdock_10,-0.014151897404354068,-0.4214616104181314,-0.38903622480035543,-0.38773695649869877,0.059688007832449784,-0.15842919873893624,-0.14900048827774345,CHEMBL460721,diffdock,9.140022,1
