ID,CNNscore,LinF9,RTMScore,CHEMPLP,rfscore_v1,vina_hydrophobic,vina_intra_hydrophobic,id,docking_tool,true_value,activity_class
CHEMBL460721_diffdock_2,-0.15190877734855462,-0.3550671699641204,-0.32685037526561267,-0.11398508590944476,-0.00224429800528634,-0.387675555004677,-0.2968470507583989,CHEMBL460721,diffdock,9.140022,1
CHEMBL460721_diffdock_3,-0.0880259370577878,-0.39237353286642784,-0.2878913928574357,-0.26620429044465005,0.0040027525443999444,-0.20573204074176574,-0.2114911978138498,CHEMBL460721,diffdock,9.140022,1
CHEMBL460721_diffdock_4,-0.274149749026398,-0.6036585598334883,-0.1618374679633888,-0.06852245124947122,-0.023570123367961153,-0.33568110006164803,-0.23994264548029143,CHEMBL460721,diffdock,9.140022,1
CHEMBL460721_diffdock_5,-0.1667438350309867,-0.3102696960217985,-0.2832189970567478,-0.031051714222585024,0.013108215579011314,-0.12161496335253488,-0.3702276798640249,CHEMBL460721,diffdock,9.140022,1
CHEMBL460721_diffdock_6,0.28428892518857585,-0.4566422593593164,-0.25532164664800566,-0.25702140741693247,0.007434176018336928,-0.1603615886154962,-0.061030056496590095,CHEMBL460721,diffdock,9.140022,1
CHEMBL460721_diffdock_7,-0.13203222120831726,-0.42009567204748033,-0.39248467850415414,-0.1949284782354449,-0.04104347240877519,-0.18291025079063258,-0.18074088774805538,CHEMBL460721,diffdock,9.140022,1
CHEMBL460721_diffdock_8,-0.31867312329525976,-0.8276011718557683,-0.4051360192880603,-1.356638236788844,-0.01486277915518946,-0.4770863360718311,-0.17709870991795487,CHEMBL460721,diffdock,9.140022,1
CHEMBL460721_diffdock_9,-0.11364335608277204,-0.34682622948681896,-0.26905833877417124,-0.897198970964329,0.06626150784270539,-0.2441732826528512,-0.16810688711213345,CHEMBL460721,diffdock,9.140022,1
CHEMBL460721_gnina_1,0.7207987101218679,0.05596313601988872,0.001352889950804932,-0.08493563802386664,0.00042665881106202793,0.039209413546537265,-0.5903850373402834,CHEMBL460721,gnina,9.140022,1
CHEMBL460721_gnina_10,0.2669080705702993,0.023899500973866554,-0.2315329008722578,-1.0347052735375295,0.0399365125895113,0.14208295719891403,-0.7743992364106181,CHEMBL460721,gnina,9.140022,1
CHEMBL460721_gnina_2,0.6434535728831202,0.0167714245250808,0.06920582583639194,-0.08505056239660624,0.02228849702807778,0.22514143709375461,-0.7308398291647734,CHEMBL460721,gnina,9.140022,1
CHEMBL460721_gnina_3,0.5217925476401796,0.00759112513592387,0.4422159025833096,-0.013158982560623655,0.04554035566346669,-0.015061751115798732,-0.2562207518493733,CHEMBL460721,gnina,9.140022,1
CHEMBL460721_gnina_4,0.4385818160940389,-0.016580789922380865,0.46243082405929914,-0.05527181295453931,0.03726255846769227,-0.05967946767105943,-0.16326591461125403,CHEMBL460721,gnina,9.140022,1
CHEMBL460721_gnina_5,0.42288152354479047,-0.03582991171849697,0.08446943239506766,-0.028393697927642576,0.014129063052881637,0.16211443693513483,-0.1983470500302516,CHEMBL460721,gnina,9.140022,1
CHEMBL460721_gnina_6,0.3704696312068414,-0.0031346959452684038,-0.19595033566069886,-0.044111379424050946,-0.014038776328528353,0.3408102939538194,-1.2687838637577646,CHEMBL460721,gnina,9.140022,1
CHEMBL460721_gnina_7,0.3338771487593203,-0.041501981853906696,0.10963915684715826,-0.002869136624123222,-0.0006526252773719013,0.2732233306128279,-0.4007157775808154,CHEMBL460721,gnina,9.140022,1
CHEMBL460721_gnina_8,0.3155917978757969,0.013271483732320438,0.37176549795442804,-0.12736060868942053,0.017157587569549142,-0.14775692122270975,-0.23554316333020006,CHEMBL460721,gnina,9.140022,1
CHEMBL460721_gnina_9,0.30347088636359465,0.022815370276772187,-0.5077354600599778,-1.1225557341707317,-0.011535323153700273,0.014402383537959824,-1.337069151541299,CHEMBL460721,gnina,9.140022,1
CHEMBL460721_plants_01,0.22613555039325867,0.00018787178237105031,0.2547390943492111,0.11654438074938436,-0.02358860754032165,0.058480938750500804,-0.5600394222114629,CHEMBL460721,plants,9.140022,1
CHEMBL460721_plants_02,-0.3299933695638935,0.028701835269711214,0.082802898550271,0.11591953267834092,0.0562647868000047,-0.23256492888030425,-0.2756186612501825,CHEMBL460721,plants,9.140022,1
CHEMBL460721_plants_03,-0.17664731100006853,-0.0015002114386398148,0.13460207053017573,0.10938530173741674,-0.04808516745683089,-0.14455989799514213,-0.704462830598704,CHEMBL460721,plants,9.140022,1
CHEMBL460721_plants_04,-0.3406391115522579,0.04396199707483637,-0.18760974088975904,0.10902407031396619,-0.03924112706393702,-0.028620202560147263,-0.4536512662206094,CHEMBL460721,plants,9.140022,1
CHEMBL460721_plants_05,-0.3303715729719777,0.018526920562119034,-0.05498799033075928,0.10589812737544951,-0.013015804839209057,-0.2843249597111588,-0.47950311691187597,CHEMBL460721,plants,9.140022,1
CHEMBL460721_plants_06,-0.12041245158423211,0.009212348104973235,0.24518382849015583,0.09758441312230322,-0.024655181687518443,-0.039112644824601375,-0.5286211085672357,CHEMBL460721,plants,9.140022,1
CHEMBL460721_plants_07,-0.337916428082086,0.016135975849413866,0.016381029406967604,0.09583841394831154,0.03203852816574214,0.20230430748567627,-0.5797772589811071,CHEMBL460721,plants,9.140022,1
CHEMBL460721_plants_08,0.29214106173156584,0.002844047246658817,0.4121243044071078,0.09031324737642916,-0.000426658811060711,0.17732628648372298,-0.8432863469948969,CHEMBL460721,plants,9.140022,1
CHEMBL460721_plants_09,-0.3465113504200475,-0.01116897746196165,0.08162160276586455,0.07886422597661698,-0.06091374307636745,-0.11006844822830981,-0.482757338695307,CHEMBL460721,plants,9.140022,1
CHEMBL460721_plants_10,-0.3270919336591754,-0.00018787178237114846,0.12862967718882728,0.07710233602516002,0.02927951891269902,-0.5767109311102657,-0.4166780646293644,CHEMBL460721,plants,9.140022,1
CHEMBL460721_smina_1,0.5217925476401796,0.00759112513592387,0.4422158944497044,-0.013158982560623655,0.04554035566346669,-0.015061751115798732,-0.2562207518493733,CHEMBL460721,smina,9.140022,1
CHEMBL460721_smina_10,0.6434535728831202,0.0167714245250808,0.06920582583639194,-0.08505056239660624,0.02228849702807778,0.22514143709375461,-0.7308398291647734,CHEMBL460721,smina,9.140022,1
CHEMBL460721_smina_2,0.3155917978757969,0.013271483732320438,0.37176549795442804,-0.12736060868942053,0.017157587569549142,-0.14775692122270975,-0.23554316333020006,CHEMBL460721,smina,9.140022,1
CHEMBL460721_smina_3,0.7207987101218679,0.05596313601988872,0.001352919158533633,-0.08493563802386664,0.000426658811060711,0.039209413546537265,-0.5903850373402834,CHEMBL460721,smina,9.140022,1
CHEMBL460721_smina_4,0.4385818160940389,-0.016580789922380865,0.46243082405929914,-0.05527181295453931,0.03726255846769227,-0.05967946767105943,-0.16326591461125403,CHEMBL460721,smina,9.140022,1
CHEMBL460721_smina_5,0.2669080705702993,0.023899500973866554,-0.2315329008722578,-1.0347052735375295,0.0399365125895113,0.14208295719891403,-0.7743992364106181,CHEMBL460721,smina,9.140022,1
CHEMBL460721_smina_6,0.30347088636359465,0.022815370276772187,-0.5077354600599778,-1.1225557341707317,-0.011535323153700273,0.014402383537959824,-1.337069151541299,CHEMBL460721,smina,9.140022,1
CHEMBL460721_smina_7,-0.2772364092975272,-0.026884452057303856,0.042700792666108364,-0.07806599817287271,0.07197515347565754,0.09638866083148229,-0.29420213396524647,CHEMBL460721,smina,9.140022,1
CHEMBL460721_smina_8,-0.28671613980568356,0.027968030190332248,-0.0018309824798550907,0.041025163429197375,-0.034893040141786874,0.32752868928560486,-0.294124375545749,CHEMBL460721,smina,9.140022,1
CHEMBL460721_smina_9,-0.19412334316233942,-0.012883031194064988,0.02824640687489537,-0.3787595185224959,0.05297403551860396,0.0013458794953831192,-0.574709348371025,CHEMBL460721,smina,9.140022,1
CHEMBL4858409_diffdock_1,-0.2668553464144942,-0.6840627096117249,0.31943188538410316,-0.012582374349742648,0.34139018197061055,0.1000362096991734,0.015334152313968206,CHEMBL4858409,diffdock,7.794796,0
CHEMBL4858409_diffdock_10,-0.25493557700541103,-0.9223465693977091,0.18851599371715785,-0.046841187981470266,0.24353750062332988,0.13713240024159115,0.02615348288816716,CHEMBL4858409,diffdock,7.794796,0
CHEMBL4858409_diffdock_2,-0.27237160597058935,-0.7862981130655488,0.16589032980133778,-0.03169557447380999,0.35396401151887796,0.19968758055326363,0.03071802347699429,CHEMBL4858409,diffdock,7.794796,0
CHEMBL4858409_diffdock_3,-0.25423995861761134,-0.9821472628545603,0.34996809953324587,-0.0006929514030371163,0.28420211685088975,0.11648046135098823,0.0046215613226521625,CHEMBL4858409,diffdock,7.794796,0
CHEMBL4858409_diffdock_4,-0.31114022529411195,-0.8905514804876645,0.248701773953207,-0.02146787282775381,0.32495931560423896,0.23539240909691547,0.0023881210416927846,CHEMBL4858409,diffdock,7.794796,0
CHEMBL4858409_diffdock_5,-0.21146346236133465,-0.8589475787443855,0.4647059734626264,-0.022671882984628036,0.19364034992822457,-0.0025341034566628497,0.01102868702049944,CHEMBL4858409,diffdock,7.794796,0
CHEMBL4858409_diffdock_6,0.05958314062115183,-0.5719093337409047,0.12421798407097832,-0.056249947060300606,0.2203490256275219,0.2068960489310694,-0.01842485787651739,CHEMBL4858409,diffdock,7.794796,0
CHEMBL4858409_diffdock_7,-0.3199384712810119,-1.1156970244811852,0.11356074102994798,0.014289497871721273,0.41320696553203035,-0.07250919879760431,0.011550087391576539,CHEMBL4858409,diffdock,7.794796,0
CHEMBL4858409_diffdock_8,-0.2973757834311135,-0.9567409196732646,0.18774865458311893,-0.04817402694136607,0.290463879975554,0.30554610252655506,0.004384212319869967,CHEMBL4858409,diffdock,7.794796,0
CHEMBL4858409_diffdock_9,-0.30719893395824194,-0.9957005542604376,0.22749376994031378,-0.06236903143994576,0.3562477284423012,-0.0851296102126564,0.042585390723057094,CHEMBL4858409,diffdock,7.794796,0
CHEMBL4858409_gnina_1,0.7660160151771225,0.0654373994920499,0.5867564334643603,-0.025084159756626003,0.09483166359029976,0.21546420295189692,0.20263700660975847,CHEMBL4858409,gnina,7.794796,0
CHEMBL4858409_gnina_10,0.3097737452140717,0.05145642349924564,-0.13429042018110937,0.022901731730107084,0.14758502449452854,0.02159063363978797,0.2765691535601404,CHEMBL4858409,gnina,7.794796,0
CHEMBL4858409_gnina_2,0.7117246811088433,0.03439269258335793,0.5195852813639024,-0.05337428386686117,0.12494643430822074,0.20604502926614265,0.2047309003922222,CHEMBL4858409,gnina,7.794796,0
CHEMBL4858409_gnina_3,0.6812343004837123,0.023953652252314606,0.49118965494175404,0.05772126279525044,-0.001452009176282928,0.2833972425937119,0.21920385867947098,CHEMBL4858409,gnina,7.794796,0
CHEMBL4858409_gnina_4,0.6452060110465068,0.07589633212946195,0.29312642348053125,0.003295633740734601,0.10918478258184391,-0.04287903364378281,0.17453363538697247,CHEMBL4858409,gnina,7.794796,0
CHEMBL4858409_gnina_5,0.5124012727477972,0.0766439513104858,0.11565016984359398,-0.1588338257842706,0.009436818188693007,0.5929392087277414,0.28809973616432233,CHEMBL4858409,gnina,7.794796,0
CHEMBL4858409_gnina_6,0.48565588087660233,0.046443562294332115,0.30257506708164134,0.04827050666169063,0.11694379925925451,-0.02935954025632638,0.18286454998841375,CHEMBL4858409,gnina,7.794796,0
CHEMBL4858409_gnina_7,0.465273732812312,0.01859433337814631,-0.5120831372564265,-0.2834361360223877,0.15429756117127263,0.40656651166133123,0.29887617064791067,CHEMBL4858409,gnina,7.794796,0
CHEMBL4858409_gnina_8,0.34450428567615937,0.028862631412858237,-0.06988432730113335,-0.042720652631960405,-0.044698646124608304,0.6437260258293631,0.1142293432507838,CHEMBL4858409,gnina,7.794796,0
CHEMBL4858409_gnina_9,0.3251212669482003,0.056364297531657614,-0.5554070449644796,-0.14096952726341663,0.11822460933795753,0.294995032849631,0.32461764823461586,CHEMBL4858409,gnina,7.794796,0
CHEMBL4858409_plants_01,-0.34033324995754943,0.04656678408100497,0.07142101853388219,0.08116640236189165,0.1846155681684114,0.13740047494814672,-0.0014486111921466539,CHEMBL4858409,plants,7.794796,0
CHEMBL4858409_plants_02,0.060265174277548426,0.07951728445263195,0.37876515146133527,0.0772345699947814,0.27376472952647896,-0.046236472085772785,0.19478417445597657,CHEMBL4858409,plants,7.794796,0
CHEMBL4858409_plants_03,0.3017511941946253,0.07398777584619795,0.5496017554254184,0.07489720688797671,0.24904367387859955,0.2896154836145608,-0.12001866289678692,CHEMBL4858409,plants,7.794796,0
CHEMBL4858409_plants_04,-0.031199546194478303,0.06201868561696181,0.1915619206809025,0.07483364377811579,0.2277218116906841,0.358777151058136,-0.016066247451969277,CHEMBL4858409,plants,7.794796,0
CHEMBL4858409_plants_05,-0.332178237411409,0.02710381999142534,0.39598028407589,0.05778425837734472,0.2892893972767414,0.4530827777500023,-0.13073765834214787,CHEMBL4858409,plants,7.794796,0
CHEMBL4858409_plants_06,-0.15269274802702157,0.06514840848563792,0.5083396777106703,0.04919557692127333,0.3064634961954361,-0.0013458794953831192,0.2840323073883406,CHEMBL4858409,plants,7.794796,0
CHEMBL4858409_plants_07,-0.34310652530614205,-0.008189552019182407,0.12380891381642789,0.04281060578296892,-0.1054538660166051,0.5134195914936368,0.0545398212232039,CHEMBL4858409,plants,7.794796,0
CHEMBL4858409_plants_08,-0.05355436068857642,0.018041216748283108,0.56349537811022,0.04152288528051899,0.22482069213922065,-0.13630237832052464,0.043323495028679666,CHEMBL4858409,plants,7.794796,0
CHEMBL4858409_plants_09,-0.3465628857070947,0.06548934051423484,-0.02811644303462868,0.04130438709037214,0.20876916717232458,0.041598663675804545,-0.05927428453199901,CHEMBL4858409,plants,7.794796,0
CHEMBL4858409_plants_10,-0.3514587058449877,-0.002261092157242706,0.11266906241814342,0.034111823940174237,0.2707040189401306,0.5116170503528651,0.0007082913526206297,CHEMBL4858409,plants,7.794796,0
CHEMBL4858409_smina_1,-0.3264215625091791,0.13541024483616443,-0.31100809361433074,-0.05457687520431889,0.04401298109378595,0.052079570256271496,0.20425212129270293,CHEMBL4858409,smina,7.794796,0
CHEMBL4858409_smina_10,-0.3122875143909968,0.031080071008902935,0.05108005345661879,-0.4019889975378234,0.20214279402704108,0.05972594115590255,0.22031567015331463,CHEMBL4858409,smina,7.794796,0
CHEMBL4858409_smina_2,-0.16360108018947522,0.07277324002957544,0.00805614526831568,-0.11741684118500208,0.07921226345889036,0.34167583674422675,0.26647762399466024,CHEMBL4858409,smina,7.794796,0
CHEMBL4858409_smina_3,0.25478637038511814,0.10275039316314692,-0.6123046432676073,-0.29648019421027194,0.22567912997131417,0.1658067019984553,-0.2794883408739794,CHEMBL4858409,smina,7.794796,0
CHEMBL4858409_smina_4,0.7660160151771225,0.0654373994920499,0.5867564334643603,-0.025084159756626003,0.09483166359029976,0.21546420295189692,0.20263700660975847,CHEMBL4858409,smina,7.794796,0
CHEMBL4858409_smina_5,0.6452060110465068,0.07589633212946195,0.29312642348053125,0.003295633740734601,0.10918478258184326,-0.04287903364378281,0.17453363538697247,CHEMBL4858409,smina,7.794796,0
CHEMBL4858409_smina_6,0.5124012727477972,0.0766439513104858,0.11565016984359398,-0.1588338257842706,0.009436818188692348,0.5929392087277414,0.28809973616432233,CHEMBL4858409,smina,7.794796,0
CHEMBL4858409_smina_7,-0.15086693177504332,0.07533934755113832,0.32279725326477743,0.0038245696192199595,0.12399087303975223,0.11185630230373993,0.19226915729313906,CHEMBL4858409,smina,7.794796,0
CHEMBL4858409_smina_8,0.014151897404354068,0.03117124407975948,0.09922969096879161,-0.2448433966009031,0.12385059490575731,0.6831696589151222,0.25581171513741596,CHEMBL4858409,smina,7.794796,0
CHEMBL4858409_smina_9,-0.3013129954413696,0.07746340382006327,0.28558352468919296,-0.05261095902076369,0.21730417457050932,0.09732191691464194,0.2092409847678023,CHEMBL4858409,smina,7.794796,0
