ID,rfscore_v2
CHEMBL4549626_plants_08,7.7107637634032615
CHEMBL4549626_plants_09,7.745580437728938
CHEMBL4549626_plants_10,7.864204583472088
CHEMBL2048793_plants_01,7.828602185037184
CHEMBL2048793_plants_02,7.785555225108224
CHEMBL2048793_plants_03,7.813006520299971
CHEMBL2048793_plants_04,7.625639068154066
CHEMBL2048793_plants_05,7.504079934343434
CHEMBL2048793_plants_06,7.516517872960373
CHEMBL2048793_plants_07,7.6168109085359115
CHEMBL2048793_plants_08,7.733611245310244
CHEMBL2048793_plants_09,7.755214000166496
CHEMBL2048793_plants_10,7.79056195959597
CHEMBL5180325_plants_01,7.32602357936507
CHEMBL5180325_plants_02,6.866547603785097
CHEMBL5180325_plants_03,6.53595029181929
CHEMBL5180325_plants_04,6.819050829004326
CHEMBL5180325_plants_05,6.649292322510826
CHEMBL5180325_plants_06,7.05488935170385
CHEMBL5180325_plants_07,7.035817098124095
CHEMBL5180325_plants_08,6.851348043623044
CHEMBL5180325_plants_09,7.212299336663332
CHEMBL5180325_plants_10,7.091038290043282
CHEMBL3613695_plants_01,6.86139369169719
CHEMBL3613695_plants_02,6.906571837218336
CHEMBL3613695_plants_03,6.770634452880445
CHEMBL3613695_plants_04,6.985632952380951
CHEMBL3613695_plants_05,7.081284212121212
CHEMBL3613695_plants_06,7.169092140692641
CHEMBL3613695_plants_07,7.168314159451659
CHEMBL3613695_plants_08,7.063420227272722
CHEMBL3613695_plants_09,6.923250759795764
CHEMBL3613695_plants_10,6.8614865087135035
CHEMBL255871_plants_01,7.7526516880341845
CHEMBL255871_plants_02,7.675176298423798
CHEMBL255871_plants_03,7.609681436951935
CHEMBL255871_plants_04,7.698275075757575
CHEMBL255871_plants_05,7.713178096403591
CHEMBL255871_plants_06,7.769635511266511
CHEMBL255871_plants_07,7.796755763347761
CHEMBL255871_plants_08,7.441164028138532
CHEMBL255871_plants_09,7.9739287550782505
CHEMBL255871_plants_10,7.515356462981465
CHEMBL141238_plants_01,6.1817226447996445
CHEMBL141238_plants_02,6.4028321435786495
CHEMBL141238_plants_03,6.3094058506493464
CHEMBL141238_plants_04,6.483243837273844
CHEMBL141238_plants_05,6.7217326479076505
CHEMBL141238_plants_06,6.740068241702742
CHEMBL141238_plants_07,6.719566895992899
CHEMBL141238_plants_08,6.38606640248641
CHEMBL141238_plants_09,6.43702573004773
CHEMBL141238_plants_10,6.063662501998
CHEMBL3218002_plants_01,7.511070136197142
CHEMBL3218002_plants_02,7.4050949487734465
CHEMBL3218002_plants_03,7.486627818292817
CHEMBL3218002_plants_04,7.512720485181486
CHEMBL3218002_plants_05,7.2669805405150445
CHEMBL3218002_plants_06,7.3928957756132725
CHEMBL3218002_plants_07,7.456944765179267
CHEMBL3218002_plants_08,7.30793198124098
CHEMBL3218002_plants_09,7.413578829725833
CHEMBL3218002_plants_10,7.593395302308804
CHEMBL4284413_plants_01,7.224599625374626
CHEMBL4284413_plants_02,6.898937117049616
CHEMBL4284413_plants_03,6.98253033782884
CHEMBL4284413_plants_04,7.053718300532804
CHEMBL4284413_plants_05,7.072903935619935
CHEMBL4284413_plants_06,6.999410657731152
CHEMBL4284413_plants_07,6.929932116883113
CHEMBL4284413_plants_08,7.081899478354974
CHEMBL4284413_plants_09,7.127895138694631
CHEMBL4284413_plants_10,6.7388643253968254
CHEMBL154822_plants_01,8.114928388167392
CHEMBL154822_plants_02,7.989331270562767
CHEMBL154822_plants_03,7.963046751803755
CHEMBL154822_plants_04,8.098840296536796
CHEMBL154822_plants_05,7.988518170995678
CHEMBL154822_plants_06,8.038787595682102
CHEMBL154822_plants_07,7.958883754245751
CHEMBL154822_plants_08,8.112008680097683
CHEMBL154822_plants_09,7.9926136933621965
CHEMBL154822_plants_10,8.00431305383506
CHEMBL419137_plants_01,6.87449434670884
CHEMBL419137_plants_02,6.959899650793653
CHEMBL419137_plants_03,6.917025265512263
CHEMBL419137_plants_04,6.9308676577311585
CHEMBL419137_plants_05,6.5666232021867
CHEMBL419137_plants_06,6.625310749472752
CHEMBL419137_plants_07,7.0407358197358185
CHEMBL419137_plants_08,7.012162921633921
CHEMBL419137_plants_09,6.763979445165945
CHEMBL419137_plants_10,6.886545103896099
CHEMBL5178754_plants_01,7.506691855977361
CHEMBL5178754_plants_02,7.868382557387062
CHEMBL5178754_plants_03,7.568037603063607
CHEMBL5178754_plants_04,7.8356605510045485
CHEMBL5178754_plants_05,7.871919416527914
CHEMBL5178754_plants_06,7.539559442557443
CHEMBL5178754_plants_07,8.019548423798424
CHEMBL5178754_plants_08,7.577594973082472
CHEMBL5178754_plants_09,7.937430413586416
CHEMBL5178754_plants_10,7.373291802197807
CHEMBL4794670_plants_01,7.763662531524033
CHEMBL4794670_plants_02,8.119503873959369
CHEMBL4794670_plants_03,7.808348638528142
CHEMBL4794670_plants_04,7.809249115218116
CHEMBL4794670_plants_05,8.113889178974615
CHEMBL4794670_plants_06,7.8977698114663175
CHEMBL4794670_plants_07,8.062509829004322
CHEMBL4794670_plants_08,8.069730326839828
CHEMBL4794670_plants_09,8.028684791985789
CHEMBL4794670_plants_10,8.084132898989896
CHEMBL3937527_plants_01,6.910418173160172
CHEMBL3937527_plants_02,6.741002669552669
CHEMBL3937527_plants_03,6.816927689033185
CHEMBL3937527_plants_04,6.693238328282827
CHEMBL3937527_plants_05,7.002821123043616
CHEMBL3937527_plants_06,6.5164726373626385
CHEMBL3937527_plants_07,6.730717878343878
CHEMBL3937527_plants_08,6.855260046176054
CHEMBL3937527_plants_09,6.731164893606391
CHEMBL3937527_plants_10,6.738629688311687
CHEMBL3325480_plants_01,7.88072174780775
CHEMBL3325480_plants_02,7.65456267316017
CHEMBL3325480_plants_03,7.982917595959607
CHEMBL3325480_plants_04,7.943517434676439
CHEMBL3325480_plants_05,7.781436208513714
CHEMBL3325480_plants_06,7.916325176767685
CHEMBL3325480_plants_07,7.786978040404048
CHEMBL3325480_plants_08,7.813865999278502
CHEMBL3325480_plants_09,7.592149857309361
CHEMBL3325480_plants_10,7.926813495671001
CHEMBL1241948_plants_01,7.347333688145185
CHEMBL1241948_plants_02,7.288368050283042
CHEMBL1241948_plants_03,7.542760407425905
CHEMBL1241948_plants_04,7.653581435175937
CHEMBL1241948_plants_05,7.307404307692305
CHEMBL1241948_plants_06,7.272894154734148
CHEMBL1241948_plants_07,7.631297783105777
CHEMBL1241948_plants_08,7.771297106726603
CHEMBL1241948_plants_09,7.439470268953272
CHEMBL1241948_plants_10,6.978380661616159
CHEMBL4071170_plants_01,7.092181850260849
CHEMBL4071170_plants_02,7.20120253535353
CHEMBL4071170_plants_03,7.37717108258409
CHEMBL4071170_plants_04,7.12680238766789
CHEMBL4071170_plants_05,7.305282792540787
CHEMBL4071170_plants_06,7.537599884559885
CHEMBL4071170_plants_07,7.111147608946609
