docking_tool,scoring_function,spearman_correlation,cost_per_pipeline,enrichment_factor,ranking_method
"['diffdock', 'plants', 'smina']","['CHEMPLP', 'CNNscore', 'HYDE', 'RTMScore', 'SCORCH', 'rfscore_v2', 'smina_affinity', 'vina_hydrophobic']",0.436053490891708,605.8000000000001,2.4266666666666667,Zscore
"['gnina', 'smina']","['CHEMPLP', 'RTMScore', 'SCORCH', 'rfscore_v2', 'vina_hydrophobic']",0.4360244443464501,271.08,1.386666666666667,Zscore
"['gnina', 'plants']","['CHEMPLP', 'CNNaffinity', 'CNNscore', 'HYDE', 'RTMScore', 'SCORCH', 'vina_hydrophobic']",0.4359041317670289,197.33,2.08,Zscore
"['diffdock', 'smina']","['CNNaffinity', 'CNNscore', 'HYDE', 'RTMScore', 'SCORCH', 'vina_hydrophobic']",0.4357732638467382,590.9,1.7333333333333334,rank_by_rank
"['flexx', 'gnina', 'smina']","['CHEMPLP', 'CNNaffinity', 'CNNscore', 'HYDE', 'RTMScore', 'SCORCH', 'smina_affinity', 'vina_hydrophobic']",0.4356904805308801,296.84000000000003,1.7333333333333334,Zscore
"['gnina', 'plants', 'smina']","['CHEMPLP', 'CNNaffinity', 'CNNscore', 'HYDE', 'RTMScore', 'SCORCH', 'vina_hydrophobic']",0.4355776295369227,297.23,2.08,Zscore
"['diffdock', 'smina']","['CHEMPLP', 'CNNscore', 'HYDE', 'RTMScore', 'SCORCH', 'rfscore_v2', 'smina_affinity', 'vina_hydrophobic', 'vina_intra_hydrophobic']",0.4355387494480329,605.88,1.7333333333333334,Zscore
['smina'],"['CHEMPLP', 'HYDE', 'RTMScore', 'SCORCH', 'rfscore_v2', 'vina_hydrophobic']",0.4355069744003868,185.28,2.773333333333334,Zscore
"['diffdock', 'gnina', 'smina']","['CNNscore', 'RTMScore', 'SCORCH', 'rfscore_v2', 'vina_hydrophobic']",0.4354999214780792,680.4699999999999,1.386666666666667,Zscore
"['diffdock', 'gnina', 'smina']","['CNNaffinity', 'CNNscore', 'HYDE', 'RTMScore', 'SCORCH', 'smina_affinity', 'vina_hydrophobic']",0.4352535097468292,699.8,1.7333333333333334,Zscore
"['diffdock', 'gnina']","['CNNaffinity', 'CNNscore', 'HYDE', 'RTMScore', 'SCORCH', 'rfscore_v2', 'smina_affinity', 'vina_hydrophobic']",0.4351323831889508,606.77,1.386666666666667,Zscore
"['diffdock', 'gnina']","['CHEMPLP', 'CNNaffinity', 'CNNscore', 'HYDE', 'RTMScore', 'SCORCH', 'rfscore_v2', 'vina_hydrophobic']",0.435038706135199,604.88,1.386666666666667,Zscore
"['diffdock', 'plants', 'smina']","['CNNscore', 'HYDE', 'RTMScore', 'SCORCH', 'rfscore_v2', 'smina_affinity', 'vina_hydrophobic']",0.4348657866258186,604.59,2.4266666666666667,Zscore
['gnina'],"['CHEMPLP', 'CNNaffinity', 'CNNscore', 'RTMScore', 'SCORCH', 'vina_hydrophobic']",0.4348454664280994,170.51,1.7333333333333334,Zscore
"['diffdock', 'gnina']","['CHEMPLP', 'CNNaffinity', 'CNNscore', 'HYDE', 'RTMScore', 'SCORCH', 'rfscore_v2', 'smina_affinity', 'vina_hydrophobic']",0.4347717818308856,607.98,1.386666666666667,Zscore
"['diffdock', 'gnina']","['CNNscore', 'HYDE', 'RTMScore', 'SCORCH', 'rfscore_v2', 'smina_affinity', 'vina_hydrophobic', 'vina_intra_hydrophobic']",0.4347425810131985,610.5699999999999,1.7333333333333334,Zscore
"['flexx', 'gnina']","['CHEMPLP', 'CNNaffinity', 'CNNscore', 'HYDE', 'RTMScore', 'SCORCH', 'smina_affinity', 'vina_hydrophobic']",0.4347365524251432,196.94,1.7333333333333334,Zscore
"['plants', 'smina']","['CNNscore', 'HYDE', 'RTMScore', 'SCORCH', 'smina_affinity', 'vina_hydrophobic']",0.4346989918434715,190.22,2.4266666666666667,Zscore
"['diffdock', 'flexx', 'smina']","['CHEMPLP', 'CNNscore', 'HYDE', 'RTMScore', 'SCORCH', 'rfscore_v2', 'smina_affinity', 'vina_hydrophobic']",0.4346927302792279,602.3100000000001,1.7333333333333334,Zscore
"['diffdock', 'gnina']","['CNNaffinity', 'CNNscore', 'HYDE', 'RTMScore', 'SCORCH', 'vina_hydrophobic']",0.4346854373227717,596.8,1.386666666666667,rank_by_rank
"['diffdock', 'smina']","['CNNaffinity', 'CNNscore', 'HYDE', 'RTMScore', 'SCORCH', 'rfscore_v2', 'vina_hydrophobic']",0.434621707443994,597.77,1.386666666666667,Zscore
