ID,rfscore_v2
CHEMBL3905552_diffdock_6,7.873264514208015
CHEMBL3905552_diffdock_7,7.872680335275833
CHEMBL3905552_diffdock_8,7.951633294150295
CHEMBL3905552_diffdock_9,7.862252349983349
CHEMBL3905552_diffdock_10,7.85370521699216
CHEMBL376967_diffdock_1,7.977008084582086
CHEMBL376967_diffdock_2,7.93422086013986
CHEMBL376967_diffdock_3,7.943267072316581
CHEMBL376967_diffdock_4,7.863479076978571
CHEMBL376967_diffdock_5,7.920512530414032
CHEMBL376967_diffdock_6,7.903151980630481
CHEMBL376967_diffdock_7,7.954289889776898
CHEMBL376967_diffdock_8,7.948813306360308
CHEMBL376967_diffdock_9,3.6860786699966672
CHEMBL376967_diffdock_10,3.6860786699966672
CHEMBL3934539_diffdock_1,7.505011981962477
CHEMBL3934539_diffdock_2,7.339580504328998
CHEMBL3934539_diffdock_3,7.372746877344874
CHEMBL3934539_diffdock_4,7.443231036796535
CHEMBL3934539_diffdock_5,7.493212836163835
CHEMBL3934539_diffdock_6,7.23683213203463
CHEMBL3934539_diffdock_7,7.268184465922967
CHEMBL3934539_diffdock_8,7.415249752081254
CHEMBL3934539_diffdock_9,7.2111880026085
CHEMBL3934539_diffdock_10,7.215430695526697
CHEMBL544867_diffdock_1,7.474069274836272
CHEMBL544867_diffdock_2,7.494942612887115
CHEMBL544867_diffdock_3,7.393632261904757
CHEMBL544867_diffdock_4,7.464261097791097
CHEMBL544867_diffdock_5,7.427350221556223
CHEMBL544867_diffdock_6,7.592290948551442
CHEMBL544867_diffdock_7,7.578325961038957
CHEMBL544867_diffdock_8,7.398175554834052
CHEMBL544867_diffdock_9,7.322884097291596
CHEMBL544867_diffdock_10,3.686078669996668
CHEMBL3133904_diffdock_1,7.213981388999883
CHEMBL3133904_diffdock_2,7.324774349594849
CHEMBL3133904_diffdock_3,7.427828126984129
CHEMBL3133904_diffdock_4,7.415725134587638
CHEMBL3133904_diffdock_5,7.319875428959927
CHEMBL3133904_diffdock_6,7.35688003069153
CHEMBL3133904_diffdock_7,7.3643217056277
CHEMBL3133904_diffdock_8,7.470623109335105
CHEMBL3133904_diffdock_9,7.434613895382391
CHEMBL3133904_diffdock_10,7.319727050172053
CHEMBL153739_diffdock_1,7.200409549783545
CHEMBL153739_diffdock_2,7.284791940170937
CHEMBL153739_diffdock_3,7.326092992063491
CHEMBL153739_diffdock_4,7.34428799500499
CHEMBL153739_diffdock_5,7.311154559940056
CHEMBL153739_diffdock_6,7.382542962537459
CHEMBL153739_diffdock_7,7.3250661681651685
CHEMBL153739_diffdock_8,7.3438402273282275
CHEMBL153739_diffdock_9,7.443913927128422
CHEMBL153739_diffdock_10,7.257543519536019
CHEMBL51485_diffdock_1,7.9921403924963945
CHEMBL51485_diffdock_2,7.947125874181372
CHEMBL51485_diffdock_3,8.007513813852821
CHEMBL51485_diffdock_4,7.963136858308367
CHEMBL51485_diffdock_5,7.956875253690762
CHEMBL51485_diffdock_6,8.001621221223234
CHEMBL51485_diffdock_7,7.969249406204915
CHEMBL51485_diffdock_8,7.944065794372303
CHEMBL51485_diffdock_9,8.079002551226553
CHEMBL51485_diffdock_10,8.001788224830735
CHEMBL4796407_diffdock_1,7.940583973304477
CHEMBL4796407_diffdock_2,7.987134531746037
CHEMBL4796407_diffdock_3,7.962792998557001
CHEMBL4796407_diffdock_4,7.953857992785002
CHEMBL4796407_diffdock_5,7.9968563333333345
CHEMBL4796407_diffdock_6,8.05063364141415
CHEMBL4796407_diffdock_7,8.073153922799435
CHEMBL4796407_diffdock_8,8.048629277056278
CHEMBL4796407_diffdock_9,7.988241359307372
CHEMBL4796407_diffdock_10,8.001375095959599
CHEMBL5180914_diffdock_1,7.673868835608843
CHEMBL5180914_diffdock_2,7.68440996703297
CHEMBL5180914_diffdock_3,7.687233044233555
CHEMBL5180914_diffdock_4,7.6674234554889615
CHEMBL5180914_diffdock_5,7.629112384781884
CHEMBL5180914_diffdock_6,7.704892455488963
CHEMBL5180914_diffdock_7,7.647179053502058
CHEMBL5180914_diffdock_8,7.780980318292822
CHEMBL5180914_diffdock_9,7.754284928682434
CHEMBL5180914_diffdock_10,7.499223852924847
CHEMBL518803_diffdock_1,7.3133563004773
CHEMBL518803_diffdock_2,7.610937237373741
CHEMBL518803_diffdock_3,7.193164083694078
CHEMBL518803_diffdock_4,7.606125725108227
CHEMBL518803_diffdock_5,7.648094680708183
CHEMBL518803_diffdock_6,7.551736646797649
CHEMBL518803_diffdock_7,7.537848704184701
CHEMBL518803_diffdock_8,7.510846660506165
CHEMBL518803_diffdock_9,7.2926864990009985
CHEMBL518803_diffdock_10,3.6860786699966677
CHEMBL5189574_diffdock_1,7.829554495226998
CHEMBL5189574_diffdock_2,8.118099904983906
CHEMBL5189574_diffdock_3,7.822957224886229
CHEMBL5189574_diffdock_4,8.153159870906872
CHEMBL5189574_diffdock_5,8.063095237651236
CHEMBL5189574_diffdock_6,8.121670183594187
CHEMBL5189574_diffdock_7,8.086092859418365
CHEMBL5189574_diffdock_8,8.084265551559547
CHEMBL5189574_diffdock_9,8.096089382006884
CHEMBL5189574_diffdock_10,8.035837658008658
CHEMBL177688_diffdock_1,7.499709861138861
CHEMBL177688_diffdock_2,7.5200176911976895
CHEMBL177688_diffdock_3,7.534876283882781
CHEMBL177688_diffdock_4,7.710284437950941
CHEMBL177688_diffdock_5,7.573926424242427
CHEMBL177688_diffdock_6,7.573746854978359
CHEMBL177688_diffdock_7,7.461322877011871
CHEMBL177688_diffdock_8,7.28784996248196
CHEMBL177688_diffdock_9,7.4480905995671005
CHEMBL177688_diffdock_10,7.453018285714286
CHEMBL5203385_diffdock_1,7.881724938117438
CHEMBL5203385_diffdock_2,7.81608685142635
CHEMBL5203385_diffdock_3,7.90483482628482
CHEMBL5203385_diffdock_4,7.909436657065156
CHEMBL5203385_diffdock_5,7.793713617493618
CHEMBL5203385_diffdock_6,7.887648553557553
CHEMBL5203385_diffdock_7,7.966631588800084
CHEMBL5203385_diffdock_8,8.081004176767673
CHEMBL5203385_diffdock_9,7.971275113275613
CHEMBL5203385_diffdock_10,7.883847518537024
CHEMBL245277_diffdock_1,7.716382168152114
CHEMBL245277_diffdock_2,7.747505232045744
CHEMBL245277_diffdock_3,7.7071451885892
CHEMBL245277_diffdock_4,7.642407655955166
CHEMBL245277_diffdock_5,7.713289705738718
CHEMBL245277_diffdock_6,7.744288750625198
CHEMBL245277_diffdock_7,7.842859462524415
CHEMBL245277_diffdock_8,7.702026328726842
CHEMBL245277_diffdock_9,7.715995378232893
CHEMBL245277_diffdock_10,7.68623903751805
CHEMBL3805280_diffdock_1,7.741780482128984
CHEMBL3805280_diffdock_2,7.72401165179265
CHEMBL3805280_diffdock_3,7.755970229492728
CHEMBL3805280_diffdock_4,7.788857875901868
CHEMBL3805280_diffdock_5,7.817978809579309
CHEMBL3805280_diffdock_6,7.830965817460315
CHEMBL3805280_diffdock_7,7.769453564935059
CHEMBL3805280_diffdock_8,7.774933942002447
