ID,CNNaffinity
CHEMBL1958215_diffdock_6,5.5608005524
CHEMBL1958215_diffdock_7,5.5862579346
CHEMBL1958215_diffdock_8,5.2490177155
CHEMBL1958215_diffdock_9,4.7698535919
CHEMBL1958215_diffdock_10,5.2691459656
CHEMBL208286_diffdock_1,6.2218599319
CHEMBL208286_diffdock_2,5.9762945175
CHEMBL208286_diffdock_3,6.1432657242
CHEMBL208286_diffdock_4,6.1672039032
CHEMBL208286_diffdock_5,6.1218481064
CHEMBL208286_diffdock_6,5.6113872528
CHEMBL208286_diffdock_7,5.6132173538
CHEMBL208286_diffdock_8,5.8300380707
CHEMBL488101_diffdock_1,5.4335041046
CHEMBL488101_diffdock_2,5.1015224457
CHEMBL488101_diffdock_3,5.4395093918
CHEMBL488101_diffdock_4,5.3862066269
CHEMBL488101_diffdock_5,5.6016540527
CHEMBL488101_diffdock_6,5.1629962921
CHEMBL488101_diffdock_7,5.1072759628
CHEMBL488101_diffdock_8,5.2535009384
CHEMBL488101_diffdock_9,5.4024305344
CHEMBL488101_diffdock_10,5.2106189728
CHEMBL4288080_diffdock_1,6.6035528183
CHEMBL4288080_diffdock_2,6.4980974197
CHEMBL4288080_diffdock_3,6.8685188293
CHEMBL4288080_diffdock_4,6.4660511017
CHEMBL4288080_diffdock_5,6.6756372452
CHEMBL4288080_diffdock_6,6.4106168747
CHEMBL4288080_diffdock_7,6.3496294022
CHEMBL4288080_diffdock_8,6.4259538651
CHEMBL4288080_diffdock_9,6.5117187500
CHEMBL4288080_diffdock_10,6.5367307663
CHEMBL5185287_diffdock_1,7.1346263885
CHEMBL5185287_diffdock_2,7.1430234909
CHEMBL5185287_diffdock_3,6.8967142105
CHEMBL5185287_diffdock_4,7.0382976532
CHEMBL5185287_diffdock_5,6.9421634674
CHEMBL5185287_diffdock_6,6.7877645493
CHEMBL5185287_diffdock_7,5.9748487473
CHEMBL5185287_diffdock_8,6.3775377274
CHEMBL5185287_diffdock_9,6.2351102829
CHEMBL5185287_diffdock_10,4.6984825134
CHEMBL4129781_diffdock_1,7.7749814987
CHEMBL4129781_diffdock_2,7.7280435562
CHEMBL4129781_diffdock_3,7.7751512527
CHEMBL4129781_diffdock_4,7.5022697449
CHEMBL4129781_diffdock_5,7.5744724274
CHEMBL4129781_diffdock_6,7.5771732330
CHEMBL4129781_diffdock_7,7.6290130615
CHEMBL4129781_diffdock_8,7.6687593460
CHEMBL4129781_diffdock_9,6.8581829071
CHEMBL4129781_diffdock_10,5.8224134445
CHEMBL4091966_diffdock_1,6.3818521500
CHEMBL4091966_diffdock_2,6.2834463120
CHEMBL4091966_diffdock_3,6.2586736679
CHEMBL4091966_diffdock_4,6.8160133362
CHEMBL4091966_diffdock_5,6.3038644791
CHEMBL4091966_diffdock_6,6.2471380234
CHEMBL4091966_diffdock_7,6.3141822815
CHEMBL4091966_diffdock_8,6.4434375763
CHEMBL4091966_diffdock_9,6.1035184860
CHEMBL4091966_diffdock_10,4.7782659531
CHEMBL3806200_diffdock_1,6.0379333496
CHEMBL3806200_diffdock_2,6.0374975204
CHEMBL3806200_diffdock_3,6.0723638535
CHEMBL3806200_diffdock_4,5.9557380676
CHEMBL3806200_diffdock_5,6.0588855743
CHEMBL3806200_diffdock_6,6.0959548950
CHEMBL3806200_diffdock_7,5.9109869003
CHEMBL3806200_diffdock_8,5.8746557236
CHEMBL3806200_diffdock_9,5.7367229462
CHEMBL3806200_diffdock_10,5.3869504929
CHEMBL3237938_diffdock_1,6.8827867508
CHEMBL3237938_diffdock_2,6.6160202026
CHEMBL3237938_diffdock_3,6.2656955719
CHEMBL3237938_diffdock_4,6.2446823120
CHEMBL3237938_diffdock_5,6.2121000290
CHEMBL3237938_diffdock_6,6.5724763870
CHEMBL3237938_diffdock_7,5.9712409973
CHEMBL3237938_diffdock_8,5.6578636169
CHEMBL3237938_diffdock_9,5.1521759033
CHEMBL3237938_diffdock_10,5.3312959671
CHEMBL3133911_diffdock_1,6.2512254715
CHEMBL3133911_diffdock_2,5.8574924469
CHEMBL3133911_diffdock_3,6.2918844223
CHEMBL3133911_diffdock_4,6.3279304504
CHEMBL3133911_diffdock_5,6.0841245651
CHEMBL3133911_diffdock_6,6.9339075089
CHEMBL3133911_diffdock_7,5.8060894012
CHEMBL3133911_diffdock_8,5.7097358704
CHEMBL3133911_diffdock_9,5.1350765228
CHEMBL3133911_diffdock_10,4.9015378952
CHEMBL112096_diffdock_1,6.2392787933
CHEMBL112096_diffdock_2,6.2544231415
CHEMBL112096_diffdock_3,6.0300140381
CHEMBL112096_diffdock_4,6.0422811508
CHEMBL112096_diffdock_5,6.1886510849
CHEMBL112096_diffdock_6,6.3135547638
CHEMBL112096_diffdock_7,6.1210184097
CHEMBL112096_diffdock_8,5.9668359756
CHEMBL112096_diffdock_9,5.7103586197
CHEMBL112096_diffdock_10,5.8304748535
CHEMBL4859473_diffdock_1,6.4996795654
CHEMBL4859473_diffdock_2,6.4408531189
CHEMBL4859473_diffdock_3,6.3706464767
CHEMBL4859473_diffdock_4,6.2521133423
CHEMBL4859473_diffdock_5,6.1739034653
CHEMBL4859473_diffdock_6,6.0552167892
CHEMBL4859473_diffdock_7,6.2317256927
CHEMBL4859473_diffdock_8,5.9009218216
CHEMBL4859473_diffdock_9,4.6520185471
CHEMBL4859473_diffdock_10,5.1883182526
CHEMBL3221553_diffdock_1,5.5876226425
CHEMBL3221553_diffdock_2,5.3088226318
CHEMBL3221553_diffdock_3,5.5933904648
CHEMBL3221553_diffdock_4,5.4875659943
CHEMBL3221553_diffdock_5,5.2339715958
CHEMBL3221553_diffdock_6,5.1171627045
CHEMBL3221553_diffdock_7,5.3369235992
CHEMBL3221553_diffdock_8,5.6016874313
CHEMBL3221553_diffdock_9,6.0191431046
CHEMBL3221553_diffdock_10,5.6190032959
CHEMBL81375_diffdock_1,6.4080600739
CHEMBL81375_diffdock_2,6.5361061096
CHEMBL81375_diffdock_3,6.5055904388
CHEMBL81375_diffdock_4,6.4237365723
CHEMBL81375_diffdock_5,6.4119415283
CHEMBL81375_diffdock_6,6.2312049866
CHEMBL81375_diffdock_7,6.0776958466
CHEMBL81375_diffdock_8,6.2573919296
CHEMBL81375_diffdock_9,5.8682470322
CHEMBL81375_diffdock_10,6.4177560806
CHEMBL5192750_diffdock_1,7.1261777878
CHEMBL5192750_diffdock_2,7.2926702499
CHEMBL5192750_diffdock_3,7.0687160492
CHEMBL5192750_diffdock_4,7.3922538757
CHEMBL5192750_diffdock_5,6.7801389694
CHEMBL5192750_diffdock_6,6.9059381485
CHEMBL5192750_diffdock_7,7.0496425629
CHEMBL5192750_diffdock_8,6.9978008270
CHEMBL5192750_diffdock_9,6.1904916763
CHEMBL5192750_diffdock_10,6.4012966156
CHEMBL3751967_diffdock_1,5.6885967255
CHEMBL3751967_diffdock_2,6.0421953201
CHEMBL3751967_diffdock_3,5.1644086838
CHEMBL3751967_diffdock_4,6.4058389664
CHEMBL3751967_diffdock_5,5.7336263657
CHEMBL3751967_diffdock_6,5.8787574768
CHEMBL3751967_diffdock_7,5.6039133072
CHEMBL3751967_diffdock_8,5.6482877731
CHEMBL3751967_diffdock_9,5.1560192108
CHEMBL3751967_diffdock_10,5.7568473816
CHEMBL176891_diffdock_1,6.4919204712
CHEMBL176891_diffdock_2,6.2232580185
CHEMBL176891_diffdock_3,6.3231067657
CHEMBL176891_diffdock_4,6.0603828430
CHEMBL176891_diffdock_5,5.9933652878
CHEMBL176891_diffdock_6,5.9911909103
CHEMBL176891_diffdock_7,5.8818502426
CHEMBL176891_diffdock_8,5.9015436172
CHEMBL176891_diffdock_9,6.2512865067
CHEMBL176891_diffdock_10,4.3428668976
CHEMBL1914669_diffdock_1,6.3283224106
CHEMBL1914669_diffdock_2,6.4056768417
CHEMBL1914669_diffdock_3,6.4797887802
CHEMBL1914669_diffdock_4,6.5034227371
CHEMBL1914669_diffdock_5,6.2072649002
CHEMBL1914669_diffdock_6,6.3387832642
CHEMBL1914669_diffdock_7,6.3895721436
CHEMBL1914669_diffdock_8,6.0729846954
CHEMBL1914669_diffdock_9,6.2534427643
CHEMBL1914669_diffdock_10,6.1690273285
CHEMBL407534_diffdock_1,4.5940637589
CHEMBL407534_diffdock_2,4.8464555740
CHEMBL407534_diffdock_3,4.7889728546
CHEMBL407534_diffdock_4,4.8213949203
CHEMBL407534_diffdock_5,4.1811094284
CHEMBL407534_diffdock_6,4.3797531128
CHEMBL407534_diffdock_7,4.8953542709
CHEMBL407534_diffdock_8,4.3451948166
CHEMBL407534_diffdock_9,4.3732824326
CHEMBL407534_diffdock_10,3.7610065937
CHEMBL4205688_diffdock_1,7.6970853806
CHEMBL4205688_diffdock_2,7.4126081467
CHEMBL4205688_diffdock_3,7.8866224289
CHEMBL4205688_diffdock_4,7.3859577179
CHEMBL4205688_diffdock_5,7.5076084137
CHEMBL4205688_diffdock_6,7.6261043549
CHEMBL4205688_diffdock_7,7.4976291656
CHEMBL4205688_diffdock_8,7.0258722305
CHEMBL4205688_diffdock_9,7.3256578445
CHEMBL4205688_diffdock_10,5.9359626770
CHEMBL4863088_diffdock_1,6.3398799896
CHEMBL4863088_diffdock_2,6.2621870041
CHEMBL4863088_diffdock_3,5.9785223007
CHEMBL4863088_diffdock_4,6.2846670151
CHEMBL4863088_diffdock_5,6.5151062012
CHEMBL4863088_diffdock_6,5.7775297165
CHEMBL4863088_diffdock_7,6.1860332489
CHEMBL4863088_diffdock_8,5.6739864349
CHEMBL4863088_diffdock_9,5.7267417908
CHEMBL4863088_diffdock_10,4.6381969452
CHEMBL1645471_diffdock_1,5.5956363678
CHEMBL1645471_diffdock_2,5.7738332748
CHEMBL1645471_diffdock_3,5.7153396606
CHEMBL1645471_diffdock_4,6.0604524612
CHEMBL1645471_diffdock_5,6.1213827133
CHEMBL1645471_diffdock_6,6.2927656174
CHEMBL1645471_diffdock_7,5.9648609161
CHEMBL1645471_diffdock_8,5.5630359650
CHEMBL1645471_diffdock_9,5.8249998093
CHEMBL1645471_diffdock_10,4.9126358032
CHEMBL3946396_diffdock_1,6.3223361969
CHEMBL3946396_diffdock_2,6.2775039673
CHEMBL3946396_diffdock_3,6.3346414566
CHEMBL3946396_diffdock_4,6.3046064377
CHEMBL3946396_diffdock_5,6.3564748764
CHEMBL3946396_diffdock_6,6.2212457657
CHEMBL3946396_diffdock_7,6.1827507019
CHEMBL3946396_diffdock_8,6.1861238480
CHEMBL3946396_diffdock_9,6.3852005005
CHEMBL3946396_diffdock_10,6.2421474457
CHEMBL3740105_diffdock_1,6.1453533173
CHEMBL3740105_diffdock_2,6.4632358551
CHEMBL3740105_diffdock_3,5.6467924118
CHEMBL3740105_diffdock_4,6.7998981476
CHEMBL3740105_diffdock_5,6.6278238297
CHEMBL3740105_diffdock_6,6.2201366425
CHEMBL3740105_diffdock_7,6.7914400101
CHEMBL3740105_diffdock_8,4.0334172249
CHEMBL3740105_diffdock_9,6.3583526611
CHEMBL3740105_diffdock_10,5.9919023514
CHEMBL589847_diffdock_1,5.3949213028
CHEMBL589847_diffdock_2,5.0642490387
CHEMBL589847_diffdock_3,4.9473609924
CHEMBL589847_diffdock_4,5.1046371460
CHEMBL589847_diffdock_5,4.6654472351
CHEMBL589847_diffdock_6,5.1632127762
CHEMBL589847_diffdock_7,4.8551111221
CHEMBL589847_diffdock_8,5.0123643875
CHEMBL589847_diffdock_9,4.9159078598
CHEMBL589847_diffdock_10,4.4997215271
CHEMBL484270_diffdock_1,6.2839021683
CHEMBL484270_diffdock_2,6.2809009552
CHEMBL484270_diffdock_3,6.2632560730
CHEMBL484270_diffdock_4,6.0881395340
CHEMBL484270_diffdock_5,6.1591844559
CHEMBL484270_diffdock_6,5.9405193329
CHEMBL484270_diffdock_7,6.0583295822
CHEMBL484270_diffdock_8,5.7537450790
CHEMBL484270_diffdock_9,5.8285427094
CHEMBL484270_diffdock_10,4.5801000595
CHEMBL208292_diffdock_1,7.1421947479
CHEMBL208292_diffdock_2,6.5924444199
CHEMBL208292_diffdock_3,6.1609106064
CHEMBL208292_diffdock_4,6.7435455322
CHEMBL208292_diffdock_5,6.8670768738
CHEMBL208292_diffdock_6,6.4077367783
CHEMBL208292_diffdock_7,6.9554224014
CHEMBL208292_diffdock_8,6.7481927872
CHEMBL208292_diffdock_9,6.1281871796
CHEMBL208292_diffdock_10,4.7339801788
CHEMBL111586_diffdock_1,6.3919973373
CHEMBL111586_diffdock_2,6.1876173019
CHEMBL111586_diffdock_3,5.8844547272
CHEMBL111586_diffdock_4,6.0345211029
CHEMBL111586_diffdock_5,5.9583206177
CHEMBL111586_diffdock_6,6.0179567337
CHEMBL111586_diffdock_7,5.9518117905
CHEMBL111586_diffdock_8,5.5992603302
CHEMBL111586_diffdock_9,5.7920351028
CHEMBL111586_diffdock_10,5.3265962601
CHEMBL3628907_diffdock_1,6.9002666473
CHEMBL3628907_diffdock_2,6.7686328888
CHEMBL3628907_diffdock_3,6.4660539627
CHEMBL3628907_diffdock_4,6.4338912964
CHEMBL3628907_diffdock_5,6.3525199890
CHEMBL3628907_diffdock_6,6.3224201202
CHEMBL3628907_diffdock_7,5.8245878220
CHEMBL3628907_diffdock_8,6.1303663254
CHEMBL3628907_diffdock_9,6.7970361710
CHEMBL3628907_diffdock_10,6.7368516922
CHEMBL3663928_diffdock_1,7.2815313339
CHEMBL3663928_diffdock_2,6.9509773254
CHEMBL3663928_diffdock_3,7.1567173004
CHEMBL3663928_diffdock_4,7.0889940262
CHEMBL3663928_diffdock_5,6.8734760284
CHEMBL3663928_diffdock_6,6.8188276291
CHEMBL3663928_diffdock_7,7.0341491699
CHEMBL3663928_diffdock_8,7.0395317078
CHEMBL3663928_diffdock_9,6.5739479065
CHEMBL3663928_diffdock_10,5.3473033905
CHEMBL324926_diffdock_1,6.9544401169
CHEMBL324926_diffdock_2,6.5691080093
CHEMBL324926_diffdock_3,6.7424135208
CHEMBL324926_diffdock_4,6.8372325897
CHEMBL324926_diffdock_5,6.8177204132
CHEMBL324926_diffdock_6,6.6480474472
CHEMBL324926_diffdock_7,6.3765048981
CHEMBL324926_diffdock_8,6.6241626740
CHEMBL324926_diffdock_9,4.9049263000
CHEMBL324926_diffdock_10,4.9057970047
CHEMBL69358_diffdock_1,6.0841560364
CHEMBL69358_diffdock_2,6.0001020432
CHEMBL69358_diffdock_3,6.1570720673
CHEMBL69358_diffdock_4,6.1157846451
CHEMBL69358_diffdock_5,6.3511257172
CHEMBL69358_diffdock_6,6.0366296768
CHEMBL69358_diffdock_7,6.1973419189
CHEMBL69358_diffdock_8,6.1681900024
CHEMBL69358_diffdock_9,5.8864555359
CHEMBL69358_diffdock_10,6.0721292496
CHEMBL4476791_diffdock_1,6.5211181641
CHEMBL4476791_diffdock_2,6.3863382339
CHEMBL4476791_diffdock_3,6.4599618912
CHEMBL4476791_diffdock_4,6.7087240219
CHEMBL4476791_diffdock_5,6.4066171646
CHEMBL4476791_diffdock_6,6.6403722763
CHEMBL4476791_diffdock_7,6.2413043976
CHEMBL4476791_diffdock_8,6.2188453674
CHEMBL4476791_diffdock_9,6.2489700317
CHEMBL4476791_diffdock_10,6.0653238297
CHEMBL5208349_diffdock_1,7.4667291641
CHEMBL5208349_diffdock_2,7.5942449570
CHEMBL5208349_diffdock_3,7.1210746765
CHEMBL5208349_diffdock_4,6.9945325851
CHEMBL5208349_diffdock_5,7.0521078110
CHEMBL5208349_diffdock_6,7.5109872818
CHEMBL5208349_diffdock_7,6.9374427795
CHEMBL5208349_diffdock_8,6.6751232147
CHEMBL5208349_diffdock_9,6.0812969208
CHEMBL5208349_diffdock_10,6.1026668549
CHEMBL1241439_diffdock_1,6.0965547562
CHEMBL1241439_diffdock_2,6.2337856293
CHEMBL1241439_diffdock_3,6.2845211029
CHEMBL1241439_diffdock_4,6.1915178299
CHEMBL1241439_diffdock_5,6.4152526855
CHEMBL1241439_diffdock_6,6.1172466278
CHEMBL1241439_diffdock_7,6.0062980652
CHEMBL1241439_diffdock_8,5.8950147629
CHEMBL1241439_diffdock_9,5.9728946686
CHEMBL1241439_diffdock_10,6.0818061829
CHEMBL5079430_diffdock_1,6.5588827133
CHEMBL5079430_diffdock_2,6.5272111893
CHEMBL5079430_diffdock_3,6.3715190887
CHEMBL5079430_diffdock_4,6.3346357346
CHEMBL5079430_diffdock_5,6.5179510117
CHEMBL5079430_diffdock_6,6.5594873428
CHEMBL5079430_diffdock_7,6.2824258804
CHEMBL5079430_diffdock_8,6.4974679947
CHEMBL5079430_diffdock_9,6.8183822632
CHEMBL5079430_diffdock_10,5.6671867371
CHEMBL2426378_diffdock_1,7.0685329437
CHEMBL2426378_diffdock_2,7.0951356888
CHEMBL2426378_diffdock_3,6.9171733856
CHEMBL2426378_diffdock_4,7.0869817734
CHEMBL2426378_diffdock_5,7.3164443970
CHEMBL2426378_diffdock_6,7.4108133316
CHEMBL2426378_diffdock_7,7.1113872528
CHEMBL2426378_diffdock_8,7.1733770370
CHEMBL2426378_diffdock_9,6.9862356186
CHEMBL2426378_diffdock_10,6.5857343674
CHEMBL3219347_diffdock_1,7.8628168106
CHEMBL3219347_diffdock_2,7.0359716415
CHEMBL3219347_diffdock_3,7.3848285675
CHEMBL3219347_diffdock_4,7.5692338943
CHEMBL3219347_diffdock_5,7.2758626938
CHEMBL3219347_diffdock_6,7.4123821259
CHEMBL3219347_diffdock_7,7.0194463730
CHEMBL3219347_diffdock_8,6.7363634109
CHEMBL3219347_diffdock_9,7.1322650909
CHEMBL3219347_diffdock_10,6.5485668182
CHEMBL162053_diffdock_1,6.2698783875
CHEMBL162053_diffdock_2,6.1214303970
CHEMBL162053_diffdock_3,5.6635456085
CHEMBL162053_diffdock_4,6.0869789124
CHEMBL162053_diffdock_5,5.8117809296
CHEMBL162053_diffdock_6,5.4894790649
CHEMBL162053_diffdock_7,5.7256021500
CHEMBL162053_diffdock_8,5.6698741913
CHEMBL162053_diffdock_9,5.8228006363
CHEMBL162053_diffdock_10,5.5671062469
CHEMBL272634_diffdock_1,6.1281871796
CHEMBL272634_diffdock_2,6.0247163773
CHEMBL272634_diffdock_3,6.0281772614
CHEMBL272634_diffdock_4,5.8115434647
CHEMBL272634_diffdock_5,5.7192564011
CHEMBL272634_diffdock_6,5.3845443726
CHEMBL272634_diffdock_7,5.3076086044
CHEMBL272634_diffdock_8,5.4020023346
CHEMBL272634_diffdock_9,5.3619594574
CHEMBL272634_diffdock_10,5.0860919952
CHEMBL4076434_diffdock_1,6.6173439026
CHEMBL4076434_diffdock_2,6.1641492844
CHEMBL4076434_diffdock_3,6.0690383911
CHEMBL4076434_diffdock_4,6.1878213882
CHEMBL4076434_diffdock_5,6.2356977463
CHEMBL4076434_diffdock_6,5.8142414093
CHEMBL4076434_diffdock_7,5.8405075073
CHEMBL4076434_diffdock_8,6.1016855240
CHEMBL4076434_diffdock_9,5.7468109131
CHEMBL1336_diffdock_1,6.2592630386
CHEMBL1336_diffdock_2,6.4952058792
CHEMBL1336_diffdock_3,5.6312799454
CHEMBL1336_diffdock_4,6.0822162628
CHEMBL1336_diffdock_5,6.3138275146
CHEMBL1336_diffdock_6,6.1699600220
CHEMBL1336_diffdock_7,6.2307348251
CHEMBL1336_diffdock_8,5.6433401108
CHEMBL1336_diffdock_9,6.3567361832
CHEMBL1336_diffdock_10,5.5730638504
CHEMBL3676372_diffdock_1,6.5420141220
CHEMBL3676372_diffdock_2,6.3424463272
CHEMBL3676372_diffdock_3,6.5270290375
CHEMBL3676372_diffdock_4,6.3867864609
CHEMBL3676372_diffdock_5,5.8389101028
CHEMBL3676372_diffdock_6,6.3062543869
CHEMBL3676372_diffdock_7,5.5054950714
CHEMBL3676372_diffdock_8,6.5385847092
CHEMBL3676372_diffdock_9,6.4149694443
CHEMBL3676372_diffdock_10,5.7919387817
CHEMBL4794857_diffdock_1,7.6409320831
CHEMBL4794857_diffdock_2,7.1661119461
CHEMBL4794857_diffdock_3,6.8243999481
CHEMBL4794857_diffdock_4,6.8954639435
CHEMBL4794857_diffdock_5,7.2015819550
CHEMBL4794857_diffdock_6,6.6838626862
CHEMBL4794857_diffdock_7,6.3951301575
CHEMBL4794857_diffdock_8,7.3645229340
CHEMBL4794857_diffdock_9,6.6228008270
CHEMBL4794857_diffdock_10,6.4840812683
CHEMBL3758749_diffdock_1,6.6156206131
CHEMBL3758749_diffdock_2,6.6777801514
CHEMBL3758749_diffdock_3,6.9716091156
CHEMBL3758749_diffdock_4,6.3714923859
CHEMBL3758749_diffdock_5,6.5300788879
CHEMBL3758749_diffdock_6,6.6804866791
CHEMBL3758749_diffdock_7,6.8218574524
CHEMBL3758749_diffdock_8,6.6717624664
CHEMBL3758749_diffdock_9,6.5313711166
CHEMBL3758749_diffdock_10,6.6633329391
CHEMBL1683955_diffdock_1,6.4200811386
CHEMBL1683955_diffdock_2,6.3435316086
CHEMBL1683955_diffdock_3,5.7381086349
CHEMBL1683955_diffdock_4,6.2435722351
CHEMBL1683955_diffdock_5,6.2657852173
CHEMBL1683955_diffdock_6,5.9994993210
CHEMBL1683955_diffdock_7,6.4628028870
CHEMBL1683955_diffdock_8,6.0571031570
CHEMBL1683955_diffdock_9,5.9925832748
CHEMBL1683955_diffdock_10,5.9746541977
CHEMBL4787816_diffdock_1,6.1984043121
CHEMBL4787816_diffdock_2,5.9189386368
CHEMBL4787816_diffdock_3,6.0962858200
CHEMBL4787816_diffdock_4,6.3243904114
CHEMBL4787816_diffdock_5,6.3443660736
CHEMBL4787816_diffdock_6,5.7770271301
CHEMBL4787816_diffdock_7,5.4797296524
CHEMBL4787816_diffdock_8,6.2243824005
CHEMBL4787816_diffdock_9,5.8932971954
CHEMBL4787816_diffdock_10,6.5051240921
CHEMBL3968839_diffdock_1,7.0017662048
CHEMBL3968839_diffdock_2,6.8419532776
CHEMBL3968839_diffdock_3,6.7916841507
CHEMBL3968839_diffdock_4,6.5503606796
CHEMBL3968839_diffdock_5,6.5172567368
CHEMBL3968839_diffdock_6,6.3092660904
CHEMBL3968839_diffdock_7,6.3465623856
CHEMBL3968839_diffdock_8,6.3108406067
CHEMBL3968839_diffdock_9,5.7664566040
CHEMBL3968839_diffdock_10,4.9913730621
CHEMBL2333985_diffdock_1,6.2154378891
CHEMBL2333985_diffdock_2,6.0339708328
CHEMBL2333985_diffdock_3,6.2160568237
CHEMBL2333985_diffdock_4,6.0610561371
CHEMBL2333985_diffdock_5,6.0220174789
CHEMBL2333985_diffdock_6,6.1706972122
CHEMBL2333985_diffdock_7,6.0234813690
CHEMBL2333985_diffdock_8,6.0861682892
CHEMBL2333985_diffdock_9,6.0226573944
CHEMBL2333985_diffdock_10,5.8548297882
CHEMBL78280_diffdock_1,6.3723087311
CHEMBL78280_diffdock_2,6.4211816788
CHEMBL78280_diffdock_3,5.7236118317
CHEMBL78280_diffdock_4,6.5554761887
CHEMBL78280_diffdock_5,5.8703851700
CHEMBL78280_diffdock_6,5.8921623230
