id,method6_Zscore_best
CHEMBL255871,1.0467312006890082
CHEMBL4457733,0.914210062821915
CHEMBL2424807,0.8947734512499561
CHEMBL3425665,0.8055641216148056
CHEMBL504173,0.7523752747745509
CHEMBL1830130,0.7300770219476458
CHEMBL5088102,0.4522530453048965
CHEMBL4068047,0.3976875250148802
CHEMBL4074615,-0.8287430831826867
CHEMBL4164936,-1.4931601068739278
