ID,vina_hydrophobic
CHEMBL4228672_flexx_10,23.693059821000542
CHEMBL3263359_flexx_01,53.43365156016691
CHEMBL3263359_flexx_02,57.103831980699184
CHEMBL3263359_flexx_03,57.66127640885274
CHEMBL3263359_flexx_04,55.71347213542619
CHEMBL3263359_flexx_05,46.40031554890251
CHEMBL3263359_flexx_06,57.657531577245905
CHEMBL3263359_flexx_07,45.41407379217438
CHEMBL3263359_flexx_08,54.36506007521388
CHEMBL3263359_flexx_09,60.735876111234965
CHEMBL3263359_flexx_10,53.32523119562801
CHEMBL5192038_flexx_01,9.445654520572404
CHEMBL5192038_flexx_02,12.005473273927015
CHEMBL5192038_flexx_03,10.575245102944976
CHEMBL5192038_flexx_04,6.452902693390771
CHEMBL5192038_flexx_05,9.740062242191911
CHEMBL5192038_flexx_06,19.81629650297474
CHEMBL5192038_flexx_07,28.64362425071378
CHEMBL5192038_flexx_08,7.577196303668798
CHEMBL5192038_flexx_09,18.675972226402735
CHEMBL5192038_flexx_10,6.731853055150239
CHEMBL3623286_flexx_01,22.453119217023797
CHEMBL3623286_flexx_02,28.483033154601188
CHEMBL3623286_flexx_03,26.564935571399918
CHEMBL3623286_flexx_04,23.95864038169401
CHEMBL3623286_flexx_05,22.720737247841445
CHEMBL3623286_flexx_06,23.47764309655159
CHEMBL3623286_flexx_07,27.1619672739163
CHEMBL3623286_flexx_08,20.003509822190768
CHEMBL3623286_flexx_09,29.557693947173004
CHEMBL3623286_flexx_10,16.136740810543465
CHEMBL2031296_flexx_01,44.78714157876445
CHEMBL2031296_flexx_02,45.58152702411435
CHEMBL2031296_flexx_03,40.10124058993973
CHEMBL2031296_flexx_04,44.451889918419646
CHEMBL2031296_flexx_05,52.87919239113563
CHEMBL2031296_flexx_06,44.688239325980106
CHEMBL2031296_flexx_07,38.018347000253
CHEMBL2031296_flexx_08,40.63522036371933
CHEMBL2031296_flexx_09,30.33822021773169
CHEMBL2031296_flexx_10,47.839279763663995
CHEMBL3741026_flexx_01,63.84107378337974
CHEMBL3741026_flexx_02,64.98378829328941
CHEMBL3741026_flexx_03,43.817954912247544
CHEMBL3741026_flexx_04,47.59053625455059
CHEMBL3741026_flexx_05,62.5608902609093
CHEMBL3741026_flexx_06,49.27652655053948
CHEMBL3741026_flexx_07,55.47641122102846
CHEMBL3741026_flexx_08,44.1217046556485
CHEMBL3741026_flexx_09,72.82129810927805
CHEMBL3741026_flexx_10,54.872528292677416
CHEMBL3221557_flexx_01,25.219196580564436
CHEMBL3221557_flexx_02,25.219196580564436
CHEMBL3221557_flexx_03,28.177510649060036
CHEMBL3221557_flexx_04,22.79939647596496
CHEMBL3221557_flexx_05,25.741978514801815
CHEMBL3221557_flexx_06,22.79939647596496
CHEMBL3221557_flexx_07,26.37841048506003
CHEMBL3221557_flexx_08,23.981551120962806
CHEMBL3221557_flexx_09,25.18178424474692
CHEMBL3221557_flexx_10,16.941558547486764
CHEMBL4164936_flexx_01,85.79265306908344
CHEMBL4164936_flexx_02,66.5506448075528
CHEMBL4164936_flexx_03,44.345117414123784
CHEMBL4164936_flexx_04,56.851458238061284
CHEMBL4164936_flexx_05,57.30144785081974
CHEMBL4164936_flexx_06,64.16225638443323
CHEMBL4164936_flexx_07,57.29340642620308
CHEMBL4164936_flexx_08,58.032594220795204
CHEMBL4164936_flexx_09,35.99155007315021
CHEMBL4164936_flexx_10,57.2200152767315
CHEMBL593760_flexx_01,22.60881278897163
CHEMBL593760_flexx_02,36.040622753575704
CHEMBL593760_flexx_03,40.73611035586205
CHEMBL593760_flexx_04,37.17236536388282
CHEMBL593760_flexx_05,40.73611035586205
CHEMBL593760_flexx_06,40.73611035586205
CHEMBL593760_flexx_07,25.67473987215378
CHEMBL593760_flexx_08,22.60881278897163
CHEMBL593760_flexx_09,22.60881278897163
CHEMBL593760_flexx_10,40.73611035586205
CHEMBL3425665_flexx_01,45.71557146078775
CHEMBL3425665_flexx_02,43.76317200155131
CHEMBL3425665_flexx_03,22.023593238901213
CHEMBL3425665_flexx_04,47.29013617308065
CHEMBL3425665_flexx_05,22.197713787968645
CHEMBL3425665_flexx_06,46.98389378397337
CHEMBL3425665_flexx_07,53.0745284578081
CHEMBL3425665_flexx_08,49.26556422439749
CHEMBL3425665_flexx_09,53.36073509721982
CHEMBL3425665_flexx_10,48.96675319668776
CHEMBL308672_flexx_01,39.643318484053076
CHEMBL308672_flexx_02,42.20155307757133
CHEMBL308672_flexx_03,43.6739073036328
CHEMBL308672_flexx_04,43.47134407306291
CHEMBL308672_flexx_05,42.542064939542804
CHEMBL308672_flexx_06,38.25890224415339
CHEMBL308672_flexx_07,41.936423580046245
CHEMBL308672_flexx_08,41.95667616526733
CHEMBL308672_flexx_09,38.06333491398002
CHEMBL308672_flexx_10,30.923166543462663
CHEMBL425402_flexx_01,41.00587340032203
CHEMBL425402_flexx_02,28.041234248399054
CHEMBL425402_flexx_03,24.76763189714629
CHEMBL425402_flexx_04,24.264240908882442
CHEMBL425402_flexx_05,45.46201312204941
CHEMBL425402_flexx_06,48.84758913265971
CHEMBL425402_flexx_07,43.48224055239429
CHEMBL425402_flexx_08,47.803462007053284
CHEMBL425402_flexx_09,52.777902215567494
CHEMBL425402_flexx_10,53.07304305008847
CHEMBL589561_flexx_01,60.22480213668109
CHEMBL589561_flexx_02,23.26061625015953
CHEMBL589561_flexx_03,63.136507743875256
CHEMBL589561_flexx_04,70.00877728964846
CHEMBL589561_flexx_05,59.0976046525336
CHEMBL589561_flexx_06,55.29521255848813
CHEMBL589561_flexx_07,61.091553963426605
CHEMBL589561_flexx_08,46.126818343749605
CHEMBL589561_flexx_09,24.115797539157473
CHEMBL589561_flexx_10,30.15277871611982
CHEMBL5192318_flexx_01,22.615077262015067
CHEMBL5192318_flexx_02,16.399428910324605
CHEMBL5192318_flexx_03,23.395651839825177
CHEMBL5192318_flexx_04,23.41396683400739
CHEMBL5192318_flexx_05,19.98408586238584
CHEMBL5192318_flexx_06,14.85259239650466
CHEMBL5192318_flexx_07,22.552013176064502
CHEMBL5192318_flexx_08,24.762592088175822
CHEMBL5192318_flexx_09,13.580911458686714
CHEMBL5192318_flexx_10,26.353914899501795
CHEMBL3671487_flexx_01,47.270371783934955
CHEMBL3671487_flexx_02,42.43287199447294
CHEMBL3671487_flexx_03,41.15664715611185
CHEMBL3671487_flexx_04,49.298511753409315
CHEMBL3671487_flexx_05,45.515242146662565
CHEMBL3671487_flexx_06,37.93077990443584
CHEMBL3671487_flexx_07,43.99554342739147
CHEMBL3671487_flexx_08,41.11334164475785
CHEMBL3671487_flexx_09,44.247135655501225
CHEMBL3671487_flexx_10,34.54191878038296
CHEMBL80540_flexx_01,45.74347869764169
CHEMBL80540_flexx_02,41.549117153095395
CHEMBL80540_flexx_03,45.74347869764169
CHEMBL80540_flexx_04,40.91358282697061
CHEMBL80540_flexx_05,40.91358282697061
CHEMBL80540_flexx_06,45.74347869764169
CHEMBL80540_flexx_07,46.21724590598873
